sep=,
"Time","B_1 - I45","B_2 - I45","B_3 - I45","B_4 - I45","B_5 - I45","B_6 - I45","B_7 - I45","B_8 - I45","B_1 - I49","B_2 - I49","B_3 - I49","B_4 - I49","B_5 - I49","B_6 - I49","B_7 - I49","B_8 - I49","B_1 - I50","B_2 - I50","B_3 - I50","B_4 - I50","B_5 - I50","B_6 - I50","B_7 - I50","B_8 - I50","B_1 - I51","B_2 - I51","B_3 - I51","B_4 - I51","B_5 - I51","B_6 - I51","B_7 - I51","B_8 - I51","B_1 - I52","B_2 - I52","B_3 - I52","B_4 - I52","B_5 - I52","B_6 - I52","B_7 - I52","B_8 - I52","B_1 - I53","B_2 - I53","B_3 - I53","B_4 - I53","B_5 - I53","B_6 - I53","B_7 - I53","B_8 - I53","B_1 - I54","B_2 - I54","B_3 - I54","B_4 - I54","B_5 - I54","B_6 - I54","B_7 - I54","B_8 - I54","B_1 - I55","B_2 - I55","B_3 - I55","B_4 - I55","B_5 - I55","B_6 - I55","B_7 - I55","B_8 - I55","B_1 - I56","B_2 - I56","B_3 - I56","B_4 - I56","B_5 - I56","B_6 - I56","B_7 - I56","B_8 - I56","B_1 - I57","B_2 - I57","B_3 - I57","B_4 - I57","B_5 - I57","B_6 - I57","B_7 - I57","B_8 - I57","B_1 - I58","B_2 - I58","B_3 - I58","B_4 - I58","B_5 - I58","B_6 - I58","B_7 - I58","B_8 - I58"," I45"," I49"," I50"," I51"," I52"," I53"," I54"," I55"," I56"," I57"," I58"
2026-06-13 09:00:00,0.132 Mpa,0.135 Mpa,0.135 Mpa,0.135 Mpa,0.136 Mpa,0.137 Mpa,0.138 Mpa,0.142 Mpa,0.119 Mpa,0.119 Mpa,0.122 Mpa,0.115 Mpa,0.120 Mpa,0.125 Mpa,0.125 Mpa,0.131 Mpa,0.118 Mpa,0.118 Mpa,0.114 Mpa,0.114 Mpa,0.117 Mpa,0.117 Mpa,0.119 Mpa,0.124 Mpa,0.128 Mpa,0.127 Mpa,0.133 Mpa,0.127 Mpa,0.129 Mpa,0.136 Mpa,0.136 Mpa,0.138 Mpa,0.117 Mpa,0.118 Mpa,0.111 Mpa,0.111 Mpa,0.112 Mpa,0.111 Mpa,0.115 Mpa,0.118 Mpa,0.122 Mpa,1.02 Mpa,0.124 Mpa,0.120 Mpa,0.121 Mpa,0.124 Mpa,0.122 Mpa,0.128 Mpa,0.106 Mpa,0.106 Mpa,0.0989 Mpa,0.102 Mpa,0.102 Mpa,0.102 Mpa,0.106 Mpa,0.107 Mpa,0.128 Mpa,0.128 Mpa,0.130 Mpa,0.130 Mpa,0.126 Mpa,0.132 Mpa,0.132 Mpa,0.140 Mpa,0.128 Mpa,0.127 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.131 Mpa,0.130 Mpa,0.135 Mpa,0.128 Mpa,0.128 Mpa,0.127 Mpa,0.123 Mpa,0.131 Mpa,0.127 Mpa,0.132 Mpa,0.140 Mpa,,,,,,,,,1867 RPM,1813 RPM,1313 RPM,1868 RPM,360 RPM,1644 RPM,352 RPM,1783 RPM,1683 RPM,1870 RPM,
2026-06-13 11:00:00,0.131 Mpa,0.134 Mpa,0.133 Mpa,0.134 Mpa,0.134 Mpa,0.136 Mpa,0.137 Mpa,0.141 Mpa,0.114 Mpa,0.114 Mpa,0.115 Mpa,0.109 Mpa,0.113 Mpa,0.117 Mpa,0.117 Mpa,0.122 Mpa,0.125 Mpa,0.126 Mpa,0.123 Mpa,0.123 Mpa,0.125 Mpa,0.126 Mpa,0.127 Mpa,0.134 Mpa,0.130 Mpa,0.129 Mpa,0.135 Mpa,0.129 Mpa,0.130 Mpa,0.137 Mpa,0.138 Mpa,0.139 Mpa,0.127 Mpa,0.128 Mpa,0.128 Mpa,0.126 Mpa,0.127 Mpa,0.127 Mpa,0.129 Mpa,0.134 Mpa,0.123 Mpa,1.02 Mpa,0.125 Mpa,0.121 Mpa,0.122 Mpa,0.126 Mpa,0.123 Mpa,0.129 Mpa,0.114 Mpa,0.111 Mpa,0.110 Mpa,0.109 Mpa,0.111 Mpa,0.114 Mpa,0.113 Mpa,0.118 Mpa,0.124 Mpa,0.124 Mpa,0.125 Mpa,0.125 Mpa,0.123 Mpa,0.127 Mpa,0.128 Mpa,0.134 Mpa,0.127 Mpa,0.126 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.132 Mpa,0.131 Mpa,0.135 Mpa,0.122 Mpa,0.122 Mpa,0.121 Mpa,0.117 Mpa,0.126 Mpa,0.121 Mpa,0.127 Mpa,0.133 Mpa,,,,,,,,,1869 RPM,1451 RPM,1758 RPM,1866 RPM,1780 RPM,1705 RPM,1539 RPM,1615 RPM,1794 RPM,1858 RPM,
2026-06-13 13:00:00,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.126 Mpa,0.128 Mpa,0.129 Mpa,0.130 Mpa,0.135 Mpa,0.113 Mpa,0.113 Mpa,0.115 Mpa,0.109 Mpa,0.113 Mpa,0.117 Mpa,0.118 Mpa,0.122 Mpa,0.120 Mpa,0.120 Mpa,0.117 Mpa,0.117 Mpa,0.121 Mpa,0.121 Mpa,0.123 Mpa,0.129 Mpa,0.121 Mpa,0.117 Mpa,0.122 Mpa,0.115 Mpa,0.118 Mpa,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0.124 Mpa,0.124 Mpa,0.121 Mpa,0.122 Mpa,0.123 Mpa,0.125 Mpa,0.130 Mpa,0.126 Mpa,1.01 Mpa,0.128 Mpa,0.124 Mpa,0.125 Mpa,0.130 Mpa,0.126 Mpa,0.133 Mpa,0.129 Mpa,0.131 Mpa,0.128 Mpa,0.132 Mpa,0.131 Mpa,0.134 Mpa,0.133 Mpa,0.139 Mpa,0.129 Mpa,0.128 Mpa,0.132 Mpa,0.131 Mpa,0.128 Mpa,0.134 Mpa,0.133 Mpa,0.141 Mpa,0.130 Mpa,0.128 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.135 Mpa,0.133 Mpa,0.138 Mpa,0.127 Mpa,0.127 Mpa,0.125 Mpa,0.123 Mpa,0.129 Mpa,0.125 Mpa,0.131 Mpa,0.138 Mpa,,,,,,,,,1772 RPM,1527 RPM,1718 RPM,1557 RPM,1662 RPM,1788 RPM,1709 RPM,1823 RPM,1846 RPM,1733 RPM,
2026-06-13 15:00:00,0.118 Mpa,0.120 Mpa,0.120 Mpa,0.120 Mpa,0.122 Mpa,0.123 Mpa,0.125 Mpa,0.128 Mpa,0.117 Mpa,0.117 Mpa,0.119 Mpa,0.113 Mpa,0.118 Mpa,0.122 Mpa,0.122 Mpa,0.128 Mpa,0.120 Mpa,0.120 Mpa,0.118 Mpa,0.116 Mpa,0.120 Mpa,0.121 Mpa,0.122 Mpa,0.130 Mpa,,,,,,,,,0.125 Mpa,0.125 Mpa,0.125 Mpa,0.122 Mpa,0.123 Mpa,0.125 Mpa,0.126 Mpa,0.132 Mpa,0.124 Mpa,1.02 Mpa,0.126 Mpa,0.123 Mpa,0.124 Mpa,0.128 Mpa,0.124 Mpa,0.131 Mpa,0.123 Mpa,0.125 Mpa,0.120 Mpa,0.124 Mpa,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.131 Mpa,0.127 Mpa,0.126 Mpa,0.129 Mpa,0.127 Mpa,0.126 Mpa,0.131 Mpa,0.131 Mpa,0.138 Mpa,0.129 Mpa,0.128 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.133 Mpa,0.132 Mpa,0.137 Mpa,0.122 Mpa,0.123 Mpa,0.121 Mpa,0.118 Mpa,0.124 Mpa,0.120 Mpa,0.126 Mpa,0.132 Mpa,,,,,,,,,1681 RPM,1708 RPM,1858 RPM,,1782 RPM,1773 RPM,1611 RPM,1839 RPM,1751 RPM,1618 RPM,
2026-06-13 17:00:00,0.111 Mpa,0.113 Mpa,0.111 Mpa,0.110 Mpa,0.115 Mpa,0.114 Mpa,0.118 Mpa,0.120 Mpa,0.113 Mpa,0.112 Mpa,0.114 Mpa,0.107 Mpa,0.111 Mpa,0.116 Mpa,0.116 Mpa,0.122 Mpa,0.119 Mpa,0.118 Mpa,0.116 Mpa,0.115 Mpa,0.118 Mpa,0.119 Mpa,0.120 Mpa,0.128 Mpa,,,,,,,,,0.123 Mpa,0.123 Mpa,0.123 Mpa,0.120 Mpa,0.122 Mpa,0.123 Mpa,0.124 Mpa,0.130 Mpa,0.118 Mpa,1.02 Mpa,0.119 Mpa,0.116 Mpa,0.118 Mpa,0.120 Mpa,0.119 Mpa,0.124 Mpa,0.118 Mpa,0.119 Mpa,0.115 Mpa,0.119 Mpa,0.118 Mpa,0.121 Mpa,0.122 Mpa,0.126 Mpa,0.122 Mpa,0.121 Mpa,0.124 Mpa,0.123 Mpa,0.122 Mpa,0.126 Mpa,0.127 Mpa,0.133 Mpa,0.129 Mpa,0.129 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.134 Mpa,0.133 Mpa,0.138 Mpa,0.124 Mpa,0.125 Mpa,0.123 Mpa,0.120 Mpa,0.127 Mpa,0.122 Mpa,0.128 Mpa,0.135 Mpa,,,,,,,,,1531 RPM,1658 RPM,1521 RPM,,1684 RPM,1626 RPM,1500 RPM,1722 RPM,1789 RPM,1675 RPM,
2026-06-13 19:00:00,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.126 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.134 Mpa,0.113 Mpa,0.112 Mpa,0.114 Mpa,0.108 Mpa,0.112 Mpa,0.117 Mpa,0.117 Mpa,0.122 Mpa,0.118 Mpa,0.118 Mpa,0.115 Mpa,0.114 Mpa,0.118 Mpa,0.119 Mpa,0.120 Mpa,0.126 Mpa,,,,,,,,,0.125 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.133 Mpa,0.118 Mpa,1.02 Mpa,0.119 Mpa,0.116 Mpa,0.119 Mpa,0.121 Mpa,0.120 Mpa,0.125 Mpa,0.119 Mpa,0.121 Mpa,0.118 Mpa,0.121 Mpa,0.120 Mpa,0.123 Mpa,0.123 Mpa,0.128 Mpa,0.123 Mpa,0.122 Mpa,0.124 Mpa,0.123 Mpa,0.122 Mpa,0.126 Mpa,0.127 Mpa,0.133 Mpa,0.127 Mpa,0.127 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.132 Mpa,0.131 Mpa,0.136 Mpa,0.123 Mpa,0.123 Mpa,0.122 Mpa,0.119 Mpa,0.127 Mpa,0.122 Mpa,0.128 Mpa,0.135 Mpa,,,,,,,,,1787 RPM,1606 RPM,1616 RPM,,1781 RPM,1686 RPM,1580 RPM,1689 RPM,1668 RPM,1759 RPM,
2026-06-13 21:00:00,0.120 Mpa,0.122 Mpa,0.122 Mpa,0.121 Mpa,0.124 Mpa,0.125 Mpa,0.127 Mpa,0.130 Mpa,0.115 Mpa,0.115 Mpa,0.117 Mpa,0.111 Mpa,0.116 Mpa,0.120 Mpa,0.120 Mpa,0.126 Mpa,0.121 Mpa,0.122 Mpa,0.120 Mpa,0.119 Mpa,0.123 Mpa,0.124 Mpa,0.124 Mpa,0.132 Mpa,,,,,,,,,0.129 Mpa,0.130 Mpa,0.130 Mpa,0.128 Mpa,0.128 Mpa,0.130 Mpa,0.131 Mpa,0.137 Mpa,0.125 Mpa,1.02 Mpa,0.128 Mpa,0.125 Mpa,0.126 Mpa,0.129 Mpa,0.126 Mpa,0.133 Mpa,0.123 Mpa,0.124 Mpa,0.121 Mpa,0.125 Mpa,0.124 Mpa,0.127 Mpa,0.127 Mpa,0.132 Mpa,0.122 Mpa,0.121 Mpa,0.122 Mpa,0.121 Mpa,0.120 Mpa,0.124 Mpa,0.125 Mpa,0.131 Mpa,0.127 Mpa,0.127 Mpa,0.125 Mpa,0.125 Mpa,0.128 Mpa,0.131 Mpa,0.131 Mpa,0.135 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0.123 Mpa,0.130 Mpa,0.126 Mpa,0.131 Mpa,0.139 Mpa,,,,,,,,,1745 RPM,1727 RPM,1765 RPM,,1847 RPM,1834 RPM,1689 RPM,1485 RPM,1690 RPM,1766 RPM,
2026-06-13 23:00:00,0.118 Mpa,0.119 Mpa,0.118 Mpa,0.117 Mpa,0.118 Mpa,0.118 Mpa,0.121 Mpa,0.124 Mpa,0.109 Mpa,0.110 Mpa,0.110 Mpa,0.104 Mpa,0.109 Mpa,0.112 Mpa,0.113 Mpa,0.117 Mpa,0.120 Mpa,0.120 Mpa,0.117 Mpa,0.117 Mpa,0.120 Mpa,0.121 Mpa,0.122 Mpa,0.129 Mpa,,,,,,,,,0.126 Mpa,0.126 Mpa,0.126 Mpa,0.125 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.133 Mpa,0.125 Mpa,1.02 Mpa,0.128 Mpa,0.124 Mpa,0.125 Mpa,0.129 Mpa,0.126 Mpa,0.133 Mpa,0.122 Mpa,0.123 Mpa,0.119 Mpa,0.123 Mpa,0.123 Mpa,0.125 Mpa,0.125 Mpa,0.131 Mpa,0.126 Mpa,0.124 Mpa,0.127 Mpa,0.124 Mpa,0.125 Mpa,0.129 Mpa,0.129 Mpa,0.136 Mpa,0.128 Mpa,0.128 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.132 Mpa,0.132 Mpa,0.136 Mpa,0.122 Mpa,0.123 Mpa,0.120 Mpa,0.118 Mpa,0.124 Mpa,0.119 Mpa,0.125 Mpa,0.130 Mpa,,,,,,,,,1259 RPM,1469 RPM,1739 RPM,,1753 RPM,1818 RPM,1642 RPM,1837 RPM,1728 RPM,1536 RPM,
2026-06-14 01:00:00,0.104 Mpa,0.106 Mpa,0.103 Mpa,0.102 Mpa,0.104 Mpa,0.103 Mpa,0.107 Mpa,0.108 Mpa,0.111 Mpa,0.111 Mpa,0.113 Mpa,0.106 Mpa,0.111 Mpa,0.116 Mpa,0.116 Mpa,0.121 Mpa,0.122 Mpa,0.122 Mpa,0.120 Mpa,0.119 Mpa,0.123 Mpa,0.124 Mpa,0.125 Mpa,0.132 Mpa,,,,,,,,,0.124 Mpa,0.125 Mpa,0.124 Mpa,0.122 Mpa,0.123 Mpa,0.123 Mpa,0.125 Mpa,0.130 Mpa,0.117 Mpa,1.02 Mpa,0.118 Mpa,0.115 Mpa,0.117 Mpa,0.120 Mpa,0.118 Mpa,0.124 Mpa,0.122 Mpa,0.123 Mpa,0.120 Mpa,0.123 Mpa,0.124 Mpa,0.126 Mpa,0.127 Mpa,0.131 Mpa,0.124 Mpa,0.122 Mpa,0.125 Mpa,0.123 Mpa,0.123 Mpa,0.128 Mpa,0.128 Mpa,0.135 Mpa,0.124 Mpa,0.123 Mpa,0.121 Mpa,0.122 Mpa,0.124 Mpa,0.127 Mpa,0.128 Mpa,0.131 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0.123 Mpa,0.130 Mpa,0.126 Mpa,0.131 Mpa,0.138 Mpa,,,,,,,,,929 RPM,1649 RPM,1740 RPM,,1447 RPM,1658 RPM,1736 RPM,1872 RPM,1622 RPM,1712 RPM,
2026-06-14 03:00:00,0.127 Mpa,0.129 Mpa,0.127 Mpa,0.127 Mpa,0.129 Mpa,0.129 Mpa,0.132 Mpa,0.135 Mpa,0.119 Mpa,0.120 Mpa,0.121 Mpa,0.116 Mpa,0.119 Mpa,0.124 Mpa,0.125 Mpa,0.130 Mpa,0.119 Mpa,0.120 Mpa,0.117 Mpa,0.116 Mpa,0.119 Mpa,0.120 Mpa,0.121 Mpa,0.128 Mpa,,,,,,,,,0.117 Mpa,0.117 Mpa,0.118 Mpa,0.115 Mpa,0.119 Mpa,0.119 Mpa,0.122 Mpa,0.127 Mpa,0.124 Mpa,1.02 Mpa,0.126 Mpa,0.123 Mpa,0.125 Mpa,0.128 Mpa,0.126 Mpa,0.132 Mpa,0.120 Mpa,0.121 Mpa,0.118 Mpa,0.120 Mpa,0.122 Mpa,0.125 Mpa,0.125 Mpa,0.130 Mpa,0.118 Mpa,0.116 Mpa,0.117 Mpa,0.116 Mpa,0.118 Mpa,0.121 Mpa,0.122 Mpa,0.128 Mpa,0.125 Mpa,0.124 Mpa,0.122 Mpa,0.122 Mpa,0.125 Mpa,0.128 Mpa,0.128 Mpa,0.132 Mpa,0.122 Mpa,0.123 Mpa,0.120 Mpa,0.117 Mpa,0.124 Mpa,0.119 Mpa,0.126 Mpa,0.130 Mpa,,,,,,,,,1623 RPM,1746 RPM,1607 RPM,,1825 RPM,1834 RPM,1814 RPM,1730 RPM,1636 RPM,1454 RPM,
2026-06-14 05:00:00,0.116 Mpa,0.117 Mpa,0.116 Mpa,0.114 Mpa,0.119 Mpa,0.119 Mpa,0.122 Mpa,0.124 Mpa,0.118 Mpa,0.118 Mpa,0.120 Mpa,0.114 Mpa,0.118 Mpa,0.123 Mpa,0.123 Mpa,0.129 Mpa,0.122 Mpa,0.122 Mpa,0.120 Mpa,0.119 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.133 Mpa,,,,,,,,,0.125 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0.124 Mpa,0.125 Mpa,0.127 Mpa,0.133 Mpa,0.116 Mpa,1.02 Mpa,0.117 Mpa,0.115 Mpa,0.117 Mpa,0.119 Mpa,0.117 Mpa,0.123 Mpa,0.120 Mpa,0.120 Mpa,0.116 Mpa,0.120 Mpa,0.121 Mpa,0.123 Mpa,0.124 Mpa,0.128 Mpa,0.122 Mpa,0.121 Mpa,0.122 Mpa,0.121 Mpa,0.120 Mpa,0.124 Mpa,0.125 Mpa,0.131 Mpa,0.127 Mpa,0.127 Mpa,0.125 Mpa,0.125 Mpa,0.128 Mpa,0.131 Mpa,0.131 Mpa,0.135 Mpa,0.124 Mpa,0.124 Mpa,0.122 Mpa,0.120 Mpa,0.127 Mpa,0.122 Mpa,0.128 Mpa,0.134 Mpa,,,,,,,,,1517 RPM,1795 RPM,1692 RPM,,1705 RPM,1623 RPM,1609 RPM,1630 RPM,1708 RPM,1668 RPM,
2026-06-14 07:00:00,0.131 Mpa,0.133 Mpa,0.134 Mpa,0.133 Mpa,0.135 Mpa,0.136 Mpa,0.137 Mpa,0.142 Mpa,0.116 Mpa,0.116 Mpa,0.119 Mpa,0.112 Mpa,0.117 Mpa,0.123 Mpa,0.122 Mpa,0.128 Mpa,0.122 Mpa,0.122 Mpa,0.120 Mpa,0.119 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.133 Mpa,,,,,,,,,0.129 Mpa,0.131 Mpa,0.132 Mpa,0.130 Mpa,0.129 Mpa,0.132 Mpa,0.133 Mpa,0.139 Mpa,0.120 Mpa,1.02 Mpa,0.123 Mpa,0.119 Mpa,0.120 Mpa,0.124 Mpa,0.121 Mpa,0.127 Mpa,0.120 Mpa,0.120 Mpa,0.117 Mpa,0.120 Mpa,0.120 Mpa,0.123 Mpa,0.123 Mpa,0.128 Mpa,0.124 Mpa,0.123 Mpa,0.125 Mpa,0.123 Mpa,0.122 Mpa,0.127 Mpa,0.127 Mpa,0.133 Mpa,0.125 Mpa,0.125 Mpa,0.123 Mpa,0.124 Mpa,0.126 Mpa,0.130 Mpa,0.129 Mpa,0.133 Mpa,0.124 Mpa,0.124 Mpa,0.122 Mpa,0.119 Mpa,0.127 Mpa,0.122 Mpa,0.127 Mpa,0.133 Mpa,,,,,,,,,1872 RPM,1831 RPM,1756 RPM,,1862 RPM,1703 RPM,1660 RPM,1762 RPM,1625 RPM,1772 RPM,
2026-06-14 09:00:00,0.127 Mpa,0.129 Mpa,0.130 Mpa,0.129 Mpa,0.131 Mpa,0.132 Mpa,0.134 Mpa,0.137 Mpa,0.111 Mpa,0.111 Mpa,0.113 Mpa,0.106 Mpa,0.110 Mpa,0.115 Mpa,0.115 Mpa,0.120 Mpa,0.122 Mpa,0.123 Mpa,0.120 Mpa,0.119 Mpa,0.124 Mpa,0.125 Mpa,0.127 Mpa,0.134 Mpa,,,,,,,,,0.126 Mpa,0.126 Mpa,0.127 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.127 Mpa,0.133 Mpa,0.124 Mpa,1.02 Mpa,0.127 Mpa,0.124 Mpa,0.124 Mpa,0.128 Mpa,0.125 Mpa,0.132 Mpa,0.125 Mpa,0.126 Mpa,0.123 Mpa,0.126 Mpa,0.126 Mpa,0.129 Mpa,0.129 Mpa,0.134 Mpa,0.123 Mpa,0.122 Mpa,0.124 Mpa,0.122 Mpa,0.121 Mpa,0.125 Mpa,0.126 Mpa,0.132 Mpa,0.127 Mpa,0.127 Mpa,0.125 Mpa,0.125 Mpa,0.128 Mpa,0.131 Mpa,0.131 Mpa,0.135 Mpa,0.125 Mpa,0.125 Mpa,0.123 Mpa,0.121 Mpa,0.128 Mpa,0.123 Mpa,0.129 Mpa,0.135 Mpa,,,,,,,,,1842 RPM,1579 RPM,1756 RPM,,1759 RPM,1771 RPM,1775 RPM,1656 RPM,1677 RPM,1757 RPM,
2026-06-14 11:00:00,0.129 Mpa,0.131 Mpa,0.131 Mpa,0.131 Mpa,0.132 Mpa,0.134 Mpa,0.135 Mpa,0.139 Mpa,0.117 Mpa,0.116 Mpa,0.118 Mpa,0.112 Mpa,0.116 Mpa,0.121 Mpa,0.121 Mpa,0.127 Mpa,0.121 Mpa,0.122 Mpa,0.119 Mpa,0.118 Mpa,0.122 Mpa,0.123 Mpa,0.123 Mpa,0.131 Mpa,,,,,,,,,0.119 Mpa,0.119 Mpa,0.119 Mpa,0.116 Mpa,0.119 Mpa,0.119 Mpa,0.121 Mpa,0.126 Mpa,0.126 Mpa,1.02 Mpa,0.129 Mpa,0.125 Mpa,0.125 Mpa,0.130 Mpa,0.126 Mpa,0.133 Mpa,0.126 Mpa,0.127 Mpa,0.124 Mpa,0.128 Mpa,0.127 Mpa,0.130 Mpa,0.130 Mpa,0.136 Mpa,0.124 Mpa,0.123 Mpa,0.125 Mpa,0.124 Mpa,0.122 Mpa,0.127 Mpa,0.127 Mpa,0.134 Mpa,0.127 Mpa,0.126 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.130 Mpa,0.130 Mpa,0.134 Mpa,0.122 Mpa,0.123 Mpa,0.121 Mpa,0.118 Mpa,0.126 Mpa,0.120 Mpa,0.126 Mpa,0.133 Mpa,,,,,,,,,1801 RPM,1781 RPM,1747 RPM,,1563 RPM,1789 RPM,1793 RPM,1676 RPM,1614 RPM,1780 RPM,
2026-06-14 13:00:00,0.124 Mpa,0.125 Mpa,0.127 Mpa,0.125 Mpa,0.127 Mpa,0.129 Mpa,0.130 Mpa,0.134 Mpa,0.117 Mpa,0.117 Mpa,0.119 Mpa,0.113 Mpa,0.117 Mpa,0.122 Mpa,0.121 Mpa,0.127 Mpa,0.126 Mpa,0.127 Mpa,0.125 Mpa,0.124 Mpa,0.128 Mpa,0.130 Mpa,0.130 Mpa,0.138 Mpa,,,,,,,,,0.124 Mpa,0.126 Mpa,0.125 Mpa,0.123 Mpa,0.124 Mpa,0.125 Mpa,0.127 Mpa,0.131 Mpa,0.125 Mpa,1.01 Mpa,0.127 Mpa,0.123 Mpa,0.124 Mpa,0.128 Mpa,0.125 Mpa,0.131 Mpa,0.123 Mpa,0.124 Mpa,0.120 Mpa,0.123 Mpa,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.132 Mpa,0.124 Mpa,0.122 Mpa,0.125 Mpa,0.124 Mpa,0.123 Mpa,0.129 Mpa,0.129 Mpa,0.135 Mpa,0.126 Mpa,0.125 Mpa,0.123 Mpa,0.123 Mpa,0.125 Mpa,0.127 Mpa,0.128 Mpa,0.131 Mpa,0.121 Mpa,0.121 Mpa,0.119 Mpa,0.116 Mpa,0.124 Mpa,0.119 Mpa,0.125 Mpa,0.131 Mpa,,,,,,,,,1826 RPM,1750 RPM,1839 RPM,,1662 RPM,1612 RPM,1727 RPM,1808 RPM,1217 RPM,1693 RPM,
2026-06-14 15:00:00,0.120 Mpa,0.122 Mpa,0.122 Mpa,0.121 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.129 Mpa,0.112 Mpa,0.113 Mpa,0.114 Mpa,0.108 Mpa,0.112 Mpa,0.116 Mpa,0.117 Mpa,0.121 Mpa,0.125 Mpa,0.125 Mpa,0.123 Mpa,0.122 Mpa,0.126 Mpa,0.126 Mpa,0.128 Mpa,0.135 Mpa,0.109 Mpa,0.108 Mpa,0.106 Mpa,0.103 Mpa,0.107 Mpa,0.108 Mpa,0.113 Mpa,0.111 Mpa,0.126 Mpa,0.127 Mpa,0.127 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.129 Mpa,0.135 Mpa,0.123 Mpa,1.01 Mpa,0.126 Mpa,0.122 Mpa,0.122 Mpa,0.126 Mpa,0.123 Mpa,0.130 Mpa,0.117 Mpa,0.119 Mpa,0.114 Mpa,0.118 Mpa,0.118 Mpa,0.121 Mpa,0.121 Mpa,0.125 Mpa,0.115 Mpa,0.113 Mpa,0.115 Mpa,0.113 Mpa,0.116 Mpa,0.121 Mpa,0.122 Mpa,0.127 Mpa,0.123 Mpa,0.122 Mpa,0.119 Mpa,0.121 Mpa,0.123 Mpa,0.126 Mpa,0.126 Mpa,0.130 Mpa,0.127 Mpa,0.128 Mpa,0.126 Mpa,0.123 Mpa,0.131 Mpa,0.126 Mpa,0.132 Mpa,0.139 Mpa,,,,,,,,,1759 RPM,1465 RPM,1823 RPM,973 RPM,1869 RPM,1802 RPM,1554 RPM,1814 RPM,1521 RPM,1795 RPM,
2026-06-14 17:00:00,0.118 Mpa,0.119 Mpa,0.118 Mpa,0.117 Mpa,0.120 Mpa,0.121 Mpa,0.123 Mpa,0.126 Mpa,0.114 Mpa,0.114 Mpa,0.116 Mpa,0.110 Mpa,0.114 Mpa,0.119 Mpa,0.119 Mpa,0.124 Mpa,0.121 Mpa,0.121 Mpa,0.118 Mpa,0.117 Mpa,0.120 Mpa,0.121 Mpa,0.122 Mpa,0.128 Mpa,0.125 Mpa,0.121 Mpa,0.124 Mpa,0.117 Mpa,0.121 Mpa,0.124 Mpa,0.127 Mpa,0.127 Mpa,0.123 Mpa,0.124 Mpa,0.124 Mpa,0.122 Mpa,0.123 Mpa,0.124 Mpa,0.126 Mpa,0.131 Mpa,0.124 Mpa,1.02 Mpa,0.126 Mpa,0.123 Mpa,0.123 Mpa,0.127 Mpa,0.124 Mpa,0.131 Mpa,0.120 Mpa,0.121 Mpa,0.117 Mpa,0.120 Mpa,0.120 Mpa,0.122 Mpa,0.123 Mpa,0.127 Mpa,0.125 Mpa,0.124 Mpa,0.126 Mpa,0.125 Mpa,0.123 Mpa,0.128 Mpa,0.128 Mpa,0.135 Mpa,0.125 Mpa,0.124 Mpa,0.122 Mpa,0.122 Mpa,0.125 Mpa,0.128 Mpa,0.128 Mpa,0.132 Mpa,0.122 Mpa,0.122 Mpa,0.121 Mpa,0.117 Mpa,0.125 Mpa,0.120 Mpa,0.126 Mpa,0.132 Mpa,,,,,,,,,1635 RPM,1608 RPM,1538 RPM,1429 RPM,1803 RPM,1713 RPM,1481 RPM,1689 RPM,1653 RPM,1617 RPM,
