"Time","I38 - G_1","I38 - G_2","I38 - G_3","I38 - G_4","I39 - G_1","I39 - G_2","I39 - G_3","I39 - G_4","I40 - G_1","I40 - G_2","I40 - G_3","I40 - G_4","I41 - G_1","I41 - G_2","I41 - G_3","I41 - G_4","I42 - G_1","I42 - G_2","I42 - G_3","I42 - G_4","I43 - G_1","I43 - G_2","I43 - G_3","I43 - G_4","I44 - G_1","I44 - G_2","I44 - G_3","I44 - G_4","I46 - G_1","I46 - G_2","I46 - G_3","I46 - G_4","I47 - G_1","I47 - G_2","I47 - G_3","I47 - G_4","I48 - G_1","I48 - G_2","I48 - G_3","I48 - G_4"
2026-07-15 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-15 23:00:00,On,On,On,On,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-16 01:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-16 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-16 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-16 07:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-16 09:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-16 11:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-16 13:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,On,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-16 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-16 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-16 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-16 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-16 23:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-17 01:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-17 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-17 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-17 07:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-17 09:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-17 11:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-17 13:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-17 15:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-17 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-17 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-17 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-17 23:00:00,On,On,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,,On,On,On,On
2026-07-18 01:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-18 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-18 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-18 07:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-18 09:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-18 11:00:00,Off,Off,Off,Off,,,,,On,On,On,On,On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-18 13:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,On,On,On,On
2026-07-18 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-18 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-18 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-18 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-18 23:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-19 01:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-19 03:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-19 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-19 07:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-19 09:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-19 11:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,On,On,On,On,On,On,On,On,,,,,,,,,On,On,On,On
2026-07-19 13:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-19 15:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-19 17:00:00,On,On,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-19 19:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-19 21:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-19 23:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-20 01:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-20 03:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-20 05:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-20 07:00:00,Off,Off,Off,Off,On,On,On,On,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-20 09:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-20 11:00:00,On,On,On,On,,,,,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,,,,,,,,,On,On,On,On
2026-07-20 13:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,On,,,,,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-20 15:00:00,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off,On,On,On,On,,,,,,,,,On,On,On,On
2026-07-20 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-20 19:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-20 21:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-20 23:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-21 01:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-21 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-21 05:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-21 07:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-21 09:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-21 11:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-21 13:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,On,On,On,On
2026-07-21 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-21 17:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-21 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-21 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-21 23:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-22 01:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-22 03:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-22 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-22 07:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-22 09:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-22 11:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-22 13:00:00,On,On,On,On,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-22 15:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-22 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-22 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-22 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-22 23:00:00,On,On,On,On,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-23 01:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-23 03:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-23 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,,,,,,,,,,,,,Off,Off,Off,Off
2026-07-23 07:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,,,,,,Off,Off,Off,Off
2026-07-23 09:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-23 11:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-23 13:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,On,On,On,On,,,,,,,,,,,,,,,,,Off,Off,Off,Off
2026-07-23 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,,,,,On,On,On,On
2026-07-23 17:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,,,,,,,,,
2026-07-23 19:00:00,Off,Off,Off,Off,,,,,On,On,On,On,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,,,,,,On,On,On,On
2026-07-23 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,,,,,,On,On,On,On
2026-07-23 23:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,,,,,Off,Off,Off,Off
2026-07-24 01:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,,,,,,On,On,On,On
2026-07-24 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,,,,,Off,Off,Off,Off
2026-07-24 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,,,,,,,,,Off,Off,Off,Off
2026-07-24 07:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,,,,,,Off,Off,Off,Off
2026-07-24 09:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-24 11:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,On,On,On,On
2026-07-24 13:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-24 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-24 17:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-24 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-24 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-24 23:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-25 01:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,On,On,On,On
2026-07-25 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-25 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-25 07:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-25 09:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-25 11:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-25 13:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,On,On,On,On,,,,,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-25 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-25 17:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-25 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-25 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-25 23:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-26 01:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-26 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-26 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-26 07:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-26 09:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-26 11:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,On,On,On,On,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-26 13:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,On,On,On,On,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-26 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-26 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-26 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-26 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-26 23:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-27 01:00:00,On,On,On,On,,,,,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-27 03:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,,,,,,,,,On,On,On,On
