"Time","B_1 - I45","B_2 - I45","B_3 - I45","B_4 - I45","Center - I45","B_1 - I49","B_2 - I49","B_3 - I49","B_4 - I49","Center - I49","B_1 - I50","B_2 - I50","B_3 - I50","B_4 - I50","Center - I50","B_1 - I51","B_2 - I51","B_3 - I51","B_4 - I51","Center - I51","B_1 - I52","B_2 - I52","B_3 - I52","B_4 - I52","Center - I52","B_1 - I53","B_2 - I53","B_3 - I53","B_4 - I53","Center - I53","B_1 - I54","B_2 - I54","B_3 - I54","B_4 - I54","Center - I54","B_1 - I55","B_2 - I55","B_3 - I55","B_4 - I55","Center - I55","B_1 - I56","B_2 - I56","B_3 - I56","B_4 - I56","Center - I56","B_1 - I57","B_2 - I57","B_3 - I57","B_4 - I57","Center - I57","B_1 - I58","B_2 - I58","B_3 - I58","B_4 - I58","Center - I58","RPM "
2026-08-01 03:00:00,0.122 Mpa,0.124 Mpa,0.124 Mpa,0.124 Mpa,0 Mpa,0.117 Mpa,0.110 Mpa,0.118 Mpa,1.02 Mpa,0 Mpa,0.111 Mpa,0.108 Mpa,0.111 Mpa,0.108 Mpa,0.0282 Mpa,0.110 Mpa,0.113 Mpa,0.110 Mpa,0.112 Mpa,,0.116 Mpa,0.116 Mpa,0.116 Mpa,0.116 Mpa,0 Mpa,0.120 Mpa,0.120 Mpa,0.118 Mpa,0.121 Mpa,0 Mpa,0.125 Mpa,0.130 Mpa,0.125 Mpa,0.124 Mpa,0 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.914 Mpa,0 Mpa,0.124 Mpa,0.126 Mpa,0.125 Mpa,0.125 Mpa,0 Mpa,0.123 Mpa,0.122 Mpa,0.125 Mpa,1.02 Mpa,0 Mpa,0.121 Mpa,0.121 Mpa,0.120 Mpa,0.122 Mpa,0 Mpa,1746 RPM
2026-08-01 05:00:00,0.121 Mpa,0.122 Mpa,0.123 Mpa,0.122 Mpa,0 Mpa,0.118 Mpa,0.107 Mpa,0.118 Mpa,1.01 Mpa,0 Mpa,0.115 Mpa,0.114 Mpa,0.116 Mpa,0.113 Mpa,0 Mpa,0.114 Mpa,0.116 Mpa,0.114 Mpa,0.115 Mpa,,0.116 Mpa,0.115 Mpa,0.116 Mpa,0.116 Mpa,0 Mpa,0.116 Mpa,0.116 Mpa,0.115 Mpa,0.117 Mpa,0 Mpa,0.125 Mpa,0.129 Mpa,0.124 Mpa,0.124 Mpa,0 Mpa,0.124 Mpa,0.125 Mpa,0.128 Mpa,0.920 Mpa,0 Mpa,0.122 Mpa,0.125 Mpa,0.124 Mpa,0.123 Mpa,0.00726 Mpa,0.122 Mpa,0.120 Mpa,0.123 Mpa,1.01 Mpa,0.00643 Mpa,0.123 Mpa,0.123 Mpa,0.122 Mpa,0.124 Mpa,0.00676 Mpa,1682 RPM
2026-08-01 07:00:00,0.126 Mpa,0.127 Mpa,0.128 Mpa,0.127 Mpa,0 Mpa,0.120 Mpa,0.112 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.118 Mpa,0.115 Mpa,0.118 Mpa,0.114 Mpa,0 Mpa,0.116 Mpa,0.118 Mpa,0.115 Mpa,0.117 Mpa,,0.121 Mpa,0.119 Mpa,0.121 Mpa,0.120 Mpa,0 Mpa,0.114 Mpa,0.114 Mpa,0.112 Mpa,0.115 Mpa,0 Mpa,0.122 Mpa,0.124 Mpa,0.122 Mpa,0.121 Mpa,0 Mpa,0.130 Mpa,0.131 Mpa,0.134 Mpa,0.906 Mpa,0 Mpa,0.130 Mpa,0.133 Mpa,0.132 Mpa,0.131 Mpa,0 Mpa,0.124 Mpa,0.122 Mpa,0.125 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.126 Mpa,0.125 Mpa,0.128 Mpa,0 Mpa,1768 RPM
2026-08-01 09:00:00,0.128 Mpa,0.129 Mpa,0.130 Mpa,0.130 Mpa,0 Mpa,0.119 Mpa,0.116 Mpa,0.119 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.116 Mpa,0.119 Mpa,0.116 Mpa,0 Mpa,0.120 Mpa,0.122 Mpa,0.119 Mpa,0.121 Mpa,,0.119 Mpa,0.118 Mpa,0.120 Mpa,0.119 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.117 Mpa,0.120 Mpa,0 Mpa,0.125 Mpa,0.127 Mpa,0.124 Mpa,0.124 Mpa,0 Mpa,0.128 Mpa,0.129 Mpa,0.132 Mpa,0.916 Mpa,0 Mpa,0.128 Mpa,0.132 Mpa,0.130 Mpa,0.129 Mpa,0 Mpa,0.120 Mpa,0.119 Mpa,0.122 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.126 Mpa,0.125 Mpa,0.128 Mpa,0 Mpa,1807 RPM
2026-08-01 11:00:00,0.129 Mpa,0.131 Mpa,0.131 Mpa,0.131 Mpa,0 Mpa,0.117 Mpa,0.105 Mpa,0.117 Mpa,0.996 Mpa,0 Mpa,0.119 Mpa,0.116 Mpa,0.118 Mpa,0.116 Mpa,0 Mpa,0.127 Mpa,0.129 Mpa,0.125 Mpa,0.127 Mpa,,0.115 Mpa,0.113 Mpa,0.115 Mpa,0.114 Mpa,0.0129 Mpa,0.114 Mpa,0.114 Mpa,0.113 Mpa,0.116 Mpa,0.00772 Mpa,0.122 Mpa,0.124 Mpa,0.121 Mpa,0.121 Mpa,0.00680 Mpa,0.127 Mpa,0.129 Mpa,0.131 Mpa,0.898 Mpa,0 Mpa,0.131 Mpa,0.135 Mpa,0.133 Mpa,0.131 Mpa,0 Mpa,0.118 Mpa,0.118 Mpa,0.119 Mpa,1.02 Mpa,0 Mpa,0.121 Mpa,0.121 Mpa,0.121 Mpa,0.123 Mpa,0.00907 Mpa,1723 RPM
2026-08-01 13:00:00,0.118 Mpa,0.120 Mpa,0.120 Mpa,0.119 Mpa,0.0125 Mpa,0.120 Mpa,0.105 Mpa,0.119 Mpa,1.02 Mpa,0 Mpa,0.121 Mpa,0.119 Mpa,0.121 Mpa,0.118 Mpa,0.0170 Mpa,0.119 Mpa,0.123 Mpa,0.118 Mpa,0.122 Mpa,,0.121 Mpa,0.120 Mpa,0.120 Mpa,0.120 Mpa,0.0139 Mpa,0.112 Mpa,0.112 Mpa,0.111 Mpa,0.113 Mpa,0 Mpa,0.126 Mpa,0.129 Mpa,0.124 Mpa,0.124 Mpa,0 Mpa,0.128 Mpa,0.129 Mpa,0.132 Mpa,0.919 Mpa,0 Mpa,0.130 Mpa,0.134 Mpa,0.132 Mpa,0.130 Mpa,0 Mpa,0.117 Mpa,0.116 Mpa,0.119 Mpa,1.01 Mpa,0.0121 Mpa,0.118 Mpa,0.119 Mpa,0.117 Mpa,0.120 Mpa,0 Mpa,1619 RPM
2026-08-01 15:00:00,0.120 Mpa,0.122 Mpa,0.122 Mpa,0.122 Mpa,0 Mpa,0.120 Mpa,0.104 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.117 Mpa,0.118 Mpa,0.117 Mpa,0 Mpa,0.111 Mpa,0.114 Mpa,0.111 Mpa,0.113 Mpa,,0.122 Mpa,0.121 Mpa,0.120 Mpa,0.121 Mpa,0 Mpa,0.109 Mpa,0.109 Mpa,0.108 Mpa,0.110 Mpa,0 Mpa,0.123 Mpa,0.125 Mpa,0.122 Mpa,0.121 Mpa,0.00797 Mpa,0.129 Mpa,0.130 Mpa,0.133 Mpa,0.907 Mpa,0 Mpa,0.127 Mpa,0.129 Mpa,0.128 Mpa,0.127 Mpa,0 Mpa,0.117 Mpa,0.116 Mpa,0.118 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.126 Mpa,0.125 Mpa,0.128 Mpa,0 Mpa,1732 RPM
2026-08-01 17:00:00,0.122 Mpa,0.124 Mpa,0.124 Mpa,0.124 Mpa,0 Mpa,0.120 Mpa,0.110 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.121 Mpa,0.118 Mpa,0.120 Mpa,0.118 Mpa,0 Mpa,0.112 Mpa,0.114 Mpa,0.112 Mpa,0.113 Mpa,,0.116 Mpa,0.115 Mpa,0.115 Mpa,0.116 Mpa,0 Mpa,0.104 Mpa,0.104 Mpa,0.103 Mpa,0.105 Mpa,0 Mpa,0.123 Mpa,0.127 Mpa,0.122 Mpa,0.122 Mpa,0 Mpa,0.123 Mpa,0.125 Mpa,0.126 Mpa,0.927 Mpa,0 Mpa,0.123 Mpa,0.126 Mpa,0.125 Mpa,0.124 Mpa,0.00657 Mpa,0.121 Mpa,0.120 Mpa,0.123 Mpa,1.01 Mpa,0.00621 Mpa,0.120 Mpa,0.120 Mpa,0.119 Mpa,0.121 Mpa,0 Mpa,1629 RPM
2026-08-01 19:00:00,0.125 Mpa,0.127 Mpa,0.127 Mpa,0.127 Mpa,0 Mpa,0.119 Mpa,0.104 Mpa,0.119 Mpa,1.02 Mpa,0 Mpa,0.116 Mpa,0.113 Mpa,0.116 Mpa,0.113 Mpa,0 Mpa,0.123 Mpa,0.126 Mpa,0.122 Mpa,0.125 Mpa,,0.121 Mpa,0.120 Mpa,0.120 Mpa,0.120 Mpa,0 Mpa,0.114 Mpa,0.113 Mpa,0.112 Mpa,0.114 Mpa,0 Mpa,0.123 Mpa,0.126 Mpa,0.122 Mpa,0.121 Mpa,0 Mpa,0.127 Mpa,0.128 Mpa,0.131 Mpa,0.926 Mpa,0 Mpa,0.123 Mpa,0.126 Mpa,0.125 Mpa,0.123 Mpa,0.00675 Mpa,0.110 Mpa,0.110 Mpa,0.111 Mpa,1.01 Mpa,0.00716 Mpa,0.108 Mpa,0.109 Mpa,0.108 Mpa,0.110 Mpa,0 Mpa,1666 RPM
2026-08-01 21:00:00,0.120 Mpa,0.123 Mpa,0.122 Mpa,0.122 Mpa,0.00391 Mpa,0.118 Mpa,0.111 Mpa,0.119 Mpa,1.02 Mpa,0 Mpa,0.116 Mpa,0.114 Mpa,0.116 Mpa,0.113 Mpa,0 Mpa,0.117 Mpa,0.120 Mpa,0.117 Mpa,0.119 Mpa,,0.117 Mpa,0.116 Mpa,0.116 Mpa,0.117 Mpa,0 Mpa,0.107 Mpa,0.107 Mpa,0.105 Mpa,0.107 Mpa,0 Mpa,0.127 Mpa,0.128 Mpa,0.126 Mpa,0.124 Mpa,0 Mpa,0.126 Mpa,0.127 Mpa,0.130 Mpa,0.900 Mpa,0 Mpa,0.113 Mpa,0.114 Mpa,0.113 Mpa,0.114 Mpa,0.0694 Mpa,0.122 Mpa,0.121 Mpa,0.123 Mpa,1.02 Mpa,0 Mpa,0.123 Mpa,0.123 Mpa,0.124 Mpa,0.124 Mpa,0 Mpa,1649 RPM
2026-08-01 23:00:00,0.117 Mpa,0.120 Mpa,0.118 Mpa,0.118 Mpa,0 Mpa,0.116 Mpa,0.110 Mpa,0.117 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.117 Mpa,0.119 Mpa,0.116 Mpa,0 Mpa,0.110 Mpa,0.112 Mpa,0.110 Mpa,0.111 Mpa,,0.123 Mpa,0.122 Mpa,0.122 Mpa,0.123 Mpa,0 Mpa,0.108 Mpa,0.109 Mpa,0.106 Mpa,0.109 Mpa,0 Mpa,0.123 Mpa,0.127 Mpa,0.122 Mpa,0.121 Mpa,0 Mpa,0.125 Mpa,0.127 Mpa,0.128 Mpa,0.899 Mpa,0.00676 Mpa,0.130 Mpa,0.131 Mpa,0.131 Mpa,0.129 Mpa,0 Mpa,0.125 Mpa,0.124 Mpa,0.126 Mpa,1.01 Mpa,0.00674 Mpa,0.118 Mpa,0.118 Mpa,0.117 Mpa,0.118 Mpa,0 Mpa,1538 RPM
2026-08-02 01:00:00,0.125 Mpa,0.127 Mpa,0.127 Mpa,0.127 Mpa,0 Mpa,0.117 Mpa,0.106 Mpa,0.117 Mpa,1.01 Mpa,0 Mpa,0.116 Mpa,0.113 Mpa,0.116 Mpa,0.113 Mpa,0.0152 Mpa,0.115 Mpa,0.117 Mpa,0.114 Mpa,0.116 Mpa,,0.122 Mpa,0.120 Mpa,0.122 Mpa,0.121 Mpa,0.0171 Mpa,0.116 Mpa,0.116 Mpa,0.114 Mpa,0.117 Mpa,0.0724 Mpa,0.133 Mpa,0.134 Mpa,0.131 Mpa,0.130 Mpa,0 Mpa,0.128 Mpa,0.129 Mpa,0.131 Mpa,0.894 Mpa,0 Mpa,0.130 Mpa,0.131 Mpa,0.131 Mpa,0.129 Mpa,0 Mpa,0.130 Mpa,0.129 Mpa,0.132 Mpa,1.02 Mpa,0 Mpa,0.116 Mpa,0.117 Mpa,0.122 Mpa,0.117 Mpa,0.0115 Mpa,1648 RPM
2026-08-02 03:00:00,0.128 Mpa,0.129 Mpa,0.129 Mpa,0.128 Mpa,0 Mpa,0.116 Mpa,0.102 Mpa,0.117 Mpa,1.02 Mpa,0 Mpa,0.118 Mpa,0.115 Mpa,0.117 Mpa,0.115 Mpa,0 Mpa,0.102 Mpa,0.104 Mpa,0.102 Mpa,0.103 Mpa,,,,,,,,,,,,0.124 Mpa,0.127 Mpa,0.123 Mpa,0.122 Mpa,0 Mpa,0.124 Mpa,0.125 Mpa,0.127 Mpa,0.944 Mpa,0 Mpa,0.127 Mpa,0.129 Mpa,0.129 Mpa,0.127 Mpa,0 Mpa,0.119 Mpa,0.118 Mpa,0.121 Mpa,1.01 Mpa,0.00752 Mpa,0.113 Mpa,0.113 Mpa,0.113 Mpa,0.114 Mpa,0 Mpa,1505 RPM
2026-08-02 05:00:00,0.124 Mpa,0.126 Mpa,0.125 Mpa,0.125 Mpa,0 Mpa,0.119 Mpa,0.0958 Mpa,0.119 Mpa,1.01 Mpa,0 Mpa,0.120 Mpa,0.117 Mpa,0.120 Mpa,0.117 Mpa,0 Mpa,0.116 Mpa,0.117 Mpa,0.116 Mpa,0.117 Mpa,,,,,,,,,,,,0.122 Mpa,0.126 Mpa,0.122 Mpa,0.121 Mpa,0 Mpa,0.125 Mpa,0.126 Mpa,0.127 Mpa,0.935 Mpa,0 Mpa,0.121 Mpa,0.123 Mpa,0.123 Mpa,0.121 Mpa,0.0234 Mpa,0.123 Mpa,0.122 Mpa,0.125 Mpa,1.02 Mpa,0 Mpa,0.108 Mpa,0.109 Mpa,0.108 Mpa,0.109 Mpa,0.00795 Mpa,1610 RPM
2026-08-02 07:00:00,0.128 Mpa,0.129 Mpa,0.130 Mpa,0.129 Mpa,0 Mpa,0.119 Mpa,0.102 Mpa,0.119 Mpa,1.02 Mpa,0 Mpa,0.172 Mpa,0.174 Mpa,0.160 Mpa,0.174 Mpa,0 Mpa,0.124 Mpa,0.126 Mpa,0.123 Mpa,0.125 Mpa,,,,,,,,,,,,0.129 Mpa,0.131 Mpa,0.128 Mpa,0.127 Mpa,0 Mpa,0.129 Mpa,0.130 Mpa,0.133 Mpa,0.895 Mpa,0 Mpa,0.131 Mpa,0.134 Mpa,0.133 Mpa,0.132 Mpa,0 Mpa,0.125 Mpa,0.123 Mpa,0.126 Mpa,1.02 Mpa,0 Mpa,0.117 Mpa,0.118 Mpa,0.118 Mpa,0.118 Mpa,0 Mpa,1780 RPM
2026-08-02 09:00:00,0.128 Mpa,0.130 Mpa,0.130 Mpa,0.129 Mpa,0 Mpa,0.124 Mpa,0.0974 Mpa,0.124 Mpa,1.02 Mpa,0 Mpa,1.02 Mpa,1.02 Mpa,1.02 Mpa,1.02 Mpa,0 Mpa,0.124 Mpa,0.126 Mpa,0.123 Mpa,0.125 Mpa,,,,,,,0.118 Mpa,0.119 Mpa,0.117 Mpa,0.119 Mpa,0.00965 Mpa,0.132 Mpa,0.133 Mpa,0.131 Mpa,0.129 Mpa,0 Mpa,0.129 Mpa,0.129 Mpa,0.133 Mpa,0.902 Mpa,0 Mpa,0.131 Mpa,0.134 Mpa,0.133 Mpa,0.131 Mpa,0 Mpa,0.124 Mpa,0.122 Mpa,0.126 Mpa,1.02 Mpa,0 Mpa,0.120 Mpa,0.120 Mpa,0.120 Mpa,0.122 Mpa,0 Mpa,1747 RPM
2026-08-02 11:00:00,0.125 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0 Mpa,0.121 Mpa,0.102 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,1.02 Mpa,1.02 Mpa,1.02 Mpa,1.02 Mpa,0 Mpa,0.130 Mpa,0.132 Mpa,0.128 Mpa,0.130 Mpa,,,,,,,0.111 Mpa,0.111 Mpa,0.108 Mpa,0.111 Mpa,0.0548 Mpa,0.125 Mpa,0.130 Mpa,0.125 Mpa,0.124 Mpa,0.00799 Mpa,0.129 Mpa,0.130 Mpa,0.134 Mpa,0.884 Mpa,0 Mpa,0.133 Mpa,0.137 Mpa,0.135 Mpa,0.133 Mpa,0 Mpa,0.124 Mpa,0.122 Mpa,0.125 Mpa,1.02 Mpa,0 Mpa,0.120 Mpa,0.121 Mpa,0.120 Mpa,0.123 Mpa,0.0322 Mpa,1733 RPM
2026-08-02 13:00:00,0.129 Mpa,0.130 Mpa,0.131 Mpa,0.130 Mpa,0 Mpa,0.122 Mpa,0.103 Mpa,0.121 Mpa,1.02 Mpa,0 Mpa,0.988 Mpa,1.02 Mpa,1.02 Mpa,1.02 Mpa,0 Mpa,0.123 Mpa,0.127 Mpa,0.123 Mpa,0.125 Mpa,,,,,,,,,,,,0.127 Mpa,0.131 Mpa,0.127 Mpa,0.126 Mpa,0 Mpa,0.129 Mpa,0.130 Mpa,0.133 Mpa,0.913 Mpa,0 Mpa,0.127 Mpa,0.130 Mpa,0.129 Mpa,0.128 Mpa,0 Mpa,0.123 Mpa,0.122 Mpa,0.124 Mpa,1.01 Mpa,0.00946 Mpa,0.101 Mpa,0.101 Mpa,0.101 Mpa,0.101 Mpa,0.0874 Mpa,1679 RPM
2026-08-02 15:00:00,0.125 Mpa,0.127 Mpa,0.128 Mpa,0.127 Mpa,0 Mpa,0.121 Mpa,0.103 Mpa,0.121 Mpa,1.00 Mpa,0 Mpa,0.857 Mpa,0.856 Mpa,0.857 Mpa,0.857 Mpa,0 Mpa,0.111 Mpa,0.113 Mpa,0.111 Mpa,0.112 Mpa,,,,,,,,,,,,0.128 Mpa,0.130 Mpa,0.127 Mpa,0.125 Mpa,0 Mpa,0.128 Mpa,0.129 Mpa,0.131 Mpa,0.932 Mpa,0 Mpa,0.123 Mpa,0.125 Mpa,0.124 Mpa,0.123 Mpa,0.00741 Mpa,0.127 Mpa,0.126 Mpa,0.129 Mpa,1.02 Mpa,0 Mpa,0.124 Mpa,0.124 Mpa,0.124 Mpa,0.125 Mpa,0 Mpa,1756 RPM
2026-08-02 17:00:00,0.123 Mpa,0.124 Mpa,0.124 Mpa,0.124 Mpa,0 Mpa,0.121 Mpa,0.105 Mpa,0.121 Mpa,1.02 Mpa,0 Mpa,0.856 Mpa,0.906 Mpa,0.897 Mpa,0.906 Mpa,0 Mpa,0.115 Mpa,0.119 Mpa,0.115 Mpa,0.117 Mpa,,,,,,,,,,,,0.122 Mpa,0.124 Mpa,0.121 Mpa,0.120 Mpa,0 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.916 Mpa,0 Mpa,0.127 Mpa,0.129 Mpa,0.129 Mpa,0.127 Mpa,0 Mpa,0.124 Mpa,0.123 Mpa,0.126 Mpa,1.01 Mpa,0.00644 Mpa,0.123 Mpa,0.123 Mpa,0.123 Mpa,0.124 Mpa,0.00681 Mpa,1641 RPM
2026-08-02 19:00:00,0.125 Mpa,0.126 Mpa,0.126 Mpa,0.126 Mpa,0 Mpa,0.123 Mpa,0.108 Mpa,0.122 Mpa,1.02 Mpa,0 Mpa,0.140 Mpa,0.139 Mpa,0.140 Mpa,0.139 Mpa,0.108 Mpa,0.116 Mpa,0.120 Mpa,0.116 Mpa,0.118 Mpa,,,,,,,,,,,,0.126 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0 Mpa,0.129 Mpa,0.129 Mpa,0.133 Mpa,0.895 Mpa,0 Mpa,0.128 Mpa,0.130 Mpa,0.130 Mpa,0.128 Mpa,0 Mpa,0.122 Mpa,0.122 Mpa,0.124 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.123 Mpa,0.121 Mpa,0.124 Mpa,0 Mpa,1724 RPM
2026-08-02 21:00:00,0.124 Mpa,0.126 Mpa,0.125 Mpa,0.125 Mpa,0 Mpa,0.118 Mpa,0.114 Mpa,0.118 Mpa,1.02 Mpa,0 Mpa,0.107 Mpa,0.106 Mpa,0.108 Mpa,0.105 Mpa,0 Mpa,0.119 Mpa,0.122 Mpa,0.118 Mpa,0.121 Mpa,,,,,,,,,,,,0.125 Mpa,0.128 Mpa,0.125 Mpa,0.124 Mpa,0 Mpa,0.129 Mpa,0.129 Mpa,0.133 Mpa,0.902 Mpa,0 Mpa,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0 Mpa,0.122 Mpa,0.121 Mpa,0.124 Mpa,1.02 Mpa,0 Mpa,0.121 Mpa,0.121 Mpa,0.121 Mpa,0.122 Mpa,0 Mpa,1726 RPM
2026-08-02 23:00:00,0.122 Mpa,0.124 Mpa,0.123 Mpa,0.123 Mpa,0.0225 Mpa,0.119 Mpa,0.112 Mpa,0.119 Mpa,1.02 Mpa,0 Mpa,0.111 Mpa,0.110 Mpa,0.112 Mpa,0.110 Mpa,0.0103 Mpa,0.116 Mpa,0.118 Mpa,0.115 Mpa,0.117 Mpa,,0.102 Mpa,0.102 Mpa,0.101 Mpa,0.102 Mpa,0.304 Mpa,,,,,,0.122 Mpa,0.125 Mpa,0.122 Mpa,0.121 Mpa,0 Mpa,0.125 Mpa,0.126 Mpa,0.129 Mpa,0.900 Mpa,0.00966 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.123 Mpa,0 Mpa,0.123 Mpa,0.122 Mpa,0.126 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.120 Mpa,0.121 Mpa,0 Mpa,1682 RPM
2026-08-03 01:00:00,0.127 Mpa,0.128 Mpa,0.128 Mpa,0.128 Mpa,0 Mpa,0.122 Mpa,0.0930 Mpa,0.121 Mpa,1.02 Mpa,0 Mpa,0.120 Mpa,0.118 Mpa,0.120 Mpa,0.117 Mpa,0 Mpa,0.116 Mpa,0.118 Mpa,0.115 Mpa,0.117 Mpa,,0.115 Mpa,0.114 Mpa,0.114 Mpa,0.114 Mpa,0.0460 Mpa,,,,,,0.123 Mpa,0.126 Mpa,0.123 Mpa,0.123 Mpa,0 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.900 Mpa,0 Mpa,0.128 Mpa,0.129 Mpa,0.129 Mpa,0.128 Mpa,0 Mpa,0.120 Mpa,0.119 Mpa,0.121 Mpa,1.00 Mpa,0.0270 Mpa,0.121 Mpa,0.121 Mpa,0.121 Mpa,0.122 Mpa,0 Mpa,1696 RPM
2026-08-03 03:00:00,0.125 Mpa,0.126 Mpa,0.126 Mpa,0.125 Mpa,0 Mpa,0.123 Mpa,0.118 Mpa,0.123 Mpa,1.01 Mpa,0.0105 Mpa,0.120 Mpa,0.118 Mpa,0.121 Mpa,0.118 Mpa,0 Mpa,0.113 Mpa,0.116 Mpa,0.113 Mpa,0.115 Mpa,,0.121 Mpa,0.119 Mpa,0.120 Mpa,0.120 Mpa,0 Mpa,,,,,,0.125 Mpa,0.129 Mpa,0.125 Mpa,0.124 Mpa,0 Mpa,0.129 Mpa,0.130 Mpa,0.133 Mpa,0.914 Mpa,0 Mpa,0.121 Mpa,0.123 Mpa,0.123 Mpa,0.121 Mpa,0 Mpa,0.123 Mpa,0.122 Mpa,0.125 Mpa,1.02 Mpa,0 Mpa,0.116 Mpa,0.116 Mpa,0.116 Mpa,0.117 Mpa,0 Mpa,1700 RPM
2026-08-03 05:00:00,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.125 Mpa,0 Mpa,0.123 Mpa,0.113 Mpa,0.123 Mpa,1.00 Mpa,0 Mpa,0.122 Mpa,0.120 Mpa,0.122 Mpa,0.119 Mpa,0 Mpa,0.118 Mpa,0.120 Mpa,0.118 Mpa,0.119 Mpa,,0.118 Mpa,0.117 Mpa,0.118 Mpa,0.118 Mpa,0 Mpa,,,,,,0.123 Mpa,0.126 Mpa,0.123 Mpa,0.122 Mpa,0 Mpa,0.125 Mpa,0.126 Mpa,0.127 Mpa,0.944 Mpa,0 Mpa,0.131 Mpa,0.133 Mpa,0.133 Mpa,0.131 Mpa,0 Mpa,0.121 Mpa,0.119 Mpa,0.122 Mpa,1.01 Mpa,0.00660 Mpa,0.117 Mpa,0.117 Mpa,0.118 Mpa,0.117 Mpa,0.00774 Mpa,1666 RPM
2026-08-03 07:00:00,0.126 Mpa,0.128 Mpa,0.128 Mpa,0.127 Mpa,0 Mpa,0.121 Mpa,0.115 Mpa,0.121 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.116 Mpa,0.119 Mpa,0.116 Mpa,0 Mpa,0.122 Mpa,0.124 Mpa,0.121 Mpa,0.123 Mpa,,0.119 Mpa,0.118 Mpa,0.119 Mpa,0.118 Mpa,0 Mpa,0.100 Mpa,0.103 Mpa,0.100 Mpa,0.104 Mpa,0.0526 Mpa,0.123 Mpa,0.125 Mpa,0.122 Mpa,0.122 Mpa,0 Mpa,0.131 Mpa,0.132 Mpa,0.135 Mpa,0.887 Mpa,0 Mpa,0.133 Mpa,0.135 Mpa,0.135 Mpa,0.133 Mpa,0 Mpa,0.122 Mpa,0.121 Mpa,0.124 Mpa,1.02 Mpa,0 Mpa,0.124 Mpa,0.123 Mpa,0.124 Mpa,0.124 Mpa,0 Mpa,1752 RPM
2026-08-03 09:00:00,0.124 Mpa,0.126 Mpa,0.125 Mpa,0.125 Mpa,0 Mpa,0.120 Mpa,0.101 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.124 Mpa,0.121 Mpa,0.124 Mpa,0.120 Mpa,0 Mpa,0.124 Mpa,0.127 Mpa,0.123 Mpa,0.125 Mpa,,0.120 Mpa,0.118 Mpa,0.120 Mpa,0.119 Mpa,0 Mpa,0.100 Mpa,0.101 Mpa,0.100 Mpa,0.103 Mpa,0.0680 Mpa,0.126 Mpa,0.127 Mpa,0.126 Mpa,0.125 Mpa,0 Mpa,0.128 Mpa,0.128 Mpa,0.132 Mpa,0.894 Mpa,0 Mpa,0.129 Mpa,0.132 Mpa,0.131 Mpa,0.129 Mpa,0 Mpa,0.122 Mpa,0.120 Mpa,0.124 Mpa,1.02 Mpa,0 Mpa,0.128 Mpa,0.127 Mpa,0.133 Mpa,0.128 Mpa,0 Mpa,1782 RPM
2026-08-03 11:00:00,0.125 Mpa,0.127 Mpa,0.126 Mpa,0.126 Mpa,0 Mpa,0.123 Mpa,0.0972 Mpa,0.122 Mpa,1.02 Mpa,0 Mpa,0.123 Mpa,0.119 Mpa,0.123 Mpa,0.119 Mpa,0 Mpa,0.119 Mpa,0.124 Mpa,0.119 Mpa,0.122 Mpa,,0.116 Mpa,0.115 Mpa,0.116 Mpa,0.116 Mpa,0 Mpa,0.113 Mpa,0.113 Mpa,0.112 Mpa,0.114 Mpa,0.00932 Mpa,0.124 Mpa,0.126 Mpa,0.123 Mpa,0.123 Mpa,0.00838 Mpa,0.130 Mpa,0.130 Mpa,0.133 Mpa,0.883 Mpa,0 Mpa,0.128 Mpa,0.132 Mpa,0.131 Mpa,0.129 Mpa,0 Mpa,0.120 Mpa,0.120 Mpa,0.121 Mpa,1.01 Mpa,0.00655 Mpa,0.125 Mpa,0.125 Mpa,0.132 Mpa,0.126 Mpa,0.0287 Mpa,1715 RPM
