"Time","B_1 - I45","B_2 - I45","B_3 - I45","B_4 - I45","Center - I45","B_1 - I49","B_2 - I49","B_3 - I49","B_4 - I49","Center - I49","B_1 - I50","B_2 - I50","B_3 - I50","B_4 - I50","Center - I50","B_1 - I51","B_2 - I51","B_3 - I51","B_4 - I51","Center - I51","B_1 - I52","B_2 - I52","B_3 - I52","B_4 - I52","Center - I52","B_1 - I53","B_2 - I53","B_3 - I53","B_4 - I53","Center - I53","B_1 - I54","B_2 - I54","B_3 - I54","B_4 - I54","Center - I54","B_1 - I55","B_2 - I55","B_3 - I55","B_4 - I55","Center - I55","B_1 - I56","B_2 - I56","B_3 - I56","B_4 - I56","Center - I56","B_1 - I57","B_2 - I57","B_3 - I57","B_4 - I57","Center - I57","B_1 - I58","B_2 - I58","B_3 - I58","B_4 - I58","Center - I58","RPM "
2026-07-05 19:00:00,0.125 Mpa,1.01 Mpa,0.127 Mpa,0.128 Mpa,0.00872 Mpa,0.119 Mpa,0.114 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.104 Mpa,0.103 Mpa,0.104 Mpa,0.101 Mpa,0.122 Mpa,0.119 Mpa,0.123 Mpa,0.119 Mpa,0.121 Mpa,,0.125 Mpa,0.123 Mpa,0.124 Mpa,0.124 Mpa,0 Mpa,0.110 Mpa,0.110 Mpa,0.108 Mpa,0.111 Mpa,0 Mpa,0.124 Mpa,0.123 Mpa,0.123 Mpa,0.123 Mpa,0 Mpa,0.125 Mpa,0.125 Mpa,0.128 Mpa,1.02 Mpa,0 Mpa,0.128 Mpa,0.131 Mpa,0.129 Mpa,0.128 Mpa,0 Mpa,0.120 Mpa,0.119 Mpa,0.122 Mpa,0.121 Mpa,0 Mpa,0.129 Mpa,0.129 Mpa,0.857 Mpa,0.131 Mpa,0.00876 Mpa,1734 RPM
2026-07-05 21:00:00,0.116 Mpa,0.987 Mpa,0.116 Mpa,0.116 Mpa,0.0929 Mpa,0.121 Mpa,0.118 Mpa,0.123 Mpa,1.02 Mpa,0 Mpa,0.107 Mpa,0.106 Mpa,0.107 Mpa,0.103 Mpa,0 Mpa,0.120 Mpa,0.123 Mpa,0.119 Mpa,0.121 Mpa,,0.125 Mpa,0.123 Mpa,0.124 Mpa,0.124 Mpa,0 Mpa,0.112 Mpa,0.112 Mpa,0.110 Mpa,0.113 Mpa,0 Mpa,0.129 Mpa,0.128 Mpa,0.129 Mpa,0.127 Mpa,0 Mpa,0.125 Mpa,0.125 Mpa,0.128 Mpa,1.01 Mpa,0.00883 Mpa,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0 Mpa,0.122 Mpa,0.122 Mpa,0.123 Mpa,0.124 Mpa,0 Mpa,0.118 Mpa,0.119 Mpa,0.960 Mpa,0.120 Mpa,0.0345 Mpa,1664 RPM
2026-07-05 23:00:00,0.129 Mpa,1.02 Mpa,0.131 Mpa,0.131 Mpa,0 Mpa,0.122 Mpa,0.118 Mpa,0.123 Mpa,1.02 Mpa,0 Mpa,0.100 Mpa,0.100 Mpa,0.102 Mpa,0.100 Mpa,0.0163 Mpa,0.120 Mpa,0.124 Mpa,0.120 Mpa,0.122 Mpa,,0.121 Mpa,0.119 Mpa,0.120 Mpa,0.120 Mpa,0.0191 Mpa,0.114 Mpa,0.114 Mpa,0.113 Mpa,0.115 Mpa,0 Mpa,0.123 Mpa,0.122 Mpa,0.123 Mpa,0.122 Mpa,0.0163 Mpa,0.126 Mpa,0.126 Mpa,0.130 Mpa,1.02 Mpa,0 Mpa,0.123 Mpa,0.124 Mpa,0.125 Mpa,0.123 Mpa,0 Mpa,0.121 Mpa,0.120 Mpa,0.122 Mpa,0.122 Mpa,0 Mpa,0.123 Mpa,0.123 Mpa,0.960 Mpa,0.124 Mpa,0 Mpa,1550 RPM
2026-07-06 01:00:00,0.129 Mpa,1.02 Mpa,0.130 Mpa,0.130 Mpa,0 Mpa,0.117 Mpa,0.114 Mpa,0.118 Mpa,1.00 Mpa,0.0264 Mpa,0.103 Mpa,0.103 Mpa,0.105 Mpa,0.103 Mpa,0.0179 Mpa,0.111 Mpa,0.113 Mpa,0.111 Mpa,0.112 Mpa,,0.128 Mpa,0.126 Mpa,0.127 Mpa,0.127 Mpa,0 Mpa,0.114 Mpa,0.116 Mpa,0.113 Mpa,0.117 Mpa,0 Mpa,0.104 Mpa,0.105 Mpa,0.105 Mpa,0.105 Mpa,0.0539 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,1.02 Mpa,0 Mpa,0.124 Mpa,0.127 Mpa,0.127 Mpa,0.124 Mpa,0 Mpa,0.118 Mpa,0.118 Mpa,0.120 Mpa,0.185 Mpa,0.0206 Mpa,0.128 Mpa,0.128 Mpa,0.994 Mpa,0.130 Mpa,0 Mpa,1503 RPM
2026-07-06 03:00:00,0.129 Mpa,1.02 Mpa,0.130 Mpa,0.130 Mpa,0 Mpa,0.118 Mpa,0.114 Mpa,0.118 Mpa,1.02 Mpa,0 Mpa,0.113 Mpa,0.111 Mpa,0.113 Mpa,0.110 Mpa,0 Mpa,0.122 Mpa,0.125 Mpa,0.121 Mpa,0.123 Mpa,,0.123 Mpa,0.122 Mpa,0.123 Mpa,0.122 Mpa,0 Mpa,0.115 Mpa,0.115 Mpa,0.114 Mpa,0.116 Mpa,0 Mpa,0.125 Mpa,0.124 Mpa,0.125 Mpa,0.125 Mpa,0.00437 Mpa,0.116 Mpa,0.117 Mpa,0.119 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.127 Mpa,0.126 Mpa,0.125 Mpa,0 Mpa,,,,,,0.123 Mpa,0.124 Mpa,0.986 Mpa,0.126 Mpa,0 Mpa,1642 RPM
2026-07-06 05:00:00,0.125 Mpa,1.02 Mpa,0.127 Mpa,0.127 Mpa,0 Mpa,0.117 Mpa,0.114 Mpa,0.118 Mpa,1.01 Mpa,0.00746 Mpa,0.118 Mpa,0.114 Mpa,0.118 Mpa,0.114 Mpa,0 Mpa,0.117 Mpa,0.120 Mpa,0.116 Mpa,0.118 Mpa,,0.128 Mpa,0.126 Mpa,0.127 Mpa,0.127 Mpa,0 Mpa,0.115 Mpa,0.115 Mpa,0.114 Mpa,0.116 Mpa,0 Mpa,0.126 Mpa,0.125 Mpa,0.126 Mpa,0.125 Mpa,0 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,1.02 Mpa,0 Mpa,0.124 Mpa,0.126 Mpa,0.125 Mpa,0.124 Mpa,0 Mpa,,,,,,0.126 Mpa,0.126 Mpa,1.01 Mpa,0.127 Mpa,0.00739 Mpa,1735 RPM
2026-07-06 07:00:00,0.122 Mpa,1.01 Mpa,0.122 Mpa,0.122 Mpa,0.00693 Mpa,0.119 Mpa,0.115 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.118 Mpa,0.122 Mpa,0.118 Mpa,0 Mpa,0.121 Mpa,0.123 Mpa,0.120 Mpa,0.121 Mpa,,0.125 Mpa,0.123 Mpa,0.125 Mpa,0.124 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.118 Mpa,0.120 Mpa,0 Mpa,0.127 Mpa,0.125 Mpa,0.126 Mpa,0.125 Mpa,0 Mpa,0.120 Mpa,0.121 Mpa,0.123 Mpa,1.02 Mpa,0 Mpa,0.128 Mpa,0.131 Mpa,0.130 Mpa,0.128 Mpa,0 Mpa,,,,,,0.129 Mpa,0.130 Mpa,1.01 Mpa,0.130 Mpa,0 Mpa,1751 RPM
2026-07-06 09:00:00,0.123 Mpa,1.02 Mpa,0.124 Mpa,0.124 Mpa,0 Mpa,0.117 Mpa,0.113 Mpa,0.118 Mpa,1.02 Mpa,0 Mpa,0.123 Mpa,0.119 Mpa,0.122 Mpa,0.119 Mpa,0 Mpa,0.120 Mpa,0.122 Mpa,0.119 Mpa,0.121 Mpa,,0.127 Mpa,0.124 Mpa,0.126 Mpa,0.125 Mpa,0 Mpa,0.118 Mpa,0.118 Mpa,0.117 Mpa,0.119 Mpa,0 Mpa,0.123 Mpa,0.123 Mpa,0.123 Mpa,0.123 Mpa,0 Mpa,0.123 Mpa,0.123 Mpa,0.127 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.128 Mpa,0.126 Mpa,0.126 Mpa,0 Mpa,0.117 Mpa,0.115 Mpa,0.117 Mpa,0.967 Mpa,0.108 Mpa,0.124 Mpa,0.124 Mpa,1.00 Mpa,0.126 Mpa,0 Mpa,1705 RPM
2026-07-06 11:00:00,0.128 Mpa,1.01 Mpa,0.130 Mpa,0.130 Mpa,0.00946 Mpa,0.114 Mpa,0.111 Mpa,0.115 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.117 Mpa,0.121 Mpa,0.118 Mpa,0 Mpa,0.118 Mpa,0.121 Mpa,0.117 Mpa,0.119 Mpa,,0.130 Mpa,0.129 Mpa,0.130 Mpa,0.130 Mpa,0 Mpa,0.118 Mpa,0.118 Mpa,0.117 Mpa,0.120 Mpa,0.00955 Mpa,0.119 Mpa,0.118 Mpa,0.118 Mpa,0.118 Mpa,0.0248 Mpa,0.120 Mpa,0.121 Mpa,0.123 Mpa,1.02 Mpa,0 Mpa,0.128 Mpa,0.132 Mpa,0.130 Mpa,0.129 Mpa,0.0232 Mpa,,,,,,0.123 Mpa,0.123 Mpa,0.990 Mpa,0.124 Mpa,0.0233 Mpa,1756 RPM
2026-07-06 13:00:00,0.126 Mpa,1.02 Mpa,0.127 Mpa,0.128 Mpa,0 Mpa,0.115 Mpa,0.112 Mpa,0.116 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.118 Mpa,0.123 Mpa,0.118 Mpa,0 Mpa,0.115 Mpa,0.116 Mpa,0.114 Mpa,0.115 Mpa,,0.126 Mpa,0.125 Mpa,0.126 Mpa,0.126 Mpa,0 Mpa,0.114 Mpa,0.116 Mpa,0.114 Mpa,0.115 Mpa,0.135 Mpa,0.131 Mpa,0.130 Mpa,0.130 Mpa,0.131 Mpa,0 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,1.02 Mpa,0 Mpa,0.117 Mpa,0.118 Mpa,0.117 Mpa,0.117 Mpa,0 Mpa,,,,,,0.121 Mpa,0.122 Mpa,0.956 Mpa,0.123 Mpa,0 Mpa,1726 RPM
2026-07-06 15:00:00,0.127 Mpa,1.02 Mpa,0.129 Mpa,0.129 Mpa,0 Mpa,0.117 Mpa,0.113 Mpa,0.118 Mpa,1.02 Mpa,0 Mpa,0.121 Mpa,0.117 Mpa,0.120 Mpa,0.117 Mpa,0 Mpa,0.121 Mpa,0.123 Mpa,0.120 Mpa,0.121 Mpa,,0.126 Mpa,0.124 Mpa,0.125 Mpa,0.125 Mpa,0 Mpa,0.119 Mpa,0.118 Mpa,0.118 Mpa,0.120 Mpa,0 Mpa,0.135 Mpa,0.134 Mpa,0.134 Mpa,0.134 Mpa,0 Mpa,0.120 Mpa,0.121 Mpa,0.123 Mpa,1.02 Mpa,0 Mpa,0.127 Mpa,0.129 Mpa,0.128 Mpa,0.127 Mpa,0 Mpa,,,,,,0.125 Mpa,0.125 Mpa,0.842 Mpa,0.126 Mpa,0 Mpa,1798 RPM
2026-07-06 17:00:00,0.122 Mpa,1.02 Mpa,0.123 Mpa,0.123 Mpa,0 Mpa,0.115 Mpa,0.113 Mpa,0.116 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.115 Mpa,0.118 Mpa,0.115 Mpa,0 Mpa,0.120 Mpa,0.123 Mpa,0.119 Mpa,0.121 Mpa,,0.125 Mpa,0.123 Mpa,0.124 Mpa,0.124 Mpa,0 Mpa,0.118 Mpa,0.118 Mpa,0.116 Mpa,0.119 Mpa,0 Mpa,0.123 Mpa,0.123 Mpa,0.122 Mpa,0.122 Mpa,0 Mpa,0.121 Mpa,0.121 Mpa,0.123 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.127 Mpa,0.126 Mpa,0.124 Mpa,0.00800 Mpa,,,,,,0.122 Mpa,0.123 Mpa,0.982 Mpa,0.124 Mpa,0 Mpa,1630 RPM
2026-07-06 19:00:00,0.126 Mpa,1.02 Mpa,0.127 Mpa,0.127 Mpa,0 Mpa,0.118 Mpa,0.116 Mpa,0.119 Mpa,1.02 Mpa,0 Mpa,0.121 Mpa,0.118 Mpa,0.122 Mpa,0.118 Mpa,0 Mpa,0.119 Mpa,0.122 Mpa,0.118 Mpa,0.120 Mpa,,0.124 Mpa,0.122 Mpa,0.124 Mpa,0.123 Mpa,0 Mpa,0.111 Mpa,0.110 Mpa,0.109 Mpa,0.111 Mpa,0 Mpa,0.127 Mpa,0.127 Mpa,0.127 Mpa,0.127 Mpa,0 Mpa,0.124 Mpa,0.125 Mpa,0.127 Mpa,1.02 Mpa,0 Mpa,0.127 Mpa,0.130 Mpa,0.129 Mpa,0.127 Mpa,0 Mpa,,,,,,0.118 Mpa,0.119 Mpa,1.02 Mpa,0.120 Mpa,0 Mpa,1726 RPM
2026-07-06 21:00:00,0.120 Mpa,1.02 Mpa,0.121 Mpa,0.121 Mpa,0 Mpa,0.116 Mpa,0.113 Mpa,0.117 Mpa,1.02 Mpa,0 Mpa,0.120 Mpa,0.117 Mpa,0.121 Mpa,0.117 Mpa,0 Mpa,0.118 Mpa,0.121 Mpa,0.117 Mpa,0.119 Mpa,,0.125 Mpa,0.123 Mpa,0.124 Mpa,0.123 Mpa,0 Mpa,0.123 Mpa,0.124 Mpa,0.122 Mpa,0.125 Mpa,0 Mpa,0.129 Mpa,0.129 Mpa,0.129 Mpa,0.129 Mpa,0 Mpa,0.121 Mpa,0.120 Mpa,0.123 Mpa,1.01 Mpa,0.00794 Mpa,0.119 Mpa,0.120 Mpa,0.119 Mpa,0.119 Mpa,0 Mpa,,,,,,0.123 Mpa,0.123 Mpa,1.01 Mpa,0.124 Mpa,0 Mpa,1718 RPM
2026-07-06 23:00:00,0.122 Mpa,1.01 Mpa,0.124 Mpa,0.124 Mpa,0.00931 Mpa,0.114 Mpa,0.112 Mpa,0.115 Mpa,1.02 Mpa,0 Mpa,0.121 Mpa,0.118 Mpa,0.121 Mpa,0.118 Mpa,0 Mpa,0.121 Mpa,0.124 Mpa,0.121 Mpa,0.122 Mpa,,0.123 Mpa,0.122 Mpa,0.123 Mpa,0.123 Mpa,0 Mpa,0.117 Mpa,0.117 Mpa,0.116 Mpa,0.118 Mpa,0 Mpa,0.125 Mpa,0.124 Mpa,0.124 Mpa,0.124 Mpa,0.00885 Mpa,0.127 Mpa,0.129 Mpa,0.130 Mpa,1.02 Mpa,0 Mpa,0.129 Mpa,0.134 Mpa,0.131 Mpa,0.131 Mpa,0 Mpa,0.123 Mpa,0.122 Mpa,0.124 Mpa,1.01 Mpa,0.00951 Mpa,0.120 Mpa,0.120 Mpa,1.00 Mpa,0.120 Mpa,0.0115 Mpa,1605 RPM
2026-07-07 01:00:00,0.114 Mpa,0.981 Mpa,0.114 Mpa,0.115 Mpa,0 Mpa,0.111 Mpa,0.108 Mpa,0.112 Mpa,1.01 Mpa,0.0170 Mpa,0.117 Mpa,0.113 Mpa,0.117 Mpa,0.113 Mpa,0.0484 Mpa,0.121 Mpa,0.125 Mpa,0.120 Mpa,0.123 Mpa,,0.131 Mpa,0.130 Mpa,0.129 Mpa,0.130 Mpa,0 Mpa,0.116 Mpa,0.116 Mpa,0.115 Mpa,0.117 Mpa,0 Mpa,0.130 Mpa,0.129 Mpa,0.129 Mpa,0.129 Mpa,0 Mpa,0.119 Mpa,0.120 Mpa,0.122 Mpa,1.02 Mpa,0 Mpa,0.123 Mpa,0.124 Mpa,0.124 Mpa,0.123 Mpa,0 Mpa,0.112 Mpa,0.111 Mpa,0.113 Mpa,0.947 Mpa,0.131 Mpa,0.122 Mpa,0.123 Mpa,0.991 Mpa,0.124 Mpa,0 Mpa,1645 RPM
2026-07-07 03:00:00,,,,,,0.109 Mpa,0.106 Mpa,0.111 Mpa,1.02 Mpa,0 Mpa,0.120 Mpa,0.116 Mpa,0.120 Mpa,0.116 Mpa,0 Mpa,0.119 Mpa,0.122 Mpa,0.119 Mpa,0.121 Mpa,,0.134 Mpa,0.134 Mpa,0.134 Mpa,0.135 Mpa,0.00633 Mpa,0.116 Mpa,0.115 Mpa,0.114 Mpa,0.116 Mpa,0 Mpa,0.129 Mpa,0.128 Mpa,0.128 Mpa,0.128 Mpa,0 Mpa,0.120 Mpa,0.121 Mpa,0.123 Mpa,1.02 Mpa,0 Mpa,0.126 Mpa,0.128 Mpa,0.127 Mpa,0.127 Mpa,0 Mpa,0.116 Mpa,0.115 Mpa,0.117 Mpa,1.02 Mpa,0 Mpa,0.123 Mpa,0.123 Mpa,0.993 Mpa,0.123 Mpa,0 Mpa,1633 RPM
2026-07-07 05:00:00,0.125 Mpa,1.02 Mpa,0.128 Mpa,0.127 Mpa,0 Mpa,0.110 Mpa,0.107 Mpa,0.111 Mpa,1.02 Mpa,0 Mpa,0.121 Mpa,0.117 Mpa,0.120 Mpa,0.116 Mpa,0 Mpa,0.111 Mpa,0.115 Mpa,0.111 Mpa,0.113 Mpa,,0.134 Mpa,0.132 Mpa,0.133 Mpa,0.132 Mpa,0 Mpa,0.117 Mpa,0.117 Mpa,0.115 Mpa,0.117 Mpa,0 Mpa,0.131 Mpa,0.129 Mpa,0.130 Mpa,0.130 Mpa,0 Mpa,0.122 Mpa,0.122 Mpa,0.124 Mpa,1.02 Mpa,0 Mpa,0.120 Mpa,0.123 Mpa,0.121 Mpa,0.122 Mpa,0.00762 Mpa,0.118 Mpa,0.117 Mpa,0.119 Mpa,1.01 Mpa,0.00786 Mpa,0.121 Mpa,0.121 Mpa,0.883 Mpa,0.122 Mpa,0.00783 Mpa,1557 RPM
2026-07-07 07:00:00,0.119 Mpa,1.02 Mpa,0.120 Mpa,0.121 Mpa,0 Mpa,0.119 Mpa,0.115 Mpa,0.119 Mpa,1.02 Mpa,0 Mpa,0.126 Mpa,0.122 Mpa,0.125 Mpa,0.121 Mpa,0 Mpa,0.109 Mpa,0.111 Mpa,0.108 Mpa,0.110 Mpa,,0.139 Mpa,0.137 Mpa,0.139 Mpa,0.138 Mpa,0 Mpa,0.118 Mpa,0.118 Mpa,0.117 Mpa,0.119 Mpa,0 Mpa,0.128 Mpa,0.126 Mpa,0.127 Mpa,0.127 Mpa,0.0109 Mpa,0.126 Mpa,0.126 Mpa,0.128 Mpa,1.02 Mpa,0 Mpa,0.117 Mpa,0.119 Mpa,0.117 Mpa,0.117 Mpa,0 Mpa,0.123 Mpa,0.122 Mpa,0.124 Mpa,1.02 Mpa,0 Mpa,0.127 Mpa,0.128 Mpa,1.00 Mpa,0.129 Mpa,0 Mpa,1712 RPM
2026-07-07 09:00:00,0.127 Mpa,1.02 Mpa,0.129 Mpa,0.129 Mpa,0 Mpa,0.113 Mpa,0.110 Mpa,0.114 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.118 Mpa,0.122 Mpa,0.118 Mpa,0 Mpa,0.118 Mpa,0.121 Mpa,0.117 Mpa,0.119 Mpa,,0.138 Mpa,0.136 Mpa,0.138 Mpa,0.137 Mpa,0 Mpa,0.119 Mpa,0.118 Mpa,0.118 Mpa,0.120 Mpa,0 Mpa,,,,,,0.121 Mpa,0.122 Mpa,0.124 Mpa,1.02 Mpa,0 Mpa,0.129 Mpa,0.133 Mpa,0.130 Mpa,0.130 Mpa,0.00826 Mpa,0.120 Mpa,0.119 Mpa,0.122 Mpa,1.02 Mpa,0 Mpa,0.124 Mpa,0.125 Mpa,0.753 Mpa,0.127 Mpa,0 Mpa,1700 RPM
2026-07-07 11:00:00,0.127 Mpa,1.02 Mpa,0.128 Mpa,0.128 Mpa,0 Mpa,0.115 Mpa,0.112 Mpa,0.116 Mpa,1.02 Mpa,0 Mpa,0.120 Mpa,0.117 Mpa,0.120 Mpa,0.117 Mpa,0 Mpa,0.120 Mpa,0.124 Mpa,0.119 Mpa,0.122 Mpa,,0.134 Mpa,0.133 Mpa,0.134 Mpa,0.134 Mpa,0 Mpa,0.120 Mpa,0.119 Mpa,0.118 Mpa,0.120 Mpa,0.0260 Mpa,0.126 Mpa,0.126 Mpa,0.125 Mpa,0.126 Mpa,0 Mpa,0.124 Mpa,0.125 Mpa,0.128 Mpa,1.02 Mpa,0 Mpa,0.135 Mpa,0.140 Mpa,0.136 Mpa,0.136 Mpa,0 Mpa,0.116 Mpa,0.115 Mpa,0.117 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.125 Mpa,0.953 Mpa,0.127 Mpa,0 Mpa,1746 RPM
2026-07-07 13:00:00,0.124 Mpa,1.01 Mpa,0.126 Mpa,0.125 Mpa,0.00730 Mpa,0.115 Mpa,0.112 Mpa,0.115 Mpa,1.01 Mpa,0.0177 Mpa,0.122 Mpa,0.118 Mpa,0.121 Mpa,0.118 Mpa,0.0134 Mpa,0.120 Mpa,0.124 Mpa,0.120 Mpa,0.121 Mpa,,0.127 Mpa,0.126 Mpa,0.127 Mpa,0.127 Mpa,0.0180 Mpa,0.108 Mpa,0.108 Mpa,0.107 Mpa,0.108 Mpa,0.0681 Mpa,0.130 Mpa,0.129 Mpa,0.129 Mpa,0.129 Mpa,0.00698 Mpa,0.128 Mpa,0.128 Mpa,0.131 Mpa,1.01 Mpa,0.00722 Mpa,0.135 Mpa,0.141 Mpa,0.137 Mpa,0.137 Mpa,0.0110 Mpa,0.124 Mpa,0.123 Mpa,0.125 Mpa,1.02 Mpa,0 Mpa,0.121 Mpa,0.121 Mpa,0.886 Mpa,0.123 Mpa,0.0464 Mpa,1624 RPM
2026-07-07 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110 Mpa,0.110 Mpa,0.111 Mpa,0.984 Mpa,0.0621 Mpa,,,,,,750 RPM
2026-07-07 17:00:00,0.121 Mpa,1.02 Mpa,0.123 Mpa,0.123 Mpa,0 Mpa,0.121 Mpa,0.119 Mpa,0.123 Mpa,1.02 Mpa,0 Mpa,0.105 Mpa,0.102 Mpa,0.105 Mpa,0.102 Mpa,0 Mpa,,,,,,0.119 Mpa,0.118 Mpa,0.118 Mpa,0.118 Mpa,0 Mpa,,,,,,0.126 Mpa,0.125 Mpa,0.126 Mpa,0.124 Mpa,0 Mpa,0.123 Mpa,0.123 Mpa,0.125 Mpa,1.02 Mpa,0 Mpa,0.126 Mpa,0.129 Mpa,0.127 Mpa,0.127 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.116 Mpa,0.116 Mpa,0.945 Mpa,0.116 Mpa,0 Mpa,1580 RPM
2026-07-07 19:00:00,0.127 Mpa,1.02 Mpa,0.128 Mpa,0.128 Mpa,0 Mpa,0.127 Mpa,0.123 Mpa,0.127 Mpa,1.02 Mpa,0 Mpa,0.111 Mpa,0.109 Mpa,0.111 Mpa,0.109 Mpa,0 Mpa,0.108 Mpa,0.111 Mpa,0.109 Mpa,0.110 Mpa,,0.130 Mpa,0.128 Mpa,0.129 Mpa,0.129 Mpa,0 Mpa,0.113 Mpa,0.115 Mpa,0.112 Mpa,0.116 Mpa,0 Mpa,0.128 Mpa,0.126 Mpa,0.127 Mpa,0.126 Mpa,0 Mpa,0.132 Mpa,0.133 Mpa,0.136 Mpa,1.02 Mpa,0 Mpa,0.135 Mpa,0.139 Mpa,0.137 Mpa,0.136 Mpa,0 Mpa,0.121 Mpa,0.121 Mpa,0.123 Mpa,1.02 Mpa,0 Mpa,0.126 Mpa,0.126 Mpa,1.00 Mpa,0.127 Mpa,0 Mpa,1663 RPM
2026-07-07 21:00:00,0.124 Mpa,1.02 Mpa,0.125 Mpa,0.125 Mpa,0 Mpa,0.123 Mpa,0.120 Mpa,0.124 Mpa,1.02 Mpa,0 Mpa,0.112 Mpa,0.110 Mpa,0.112 Mpa,0.109 Mpa,0 Mpa,0.116 Mpa,0.119 Mpa,0.116 Mpa,0.118 Mpa,,0.131 Mpa,0.129 Mpa,0.131 Mpa,0.130 Mpa,0 Mpa,0.121 Mpa,0.120 Mpa,0.120 Mpa,0.121 Mpa,0 Mpa,0.129 Mpa,0.129 Mpa,0.129 Mpa,0.129 Mpa,0 Mpa,0.128 Mpa,0.129 Mpa,0.132 Mpa,1.02 Mpa,0 Mpa,0.133 Mpa,0.138 Mpa,0.135 Mpa,0.134 Mpa,0 Mpa,0.119 Mpa,0.118 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.125 Mpa,1.02 Mpa,0.126 Mpa,0 Mpa,1727 RPM
2026-07-07 23:00:00,0.122 Mpa,1.01 Mpa,0.124 Mpa,0.124 Mpa,0.0118 Mpa,0.124 Mpa,0.121 Mpa,0.125 Mpa,1.02 Mpa,0 Mpa,0.111 Mpa,0.109 Mpa,0.111 Mpa,0.109 Mpa,0 Mpa,0.118 Mpa,0.121 Mpa,0.117 Mpa,0.119 Mpa,,0.127 Mpa,0.125 Mpa,0.126 Mpa,0.126 Mpa,0.0239 Mpa,0.118 Mpa,0.118 Mpa,0.117 Mpa,0.119 Mpa,0 Mpa,0.126 Mpa,0.126 Mpa,0.126 Mpa,0.126 Mpa,0 Mpa,0.120 Mpa,0.120 Mpa,0.123 Mpa,1.01 Mpa,0.00725 Mpa,0.134 Mpa,0.138 Mpa,0.136 Mpa,0.135 Mpa,0 Mpa,0.117 Mpa,0.116 Mpa,0.118 Mpa,1.01 Mpa,0.0166 Mpa,0.128 Mpa,0.128 Mpa,1.02 Mpa,0.129 Mpa,0 Mpa,1698 RPM
2026-07-08 01:00:00,0.123 Mpa,1.02 Mpa,0.125 Mpa,0.124 Mpa,0 Mpa,0.126 Mpa,0.124 Mpa,0.126 Mpa,1.02 Mpa,0 Mpa,0.104 Mpa,0.103 Mpa,0.104 Mpa,0.102 Mpa,0.00836 Mpa,0.105 Mpa,0.107 Mpa,0.105 Mpa,0.106 Mpa,,0.126 Mpa,0.125 Mpa,0.126 Mpa,0.126 Mpa,0 Mpa,0.117 Mpa,0.116 Mpa,0.115 Mpa,0.117 Mpa,0 Mpa,0.114 Mpa,0.114 Mpa,0.114 Mpa,0.115 Mpa,0 Mpa,0.122 Mpa,0.123 Mpa,0.126 Mpa,1.02 Mpa,0 Mpa,0.130 Mpa,0.134 Mpa,0.132 Mpa,0.131 Mpa,0 Mpa,0.112 Mpa,0.112 Mpa,0.114 Mpa,1.02 Mpa,0 Mpa,0.127 Mpa,0.126 Mpa,0.822 Mpa,0.128 Mpa,0 Mpa,1536 RPM
2026-07-08 03:00:00,0.124 Mpa,1.02 Mpa,0.126 Mpa,0.126 Mpa,0 Mpa,0.120 Mpa,0.118 Mpa,0.121 Mpa,1.01 Mpa,0.0210 Mpa,0.106 Mpa,0.104 Mpa,0.106 Mpa,0.103 Mpa,0.0105 Mpa,0.122 Mpa,0.123 Mpa,0.121 Mpa,0.122 Mpa,,0.121 Mpa,0.120 Mpa,0.120 Mpa,0.120 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.118 Mpa,0.120 Mpa,0 Mpa,0.125 Mpa,0.125 Mpa,0.125 Mpa,0.125 Mpa,0 Mpa,0.119 Mpa,0.120 Mpa,0.121 Mpa,1.02 Mpa,0 Mpa,0.129 Mpa,0.133 Mpa,0.131 Mpa,0.130 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.125 Mpa,1.01 Mpa,0.126 Mpa,0 Mpa,1660 RPM
