"Time","B_1 - I38","B_2 - I38","B_3 - I38","B_4 - I38","Center - I38","B_1 - I39","B_2 - I39","B_3 - I39","B_4 - I39","Center - I39","B_1 - I40","B_2 - I40","B_3 - I40","B_4 - I40","Center - I40","B_1 - I41","B_2 - I41","B_3 - I41","B_4 - I41","Center - I41","B_1 - I42","B_2 - I42","B_3 - I42","B_4 - I42","Center - I42","B_1 - I43","B_2 - I43","B_3 - I43","B_4 - I43","Center - I43","B_1 - I44","B_2 - I44","B_3 - I44","B_4 - I44","Center - I44","B_1 - I46","B_2 - I46","B_3 - I46","B_4 - I46","Center - I46","B_1 - I47","B_2 - I47","B_3 - I47","B_4 - I47","Center - I47","B_1 - I48","B_2 - I48","B_3 - I48","B_4 - I48","Center - I48","RPM "
2026-08-22 17:00:00,0.00409 Mpa,0.00185 Mpa,0.0170 Mpa,0.00840 Mpa,0.00862 Mpa,6.10 Mpa,0.000105 Mpa,0.000188 Mpa,6.10 Mpa,0 Mpa,0.0235 Mpa,0.0122 Mpa,0.0308 Mpa,0.0102 Mpa,0 Mpa,0.201 Mpa,0.207 Mpa,0.200 Mpa,0.223 Mpa,0 Mpa,0.0113 Mpa,0.0217 Mpa,0.0228 Mpa,0.0103 Mpa,0 Mpa,0.000718 Mpa,0.000417 Mpa,0.000232 Mpa,0.000417 Mpa,0 Mpa,,,,,,,,,,,,,,,,0.0389 Mpa,0.0343 Mpa,0.00135 Mpa,0.00628 Mpa,0 Mpa,1586 RPM
2026-08-22 19:00:00,0.00387 Mpa,0.00202 Mpa,0.0134 Mpa,0.00838 Mpa,0 Mpa,6.10 Mpa,0.000397 Mpa,0.000483 Mpa,6.10 Mpa,0 Mpa,0.0229 Mpa,0.0143 Mpa,0.0316 Mpa,0.0108 Mpa,0 Mpa,0.211 Mpa,0.217 Mpa,0.205 Mpa,0.231 Mpa,0 Mpa,0.0130 Mpa,0.0257 Mpa,0.0258 Mpa,0.00867 Mpa,0 Mpa,0.000800 Mpa,0.000483 Mpa,0.000450 Mpa,0.000367 Mpa,0 Mpa,,,,,,,,,,,,,,,,0.0464 Mpa,0.0324 Mpa,0.00470 Mpa,0.0205 Mpa,0 Mpa,1682 RPM
2026-08-22 21:00:00,0.00324 Mpa,0.00175 Mpa,0.0124 Mpa,0.00746 Mpa,0 Mpa,6.10 Mpa,0.0000908 Mpa,0.000200 Mpa,6.10 Mpa,0 Mpa,0.0265 Mpa,0.0154 Mpa,0.0341 Mpa,0.0126 Mpa,0 Mpa,0.212 Mpa,0.215 Mpa,0.208 Mpa,0.230 Mpa,0 Mpa,0.0237 Mpa,0.0423 Mpa,0.0413 Mpa,0.0221 Mpa,0 Mpa,0.00107 Mpa,0.00121 Mpa,0.000604 Mpa,0.000870 Mpa,0 Mpa,,,,,,,,,,,,,,,,0.0455 Mpa,0.0487 Mpa,0.00795 Mpa,0.0189 Mpa,0 Mpa,1738 RPM
2026-08-22 23:00:00,0.00335 Mpa,0.00165 Mpa,0.0125 Mpa,0.00726 Mpa,0 Mpa,6.10 Mpa,0.000239 Mpa,0.000376 Mpa,6.10 Mpa,0 Mpa,0.0274 Mpa,0.0167 Mpa,0.0350 Mpa,0.0140 Mpa,0 Mpa,0.209 Mpa,0.215 Mpa,0.207 Mpa,0.231 Mpa,0 Mpa,0.0240 Mpa,0.0480 Mpa,0.0480 Mpa,0.0240 Mpa,0 Mpa,0.00157 Mpa,0.00171 Mpa,0.000661 Mpa,0.00116 Mpa,0 Mpa,0.0240 Mpa,0.00127 Mpa,0.00111 Mpa,0.0247 Mpa,0.00505 Mpa,,,,,,,,,,,0.0360 Mpa,0.0224 Mpa,0.00408 Mpa,0.0114 Mpa,0 Mpa,1678 RPM
2026-08-23 01:00:00,0.00452 Mpa,0.00220 Mpa,0.0159 Mpa,0.00915 Mpa,0 Mpa,6.10 Mpa,0.000300 Mpa,0.000300 Mpa,6.10 Mpa,0.0427 Mpa,0.0243 Mpa,0.0157 Mpa,0.0335 Mpa,0.0128 Mpa,0 Mpa,0.218 Mpa,0.222 Mpa,0.213 Mpa,0.235 Mpa,0.0179 Mpa,0.0278 Mpa,0.0509 Mpa,0.0490 Mpa,0.0288 Mpa,0 Mpa,0.00158 Mpa,0.00167 Mpa,0.000819 Mpa,0.00115 Mpa,0 Mpa,0.0227 Mpa,0.00351 Mpa,0.00249 Mpa,0.0268 Mpa,0 Mpa,,,,,,,,,,,0.0285 Mpa,0.0202 Mpa,0.000492 Mpa,0.00404 Mpa,0.0147 Mpa,1681 RPM
2026-08-23 03:00:00,0.00335 Mpa,0.00148 Mpa,0.0160 Mpa,0.00752 Mpa,0 Mpa,6.10 Mpa,0.000137 Mpa,0.000234 Mpa,6.10 Mpa,0 Mpa,0.0261 Mpa,0.0201 Mpa,0.0324 Mpa,0.0171 Mpa,0 Mpa,0.261 Mpa,0.265 Mpa,0.259 Mpa,0.279 Mpa,0 Mpa,0.0213 Mpa,0.0389 Mpa,0.0373 Mpa,0.0205 Mpa,0 Mpa,0.000899 Mpa,0.000701 Mpa,0.000503 Mpa,0.000503 Mpa,0 Mpa,0.0210 Mpa,0.00366 Mpa,0.00203 Mpa,0.0265 Mpa,0 Mpa,,,,,,,,,,,0.0370 Mpa,0.0223 Mpa,0.000181 Mpa,0.00874 Mpa,0.0252 Mpa,1663 RPM
2026-08-23 05:00:00,0.00418 Mpa,0.00145 Mpa,0.0180 Mpa,0.00810 Mpa,0.00868 Mpa,6.10 Mpa,0.000148 Mpa,0.000148 Mpa,6.10 Mpa,0 Mpa,0.0250 Mpa,0.0192 Mpa,0.0309 Mpa,0.0127 Mpa,0 Mpa,0.287 Mpa,0.289 Mpa,0.284 Mpa,0.304 Mpa,0 Mpa,0.0224 Mpa,0.0407 Mpa,0.0406 Mpa,0.0220 Mpa,0 Mpa,0.00123 Mpa,0.000950 Mpa,0.000649 Mpa,0.000672 Mpa,0 Mpa,0.0280 Mpa,0.00801 Mpa,0.00501 Mpa,0.0296 Mpa,0 Mpa,,,,,,,,,,,,,,,,1616 RPM
2026-08-23 07:00:00,0.00439 Mpa,0.00141 Mpa,0.0139 Mpa,0.00711 Mpa,0 Mpa,6.10 Mpa,0.0000886 Mpa,0.000213 Mpa,6.10 Mpa,0 Mpa,0.0231 Mpa,0.0155 Mpa,0.0310 Mpa,0.0109 Mpa,0 Mpa,0.235 Mpa,0.238 Mpa,0.233 Mpa,0.253 Mpa,0 Mpa,0.0221 Mpa,0.0442 Mpa,0.0433 Mpa,0.0217 Mpa,0 Mpa,0.000957 Mpa,0.000857 Mpa,0.000453 Mpa,0.000806 Mpa,0 Mpa,0.0265 Mpa,0.00761 Mpa,0.00465 Mpa,0.0292 Mpa,0 Mpa,,,,,,,,,,,,,,,,1695 RPM
2026-08-23 09:00:00,0.00379 Mpa,0.00116 Mpa,0.0110 Mpa,0.00561 Mpa,0 Mpa,6.10 Mpa,0.000226 Mpa,0.000144 Mpa,6.10 Mpa,0 Mpa,0.0246 Mpa,0.0218 Mpa,0.0303 Mpa,0.00885 Mpa,0.0378 Mpa,0.196 Mpa,0.199 Mpa,0.194 Mpa,0.215 Mpa,0 Mpa,0.00723 Mpa,0.0156 Mpa,0.0173 Mpa,0.00574 Mpa,0 Mpa,0.00113 Mpa,0.000573 Mpa,0.000539 Mpa,0.000782 Mpa,0 Mpa,0.0223 Mpa,0.00561 Mpa,0.00302 Mpa,0.0259 Mpa,0 Mpa,,,,,,,,,,,,,,,,1596 RPM
2026-08-23 11:00:00,0.00338 Mpa,0.000982 Mpa,0.0112 Mpa,0.00535 Mpa,0.0240 Mpa,6.10 Mpa,0.000240 Mpa,0.000175 Mpa,6.10 Mpa,0 Mpa,0.0331 Mpa,0.0255 Mpa,0.0439 Mpa,0.0216 Mpa,0 Mpa,0.330 Mpa,0.331 Mpa,0.325 Mpa,0.347 Mpa,0.0162 Mpa,0.00869 Mpa,0.0163 Mpa,0.0165 Mpa,0.00785 Mpa,0 Mpa,0.00111 Mpa,0.000467 Mpa,0.000583 Mpa,0.000437 Mpa,0.0315 Mpa,0.0162 Mpa,0.00479 Mpa,0.00271 Mpa,0.0202 Mpa,0 Mpa,,,,,,,,,,,0.0508 Mpa,0.0279 Mpa,0.00634 Mpa,0.0273 Mpa,0.140 Mpa,1725 RPM
2026-08-23 13:00:00,0.00362 Mpa,0.00142 Mpa,0.0110 Mpa,0.00531 Mpa,0 Mpa,6.10 Mpa,0.000131 Mpa,0.000299 Mpa,6.10 Mpa,0 Mpa,0.0236 Mpa,0.0133 Mpa,0.0321 Mpa,0.00941 Mpa,0 Mpa,0.348 Mpa,0.351 Mpa,0.348 Mpa,0.366 Mpa,0 Mpa,0.0105 Mpa,0.0302 Mpa,0.0298 Mpa,0.00857 Mpa,0 Mpa,0.00105 Mpa,0.000767 Mpa,0.000517 Mpa,0.000633 Mpa,0 Mpa,0.00924 Mpa,0.00311 Mpa,0.00213 Mpa,0.0169 Mpa,0 Mpa,,,,,,,,,,,,,,,,1523 RPM
2026-08-23 15:00:00,0.00170 Mpa,0.000621 Mpa,0.0141 Mpa,0.00921 Mpa,0.00664 Mpa,6.10 Mpa,0.000487 Mpa,0.000876 Mpa,6.10 Mpa,0 Mpa,0.0261 Mpa,0.0209 Mpa,0.0333 Mpa,0.0120 Mpa,0 Mpa,0.383 Mpa,0.385 Mpa,0.381 Mpa,0.401 Mpa,0 Mpa,0.0256 Mpa,0.0496 Mpa,0.0482 Mpa,0.0227 Mpa,0 Mpa,0.0000923 Mpa,0.0000923 Mpa,0.0000462 Mpa,0.000115 Mpa,0.0172 Mpa,0.0120 Mpa,0.00336 Mpa,0.00256 Mpa,0.0154 Mpa,0 Mpa,,,,,,,,,,,,,,,,1547 RPM
2026-08-23 17:00:00,0 Mpa,0 Mpa,0.0240 Mpa,0 Mpa,0 Mpa,6.10 Mpa,0.000319 Mpa,0.000574 Mpa,6.10 Mpa,0.0318 Mpa,0.0243 Mpa,0.0243 Mpa,0.0334 Mpa,0.0243 Mpa,0.105 Mpa,0.495 Mpa,0.496 Mpa,0.492 Mpa,0.510 Mpa,0.0943 Mpa,0.0251 Mpa,0.0488 Mpa,0.0486 Mpa,0.0247 Mpa,0 Mpa,0.00167 Mpa,0.0198 Mpa,0.000429 Mpa,0.00143 Mpa,0 Mpa,0.0189 Mpa,0.000847 Mpa,0.000565 Mpa,0.0212 Mpa,0.119 Mpa,,,,,,,,,,,,,,,,1305 RPM
2026-08-23 19:00:00,0.000326 Mpa,0 Mpa,0.0239 Mpa,0.00117 Mpa,0.0154 Mpa,6.10 Mpa,0.0000571 Mpa,0.000190 Mpa,6.10 Mpa,0 Mpa,0.0313 Mpa,0.0285 Mpa,0.0422 Mpa,0.0236 Mpa,0 Mpa,0.498 Mpa,0.503 Mpa,0.497 Mpa,0.517 Mpa,0 Mpa,0.0248 Mpa,0.0494 Mpa,0.0487 Mpa,0.0246 Mpa,0 Mpa,0.00175 Mpa,0.00352 Mpa,0.000864 Mpa,0.00128 Mpa,0 Mpa,0.0153 Mpa,0.00319 Mpa,0.00161 Mpa,0.0229 Mpa,0 Mpa,,,,,,,,,,,,,,,,1615 RPM
2026-08-23 21:00:00,0.0200 Mpa,0.00581 Mpa,0.0237 Mpa,0.0234 Mpa,0.0350 Mpa,6.10 Mpa,0.000153 Mpa,0.000211 Mpa,6.10 Mpa,0 Mpa,0.0265 Mpa,0.0243 Mpa,0.0325 Mpa,0.0230 Mpa,0 Mpa,0.443 Mpa,0.448 Mpa,0.443 Mpa,0.463 Mpa,0 Mpa,0.0258 Mpa,0.0506 Mpa,0.0477 Mpa,0.0243 Mpa,0.0227 Mpa,0.00124 Mpa,0.00201 Mpa,0.000685 Mpa,0.00106 Mpa,0 Mpa,0.0152 Mpa,0.00150 Mpa,0.00108 Mpa,0.0233 Mpa,0.0112 Mpa,,,,,,,,,,,,,,,,1622 RPM
2026-08-23 23:00:00,0.0115 Mpa,0.00449 Mpa,0.0213 Mpa,0.0211 Mpa,0 Mpa,6.10 Mpa,0.000205 Mpa,0.000597 Mpa,6.10 Mpa,0 Mpa,0.0262 Mpa,0.0213 Mpa,0.0343 Mpa,0.0181 Mpa,0 Mpa,0.458 Mpa,0.462 Mpa,0.459 Mpa,0.478 Mpa,0 Mpa,,,,,,0.00117 Mpa,0.00220 Mpa,0.000429 Mpa,0.000818 Mpa,0 Mpa,0.0190 Mpa,0.00543 Mpa,0.00311 Mpa,0.0249 Mpa,0 Mpa,,,,,,,,,,,,,,,,1752 RPM
2026-08-24 01:00:00,0.00479 Mpa,0.00207 Mpa,0.0144 Mpa,0.0109 Mpa,0 Mpa,6.10 Mpa,0.000132 Mpa,0.000132 Mpa,6.10 Mpa,0 Mpa,0.0264 Mpa,0.0225 Mpa,0.0329 Mpa,0.0181 Mpa,0 Mpa,0.393 Mpa,0.396 Mpa,0.393 Mpa,0.413 Mpa,0 Mpa,,,,,,0.000896 Mpa,0.00106 Mpa,0.000521 Mpa,0.000521 Mpa,0 Mpa,0.0149 Mpa,0.00367 Mpa,0.00203 Mpa,0.0236 Mpa,0 Mpa,,,,,,,,,,,,,,,,1736 RPM
2026-08-24 03:00:00,0.00352 Mpa,0.00114 Mpa,0.0166 Mpa,0.00660 Mpa,0 Mpa,6.10 Mpa,0.000111 Mpa,0.000200 Mpa,6.10 Mpa,0.00927 Mpa,0.0230 Mpa,0.0175 Mpa,0.0307 Mpa,0.0126 Mpa,0 Mpa,0.284 Mpa,0.289 Mpa,0.285 Mpa,0.304 Mpa,0 Mpa,,,,,,0.00141 Mpa,0.00122 Mpa,0.000876 Mpa,0.000552 Mpa,0 Mpa,0.0194 Mpa,0.00416 Mpa,0.00251 Mpa,0.0262 Mpa,0 Mpa,,,,,,,,,,,,,,,,1642 RPM
2026-08-24 05:00:00,0.00503 Mpa,0.00191 Mpa,0.0230 Mpa,0.0116 Mpa,0.0151 Mpa,6.10 Mpa,0.000255 Mpa,0.000209 Mpa,6.10 Mpa,0 Mpa,0.0255 Mpa,0.0196 Mpa,0.0297 Mpa,0.0117 Mpa,0 Mpa,0.199 Mpa,0.202 Mpa,0.197 Mpa,0.219 Mpa,0 Mpa,,,,,,0.000766 Mpa,0.00120 Mpa,0.000485 Mpa,0.000689 Mpa,0 Mpa,0.0187 Mpa,0.00231 Mpa,0.00126 Mpa,0.0256 Mpa,0 Mpa,,,,,,,,,,,,,,,,1510 RPM
2026-08-24 07:00:00,0.00529 Mpa,0.00167 Mpa,0.0167 Mpa,0.00941 Mpa,0 Mpa,6.10 Mpa,0.000162 Mpa,0.000135 Mpa,6.10 Mpa,0 Mpa,0.0257 Mpa,0.0176 Mpa,0.0316 Mpa,0.0140 Mpa,0.0134 Mpa,0.193 Mpa,0.197 Mpa,0.190 Mpa,0.210 Mpa,0 Mpa,,,,,,0.000624 Mpa,0.000451 Mpa,0.000451 Mpa,0.000694 Mpa,0 Mpa,0.0249 Mpa,0.00617 Mpa,0.00380 Mpa,0.0275 Mpa,0 Mpa,,,,,,,,,,,,,,,,1709 RPM
2026-08-24 09:00:00,0.00142 Mpa,0.000356 Mpa,0.0187 Mpa,0.00661 Mpa,0.0798 Mpa,6.10 Mpa,0.000288 Mpa,0.000310 Mpa,6.10 Mpa,0 Mpa,0.0240 Mpa,0.0180 Mpa,0.0240 Mpa,0.00575 Mpa,0.0180 Mpa,0.196 Mpa,0.199 Mpa,0.195 Mpa,0.213 Mpa,0 Mpa,0.0246 Mpa,0.0486 Mpa,0.0263 Mpa,0.0246 Mpa,0 Mpa,0.000994 Mpa,0.000618 Mpa,0.000457 Mpa,0.000645 Mpa,0 Mpa,0.0232 Mpa,0.00699 Mpa,0.00407 Mpa,0.0270 Mpa,0 Mpa,,,,,,,,,,,,,,,,1432 RPM
2026-08-24 11:00:00,0.00278 Mpa,0.00126 Mpa,0.0193 Mpa,0.00690 Mpa,0 Mpa,6.10 Mpa,0.000419 Mpa,0.000375 Mpa,6.10 Mpa,0 Mpa,0.0243 Mpa,0.0242 Mpa,0.0310 Mpa,0.0239 Mpa,0.0297 Mpa,0.232 Mpa,0.235 Mpa,0.232 Mpa,0.252 Mpa,0 Mpa,,,,,,0.000861 Mpa,0.000749 Mpa,0.000487 Mpa,0.000337 Mpa,0.00312 Mpa,0.0185 Mpa,0.00367 Mpa,0.00246 Mpa,0.0248 Mpa,0 Mpa,,,,,,,,,,,,,,,,1537 RPM
2026-08-24 13:00:00,0.00181 Mpa,0.000233 Mpa,0.00786 Mpa,0.00447 Mpa,0 Mpa,6.10 Mpa,0.000252 Mpa,0.000693 Mpa,6.10 Mpa,0 Mpa,,,,,,0.192 Mpa,0.197 Mpa,0.194 Mpa,0.212 Mpa,0 Mpa,,,,,,0 Mpa,0 Mpa,0 Mpa,0 Mpa,0.286 Mpa,0.0193 Mpa,0.00512 Mpa,0.00353 Mpa,0.0253 Mpa,0.00911 Mpa,,,,,,,,,,,,,,,,1640 RPM
2026-08-24 15:00:00,0.00178 Mpa,0.000592 Mpa,0.0108 Mpa,0.00546 Mpa,0 Mpa,6.10 Mpa,0.000376 Mpa,0.000598 Mpa,6.10 Mpa,0 Mpa,0.0297 Mpa,0.0286 Mpa,0.0355 Mpa,0.0257 Mpa,0 Mpa,0.165 Mpa,0.170 Mpa,0.166 Mpa,0.186 Mpa,0.00864 Mpa,,,,,,0.00179 Mpa,0.00102 Mpa,0.000651 Mpa,0.000610 Mpa,0.00342 Mpa,0.0242 Mpa,0.00591 Mpa,0.00363 Mpa,0.0251 Mpa,0 Mpa,,,,,,,,,,,0.0464 Mpa,0.0302 Mpa,0.0126 Mpa,0.0227 Mpa,0 Mpa,1513 RPM
2026-08-24 17:00:00,0.00212 Mpa,0.000512 Mpa,0.00960 Mpa,0.00509 Mpa,0.00811 Mpa,6.10 Mpa,0.000138 Mpa,0.000197 Mpa,6.10 Mpa,0 Mpa,0.0275 Mpa,0.0223 Mpa,0.0351 Mpa,0.0158 Mpa,0 Mpa,0.157 Mpa,0.164 Mpa,0.159 Mpa,0.178 Mpa,0 Mpa,,,,,,0.00244 Mpa,0.00198 Mpa,0.00138 Mpa,0.00131 Mpa,0 Mpa,0.0176 Mpa,0.00542 Mpa,0.00437 Mpa,0.0226 Mpa,0 Mpa,,,,,,,,,,,0.0622 Mpa,0.0400 Mpa,0.0229 Mpa,0.0385 Mpa,0 Mpa,1603 RPM
2026-08-24 19:00:00,0.00222 Mpa,0.000533 Mpa,0.0122 Mpa,0.00545 Mpa,0 Mpa,6.10 Mpa,0.0000540 Mpa,0.000216 Mpa,6.10 Mpa,0 Mpa,0.0204 Mpa,0.0140 Mpa,0.0308 Mpa,0.0118 Mpa,0 Mpa,0.158 Mpa,0.162 Mpa,0.158 Mpa,0.177 Mpa,0 Mpa,,,,,,0.00236 Mpa,0.00200 Mpa,0.00122 Mpa,0.00115 Mpa,0 Mpa,0.0102 Mpa,0.00271 Mpa,0.00223 Mpa,0.0149 Mpa,0 Mpa,,,,,,,,,,,0.0471 Mpa,0.0235 Mpa,0 Mpa,0.0235 Mpa,0.615 Mpa,1737 RPM
2026-08-24 21:00:00,0.00439 Mpa,0.00177 Mpa,0.0201 Mpa,0.00698 Mpa,0 Mpa,6.10 Mpa,0.000249 Mpa,0.000373 Mpa,6.10 Mpa,0 Mpa,0.0222 Mpa,0.0137 Mpa,0.0311 Mpa,0.0111 Mpa,0 Mpa,0.165 Mpa,0.168 Mpa,0.166 Mpa,0.187 Mpa,0 Mpa,0.0258 Mpa,0.0505 Mpa,0.0437 Mpa,0.0258 Mpa,0 Mpa,0.00280 Mpa,0.00226 Mpa,0.00109 Mpa,0.00121 Mpa,0 Mpa,0.0103 Mpa,0.00276 Mpa,0.00201 Mpa,0.0160 Mpa,0 Mpa,,,,,,,,,,,0.0478 Mpa,0.0237 Mpa,0.000691 Mpa,0.0240 Mpa,0.0477 Mpa,1692 RPM
2026-08-24 23:00:00,0.00467 Mpa,0.00171 Mpa,0.0170 Mpa,0.00696 Mpa,0 Mpa,6.10 Mpa,0.000173 Mpa,0.000346 Mpa,6.10 Mpa,0 Mpa,0.0248 Mpa,0.0139 Mpa,0.0316 Mpa,0.0113 Mpa,0 Mpa,0.173 Mpa,0.176 Mpa,0.172 Mpa,0.193 Mpa,0.00717 Mpa,0.0774 Mpa,0.0476 Mpa,0.0878 Mpa,0.0774 Mpa,0.0147 Mpa,0.00232 Mpa,0.00212 Mpa,0.00134 Mpa,0.00119 Mpa,0 Mpa,0.0128 Mpa,0.00296 Mpa,0.00207 Mpa,0.0169 Mpa,0 Mpa,,,,,,,,,,,0.0342 Mpa,0.0112 Mpa,0.000487 Mpa,0.0102 Mpa,0 Mpa,1674 RPM
2026-08-25 01:00:00,0.00452 Mpa,0.00129 Mpa,0.0178 Mpa,0.00745 Mpa,0 Mpa,6.10 Mpa,0 Mpa,0.0000885 Mpa,6.10 Mpa,0.0172 Mpa,0.0226 Mpa,0.0141 Mpa,0.0306 Mpa,0.0106 Mpa,0 Mpa,0.299 Mpa,0.302 Mpa,0.298 Mpa,0.316 Mpa,0 Mpa,,,,,,0.00276 Mpa,0.00287 Mpa,0.00148 Mpa,0.00132 Mpa,0 Mpa,0.0131 Mpa,0.00418 Mpa,0.00262 Mpa,0.0168 Mpa,0 Mpa,,,,,,,,,,,0.0298 Mpa,0.0101 Mpa,0.000718 Mpa,0.00361 Mpa,0 Mpa,1716 RPM
2026-08-25 03:00:00,0.00374 Mpa,0.000932 Mpa,0.0163 Mpa,0.00663 Mpa,0 Mpa,6.10 Mpa,0.000341 Mpa,0.000256 Mpa,6.10 Mpa,0 Mpa,0.0217 Mpa,0.0133 Mpa,0.0297 Mpa,0.0107 Mpa,0 Mpa,0.224 Mpa,0.226 Mpa,0.221 Mpa,0.239 Mpa,0 Mpa,,,,,,0.00230 Mpa,0.00201 Mpa,0.00132 Mpa,0.000958 Mpa,0 Mpa,0.0105 Mpa,0.00259 Mpa,0.00171 Mpa,0.0148 Mpa,0 Mpa,,,,,,,,,,,0.0295 Mpa,0.00954 Mpa,0.000996 Mpa,0.00433 Mpa,0 Mpa,1791 RPM
2026-08-25 05:00:00,0.00389 Mpa,0.00127 Mpa,0.0158 Mpa,0.00706 Mpa,0.00878 Mpa,6.10 Mpa,0.0000644 Mpa,0.000107 Mpa,6.10 Mpa,0 Mpa,0.0242 Mpa,0.0186 Mpa,0.0278 Mpa,0.0188 Mpa,0 Mpa,0.215 Mpa,0.218 Mpa,0.214 Mpa,0.234 Mpa,0 Mpa,,,,,,0.00268 Mpa,0.00328 Mpa,0.00125 Mpa,0.00163 Mpa,0 Mpa,0.00939 Mpa,0.00251 Mpa,0.00178 Mpa,0.0175 Mpa,0 Mpa,,,,,,,,,,,0.0277 Mpa,0.0135 Mpa,0.000816 Mpa,0.00324 Mpa,0 Mpa,1510 RPM
2026-08-25 07:00:00,0.00274 Mpa,0.000909 Mpa,0.0141 Mpa,0.00666 Mpa,0 Mpa,6.10 Mpa,0.000190 Mpa,0.000260 Mpa,6.10 Mpa,0 Mpa,0.0256 Mpa,0.0212 Mpa,0.0313 Mpa,0.0176 Mpa,0 Mpa,0.315 Mpa,0.317 Mpa,0.313 Mpa,0.332 Mpa,0 Mpa,,,,,,0.00316 Mpa,0.00301 Mpa,0.00195 Mpa,0.00163 Mpa,0 Mpa,0.0155 Mpa,0.00184 Mpa,0.00145 Mpa,0.0229 Mpa,0.00930 Mpa,,,,,,,,,,,0.0298 Mpa,0.00776 Mpa,0.00192 Mpa,0.00511 Mpa,0 Mpa,1575 RPM
2026-08-25 09:00:00,0.00243 Mpa,0.000694 Mpa,0.0127 Mpa,0.00460 Mpa,0 Mpa,6.10 Mpa,0.000693 Mpa,0.000883 Mpa,6.10 Mpa,0 Mpa,0.0211 Mpa,0.0149 Mpa,0.0300 Mpa,0.0126 Mpa,0 Mpa,0.344 Mpa,0.347 Mpa,0.343 Mpa,0.362 Mpa,0 Mpa,,,,,,0.00275 Mpa,0.00247 Mpa,0.00153 Mpa,0.000983 Mpa,0 Mpa,0.0215 Mpa,0.00529 Mpa,0.00342 Mpa,0.0271 Mpa,0.0230 Mpa,,,,,,,,,,,0.0352 Mpa,0.0145 Mpa,0.00202 Mpa,0.00581 Mpa,0 Mpa,1685 RPM
2026-08-25 11:00:00,0.00358 Mpa,0.00109 Mpa,0.0133 Mpa,0.00497 Mpa,0.0528 Mpa,6.10 Mpa,0.000106 Mpa,0.000423 Mpa,6.10 Mpa,0.0264 Mpa,0.0200 Mpa,0.0131 Mpa,0.0298 Mpa,0.0106 Mpa,0.0176 Mpa,0.350 Mpa,0.352 Mpa,0.347 Mpa,0.367 Mpa,0.0142 Mpa,,,,,,0.00347 Mpa,0.00297 Mpa,0.00225 Mpa,0.00182 Mpa,0 Mpa,0.0212 Mpa,0.00541 Mpa,0.00405 Mpa,0.0260 Mpa,0 Mpa,,,,,,,,,,,0.0213 Mpa,0.00522 Mpa,0.000866 Mpa,0.00328 Mpa,0 Mpa,1661 RPM
2026-08-25 13:00:00,0.00382 Mpa,0.00140 Mpa,0.0143 Mpa,0.00654 Mpa,0.00995 Mpa,6.10 Mpa,0.000234 Mpa,0.000514 Mpa,6.10 Mpa,0 Mpa,0.0212 Mpa,0.0102 Mpa,0.0293 Mpa,0.00875 Mpa,0 Mpa,0.375 Mpa,0.376 Mpa,0.376 Mpa,0.396 Mpa,0.0137 Mpa,,,,,,0.00257 Mpa,0.00233 Mpa,0.00165 Mpa,0.00117 Mpa,0.00750 Mpa,0.0156 Mpa,0.00346 Mpa,0.00207 Mpa,0.0233 Mpa,0 Mpa,,,,,,,,,,,0.0251 Mpa,0.00434 Mpa,0.00121 Mpa,0.00295 Mpa,0 Mpa,1459 RPM
2026-08-25 15:00:00,0.00311 Mpa,0.000789 Mpa,0.0102 Mpa,0.00444 Mpa,0 Mpa,6.10 Mpa,0.000140 Mpa,0.000300 Mpa,6.10 Mpa,0 Mpa,0.0218 Mpa,0.0126 Mpa,0.0303 Mpa,0.0105 Mpa,0 Mpa,0.354 Mpa,0.357 Mpa,0.352 Mpa,0.375 Mpa,0 Mpa,,,,,,0.00221 Mpa,0.00228 Mpa,0.00137 Mpa,0.00125 Mpa,0 Mpa,0.0139 Mpa,0.00526 Mpa,0.00420 Mpa,0.0201 Mpa,0 Mpa,,,,,,,,,,,0.0261 Mpa,0.00447 Mpa,0.00173 Mpa,0.00256 Mpa,0 Mpa,1616 RPM
2026-08-25 17:00:00,0.00100 Mpa,0.000206 Mpa,0.0165 Mpa,0.00162 Mpa,0.0123 Mpa,6.10 Mpa,0.0000647 Mpa,0.0000863 Mpa,6.10 Mpa,0.00542 Mpa,0.0231 Mpa,0.00900 Mpa,0.0285 Mpa,0.00744 Mpa,0 Mpa,0.349 Mpa,0.354 Mpa,0.348 Mpa,0.371 Mpa,0 Mpa,,,,,,0.00153 Mpa,0.00167 Mpa,0.000567 Mpa,0.000750 Mpa,0 Mpa,0.0178 Mpa,0.00284 Mpa,0.00218 Mpa,0.0213 Mpa,0 Mpa,,,,,,,,,,,0.0248 Mpa,0.00716 Mpa,0.00283 Mpa,0.00476 Mpa,0 Mpa,1367 RPM
