sep=,
"Time","I38 - BOYA","I39 - BOYA","I40 - BOYA","I41 - BOYA","I42 - BOYA","I43 - BOYA","I44 - BOYA","I46 - BOYA","I47 - BOYA","I48 - BOYA"
2026-08-26 19:00:00,5.98,Medio +,5.96,LLeno,,LLeno,LLeno,,,Medio +
2026-08-26 21:00:00,5.15,6.28,5.25,LLeno,,LLeno,LLeno,,,Medio +
2026-08-26 23:00:00,Medio +,6.05,5.10,5.61,,LLeno,5.50,,,3.95
2026-08-27 01:00:00,Medio +,6.02,5.11,Medio +,,LLeno,Medio +,,,3.09
2026-08-27 03:00:00,Medio +,LLeno,5.33,Medio +,,5.33,Medio +,,,6.26
2026-08-27 05:00:00,Medio +,LLeno,,Medio +,,Medio +,Medio +,,,LLeno
2026-08-27 07:00:00,Medio +,5.96,,Medio +,,Medio +,Medio +,,,LLeno
2026-08-27 09:00:00,4.95,LLeno,,4.44,,Medio +,4.72,,,LLeno
2026-08-27 11:00:00,3.74,5.92,Full,3.20,,Medio +,Medio ,,,5.65
2026-08-27 13:00:00,2.95,4.82,,2.16,,5.77,3.17,,,Medio +
2026-08-27 15:00:00,4.22,5.94,,2.22,,6.93,5.81,,,Medio +
2026-08-27 17:00:00,6.02,5.59,,LLeno,,6.00,6.00,,,Medio +
2026-08-27 19:00:00,LLeno,LLeno,,LLeno,,LLeno,LLeno,,,Medio +
2026-08-27 21:00:00,5.97,5.89,,5.41,,LLeno,LLeno,,,6.70
2026-08-27 23:00:00,5.96,Full,,5.27,,LLeno,5.70,,,6.00
2026-08-28 01:00:00,LLeno,Full,,5.96,,5.15,5.03,,,LLeno
2026-08-28 03:00:00,LLeno,6.63,,LLeno,,Medio +,Medio +,,,LLeno
2026-08-28 05:00:00,5.14,6.01,,5.76,,Medio +,Medio +,,,LLeno
2026-08-28 07:00:00,Medio +,5.92,,5.59,,Medio +,Medio +,,,5.18
2026-08-28 09:00:00,Medio +,5.82,,Medio +,,Medio +,Medio +,,,Medio +
2026-08-28 11:00:00,4.98,LLeno,,4.35,,5.08,4.33,,,Medio +
2026-08-28 13:00:00,,6.00,,3.14,,6.92,3.31,,,Medio +
2026-08-28 15:00:00,,LLeno,,5.64,,6.01,6.25,,,Medio +
2026-08-28 17:00:00,,LLeno,Full,6.06,,LLeno,LLeno,,,4.84
2026-08-28 19:00:00,,5.14,Full,6.01,,LLeno,LLeno,,,3.68
2026-08-28 21:00:00,LLeno,Medio +,Full,LLeno,,5.99,LLeno,,,2.78
2026-08-28 23:00:00,6.24,Medio +,6.97,LLeno,,Medio +,5.75,,,3.26
2026-08-29 01:00:00,LLeno,4.78,Full,LLeno,,Medio +,Medio +,,,6.17
2026-08-29 03:00:00,LLeno,,Full,LLeno,,Medio +,Medio +,,,6.00
2026-08-29 05:00:00,5.95,,6.97,5.10,,Medio +,Medio +,,,LLeno
2026-08-29 07:00:00,LLeno,,6.87,5.54,,Medio +,Medio +,,,LLeno
2026-08-29 09:00:00,LLeno,5.00,Full,LLeno,,Medio +,4.61,,,5.44
2026-08-29 11:00:00,5.95,6.99,6.99,6.01,,4.44,3.36,,,Medio +
2026-08-29 13:00:00,5.80,,Full,6.16,,5.85,2.61,,,4.99
2026-08-29 15:00:00,6.51,,Full,LLeno,,6.12,6.11,,,5.00
2026-08-29 17:00:00,5.98,,Full,LLeno,,LLeno,LLeno,,,5.00
2026-08-29 19:00:00,LLeno,,Full,LLeno,,LLeno,LLeno,,,4.70
2026-08-29 21:00:00,LLeno,,6.89,LLeno,,LLeno,5.94,,,3.42
2026-08-29 23:00:00,5.36,,6.79,5.70,,5.96,5.31,,,2.52
2026-08-30 01:00:00,Medio +,,6.43,5.03,,5.10,Medio +,,,5.41
2026-08-30 03:00:00,Medio +,,5.74,Medio +,,Medio +,Medio +,,,LLeno
2026-08-30 05:00:00,4.97,,5.53,Medio +,,Medio +,Medio +,,,LLeno
2026-08-30 07:00:00,Medio +,Full,5.98,Medio +,,Medio +,Medio +,,,LLeno
2026-08-30 09:00:00,4.62,6.90,Full,4.94,,Medio +,4.84,,,LLeno
2026-08-30 11:00:00,5.99,6.22,Full,Full,,Medio +,3.08,,,5.00
2026-08-30 13:00:00,LLeno,6.04,Full,6.81,,6.52,4.69,,,4.93
2026-08-30 15:00:00,LLeno,LLeno,Full,6.09,,6.32,6.02,,,Medio +
2026-08-30 17:00:00,LLeno,LLeno,Full,LLeno,,5.31,LLeno,,,Medio +
2026-08-30 19:00:00,5.80,5.67,Full,LLeno,,LLeno,LLeno,,,Medio +
2026-08-30 21:00:00,5.03,Medio +,Full,5.86,,LLeno,5.87,,,Medio +
2026-08-30 23:00:00,Medio +,Medio +,Full,5.02,,LLeno,5.03,,,4.50
2026-08-31 01:00:00,Medio +,Medio +,Full,Medio +,,LLeno,Medio +,,,6.29
2026-08-31 03:00:00,Medio +,6.06,Full,Medio +,,5.91,Medio +,,,6.02
2026-08-31 05:00:00,4.98,6.02,Full,5.04,,5.18,Medio +,,,LLeno
2026-08-31 07:00:00,4.19,LLeno,Full,Medio +,,Medio +,4.75,,,LLeno
2026-08-31 09:00:00,3.16,LLeno,6.98,4.38,,Medio +,3.50,,,LLeno
2026-08-31 11:00:00,2.43,5.97,6.91,3.27,,Medio +,2.91,,,5.07
2026-08-31 13:00:00,6.28,5.04,Full,4.86,,6.02,2.34,,,Medio +
2026-08-31 15:00:00,LLeno,Medio +,Full,5.96,,6.13,6.21,,,5.00
2026-08-31 17:00:00,5.97,Medio +,Full,LLeno,,LLeno,LLeno,,,4.99
2026-08-31 19:00:00,LLeno,Medio +,Full,5.59,,LLeno,LLeno,,,4.93
2026-08-31 21:00:00,5.99,Medio +,Full,6.01,,LLeno,LLeno,,,4.85
2026-08-31 23:00:00,5.45,4.95,Full,,,5.94,5.88,,,3.63
2026-09-01 01:00:00,5.03,Medio +,,,,,,,,1.57
2026-09-01 03:00:00,Medio +,4.18,Full,5.30,,,5.57,,,2.56
2026-09-01 05:00:00,4.98,,Full,6.01,,LLeno,,,,
2026-09-01 07:00:00,Medio +,,Full,6.00,,LLeno,5.75,,,Medio -
2026-09-01 09:00:00,Medio +,Medio ,Full,LLeno,,5.42,Medio +,,,3.13
2026-09-01 11:00:00,4.70,3.12,Full,LLeno,,5.07,Medio +,,,Medio +
2026-09-01 13:00:00,3.68,2.14,Full,6.09,,,5.10,,,Medio +
2026-09-01 15:00:00,2.47,4.82,6.89,6.05,,,6.03,,,Medio +
2026-09-01 17:00:00,,4.53,6.50,LLeno,,,5.86,,,4.87
2026-09-01 19:00:00,,,6.96,5.92,,,,,,
2026-09-01 21:00:00,,,5.64,5.95,,6.76,5.92,,,
2026-09-01 23:00:00,,,Medio +,LLeno,,5.99,LLeno,,,Medio +
2026-09-02 01:00:00,2.29,Medio +,Medio +,5.59,,5.81,5.88,,,Medio +
2026-09-02 03:00:00,6.57,6.45,Medio +,5.71,,6.00,5.46,,,4.93
2026-09-02 05:00:00,5.97,6.01,Medio +,Medio +,,LLeno,Medio +,,,6.45
2026-09-02 07:00:00,LLeno,6.00,4.96,Medio +,,LLeno,Medio +,,,6.00
2026-09-02 09:00:00,LLeno,LLeno,6.16,Medio +,,LLeno,Medio +,,,LLeno
2026-09-02 11:00:00,6.76,LLeno,6.93,4.18,,6.05,Medio +,,,LLeno
2026-09-02 13:00:00,Full,LLeno,6.98,2.99,,LLeno,Medio +,,,5.60
2026-09-02 15:00:00,6.48,5.04,Full,4.82,,LLeno,6.13,,,4.11
2026-09-02 17:00:00,6.00,Medio +,Full,LLeno,,LLeno,LLeno,,,Medio +
2026-09-02 19:00:00,LLeno,Medio +,Full,5.76,,LLeno,LLeno,,,4.99
2026-09-02 21:00:00,LLeno,Medio +,Full,5.17,,5.92,5.96,,,4.97
2026-09-02 23:00:00,LLeno,Medio +,Full,Medio +,,5.10,5.04,,,4.93
2026-09-03 01:00:00,5.27,4.60,6.98,4.95,,Medio +,Medio +,,,6.22
2026-09-03 03:00:00,5.07,4.04,6.97,Medio +,,Medio +,Medio +,,,6.07
2026-09-03 05:00:00,4.98,6.26,6.90,4.99,,Medio +,Medio +,,,LLeno
2026-09-03 07:00:00,Medio +,6.02,Full,3.68,,Medio +,Medio +,,,LLeno
2026-09-03 09:00:00,Medio +,LLeno,7.00,2.55,,4.77,4.79,,,LLeno
2026-09-03 11:00:00,5.17,5.95,Full,1.36,,3.37,3.61,,,4.85
2026-09-03 13:00:00,6.54,5.60,7.00,5.68,,6.41,6.08,,,4.32
2026-09-03 15:00:00,6.00,Medio +,Full,6.01,,6.40,6.12,,,4.11
2026-09-03 17:00:00,5.97,Medio +,Full,5.91,,6.00,LLeno,,,4.31
2026-09-03 19:00:00,LLeno,Medio +,Full,LLeno,,6.00,LLeno,,,4.57
2026-09-03 21:00:00,LLeno,Medio +,Full,5.75,,LLeno,LLeno,,,Medio +
2026-09-03 23:00:00,5.34,5.27,Full,Medio +,,5.50,LLeno,,,3.78
2026-09-04 01:00:00,Medio +,6.02,Full,Medio +,,Medio +,5.61,,,4.06
2026-09-04 03:00:00,Medio +,LLeno,Full,Medio +,,Medio +,Medio +,,,6.19
2026-09-04 05:00:00,4.96,LLeno,Full,5.61,,Medio +,Medio +,,,5.91
2026-09-04 07:00:00,Medio +,LLeno,Full,,,Medio +,Medio +,,,LLeno
2026-09-04 09:00:00,Medio +,5.55,Full,,,Medio +,Medio +,,,LLeno
2026-09-04 11:00:00,4.20,4.96,Full,6.32,Full,Medio +,4.66,,,5.88
2026-09-04 13:00:00,6.37,Medio +,Full,LLeno,Full,6.40,3.18,,,5.00
2026-09-04 15:00:00,LLeno,Medio +,Full,LLeno,Full,6.18,6.25,,,4.97
2026-09-04 17:00:00,5.93,4.97,Full,5.99,,LLeno,5.95,,,4.88
2026-09-04 19:00:00,LLeno,6.31,6.97,LLeno,,LLeno,LLeno,,,4.85
2026-09-04 21:00:00,LLeno,6.86,6.98,5.53,,LLeno,LLeno,,,4.62
2026-09-04 23:00:00,LLeno,6.00,6.94,5.10,,LLeno,Medio +,,,6.46
2026-09-05 01:00:00,5.44,LLeno,6.97,5.54,,5.28,Medio +,,,LLeno
2026-09-05 03:00:00,5.08,LLeno,6.81,5.09,,Medio +,Medio +,,,LLeno
2026-09-05 05:00:00,4.95,LLeno,6.52,Medio +,,Medio +,Medio +,,,5.94
2026-09-05 07:00:00,Medio +,5.78,6.70,Medio +,,Medio +,Medio +,,,5.45
2026-09-05 09:00:00,Medio +,Medio +,6.89,4.92,,Medio +,3.61,,,3.95
2026-09-05 11:00:00,Medio +,Medio +,7.00,4.34,,Medio +,2.61,,,4.29
2026-09-05 13:00:00,4.48,4.96,Full,6.48,,4.90,1.47,,,3.52
2026-09-05 15:00:00,6.23,Medio +,Full,6.08,Full,,6.34,,,3.36
2026-09-05 17:00:00,6.44,Medio +,Full,LLeno,Full,,LLeno,,,4.83
2026-09-05 19:00:00,LLeno,4.73,Full,LLeno,,6.00,LLeno,,,4.78
2026-09-05 21:00:00,LLeno,3.23,Full,LLeno,Full,LLeno,LLeno,,,3.50
2026-09-05 23:00:00,LLeno,4.49,Full,5.22,Full,LLeno,5.76,,,2.80
2026-09-06 01:00:00,5.81,6.24,Full,5.20,Full,5.66,Medio +,,,6.20
2026-09-06 03:00:00,Medio +,6.02,Full,LLeno,Full,Medio +,Medio +,,,6.00
2026-09-06 05:00:00,4.96,LLeno,Full,5.66,,Medio +,Medio +,,,LLeno
2026-09-06 07:00:00,4.92,LLeno,Full,5.92,,Medio +,Medio +,,,LLeno
2026-09-06 09:00:00,5.10,5.61,6.99,5.31,Full,Medio +,4.89,,,5.40
2026-09-06 11:00:00,6.50,Medio +,6.97,4.56,Full,Medio +,3.77,,,Medio +
2026-09-06 13:00:00,6.04,Medio +,Full,4.94,Full,5.23,2.60,,,4.89
2026-09-06 15:00:00,LLeno,Medio +,Full,6.26,Full,,5.16,,,4.99
2026-09-06 17:00:00,5.98,Medio +,Full,LLeno,Full,,LLeno,,,4.99
2026-09-06 19:00:00,5.64,Medio +,7.00,LLeno,,,LLeno,,,4.96
2026-09-06 21:00:00,4.28,4.63,6.98,LLeno,6.65,Full,LLeno,,,Medio +
2026-09-06 23:00:00,5.14,3.48,6.81,5.54,,,5.86,,,3.76
2026-09-07 01:00:00,Medio +,2.58,5.95,Medio +,,,Medio +,,,3.38
2026-09-07 03:00:00,Medio +,6.18,6.25,5.16,,,Medio +,,,LLeno
2026-09-07 05:00:00,4.97,6.00,5.32,Medio +,,,Medio +,,,LLeno
2026-09-07 07:00:00,Medio +,LLeno,6.35,Medio +,,,Medio +,,,5.08
2026-09-07 09:00:00,4.26,LLeno,6.93,Medio +,,,4.86,,,Medio +
2026-09-07 11:00:00,4.14,5.22,6.96,Medio +,,,3.45,,,Medio +
2026-09-07 13:00:00,6.94,4.96,Full,5.15,,,2.47,,,4.99
2026-09-07 15:00:00,6.04,Medio +,Full,6.18,6.59,,3.25,,,4.98
2026-09-07 17:00:00,LLeno,Medio +,Full,LLeno,6.71,6.93,6.02,,,4.97
2026-09-07 19:00:00,LLeno,Medio +,Full,LLeno,,6.14,LLeno,,,4.57
2026-09-07 21:00:00,LLeno,Medio +,Full,LLeno,,LLeno,LLeno,,,3.41
2026-09-07 23:00:00,LLeno,5.53,Full,LLeno,Full,LLeno,5.74,,,4.50
2026-09-08 01:00:00,5.18,Full,Full,5.89,6.09,6.00,4.95,,,6.15
2026-09-08 03:00:00,4.85,6.28,Full,5.13,5.79,5.25,Medio +,,,6.00
2026-09-08 05:00:00,4.84,5.95,Full,Medio +,,Medio +,4.96,,,5.95
2026-09-08 07:00:00,6.62,LLeno,Full,Medio +,,Medio +,Medio +,,,LLeno
2026-09-08 09:00:00,Full,LLeno,Full,Medio +,LLeno,Medio +,Medio +,,,5.83
2026-09-08 11:00:00,Full,5.93,6.73,Medio +,5.96,Medio +,Medio +,,,Medio +
2026-09-08 13:00:00,6.77,4.89,6.95,5.58,5.86,6.78,4.34,,,Medio +
2026-09-08 15:00:00,LLeno,Medio +,7.00,6.15,5.77,6.02,6.23,,,Medio +
2026-09-08 17:00:00,,Medio +,6.99,LLeno,LLeno,LLeno,6.00,,,4.98
2026-09-08 19:00:00,,4.97,6.97,LLeno,LLeno,LLeno,LLeno,,,4.99
2026-09-08 21:00:00,5.78,6.69,6.86,LLeno,LLeno,5.98,LLeno,,,4.47
2026-09-08 23:00:00,,6.11,6.71,LLeno,5.91,Medio +,5.72,,,3.23
2026-09-09 01:00:00,6.13,LLeno,6.60,5.93,4.44,Medio +,Medio +,,,3.49
2026-09-09 03:00:00,,LLeno,6.87,LLeno,4.57,Medio +,Medio +,,,5.95
2026-09-09 05:00:00,,LLeno,6.48,LLeno,3.81,Medio +,Medio +,,,LLeno
2026-09-09 07:00:00,,5.61,6.70,5.80,4.31,Medio +,Medio +,,,LLeno
2026-09-09 09:00:00,6.76,Medio +,,5.14,Medio +,4.97,Medio +,,,5.89
2026-09-09 11:00:00,6.92,Medio +,Full,5.00,4.38,3.66,4.21,,,Medio +
2026-09-09 13:00:00,,Medio +,6.63,6.12,3.91,5.17,3.14,,,Medio +
2026-09-09 15:00:00,Full,Medio +,6.97,LLeno,6.77,LLeno,6.33,,,3.56
2026-09-09 17:00:00,,4.65,Full,LLeno,6.12,5.65,6.00,,,3.94
2026-09-09 19:00:00,,3.20,Full,LLeno,LLeno,Medio +,LLeno,,,
2026-09-09 21:00:00,Full,3.93,Full,LLeno,LLeno,Medio +,LLeno,,,6.09
2026-09-09 23:00:00,,6.03,Full,5.98,5.96,Medio +,5.33,,,
2026-09-10 01:00:00,,6.07,Full,5.44,4.84,Medio +,Medio +,,,Full
2026-09-10 03:00:00,,LLeno,Full,5.07,4.62,Medio +,Medio +,,,Full
2026-09-10 05:00:00,,LLeno,7.00,Medio +,4.62,4.44,Medio +,,,
2026-09-10 07:00:00,,5.95,Full,Medio +,3.80,2.94,Medio +,,,
2026-09-10 09:00:00,,,6.99,4.87,Medio +,2.02,5.07,,,
2026-09-10 11:00:00,,LLeno,6.98,3.72,4.48,6.08,6.78,,,
2026-09-10 13:00:00,,5.97,Full,2.66,5.89,LLeno,,,,

