sep=,
"Time","I38 - BOYA","I39 - BOYA","I40 - BOYA","I41 - BOYA","I42 - BOYA","I43 - BOYA","I44 - BOYA","I46 - BOYA","I47 - BOYA","I48 - BOYA"
2026-07-07 07:00:00,5.97,,5.77,6.60,4.33,5.11,Medio +,,,
2026-07-07 09:00:00,LLeno,,Full,,4.89,,Medio +,,,
2026-07-07 11:00:00,4.41,,Full,6.72,4.33,,4.07,,,
2026-07-07 13:00:00,2.99,,Full,,5.25,Full,3.01,,,
2026-07-07 15:00:00,Medio -,,Full,,,,,,,
2026-07-07 17:00:00,Medio -,,Full,6.01,6.50,6.80,LLeno,,,
2026-07-07 19:00:00,Medio -,,Full,LLeno,LLeno,6.03,5.53,,,
2026-07-07 21:00:00,Medio -,,Full,LLeno,LLeno,LLeno,Medio +,,,
2026-07-07 23:00:00,Medio -,,Full,5.99,LLeno,LLeno,Medio +,,,
2026-07-08 01:00:00,3.21,,Full,5.12,LLeno,5.88,Medio +,,,
2026-07-08 03:00:00,LLeno,,6.97,,LLeno,Medio +,Medio +,,,
2026-07-08 05:00:00,5.96,,6.94,,4.70,Medio +,Medio +,,,
2026-07-08 07:00:00,LLeno,,6.95,,4.14,Medio +,4.95,,,
2026-07-08 09:00:00,LLeno,,6.99,5.92,4.10,Medio +,3.53,,,
2026-07-08 11:00:00,4.14,,Full,,4.95,5.05,2.66,,,
2026-07-08 13:00:00,Medio -,,Full,,4.85,6.32,2.74,,,
2026-07-08 15:00:00,Medio -,,Full,,6.15,6.00,6.00,,,
2026-07-08 17:00:00,3.01,,Full,,LLeno,LLeno,LLeno,,,
2026-07-08 19:00:00,Medio -,,Full,,LLeno,LLeno,LLeno,,,4.86
2026-07-08 21:00:00,Medio -,,Full,,LLeno,5.88,5.38,,,4.68
2026-07-08 23:00:00,5.55,,Full,,LLeno,5.03,Medio +,,,3.14
2026-07-09 01:00:00,6.20,,Full,,5.92,Medio +,Medio +,,,3.55
2026-07-09 03:00:00,LLeno,,Full,,2.89,Medio +,Medio +,,,6.01
2026-07-09 05:00:00,5.97,,Full,,4.45,Medio +,4.97,,,5.96
2026-07-09 07:00:00,5.96,,Full,,2.93,Medio +,Medio +,,,LLeno
2026-07-09 09:00:00,LLeno,,Full,,4.81,4.62,Medio +,,,5.65
2026-07-09 11:00:00,LLeno,,Full,,4.77,3.32,4.39,,,Medio +
2026-07-09 13:00:00,5.98,,Full,Full,4.70,5.42,4.21,,,Medio +
2026-07-09 15:00:00,5.14,,Full,Full,6.69,6.16,6.87,,,Medio +
2026-07-09 17:00:00,2.99,,Full,,6.02,LLeno,6.05,,,Medio +
2026-07-09 19:00:00,Medio -,,Full,,LLeno,LLeno,LLeno,,,4.47
2026-07-09 21:00:00,Medio -,,Full,,LLeno,LLeno,LLeno,,,2.75
2026-07-09 23:00:00,Medio -,,Full,,5.25,5.70,LLeno,,,3.12
2026-07-10 01:00:00,5.50,,Full,Full,4.49,Medio +,5.71,,,6.26
2026-07-10 03:00:00,6.49,,Full,6.11,4.79,Medio +,Medio +,,,6.01
2026-07-10 05:00:00,LLeno,,Full,5.98,3.90,Medio +,4.76,,,LLeno
2026-07-10 07:00:00,LLeno,,Full,6.01,4.87,Medio +,,,,LLeno
2026-07-10 09:00:00,LLeno,,Full,6.34,5.22,Medio +,6.39,,,5.41
2026-07-10 11:00:00,5.81,,Full,6.08,5.88,3.82,6.24,,,Medio +
2026-07-10 13:00:00,3.74,,6.97,LLeno,LLeno,6.76,LLeno,,,Medio +
2026-07-10 15:00:00,Medio -,,6.99,LLeno,LLeno,6.26,LLeno,,,Medio +
2026-07-10 17:00:00,Medio -,,Full,LLeno,LLeno,LLeno,LLeno,,,4.63
2026-07-10 19:00:00,Medio -,,Full,5.69,,LLeno,5.37,,,3.20
2026-07-10 21:00:00,Medio -,,Full,5.16,,5.96,Medio +,,,2.92
2026-07-10 23:00:00,2.69,,Full,5.30,,5.20,Medio +,,,6.21
2026-07-11 01:00:00,3.80,,7.00,5.85,5.93,Medio +,Medio +,,,LLeno
2026-07-11 03:00:00,6.00,,6.99,Medio +,LLeno,Medio +,Medio +,,,LLeno
2026-07-11 05:00:00,5.97,,,4.92,5.95,Medio +,4.98,,,5.95
2026-07-11 07:00:00,LLeno,,,Medio +,5.59,Medio +,3.64,,,Medio +
2026-07-11 09:00:00,LLeno,,Full,Medio +,4.64,Medio +,2.75,,,Medio +
2026-07-11 11:00:00,4.51,,6.78,Medio +,4.30,4.71,2.30,,,4.96
2026-07-11 13:00:00,Medio -,,6.99,3.99,4.71,5.51,6.14,,,4.95
2026-07-11 15:00:00,Medio -,,Full,6.06,6.57,LLeno,LLeno,,,Medio +
2026-07-11 17:00:00,2.96,,6.99,6.00,6.02,LLeno,LLeno,,,4.15
2026-07-11 19:00:00,Medio -,,7.00,LLeno,LLeno,LLeno,LLeno,,,2.50
2026-07-11 21:00:00,Medio -,,6.99,LLeno,LLeno,LLeno,5.42,,,2.92
2026-07-11 23:00:00,3.04,,Full,5.76,5.80,5.11,Medio +,,,6.17
2026-07-12 01:00:00,6.00,,7.00,5.03,4.29,Medio +,Medio +,,,5.95
2026-07-12 03:00:00,LLeno,,Full,5.07,4.15,Medio +,Medio +,,,LLeno
2026-07-12 05:00:00,LLeno,,7.00,Medio +,4.09,Medio +,Medio +,,,LLeno
2026-07-12 07:00:00,LLeno,,Full,Medio +,4.50,Medio +,Medio +,,,5.78
2026-07-12 09:00:00,5.70,,6.88,4.59,4.94,4.62,3.95,,,Medio +
2026-07-12 11:00:00,Medio -,,6.80,3.36,Medio +,3.34,2.73,,,Medio +
2026-07-12 13:00:00,2.98,,Full,2.47,5.82,4.36,1.73,,,Medio +
2026-07-12 15:00:00,2.98,,Full,4.06,4.70,LLeno,1.71,,,Medio +
2026-07-12 17:00:00,Medio -,,Full,6.93,5.79,LLeno,6.15,,,3.77
2026-07-12 19:00:00,Medio -,,Full,6.40,LLeno,LLeno,6.00,,,2.40
2026-07-12 21:00:00,Medio -,,Full,6.02,LLeno,5.88,LLeno,,,3.63
2026-07-12 23:00:00,6.15,,Full,6.00,5.56,Medio +,LLeno,,,5.97
2026-07-13 01:00:00,5.98,,Full,LLeno,,Medio +,5.30,,,LLeno
2026-07-13 03:00:00,6.32,,Full,LLeno,5.68,Medio +,Medio +,,,LLeno
2026-07-13 05:00:00,,,6.99,LLeno,2.59,Medio +,Medio +,,,5.94
2026-07-13 07:00:00,,,7.00,5.54,4.57,Medio +,Medio +,,,5.50
2026-07-13 09:00:00,Full,,6.83,Medio +,3.89,4.76,Medio +,,,Medio +
2026-07-13 11:00:00,Full,,6.74,Medio +,3.15,3.63,4.75,,,4.97
2026-07-13 13:00:00,,,6.27,4.95,4.97,6.37,3.77,,,4.97
2026-07-13 15:00:00,,,6.19,5.91,6.12,6.05,6.23,,,4.81
2026-07-13 17:00:00,,,5.72,6.05,LLeno,LLeno,LLeno,,,3.43
2026-07-13 19:00:00,,,6.03,LLeno,LLeno,LLeno,LLeno,,,1.99
2026-07-13 21:00:00,,,6.40,LLeno,5.90,LLeno,LLeno,,,3.25
2026-07-13 23:00:00,,,6.26,LLeno,LLeno,5.15,5.36,,,6.10
2026-07-14 01:00:00,,,6.42,5.59,LLeno,Medio +,4.95,,,LLeno
2026-07-14 03:00:00,,,5.81,Medio +,3.35,Medio +,Medio +,,,LLeno
2026-07-14 05:00:00,,,5.62,5.07,3.26,Medio +,Medio +,,,LLeno
2026-07-14 07:00:00,,,5.58,5.07,4.65,Medio +,Medio +,,,5.74
2026-07-14 09:00:00,,,5.63,Medio +,,Medio +,Medio +,,,Medio +
2026-07-14 11:00:00,,,6.78,5.08,,4.43,4.09,,,4.97
2026-07-14 13:00:00,,,Full,6.25,Full,5.99,2.92,,,Medio +
2026-07-14 15:00:00,,,Full,LLeno,6.37,6.05,4.32,,,Medio +
2026-07-14 17:00:00,,,Full,5.97,LLeno,LLeno,LLeno,,,Medio +
2026-07-14 19:00:00,,,Full,LLeno,LLeno,LLeno,LLeno,,,4.26
2026-07-14 21:00:00,,,Full,LLeno,LLeno,LLeno,LLeno,,,3.08
2026-07-14 23:00:00,Full,,Full,5.49,4.53,5.62,5.84,,,2.20
2026-07-15 01:00:00,Full,,Full,Medio +,3.39,4.97,LLeno,,,6.20
2026-07-15 03:00:00,6.84,,6.99,5.21,2.38,Medio +,5.41,,,6.03
2026-07-15 05:00:00,Full,,Full,5.14,Medio -,Medio +,Medio +,,,LLeno
2026-07-15 07:00:00,5.86,,Full,Medio +,Medio ,Medio +,Medio +,,,LLeno
2026-07-15 09:00:00,4.69,,6.21,Medio +,2.87,Medio +,Medio +,,,LLeno
2026-07-15 11:00:00,4.98,,6.88,4.19,4.88,5.26,Medio +,,,5.31
2026-07-15 13:00:00,4.15,,6.94,3.16,4.92,6.70,4.62,,,Medio +
2026-07-15 15:00:00,4.97,,6.58,6.10,6.30,LLeno,3.46,,,Medio +
2026-07-15 17:00:00,4.97,,5.64,LLeno,6.00,LLeno,6.14,,,Medio +
2026-07-15 19:00:00,Medio +,,5.94,LLeno,5.67,LLeno,LLeno,,,Medio +
2026-07-15 21:00:00,Medio +,,5.62,5.96,LLeno,LLeno,LLeno,,,Medio +
2026-07-15 23:00:00,4.94,,5.32,5.88,LLeno,5.52,LLeno,,,4.10
2026-07-16 01:00:00,4.94,,5.81,5.83,LLeno,4.97,5.12,,,4.12
2026-07-16 03:00:00,Medio +,,5.43,Medio +,5.82,Medio +,Medio +,,,6.01
2026-07-16 05:00:00,4.98,,5.51,5.01,1.53,Medio +,Medio +,,,LLeno
2026-07-16 07:00:00,Medio +,,4.57,Medio +,4.34,Medio +,Medio +,,,LLeno
2026-07-16 09:00:00,Medio +,,6.84,Medio +,4.63,Medio +,Medio +,,,LLeno
2026-07-16 11:00:00,4.91,,6.98,4.96,4.08,Medio +,4.71,,,5.33
2026-07-16 13:00:00,Medio +,,Full,4.62,3.75,6.47,3.69,,,Medio +
2026-07-16 15:00:00,Medio +,,Full,6.44,6.30,6.04,6.40,,,Medio +
2026-07-16 17:00:00,4.95,,6.96,LLeno,LLeno,LLeno,LLeno,,,Medio +
2026-07-16 19:00:00,Medio +,,6.99,LLeno,LLeno,LLeno,LLeno,,,Medio +
2026-07-16 21:00:00,Medio +,,6.99,LLeno,LLeno,LLeno,LLeno,,,Medio +
2026-07-16 23:00:00,4.78,,6.98,5.28,LLeno,5.10,5.51,,,4.33
2026-07-17 01:00:00,Medio +,,7.00,5.05,5.24,Medio +,Medio +,,,4.01
2026-07-17 03:00:00,Medio +,,6.98,5.20,2.90,Medio +,Medio +,,,Full
2026-07-17 05:00:00,4.98,,6.93,Medio +,4.60,Medio +,Medio +,,,6.19
2026-07-17 07:00:00,Medio +,,7.00,Medio +,3.50,Medio +,Medio +,,,LLeno
2026-07-17 09:00:00,Medio +,,Full,4.25,4.73,4.91,4.68,,,LLeno
2026-07-17 11:00:00,4.98,,6.91,2.71,4.93,3.47,3.39,,,5.92
2026-07-17 13:00:00,4.98,6.85,Full,4.74,6.39,5.92,2.37,,,5.53
2026-07-17 15:00:00,Medio +,5.94,Full,6.06,6.85,Full,6.20,,,Medio +
2026-07-17 17:00:00,4.98,,Full,LLeno,LLeno,6.51,6.00,,,Medio +
2026-07-17 19:00:00,Medio +,,Full,LLeno,LLeno,LLeno,5.84,,,Medio +
2026-07-17 21:00:00,Medio +,,Full,LLeno,LLeno,LLeno,5.81,,,Medio +
2026-07-17 23:00:00,4.89,5.91,Full,5.95,2.48,LLeno,,,,5.59
2026-07-18 01:00:00,Medio +,,7.00,5.12,5.76,5.52,5.93,,,LLeno
2026-07-18 03:00:00,Medio +,,Full,5.30,4.76,Medio +,LLeno,,,LLeno
2026-07-18 05:00:00,4.93,,7.00,5.91,4.04,Medio +,5.17,,,LLeno
2026-07-18 07:00:00,4.90,,Full,5.06,4.80,Medio +,Medio +,,,5.92
2026-07-18 09:00:00,Medio +,,Full,Medio +,4.55,Medio +,Medio +,,,Medio +
2026-07-18 11:00:00,Medio +,,Full,5.16,Medio +,5.13,Medio +,,,Medio +
2026-07-18 13:00:00,Medio +,,6.92,6.25,5.43,6.48,5.21,,,4.94
2026-07-18 15:00:00,Medio +,,6.96,LLeno,6.11,LLeno,6.11,,,Medio +
2026-07-18 17:00:00,4.97,,Full,LLeno,LLeno,LLeno,LLeno,,,Medio +
2026-07-18 19:00:00,Medio +,,Full,LLeno,LLeno,LLeno,LLeno,,,4.25
2026-07-18 21:00:00,Medio +,,Full,5.67,LLeno,5.90,5.97,,,3.05
2026-07-18 23:00:00,Medio +,,Full,5.16,5.19,Medio +,5.11,,,2.22
2026-07-19 01:00:00,Medio +,5.94,6.95,5.07,3.65,Medio +,Medio +,,,6.43
2026-07-19 03:00:00,4.99,5.92,6.97,Medio +,1.94,Medio +,Medio +,,,LLeno
2026-07-19 05:00:00,4.97,,6.88,Medio +,4.68,Medio +,Medio +,,,LLeno
2026-07-19 07:00:00,Medio +,,6.96,4.66,4.45,Medio +,Medio +,,,5.62
2026-07-19 09:00:00,Medio +,5.83,6.96,3.43,4.64,4.52,4.35,,,LLeno
2026-07-19 11:00:00,Medio +,5.77,6.96,4.52,5.03,3.64,6.54,,,5.96
2026-07-19 13:00:00,Medio +,5.81,Full,6.05,5.92,6.64,5.96,,,Medio +
2026-07-19 15:00:00,Medio +,LLeno,Full,LLeno,5.43,LLeno,LLeno,,,Medio +
2026-07-19 17:00:00,4.97,5.87,Full,LLeno,,LLeno,LLeno,,,5.41
2026-07-19 19:00:00,Medio +,LLeno,Full,LLeno,,5.95,5.99,,,
2026-07-19 21:00:00,Medio +,LLeno,Full,LLeno,5.79,,Medio +,,,6.63
2026-07-19 23:00:00,Medio +,3.29,Full,5.69,,LLeno,Medio +,,,6.00
2026-07-20 01:00:00,4.95,,Full,5.13,,LLeno,Medio +,,,LLeno
2026-07-20 03:00:00,Medio +,5.39,Full,5.05,,5.68,Medio +,,,LLeno
2026-07-20 05:00:00,Medio +,,Full,Medio +,,Medio +,Medio +,,,5.30
2026-07-20 07:00:00,Medio +,5.39,Full,Medio +,,Medio +,4.04,,,Medio +
2026-07-20 09:00:00,Medio +,5.69,6.98,Medio +,,Medio +,2.83,,,Medio +
2026-07-20 11:00:00,4.91,,Full,Medio +,,Medio +,2.63,,,4.97
2026-07-20 13:00:00,Medio +,5.89,6.88,6.57,,6.43,6.52,,,Medio +
2026-07-20 15:00:00,Medio +,5.80,6.96,,,6.11,5.97,,,4.74
2026-07-20 17:00:00,4.97,,Full,Full,,6.00,LLeno,,,Medio 
2026-07-20 19:00:00,Medio +,5.96,Full,6.12,,LLeno,LLeno,,,3.54
2026-07-20 21:00:00,Medio +,5.90,Full,6.01,,LLeno,LLeno,,,2.99
2026-07-20 23:00:00,Medio +,5.95,Full,LLeno,,5.50,LLeno,,,LLeno
2026-07-21 01:00:00,4.98,5.63,Full,LLeno,5.81,Medio +,5.79,,,LLeno
2026-07-21 03:00:00,Medio +,,Full,5.75,LLeno,Medio +,Medio +,,,LLeno
2026-07-21 05:00:00,Medio +,,Full,Medio +,LLeno,Medio +,Medio +,,,5.26
2026-07-21 07:00:00,Medio +,,Full,5.04,5.97,Medio +,Medio +,,,Medio +
2026-07-21 09:00:00,Medio +,5.65,6.91,5.93,,Medio +,Medio +,,,Medio +
2026-07-21 11:00:00,Medio +,,6.83,5.46,LLeno,4.96,Medio +,,,Medio +
2026-07-21 13:00:00,Medio +,,Full,5.08,LLeno,4.31,5.08,,,4.94
2026-07-21 15:00:00,Medio +,,Full,5.96,LLeno,3.05,6.06,,,4.48
2026-07-21 17:00:00,Medio +,,6.93,6.02,5.18,Medio -,LLeno,,,
2026-07-21 19:00:00,Medio +,,6.96,LLeno,5.59,2.25,LLeno,,,
2026-07-21 21:00:00,Medio +,,6.90,LLeno,6.00,,LLeno,,,5.51
2026-07-21 23:00:00,Medio +,,6.95,LLeno,LLeno,5.97,5.85,,,
2026-07-22 01:00:00,Medio +,,6.59,5.85,LLeno,LLeno,Medio +,,,
2026-07-22 03:00:00,4.94,,6.84,5.03,LLeno,5.06,Medio +,,,
2026-07-22 05:00:00,4.98,,6.97,5.39,LLeno,Medio +,Medio +,,,
2026-07-22 07:00:00,Medio +,,6.76,5.89,4.65,Medio +,Medio +,,,
2026-07-22 09:00:00,Medio +,,6.95,LLeno,4.83,Medio +,Medio +,,,
2026-07-22 11:00:00,4.97,,6.59,LLeno,3.18,Medio +,4.16,,,
2026-07-22 13:00:00,4.93,,6.97,5.88,6.04,5.63,3.52,,,
2026-07-22 15:00:00,4.98,,6.99,6.17,6.74,6.39,6.02,,,
2026-07-22 17:00:00,4.97,,6.47,LLeno,6.02,LLeno,LLeno,,,6.97
2026-07-22 19:00:00,Medio +,,6.31,LLeno,LLeno,5.89,LLeno,,,6.06
2026-07-22 21:00:00,Medio +,,6.21,LLeno,LLeno,LLeno,LLeno,,,6.02
2026-07-22 23:00:00,4.98,,6.36,LLeno,LLeno,LLeno,5.18,,,LLeno
2026-07-23 01:00:00,4.19,,5.56,5.52,4.41,5.98,Medio +,,,LLeno
2026-07-23 03:00:00,4.96,,5.47,Medio +,3.56,5.94,5.65,,,LLeno
2026-07-23 05:00:00,4.98,,5.20,Medio +,4.94,5.63,,,,5.28
2026-07-23 07:00:00,Medio +,,4.73,Medio +,4.43,,,,,Medio +
2026-07-23 09:00:00,Medio +,,5.45,Medio +,3.33,LLeno,Full,,,Medio +
2026-07-23 11:00:00,Medio +,,6.95,4.67,3.67,5.94,6.82,,,Medio +
2026-07-23 13:00:00,Medio +,,Full,3.51,3.72,,,,,Medio +
2026-07-23 15:00:00,Medio +,,Full,6.52,6.62,5.35,,,,4.77
2026-07-23 17:00:00,Medio +,,Full,LLeno,6.01,,,,,
2026-07-23 19:00:00,Medio +,,Full,5.49,LLeno,,,,,4.66
2026-07-23 21:00:00,Medio +,,Full,LLeno,LLeno,,,,,4.42
2026-07-23 23:00:00,4.95,,Full,LLeno,LLeno,6.05,,,,4.40
2026-07-24 01:00:00,Medio +,,Full,5.70,3.26,,,,,4.44
2026-07-24 03:00:00,Medio +,,Full,5.10,3.84,Full,,,,6.14
2026-07-24 05:00:00,4.97,,Full,,Medio +,,,,,LLeno
2026-07-24 07:00:00,Medio +,,Full,Full,4.84,,,,,LLeno
2026-07-24 09:00:00,Medio +,,Full,6.14,Medio +,Full,LLeno,,,LLeno
2026-07-24 11:00:00,Medio +,,6.94,LLeno,4.88,,4.77,,,5.61
2026-07-24 13:00:00,Medio +,,6.97,6.00,4.93,,LLeno,,,Medio +
2026-07-24 15:00:00,Medio +,,Full,LLeno,Medio ,,LLeno,,,Medio +
2026-07-24 17:00:00,Medio +,,Full,LLeno,2.86,,LLeno,,,Medio +
2026-07-24 19:00:00,Medio +,,Full,LLeno,5.32,,LLeno,,,Medio +
2026-07-24 21:00:00,Medio +,,Full,5.53,6.95,,5.61,,,Medio +
2026-07-24 23:00:00,Medio +,,Full,5.18,6.02,,Medio +,,,4.70
2026-07-25 01:00:00,4.90,,Full,5.27,LLeno,,4.97,,,6.65
2026-07-25 03:00:00,Medio +,,Full,Medio +,LLeno,,Medio +,,,6.33
2026-07-25 05:00:00,4.98,,Full,Medio +,5.56,,Medio +,,,LLeno
2026-07-25 07:00:00,Medio +,,Full,Medio +,4.99,,Medio +,,,LLeno
2026-07-25 09:00:00,Medio +,LLeno,Full,4.45,4.85,,4.59,,,LLeno
2026-07-25 11:00:00,Medio +,,Full,3.21,3.99,,3.36,,,5.46
2026-07-25 13:00:00,Medio +,,Full,,6.55,,2.81,,,Medio +
2026-07-25 15:00:00,Medio +,,6.99,LLeno,6.03,,6.70,,,Medio +
2026-07-25 17:00:00,Medio +,,6.79,LLeno,LLeno,,6.10,,,Medio +
2026-07-25 19:00:00,Medio +,,6.03,LLeno,LLeno,,LLeno,,,Medio +
2026-07-25 21:00:00,Medio +,,6.29,5.26,LLeno,,LLeno,,,Medio +
2026-07-25 23:00:00,Medio +,,5.83,Medio +,5.87,,5.55,,,4.71
2026-07-26 01:00:00,4.96,,5.66,6.00,4.45,,Medio +,,,5.63
2026-07-26 03:00:00,Medio +,,5.50,5.62,4.86,,Medio +,,,6.10
2026-07-26 05:00:00,4.97,,5.46,Medio +,3.71,,Medio +,,,LLeno
2026-07-26 07:00:00,Medio +,,4.18,4.57,3.70,,Medio +,,,LLeno
2026-07-26 09:00:00,Medio +,,6.92,3.06,3.53,,4.97,,,LLeno
2026-07-26 11:00:00,Medio +,,6.97,1.96,4.94,,3.32,,,5.05
2026-07-26 13:00:00,Medio +,,Full,3.94,6.42,,2.83,,,Medio +
2026-07-26 15:00:00,Medio +,,Full,6.20,6.25,,5.48,,,Medio +
2026-07-26 17:00:00,5.00,,Full,LLeno,LLeno,,LLeno,,,Medio +
2026-07-26 19:00:00,Medio +,,Full,LLeno,LLeno,,LLeno,,,Medio +
2026-07-26 21:00:00,4.97,,Full,LLeno,LLeno,,LLeno,,,Medio +
2026-07-26 23:00:00,3.79,,Full,5.38,5.23,,5.70,,,4.62
2026-07-27 01:00:00,2.99,,,5.04,,,Medio +,,,3.58
2026-07-27 03:00:00,4.64,,Full,Medio +,,,Medio +,,,6.67
2026-07-27 05:00:00,4.97,,Full,Medio +,1.75,,Medio +,,,6.26
2026-07-27 07:00:00,Medio +,,Full,Medio +,4.72,,Medio +,,,LLeno
2026-07-27 09:00:00,Medio +,,6.99,4.09,0.732,,Medio +,,,LLeno
2026-07-27 11:00:00,Medio +,,6.98,2.82,4.69,,3.72,,,LLeno
2026-07-27 13:00:00,4.90,,Full,5.38,Medio +,,3.29,,,5.81
2026-07-27 15:00:00,4.95,,Full,6.01,6.08,,6.26,,,Medio +
2026-07-27 17:00:00,4.37,,Full,LLeno,6.07,,LLeno,,,Medio +
2026-07-27 19:00:00,,,7.00,LLeno,LLeno,,LLeno,,,Medio +
2026-07-27 21:00:00,,,7.00,5.76,LLeno,,LLeno,,,Medio +
2026-07-27 23:00:00,4.92,,Full,5.39,LLeno,,5.60,,,Medio +
2026-07-28 01:00:00,Medio +,,Full,4.64,LLeno,,Medio +,,,6.33
2026-07-28 03:00:00,Medio +,,Full,Medio +,5.96,,Medio +,,,6.01
2026-07-28 05:00:00,4.98,,,5.62,Medio +,,Medio +,,,LLeno
2026-07-28 07:00:00,Medio +,,,Medio +,4.95,,Medio +,,,LLeno
2026-07-28 09:00:00,Medio +,,,4.67,4.74,,Medio +,,,5.99
2026-07-28 11:00:00,Medio +,,Full,3.20,3.11,,3.89,,,5.18
2026-07-28 13:00:00,Medio +,,,2.39,4.84,,3.05,,,Medio +
2026-07-28 15:00:00,Medio +,,,6.14,6.21,,6.05,,,Medio +
2026-07-28 17:00:00,4.95,,,LLeno,LLeno,,LLeno,,,Medio +
2026-07-28 19:00:00,4.90,,,LLeno,LLeno,,LLeno,,,Medio +
2026-07-28 21:00:00,3.40,,,LLeno,LLeno,,LLeno,,,4.36
2026-07-28 23:00:00,2.68,,,5.25,5.53,,5.35,,,3.33
2026-07-29 01:00:00,4.98,,,Medio +,Medio +,,Medio +,,,3.78
2026-07-29 03:00:00,Medio +,,,Medio +,Medio +,,Medio +,,,6.02
2026-07-29 05:00:00,4.95,,,5.20,2.93,,Medio +,,,LLeno
2026-07-29 07:00:00,Medio +,,,5.30,4.70,,Medio +,,,LLeno
2026-07-29 09:00:00,Medio +,,,6.23,4.61,,4.95,,,5.65
2026-07-29 11:00:00,Medio +,,,LLeno,Medio +,,3.69,,,Medio +
2026-07-29 13:00:00,Medio +,,Full,5.93,5.42,,2.91,,,Medio +
2026-07-29 15:00:00,Medio +,LLeno,6.99,LLeno,6.70,,6.14,,,Medio +
2026-07-29 17:00:00,4.98,5.75,Full,5.62,LLeno,,LLeno,,,Medio +
2026-07-29 19:00:00,4.95,,Full,Medio +,LLeno,,LLeno,,,Medio +
2026-07-29 21:00:00,3.63,,Full,Medio +,LLeno,,LLeno,,,4.29
2026-07-29 23:00:00,2.48,,Full,Medio +,LLeno,,5.58,,,3.51
2026-07-30 01:00:00,1.26,,6.81,Medio +,5.14,,Medio +,,,6.72
2026-07-30 03:00:00,Medio +,,Full,Medio +,Medio +,,Medio +,,,6.06
2026-07-30 05:00:00,Medio +,,Full,4.32,4.52,,Medio +,,,LLeno
2026-07-30 07:00:00,Medio +,,Full,3.16,2.51,,Medio +,,,LLeno
2026-07-30 09:00:00,Medio +,5.83,Full,6.54,3.88,,4.99,,,LLeno
2026-07-30 11:00:00,Medio +,,Full,6.00,4.60,,3.67,,,5.35
2026-07-30 13:00:00,Medio +,LLeno,Full,LLeno,Medio +,,2.85,,,Medio +
2026-07-30 15:00:00,Medio +,LLeno,Full,LLeno,5.58,,6.08,,,Medio +
2026-07-30 17:00:00,4.95,LLeno,6.99,5.34,6.07,,LLeno,,,Medio +
2026-07-30 19:00:00,Medio +,5.91,Full,Medio +,LLeno,,LLeno,,,Medio +
2026-07-30 21:00:00,4.88,5.95,Full,Medio +,LLeno,,LLeno,,,Medio +
2026-07-30 23:00:00,3.83,Full,Full,Medio +,LLeno,,LLeno,,,4.07
2026-07-31 01:00:00,Medio +,Full,Full,Medio +,LLeno,,5.90,,,5.47
2026-07-31 03:00:00,Medio +,6.61,Full,5.00,LLeno,,Medio +,,,6.06
2026-07-31 05:00:00,4.97,LLeno,Full,4.43,5.59,,Medio +,,,LLeno
2026-07-31 07:00:00,Medio +,LLeno,Full,3.42,4.93,,Medio +,,,LLeno
2026-07-31 09:00:00,4.89,5.95,Full,Medio -,3.43,,Medio +,,,LLeno
2026-07-31 11:00:00,4.67,5.95,6.99,6.79,4.64,,Medio +,,,4.94
2026-07-31 13:00:00,3.94,LLeno,7.00,6.02,5.25,,5.11,,,Medio +
2026-07-31 15:00:00,,LLeno,6.83,LLeno,6.85,,6.24,,,Medio +
2026-07-31 17:00:00,,5.95,5.83,LLeno,LLeno,,5.98,,,Medio +
2026-07-31 19:00:00,,5.77,5.60,LLeno,LLeno,,LLeno,,,Medio +
2026-07-31 21:00:00,,Medio +,6.53,LLeno,LLeno,,LLeno,,,4.84
2026-07-31 23:00:00,,Medio +,5.21,5.12,LLeno,,LLeno,,,4.40
2026-08-01 01:00:00,,5.11,5.61,Medio +,LLeno,,5.64,,,6.45
2026-08-01 03:00:00,,6.48,5.58,5.02,5.72,,Medio +,,,6.00
2026-08-01 05:00:00,,LLeno,5.29,Medio +,4.24,,Medio +,,,LLeno
2026-08-01 07:00:00,,6.06,5.15,Medio +,0.0528,,Medio +,,,LLeno
2026-08-01 09:00:00,,6.00,6.15,Medio +,6.71,,Medio +,,,LLeno
2026-08-01 11:00:00,,LLeno,6.99,4.44,6.03,,Medio +,,,5.07
2026-08-01 13:00:00,,5.47,7.00,4.24,LLeno,,5.36,,,Medio +
2026-08-01 15:00:00,,Medio +,Full,6.47,LLeno,,6.18,,,Medio +
2026-08-01 17:00:00,,Medio +,Full,6.29,LLeno,,LLeno,,,Medio +
2026-08-01 19:00:00,,Medio +,Full,5.98,LLeno,,LLeno,,,5.00
2026-08-01 21:00:00,Full,Medio +,Full,5.88,LLeno,,5.91,,,4.75
2026-08-01 23:00:00,Full,4.98,Full,LLeno,5.03,,5.13,,,3.62
2026-08-02 01:00:00,6.47,3.83,Full,LLeno,4.98,,Medio +,,,3.35
2026-08-02 03:00:00,6.01,6.60,Full,LLeno,4.45,,Medio +,,,6.02
2026-08-02 05:00:00,LLeno,6.00,Full,5.91,2.71,,4.99,,,LLeno
2026-08-02 07:00:00,LLeno,6.00,Full,5.19,2.89,,Medio +,,,LLeno
2026-08-02 09:00:00,LLeno,LLeno,6.94,5.51,4.29,,Medio +,,,5.65
2026-08-02 11:00:00,5.60,5.73,6.93,5.29,2.78,,4.14,,,Medio +
