sep=,
"Time","I38 - BOYA","I39 - BOYA","I40 - BOYA","I41 - BOYA","I42 - BOYA","I43 - BOYA","I44 - BOYA","I48 - BOYA"
2026-09-09 11:41:40,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:42:00,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:42:20,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:42:40,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:43:00,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:43:20,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:43:40,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:44:00,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:44:20,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:44:40,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:45:00,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:45:20,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:45:40,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:46:00,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:46:20,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:46:40,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:47:00,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:47:20,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:47:40,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:48:00,,Medio +,,Medio +,Medio +,Medio ,Medio ,Medio +
2026-09-09 11:48:20,,Medio +,,Medio +,4.75,Medio ,Medio ,Medio +
2026-09-09 11:48:40,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:49:00,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:49:20,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:49:40,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:50:00,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:50:20,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:50:40,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:51:00,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:51:20,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:51:40,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:52:00,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:52:20,,,,Medio +,,Medio ,Medio ,
2026-09-09 11:52:40,,,,Medio +,,Medio ,Medio ,
2026-09-09 11:53:00,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 11:53:20,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 11:53:40,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 11:54:00,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 11:54:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 11:54:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 11:55:00,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:55:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 11:55:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 11:56:00,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 11:56:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 11:56:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 11:57:00,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 11:57:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 11:57:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 11:58:00,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:58:20,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:58:40,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:59:00,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:59:20,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 11:59:40,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:00:00,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:00:20,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:00:40,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:01:00,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:01:20,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:01:40,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:02:00,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:02:20,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:02:40,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:03:00,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:03:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:03:40,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:04:00,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:04:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:04:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:05:00,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:05:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:05:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:06:00,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:06:20,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:06:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:07:00,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:07:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:07:40,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:08:00,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:08:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:08:40,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:09:00,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:09:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:09:40,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:10:00,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:10:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:10:40,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:11:00,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:11:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:11:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:12:00,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:12:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:12:40,,,,,,Medio ,Medio ,
2026-09-09 12:13:00,,Medio +,,,,Medio ,Medio ,
2026-09-09 12:13:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:13:40,,Medio +,,,Medio ,Medio ,Medio ,
2026-09-09 12:14:00,,Medio +,,,,Medio ,Medio ,
2026-09-09 12:14:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:14:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:15:00,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:15:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:15:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:16:00,,,,,,Medio ,Medio ,
2026-09-09 12:16:20,,,,,Medio ,Medio ,Medio ,
2026-09-09 12:16:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:17:00,,Medio +,,,,Medio ,Medio ,
2026-09-09 12:17:20,,Medio +,,,,Medio ,Medio ,
2026-09-09 12:17:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:18:00,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:18:20,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:18:40,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:19:00,,Medio +,,Medio +,,Medio ,Medio ,Medio +
2026-09-09 12:19:20,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:19:40,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:20:00,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:20:20,,Medio +,,Medio +,Medio ,Medio ,Medio ,Medio +
2026-09-09 12:20:40,,Medio +,,Medio +,,Medio ,Medio ,
2026-09-09 12:21:00,,Medio +,,Medio +,,3.25,Medio ,
2026-09-09 12:21:20,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:21:40,,Medio +,,Medio +,,Medio -,Medio ,
2026-09-09 12:22:00,,Medio +,,Medio +,,Medio -,Medio ,
2026-09-09 12:22:20,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:22:40,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:23:00,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:23:20,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:23:40,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:24:00,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:24:20,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:24:40,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:25:00,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:25:20,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:25:40,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:26:00,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:26:20,,,,,Medio ,Medio -,Medio ,
2026-09-09 12:26:40,,,,,Medio ,Medio -,Medio ,
2026-09-09 12:27:00,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:27:20,,,,,Medio ,Medio -,Medio ,
2026-09-09 12:27:40,,Medio +,,,Medio ,Medio -,Medio ,
2026-09-09 12:28:00,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:28:20,,Medio +,,,Medio ,Medio -,Medio ,
2026-09-09 12:28:40,,Medio +,,,Medio ,Medio -,Medio ,
2026-09-09 12:29:00,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:29:20,,Medio +,,,Medio ,Medio -,Medio ,
2026-09-09 12:29:40,,Medio +,,,Medio ,Medio -,Medio ,
2026-09-09 12:30:00,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:30:20,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:30:40,,,,,Medio ,Medio -,Medio ,
2026-09-09 12:31:00,,Medio +,,,Medio ,Medio -,Medio ,
2026-09-09 12:31:20,,,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:31:40,,,,,Medio ,Medio -,Medio ,
2026-09-09 12:32:00,,Medio +,,,Medio ,Medio -,Medio ,
2026-09-09 12:32:20,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:32:40,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:33:00,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:33:20,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:33:40,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:34:00,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:34:20,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:34:40,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:35:00,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:35:20,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:35:40,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:36:00,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:36:20,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:36:40,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:37:00,,,,,,Medio -,Medio ,
2026-09-09 12:37:20,,,,,,Medio -,Medio ,
2026-09-09 12:37:40,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:38:00,,,,Medio +,,Medio -,Medio ,
2026-09-09 12:38:20,,Medio +,,,,Medio -,Medio ,
2026-09-09 12:38:40,,Medio +,,,,Medio -,Medio ,Medio +
2026-09-09 12:39:00,,Medio +,,Medio +,,Medio -,Medio ,
2026-09-09 12:39:20,,Medio +,,Medio +,,Medio -,Medio ,
2026-09-09 12:39:40,,Medio +,,Medio +,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:40:00,,Medio +,,Medio +,,Medio -,Medio ,
2026-09-09 12:40:20,,Medio +,,Medio +,,Medio -,Medio ,
2026-09-09 12:40:40,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:41:00,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:41:20,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:41:40,,Medio +,,Medio +,,Medio -,Medio ,Medio +
2026-09-09 12:42:00,,Medio +,Full,,,Medio -,Medio ,Medio +
2026-09-09 12:42:20,,Medio +,,Vacio,,Medio -,Medio ,Medio +
2026-09-09 12:42:40,,Medio +,,1.50,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:43:00,,Medio +,Full,LLeno,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:43:20,,Medio +,Full,LLeno,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:43:40,,Medio +,Full,LLeno,Medio ,Medio -,Medio ,
2026-09-09 12:44:00,,Medio +,Full,LLeno,Medio ,Medio -,Medio ,
2026-09-09 12:44:20,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:44:40,,Medio +,Full,,Medio ,Medio -,Medio ,
2026-09-09 12:45:00,,Medio +,Full,LLeno,Medio ,Medio -,Medio ,
2026-09-09 12:45:20,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:45:40,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:46:00,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:46:20,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:46:40,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:47:00,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:47:20,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:47:40,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:48:00,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:48:20,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:48:40,,Medio +,,,,Medio -,Medio ,
2026-09-09 12:49:00,,Medio +,,,,Medio -,Medio ,
2026-09-09 12:49:20,,Medio +,Full,,,Medio -,Medio ,Medio +
2026-09-09 12:49:40,,Medio +,,,,Medio -,Medio ,
2026-09-09 12:50:00,,Medio +,,,,Medio -,Medio ,
2026-09-09 12:50:20,,Medio +,,,,Medio -,Medio ,Medio +
2026-09-09 12:50:40,,Medio +,Full,,,Medio -,Medio ,Medio +
2026-09-09 12:51:00,,Medio +,Full,,,Medio -,Medio ,Medio +
2026-09-09 12:51:20,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:51:40,,Medio +,Full,,,Medio -,Medio ,Medio +
2026-09-09 12:52:00,,Medio +,Full,,,Medio -,Medio ,Medio +
2026-09-09 12:52:20,,Medio +,Full,,,Medio -,Medio ,
2026-09-09 12:52:40,,Medio +,Full,,,Medio -,Medio ,
2026-09-09 12:53:00,,Medio +,Full,,,Medio -,Medio ,Medio +
2026-09-09 12:53:20,,Medio +,Full,,,Medio -,Medio ,
2026-09-09 12:53:40,,Medio +,Full,,,Medio -,Medio ,
2026-09-09 12:54:00,,Medio +,Full,,,Medio -,Medio ,Medio +
2026-09-09 12:54:20,,Medio +,Full,,Medio ,Medio -,Medio ,Medio +
2026-09-09 12:54:40,,Medio +,Full,,,Medio -,Medio ,Medio +
2026-09-09 12:55:00,,Medio +,Full,,,Medio -,Medio ,Medio +
2026-09-09 12:55:20,,Medio +,Full,,,Medio -,3.25,Medio +
2026-09-09 12:55:40,,Medio +,Full,,,Medio -,Medio -,Medio +
2026-09-09 12:56:00,,Medio +,Full,,,Medio -,Medio -,Medio +
2026-09-09 12:56:20,,Medio +,Full,,,Medio -,Medio -,Medio +
2026-09-09 12:56:40,,Medio +,,,,Medio -,Medio -,Medio +
2026-09-09 12:57:00,,Medio +,,,,Medio -,Medio -,Medio +
2026-09-09 12:57:20,,Medio +,,LLeno,Medio ,Medio -,Medio -,Medio +
2026-09-09 12:57:40,,Medio +,,LLeno,Medio ,Medio -,Medio -,Medio +
2026-09-09 12:58:00,,Medio +,,LLeno,Medio ,Medio -,Medio -,Medio +
2026-09-09 12:58:20,,Medio +,,LLeno,Medio ,Medio -,Medio -,Medio +
2026-09-09 12:58:40,,Medio +,,LLeno,Medio ,Medio -,Medio -,Medio +
2026-09-09 12:59:00,,Medio +,,LLeno,Medio ,Medio -,Medio -,Medio +
2026-09-09 12:59:20,,Medio +,,LLeno,Medio ,Medio -,Medio -,Medio +
2026-09-09 12:59:40,,Medio +,,,Medio ,Medio -,Medio -,Medio +
2026-09-09 13:00:00,,Medio +,,,Medio ,Medio -,Medio -,Medio +
2026-09-09 13:00:20,,Medio +,,LLeno,Medio ,Medio -,Medio -,Medio +
2026-09-09 13:00:40,,Medio +,,,Medio ,Medio -,Medio -,Medio +
2026-09-09 13:01:00,,Medio +,,,Medio ,Medio -,Medio -,Medio +
2026-09-09 13:01:20,,Medio +,Full,LLeno,Medio ,Medio -,Medio -,Medio +
2026-09-09 13:01:40,,Medio +,Full,LLeno,Medio ,Medio -,Medio -,Medio +
2026-09-09 13:02:00,,Medio +,Full,LLeno,Medio ,Medio -,Medio -,
2026-09-09 13:02:20,,Medio +,Full,4.80,Medio ,Medio -,Medio -,
2026-09-09 13:02:40,,Medio +,Full,Medio ,Medio ,Medio -,Medio -,Medio +
2026-09-09 13:03:00,,Medio +,Full,Medio -,Medio ,Medio -,Medio -,
2026-09-09 13:03:20,,,,LLeno,,Medio -,,
2026-09-09 13:03:40,,Medio +,,LLeno,,Medio -,Medio -,Medio +
2026-09-09 13:04:00,,,Full,LLeno,,Medio -,,
2026-09-09 13:04:20,,,,LLeno,,Medio -,,
2026-09-09 13:04:40,,Medio +,,LLeno,,Medio -,Medio -,Medio +
2026-09-09 13:05:00,,,Full,LLeno,,Medio -,,
2026-09-09 13:05:20,,Medio +,,LLeno,,Medio -,Medio -,
2026-09-09 13:05:40,,Medio +,,LLeno,,Medio -,,Medio +
2026-09-09 13:06:00,,Medio +,Full,LLeno,Medio ,Medio -,,
2026-09-09 13:06:20,,Medio +,,LLeno,,Medio -,Medio -,
2026-09-09 13:06:40,,Medio +,,LLeno,,Medio -,,Medio +
2026-09-09 13:07:00,,Medio +,Full,LLeno,,Medio -,,
2026-09-09 13:07:20,,Medio +,,LLeno,,Medio -,Medio -,
2026-09-09 13:07:40,,Medio +,,,,Medio -,,Medio +
2026-09-09 13:08:00,,Medio +,,,,Medio -,Medio -,
2026-09-09 13:08:20,,Medio +,Full,,,Medio -,,
2026-09-09 13:08:40,,Medio +,,,Medio ,Medio -,,Medio +
2026-09-09 13:09:00,,Medio +,,,,Medio -,Medio -,
2026-09-09 13:09:20,,Medio +,Full,,,Medio -,,
2026-09-09 13:09:40,,Medio +,Full,,,Medio -,Medio -,Medio +
2026-09-09 13:10:00,,Medio +,Full,,,Medio -,Medio -,
2026-09-09 13:10:20,,Medio +,Full,,,Medio -,Medio -,
2026-09-09 13:10:40,,Medio +,Full,,,Medio -,Medio -,Medio +
2026-09-09 13:11:00,,Medio +,Full,,,Vacio,,
2026-09-09 13:11:20,,Medio +,Full,,,1.50,,
2026-09-09 13:11:40,,Medio +,Full,,Medio ,LLeno,Medio -,Medio +
2026-09-09 13:12:00,,Medio +,Full,,,LLeno,,
2026-09-09 13:12:20,,Medio +,,,,LLeno,Medio -,
2026-09-09 13:12:40,,Medio +,,,,LLeno,,Medio +
2026-09-09 13:13:00,,,Full,,,LLeno,,
2026-09-09 13:13:20,,,,,,LLeno,Medio -,
2026-09-09 13:13:40,,Medio +,,,,,,Medio +
2026-09-09 13:14:00,,Medio +,Full,,,,,
2026-09-09 13:14:20,,Medio +,,LLeno,,LLeno,Medio -,
2026-09-09 13:14:40,,Medio +,,LLeno,Medio ,,Medio -,Medio +
2026-09-09 13:15:00,,Medio +,,LLeno,,,Medio -,
2026-09-09 13:15:20,,Medio +,Full,LLeno,,LLeno,Medio -,
2026-09-09 13:15:40,,Medio +,,LLeno,,,Medio -,Medio +
2026-09-09 13:16:00,,Medio +,,LLeno,,,Medio -,
2026-09-09 13:16:20,,Medio +,Full,LLeno,,,Medio -,
2026-09-09 13:16:40,,Medio +,,LLeno,,,Medio -,Medio +
2026-09-09 13:17:00,,Medio +,,LLeno,,,Medio -,
2026-09-09 13:17:20,,Medio +,Full,LLeno,,,Medio -,
2026-09-09 13:17:40,,Medio +,,LLeno,Medio ,,Medio -,
2026-09-09 13:18:00,,Medio +,,LLeno,,,Medio -,Medio +
2026-09-09 13:18:20,,Medio +,Full,LLeno,,,Medio -,
2026-09-09 13:18:40,,,,,,,Medio -,
2026-09-09 13:19:00,,Medio +,,,,,Medio -,Medio +
2026-09-09 13:19:20,,Medio +,Full,LLeno,,,Medio -,
2026-09-09 13:19:40,,Medio +,,LLeno,,,Medio -,
2026-09-09 13:20:00,,,,,,,Medio -,Medio +
2026-09-09 13:20:20,,,Full,,Medio ,,Medio -,
2026-09-09 13:20:40,,Medio +,,LLeno,,,Medio -,
2026-09-09 13:21:00,,,,6.75,,,Medio -,Medio +
2026-09-09 13:21:20,,Medio +,Full,Full,,,Medio -,Medio +
2026-09-09 13:21:40,,Medio +,,Full,,,Medio -,Medio +
2026-09-09 13:22:00,,Medio +,,Full,,,Medio -,Medio +
2026-09-09 13:22:20,,Medio +,Full,Full,,,Medio -,Medio +
2026-09-09 13:22:40,,,,,,,Medio -,Medio +
2026-09-09 13:23:00,,Medio +,,,,,Medio -,Medio +
2026-09-09 13:23:20,,,,Full,Medio ,,Medio -,Medio +
2026-09-09 13:23:40,,,Full,Full,Medio ,,Medio -,Medio +
2026-09-09 13:24:00,,Medio +,,Full,Medio ,,Medio -,Medio +
2026-09-09 13:24:20,,Medio +,,6.75,Medio ,,Medio -,Medio +
2026-09-09 13:24:40,,Medio +,Full,Full,Medio ,,Medio -,Medio +
2026-09-09 13:25:00,,Medio +,,Full,Medio ,,Medio -,Medio +
2026-09-09 13:25:20,,Medio +,,Full,Medio ,,Medio -,Medio +
2026-09-09 13:25:40,,Medio +,Full,Full,Medio ,,Medio -,Medio +
2026-09-09 13:26:00,,Medio +,,Full,Medio ,,Medio -,Medio +
2026-09-09 13:26:20,,Medio +,,Full,Medio ,,Medio -,Medio +
2026-09-09 13:26:40,,Medio +,Full,Full,Medio ,,Medio -,Medio +
2026-09-09 13:27:00,,Medio +,Full,Full,Medio ,,Medio -,Medio +
2026-09-09 13:27:20,,Medio +,Full,6.75,Medio ,,Medio -,Medio +
2026-09-09 13:27:40,,Medio +,Full,Full,Medio ,,Medio -,Medio +
2026-09-09 13:28:00,,Medio +,Full,Full,Medio ,,Medio -,Medio +
2026-09-09 13:28:20,,Medio +,Full,Full,Medio ,,Medio -,Medio +
2026-09-09 13:28:40,,Medio +,Full,Full,Medio ,,Medio -,Medio +
2026-09-09 13:29:00,,Medio +,Full,Full,Medio ,,Medio -,Medio +
2026-09-09 13:29:20,,Medio +,Full,Full,Medio ,,Medio -,Medio +
2026-09-09 13:29:40,,Medio +,Full,Full,Medio ,,Medio -,Medio +
2026-09-09 13:30:00,,Medio +,5.50,Full,Medio ,,Medio -,Medio +
2026-09-09 13:30:20,,Medio +,Full,LLeno,Medio ,,Medio -,Medio +
2026-09-09 13:30:40,,Medio +,Full,6.75,Medio ,,Medio -,Medio +
2026-09-09 13:31:00,,Medio +,Full,6.50,Medio ,,Medio -,Medio +
2026-09-09 13:31:20,,Medio +,LLeno,6.50,Medio ,,Medio -,Medio +
2026-09-09 13:31:40,,Medio +,Full,6.50,Medio ,,Medio -,Medio +
2026-09-09 13:32:00,,Medio +,Full,LLeno,Medio ,,Medio -,Medio +
2026-09-09 13:32:20,,Medio +,LLeno,LLeno,Medio ,,Medio -,Medio +
2026-09-09 13:32:40,,Medio +,5.50,LLeno,Medio ,,Medio -,Medio +
2026-09-09 13:33:00,,,Full,LLeno,Medio ,,Medio -,Medio +
2026-09-09 13:33:20,,,Full,6.25,Medio ,,Medio -,Medio +
2026-09-09 13:33:40,,Medio +,6.50,LLeno,Medio ,,Medio -,Medio +
2026-09-09 13:34:00,,,Full,LLeno,Medio ,,Medio -,Medio +
2026-09-09 13:34:20,,,Full,6.50,,,Medio -,Medio +
2026-09-09 13:34:40,,Medio +,Full,LLeno,,,Medio -,Medio +
2026-09-09 13:35:00,,Medio +,Full,LLeno,,,Medio -,Medio +
2026-09-09 13:35:20,,Medio +,Full,LLeno,,LLeno,Medio -,Medio +
2026-09-09 13:35:40,,Medio +,Full,LLeno,,,Medio -,Medio +
2026-09-09 13:36:00,,Medio +,Medio +,LLeno,,,Medio -,Medio +
2026-09-09 13:36:20,,Medio +,6.50,LLeno,,LLeno,Medio -,Medio +
2026-09-09 13:36:40,,Medio +,6.50,LLeno,,,Medio -,Medio +
2026-09-09 13:37:00,,Medio +,Full,LLeno,Medio ,,Medio -,Medio +
2026-09-09 13:37:20,,Medio +,Full,LLeno,Medio ,LLeno,Medio -,Medio +
2026-09-09 13:37:40,,,Full,6.25,Medio ,LLeno,Medio -,Medio +
