"Time","P_FW - I45","P_FW - I49","P_FW - I50","P_FW - I52","P_FW - I53","P_FW - I54","P_FW - I55","P_FW - I56","P_FW - I57","P_FW - I58","%FW - I45","%FW - I49","%FW - I50","%FW - I52","%FW - I53","%FW - I54","%FW - I55","%FW - I56","%FW - I57","%FW - I58"
2026-07-10 23:00:00,0.139 Mpa,0.0741 Mpa,0.246 Mpa,0.0889 Mpa,0.0522 Mpa,0.448 Mpa,0.152 Mpa,0.0467 Mpa,0.103 Mpa,0.115 Mpa,11.2%,7.56%,14.2%,7.10%,7.53%,18.0%,8.03%,3.16%,7.22%,4.88%
2026-07-11 01:00:00,0.0970 Mpa,0.0424 Mpa,0.0605 Mpa,0.0785 Mpa,0.562 Mpa,0.308 Mpa,0.290 Mpa,0.0920 Mpa,0.0854 Mpa,0.0924 Mpa,10.5%,5.22%,15.5%,6.99%,24.5%,13.0%,11.8%,4.37%,6.73%,3.83%
2026-07-11 03:00:00,0.0299 Mpa,0.183 Mpa,0.0509 Mpa,0.647 Mpa,0.0887 Mpa,0.146 Mpa,0.0628 Mpa,0.0220 Mpa,0.0163 Mpa,0.0351 Mpa,8.71%,9.10%,5.77%,21.9%,8.28%,8.53%,5.58%,2.30%,3.74%,5.81%
2026-07-11 05:00:00,0.200 Mpa,0.0925 Mpa,0.0987 Mpa,0.283 Mpa,0.360 Mpa,0.307 Mpa,0.0563 Mpa,0.141 Mpa,0.0509 Mpa,0.113 Mpa,12.6%,6.75%,7.33%,11.5%,18.8%,25.8%,5.49%,5.80%,6.16%,3.63%
2026-07-11 07:00:00,0.120 Mpa,0.103 Mpa,0.0733 Mpa,0.360 Mpa,0.199 Mpa,0.318 Mpa,0.0732 Mpa,0.127 Mpa,0.423 Mpa,0.0986 Mpa,10.4%,6.78%,6.81%,14.1%,13.6%,21.8%,5.69%,5.40%,19.5%,3.28%
2026-07-11 09:00:00,0.286 Mpa,0.0544 Mpa,0.0287 Mpa,0.357 Mpa,0.0449 Mpa,0.661 Mpa,0.0356 Mpa,0.293 Mpa,0.0253 Mpa,0.0360 Mpa,15.4%,5.27%,5.15%,14.2%,8.49%,28.6%,5.29%,10.1%,9.90%,1.33%
2026-07-11 11:00:00,0.199 Mpa,0.0637 Mpa,0.0236 Mpa,0.469 Mpa,0.0368 Mpa,0.170 Mpa,0.0676 Mpa,0.130 Mpa,0.131 Mpa,0.160 Mpa,12.4%,5.97%,3.97%,17.1%,8.31%,43.5%,6.03%,5.48%,7.71%,4.83%
2026-07-11 13:00:00,0.300 Mpa,0.137 Mpa,0.00412 Mpa,0.741 Mpa,0.412 Mpa,1.01 Mpa,0.387 Mpa,0.0742 Mpa,0.0892 Mpa,0.0805 Mpa,14.8%,8.24%,3.92%,25.4%,19.9%,50.3%,14.5%,6.03%,6.81%,2.46%
2026-07-11 15:00:00,1.62 Mpa,0.0655 Mpa,0 Mpa,0.243 Mpa,0.0651 Mpa,0.405 Mpa,0.0172 Mpa,0.276 Mpa,0.0529 Mpa,0.0714 Mpa,50.1%,8.13%,7.94%,11.2%,8.31%,22.9%,4.91%,9.48%,5.48%,2.56%
2026-07-11 17:00:00,,0.0630 Mpa,0.467 Mpa,0.805 Mpa,0.0661 Mpa,0.122 Mpa,0.0546 Mpa,0.0750 Mpa,0.0549 Mpa,0.0836 Mpa,,6.57%,23.3%,27.3%,7.61%,19.6%,5.51%,4.25%,4.95%,5.79%
2026-07-11 19:00:00,,0.0666 Mpa,0.0293 Mpa,0.328 Mpa,0.0587 Mpa,0.105 Mpa,0.0702 Mpa,0.288 Mpa,,0.176 Mpa,,5.97%,6.77%,12.9%,8.19%,8.43%,6.23%,9.97%,,6.96%
2026-07-11 21:00:00,0.477 Mpa,0.0513 Mpa,0.0538 Mpa,0.282 Mpa,0.0381 Mpa,0.320 Mpa,0.0632 Mpa,0.126 Mpa,0.0825 Mpa,0.137 Mpa,19.7%,6.20%,5.12%,11.1%,7.51%,23.2%,5.87%,5.21%,5.76%,6.18%
2026-07-11 23:00:00,0 Mpa,0.604 Mpa,0.170 Mpa,0.0475 Mpa,0.0634 Mpa,0.360 Mpa,0.0812 Mpa,0.304 Mpa,0.0747 Mpa,0.0838 Mpa,6.72%,21.2%,22.0%,4.75%,8.28%,30.1%,6.32%,10.3%,5.83%,2.71%
2026-07-12 01:00:00,,0.698 Mpa,0.0713 Mpa,0.218 Mpa,0.104 Mpa,0.0661 Mpa,0.0817 Mpa,0.145 Mpa,0.0385 Mpa,0 Mpa,,25.0%,5.57%,9.96%,10.1%,20.1%,6.47%,6.12%,5.51%,0.208%
2026-07-12 03:00:00,,0.709 Mpa,0.0996 Mpa,0.431 Mpa,0.109 Mpa,0.550 Mpa,0.143 Mpa,0.0852 Mpa,0.0523 Mpa,0.0494 Mpa,,25.8%,7.04%,16.2%,10.9%,20.7%,7.88%,3.86%,5.92%,3.46%
2026-07-12 05:00:00,,0.120 Mpa,0.0560 Mpa,0.0594 Mpa,0.227 Mpa,0.0755 Mpa,0.0892 Mpa,0.0825 Mpa,0.0729 Mpa,0.0672 Mpa,,9.37%,3.69%,4.82%,14.5%,8.88%,6.56%,4.17%,5.86%,3.58%
2026-07-12 07:00:00,,0.662 Mpa,0.0110 Mpa,0.102 Mpa,0.219 Mpa,0.712 Mpa,0.243 Mpa,0.0451 Mpa,0.0708 Mpa,0.134 Mpa,,23.5%,4.01%,6.97%,13.7%,26.6%,10.6%,3.52%,6.60%,4.91%
2026-07-12 09:00:00,,0.0209 Mpa,0.00115 Mpa,0.0952 Mpa,0.143 Mpa,0.164 Mpa,0.0635 Mpa,0.183 Mpa,0.0553 Mpa,0.0323 Mpa,,10.5%,4.63%,7.21%,10.5%,33.9%,5.96%,7.23%,9.04%,1.35%
2026-07-12 11:00:00,,1.13 Mpa,0.0253 Mpa,0.175 Mpa,0.132 Mpa,0.295 Mpa,0.0424 Mpa,0.0332 Mpa,0.147 Mpa,0.119 Mpa,,36.6%,4.59%,9.56%,11.4%,12.9%,5.28%,2.60%,8.12%,4.33%
2026-07-12 13:00:00,,0.0448 Mpa,0.167 Mpa,0.0662 Mpa,0.102 Mpa,0.271 Mpa,0.0482 Mpa,0.0527 Mpa,0.0299 Mpa,0.124 Mpa,,7.26%,7.96%,6.32%,10.3%,11.0%,5.47%,3.27%,6.58%,3.69%
2026-07-12 15:00:00,,0.0343 Mpa,0.0465 Mpa,0.0298 Mpa,0.517 Mpa,0.259 Mpa,0.0617 Mpa,0.0278 Mpa,0.0942 Mpa,0.141 Mpa,,6.53%,5.08%,5.73%,22.9%,11.5%,5.87%,2.70%,7.88%,4.51%
2026-07-12 17:00:00,,0.155 Mpa,0.0397 Mpa,0.0380 Mpa,0.107 Mpa,0.107 Mpa,0.0627 Mpa,0.0791 Mpa,0.0530 Mpa,0.149 Mpa,,8.18%,5.03%,5.73%,9.80%,13.3%,5.77%,3.90%,5.41%,6.34%
2026-07-12 19:00:00,,0.119 Mpa,0.216 Mpa,0.915 Mpa,0.694 Mpa,0.170 Mpa,0.0417 Mpa,0.0564 Mpa,0.109 Mpa,0.157 Mpa,,7.21%,10.0%,30.4%,29.3%,15.8%,5.35%,2.93%,6.97%,6.84%
2026-07-12 21:00:00,,0.243 Mpa,0.147 Mpa,0.394 Mpa,0.231 Mpa,0.219 Mpa,0.114 Mpa,0.0760 Mpa,0.0647 Mpa,0.0185 Mpa,,11.4%,7.73%,14.7%,14.5%,15.8%,7.21%,3.27%,5.76%,2.16%
2026-07-12 23:00:00,,0.194 Mpa,0.0123 Mpa,0.178 Mpa,0.322 Mpa,0.195 Mpa,0.151 Mpa,0.0456 Mpa,0.133 Mpa,0.127 Mpa,,9.07%,12.0%,8.89%,17.7%,10.7%,8.07%,2.60%,7.74%,5.70%
2026-07-13 01:00:00,,0.130 Mpa,0.150 Mpa,0.0845 Mpa,0.120 Mpa,0.475 Mpa,0.299 Mpa,0.0578 Mpa,0.270 Mpa,0.0649 Mpa,,8.28%,8.32%,6.58%,9.76%,24.2%,12.0%,2.94%,12.1%,3.54%
2026-07-13 03:00:00,0.000217 Mpa,0.439 Mpa,0.172 Mpa,0.0720 Mpa,0.110 Mpa,0.500 Mpa,0.0577 Mpa,0.0405 Mpa,0.282 Mpa,0.109 Mpa,7.47%,17.2%,8.65%,5.81%,10.8%,22.1%,5.81%,2.34%,12.0%,4.23%
2026-07-13 05:00:00,0 Mpa,0.463 Mpa,0.108 Mpa,0.105 Mpa,0.240 Mpa,0.151 Mpa,0.111 Mpa,0.130 Mpa,0.347 Mpa,0.0516 Mpa,7.20%,18.1%,7.05%,6.89%,15.0%,10.5%,7.29%,5.23%,14.2%,2.53%
2026-07-13 07:00:00,0 Mpa,0.173 Mpa,0.0633 Mpa,0.888 Mpa,0.280 Mpa,0.140 Mpa,0.0451 Mpa,0.142 Mpa,0.526 Mpa,0.161 Mpa,7.24%,9.38%,4.89%,29.5%,16.4%,17.4%,5.17%,6.18%,18.9%,5.07%
2026-07-13 09:00:00,0.657 Mpa,0.331 Mpa,0.259 Mpa,0.295 Mpa,0.0757 Mpa,0.0347 Mpa,0.0512 Mpa,0.0929 Mpa,0.123 Mpa,0.129 Mpa,24.1%,14.4%,11.1%,12.7%,9.56%,6.64%,5.45%,4.79%,8.68%,4.43%
2026-07-13 11:00:00,0.918 Mpa,0.230 Mpa,0.0918 Mpa,0.965 Mpa,0.155 Mpa,0.0823 Mpa,0.0160 Mpa,0.189 Mpa,0.102 Mpa,0.267 Mpa,31.3%,12.2%,6.23%,31.8%,12.0%,29.9%,4.12%,7.29%,6.63%,8.78%
2026-07-13 13:00:00,1.68 Mpa,0.146 Mpa,0.0948 Mpa,0.0207 Mpa,0.643 Mpa,0.0550 Mpa,0.0897 Mpa,0.0426 Mpa,0.0906 Mpa,0.155 Mpa,53.3%,11.1%,6.00%,4.54%,27.9%,15.8%,6.11%,3.16%,13.9%,6.54%
2026-07-13 15:00:00,0.485 Mpa,0.0889 Mpa,0.117 Mpa,0.0554 Mpa,0.0608 Mpa,0.215 Mpa,0.0255 Mpa,0.689 Mpa,0.0732 Mpa,0.105 Mpa,23.4%,6.75%,6.44%,6.31%,8.93%,22.4%,4.83%,21.7%,5.70%,4.29%
2026-07-13 17:00:00,0.115 Mpa,0.119 Mpa,0.0359 Mpa,0.0621 Mpa,0.0258 Mpa,0.147 Mpa,0.0840 Mpa,0.201 Mpa,0.0423 Mpa,0.180 Mpa,11.3%,7.30%,7.12%,6.68%,7.86%,28.0%,6.09%,7.52%,5.03%,7.61%
2026-07-13 19:00:00,0.0591 Mpa,0.0730 Mpa,0.0944 Mpa,0.211 Mpa,0.231 Mpa,0.374 Mpa,0.286 Mpa,0.194 Mpa,0.146 Mpa,0.117 Mpa,9.09%,6.85%,12.8%,10.6%,14.3%,18.5%,11.9%,10.4%,8.47%,5.25%
2026-07-13 21:00:00,0.0575 Mpa,0.429 Mpa,0.170 Mpa,0.622 Mpa,0.0117 Mpa,0.113 Mpa,0.123 Mpa,0.399 Mpa,0.306 Mpa,0.124 Mpa,9.48%,16.7%,13.1%,22.4%,7.42%,7.68%,7.50%,13.0%,12.8%,5.71%
2026-07-13 23:00:00,0.275 Mpa,0.0989 Mpa,0.377 Mpa,0.135 Mpa,0.0801 Mpa,0.219 Mpa,0.216 Mpa,0.0209 Mpa,0.100 Mpa,0.120 Mpa,14.7%,6.75%,14.6%,8.05%,9.50%,16.1%,9.89%,2.87%,6.54%,5.72%
2026-07-14 01:00:00,0.0247 Mpa,0.290 Mpa,0.257 Mpa,0.422 Mpa,0.0336 Mpa,0.847 Mpa,0.104 Mpa,0.0354 Mpa,0.202 Mpa,0.0424 Mpa,8.33%,12.6%,12.6%,14.9%,8.27%,30.1%,6.91%,2.73%,10.1%,3.36%
2026-07-14 03:00:00,0.0151 Mpa,0.0106 Mpa,0.116 Mpa,0.0380 Mpa,0.0593 Mpa,0.895 Mpa,0.0240 Mpa,0.121 Mpa,0.369 Mpa,0.0231 Mpa,7.64%,3.74%,6.30%,5.20%,8.87%,34.0%,4.99%,4.91%,14.9%,2.72%
2026-07-14 05:00:00,0.0782 Mpa,0.312 Mpa,0.134 Mpa,0.0364 Mpa,0.0688 Mpa,0.0695 Mpa,0.0935 Mpa,0.258 Mpa,0.0866 Mpa,0.0187 Mpa,9.37%,13.2%,7.14%,5.18%,8.96%,11.6%,6.59%,9.35%,6.54%,1.85%
2026-07-14 07:00:00,1.29 Mpa,0.0532 Mpa,0.173 Mpa,0.0814 Mpa,0.0785 Mpa,0.512 Mpa,0.306 Mpa,0.347 Mpa,0.0112 Mpa,0.00267 Mpa,43.1%,5.78%,7.97%,7.47%,9.67%,17.7%,11.7%,12.0%,5.01%,0.996%
2026-07-14 09:00:00,0.601 Mpa,0.295 Mpa,0.323 Mpa,0.0176 Mpa,0.0880 Mpa,0.422 Mpa,0.0234 Mpa,0.0522 Mpa,0.209 Mpa,0.0700 Mpa,23.7%,12.7%,12.8%,5.70%,10.1%,14.4%,4.95%,3.13%,10.9%,3.20%
2026-07-14 11:00:00,0.274 Mpa,0.0713 Mpa,0.0273 Mpa,0.0869 Mpa,0.253 Mpa,0.237 Mpa,0.0276 Mpa,0.0557 Mpa,0.346 Mpa,0.229 Mpa,14.4%,5.24%,4.18%,7.04%,16.0%,11.7%,5.56%,3.12%,13.7%,7.74%
2026-07-14 13:00:00,1.19 Mpa,0.0768 Mpa,0.0439 Mpa,0.146 Mpa,0.0662 Mpa,,0.0922 Mpa,0.0920 Mpa,0.147 Mpa,0.00966 Mpa,39.4%,6.42%,4.78%,8.07%,9.06%,,6.71%,4.23%,8.19%,0.988%
2026-07-14 15:00:00,0.139 Mpa,0.115 Mpa,0.0114 Mpa,0.125 Mpa,1.36 Mpa,0.260 Mpa,0.0926 Mpa,0.131 Mpa,0.399 Mpa,0.00661 Mpa,11.5%,9.01%,4.51%,7.57%,50.6%,11.9%,6.89%,5.46%,15.0%,0.881%
2026-07-14 17:00:00,0.0799 Mpa,0.164 Mpa,0.0206 Mpa,0.272 Mpa,0.424 Mpa,0.0633 Mpa,0.218 Mpa,0.111 Mpa,0.0635 Mpa,0.0233 Mpa,9.65%,9.73%,4.47%,11.0%,21.6%,10.3%,9.86%,4.79%,5.78%,1.70%
2026-07-14 19:00:00,0.146 Mpa,0.0891 Mpa,0.126 Mpa,0.0978 Mpa,0.716 Mpa,0.268 Mpa,0.0213 Mpa,0.0732 Mpa,0.326 Mpa,0.0398 Mpa,12.2%,8.58%,7.97%,6.46%,30.4%,11.4%,5.07%,4.17%,13.8%,2.38%
2026-07-14 21:00:00,0.0423 Mpa,0.370 Mpa,0.190 Mpa,0.0595 Mpa,0.0307 Mpa,0.181 Mpa,0.291 Mpa,0.536 Mpa,0.193 Mpa,0.0445 Mpa,9.44%,16.3%,9.48%,5.75%,8.05%,22.2%,11.8%,17.5%,10.2%,4.77%
2026-07-14 23:00:00,0.0875 Mpa,0.409 Mpa,0.0861 Mpa,0.108 Mpa,0.806 Mpa,0.0230 Mpa,0.0932 Mpa,0.0273 Mpa,0.148 Mpa,0.0112 Mpa,10.6%,17.7%,6.90%,7.41%,29.4%,22.5%,6.83%,2.79%,16.0%,1.97%
2026-07-15 01:00:00,0.302 Mpa,0.163 Mpa,0.197 Mpa,0.00589 Mpa,0.145 Mpa,0.496 Mpa,0.0659 Mpa,0.149 Mpa,0.130 Mpa,0.0699 Mpa,15.0%,9.25%,8.96%,4.75%,11.1%,18.9%,5.99%,6.06%,8.14%,4.16%
2026-07-15 03:00:00,0.0118 Mpa,0.0830 Mpa,0.0550 Mpa,0.0971 Mpa,0.754 Mpa,0.773 Mpa,0.214 Mpa,0.0753 Mpa,0.176 Mpa,0.574 Mpa,8.22%,7.11%,5.18%,7.04%,30.4%,47.9%,10.1%,4.33%,13.3%,17.0%
2026-07-15 05:00:00,0.0748 Mpa,0.112 Mpa,0.0597 Mpa,0.149 Mpa,0.379 Mpa,0.153 Mpa,0.303 Mpa,0.0689 Mpa,0.0914 Mpa,0.140 Mpa,9.88%,8.15%,5.29%,8.52%,19.0%,7.01%,12.2%,4.06%,7.39%,4.47%
2026-07-15 07:00:00,0.780 Mpa,0.00707 Mpa,0.0883 Mpa,0.250 Mpa,0.608 Mpa,1.01 Mpa,0.102 Mpa,0.0732 Mpa,0.234 Mpa,0.0711 Mpa,32.7%,4.19%,6.02%,12.0%,27.7%,33.6%,6.86%,3.98%,10.9%,2.84%
2026-07-15 09:00:00,0.0444 Mpa,0.0246 Mpa,0.0862 Mpa,0.244 Mpa,0.562 Mpa,0.328 Mpa,0.0581 Mpa,0.0652 Mpa,0.00582 Mpa,0.126 Mpa,9.23%,4.19%,6.04%,11.2%,26.2%,13.6%,5.19%,3.35%,5.20%,4.64%
2026-07-15 11:00:00,0.145 Mpa,0.102 Mpa,0.174 Mpa,0.107 Mpa,0.351 Mpa,,0.0634 Mpa,0.0823 Mpa,0.171 Mpa,0.261 Mpa,12.2%,6.57%,8.57%,7.06%,18.4%,,5.86%,3.97%,9.60%,8.33%
2026-07-15 13:00:00,0.0686 Mpa,0.154 Mpa,0.0943 Mpa,0.0152 Mpa,0.333 Mpa,0.336 Mpa,0.0982 Mpa,0.106 Mpa,0.00650 Mpa,0.0775 Mpa,9.58%,7.91%,6.27%,4.18%,17.6%,15.2%,6.73%,4.34%,3.69%,2.84%
2026-07-15 15:00:00,0.219 Mpa,0.0388 Mpa,0.0976 Mpa,0.558 Mpa,0.406 Mpa,0.461 Mpa,0.0566 Mpa,0.157 Mpa,0.00438 Mpa,0.0426 Mpa,13.9%,4.17%,6.22%,20.0%,20.2%,17.9%,5.65%,6.89%,4.96%,1.86%
2026-07-15 17:00:00,0.0261 Mpa,0.0614 Mpa,0.0454 Mpa,1.50 Mpa,0.109 Mpa,0.187 Mpa,0.0354 Mpa,0.0615 Mpa,0.0955 Mpa,0.124 Mpa,7.64%,6.64%,4.59%,47.4%,11.5%,16.3%,5.17%,3.78%,7.33%,4.39%
2026-07-15 19:00:00,0.0418 Mpa,0.139 Mpa,0.0681 Mpa,0.0781 Mpa,0.122 Mpa,0.298 Mpa,0.153 Mpa,0.0815 Mpa,0.166 Mpa,0.725 Mpa,7.96%,9.94%,5.64%,6.64%,11.3%,14.4%,8.19%,4.10%,10.0%,21.4%
2026-07-15 21:00:00,0.119 Mpa,0.0301 Mpa,0.0470 Mpa,0.104 Mpa,0.0791 Mpa,0.124 Mpa,0.0656 Mpa,0.0425 Mpa,0.274 Mpa,0.225 Mpa,10.4%,4.72%,5.42%,7.08%,9.82%,28.7%,5.75%,3.73%,12.5%,7.28%
2026-07-15 23:00:00,0.131 Mpa,0.00336 Mpa,0.0990 Mpa,0.104 Mpa,0.855 Mpa,0.316 Mpa,0.0692 Mpa,0.0677 Mpa,0.0387 Mpa,0.304 Mpa,10.6%,4.35%,6.92%,6.58%,30.5%,31.4%,5.89%,4.29%,12.1%,8.74%
2026-07-16 01:00:00,0.00508 Mpa,0.0524 Mpa,0.203 Mpa,0.179 Mpa,0.152 Mpa,0.0824 Mpa,0.147 Mpa,0.0842 Mpa,0.0809 Mpa,0.290 Mpa,7.60%,4.51%,7.72%,9.20%,11.7%,12.3%,7.98%,4.14%,6.95%,8.58%
2026-07-16 03:00:00,0.106 Mpa,0.00862 Mpa,0.210 Mpa,0.0644 Mpa,0.112 Mpa,0.133 Mpa,0.0983 Mpa,0.0678 Mpa,0.0391 Mpa,0.0689 Mpa,9.75%,4.30%,9.53%,6.39%,11.0%,8.51%,7.05%,10.4%,10.7%,2.96%
2026-07-16 05:00:00,0.0714 Mpa,0.119 Mpa,0.180 Mpa,0.0596 Mpa,0.163 Mpa,0.0752 Mpa,0.130 Mpa,0.0868 Mpa,0.0699 Mpa,0.0459 Mpa,9.05%,8.13%,8.95%,6.00%,11.7%,13.3%,7.61%,4.45%,6.73%,2.58%
2026-07-16 07:00:00,0.0617 Mpa,0.0719 Mpa,0.0556 Mpa,0.113 Mpa,0.840 Mpa,0.295 Mpa,0.0718 Mpa,0.0920 Mpa,0.228 Mpa,0.0420 Mpa,9.17%,7.16%,5.51%,7.01%,31.0%,12.7%,6.38%,5.16%,10.3%,2.28%
2026-07-16 09:00:00,0.0198 Mpa,0.110 Mpa,0.0322 Mpa,0.118 Mpa,0.738 Mpa,0.621 Mpa,0.0117 Mpa,0.195 Mpa,0.217 Mpa,0.224 Mpa,7.84%,7.45%,4.37%,7.81%,27.4%,22.7%,4.60%,7.67%,10.5%,6.73%
2026-07-16 11:00:00,0.237 Mpa,0.152 Mpa,0.0862 Mpa,0.158 Mpa,0.131 Mpa,0.102 Mpa,0.0836 Mpa,0.305 Mpa,0.182 Mpa,0.128 Mpa,13.8%,7.55%,5.78%,9.34%,8.35%,7.27%,6.35%,10.8%,9.11%,4.43%
2026-07-16 13:00:00,0.135 Mpa,0.0413 Mpa,0.0939 Mpa,0.186 Mpa,1.53 Mpa,0.125 Mpa,0.148 Mpa,0.329 Mpa,0.111 Mpa,0.953 Mpa,11.6%,4.39%,6.25%,9.94%,55.4%,8.12%,7.52%,11.2%,6.88%,27.2%
2026-07-16 15:00:00,0.104 Mpa,0.136 Mpa,0.0490 Mpa,0.402 Mpa,0.340 Mpa,0.445 Mpa,0.115 Mpa,0.0151 Mpa,0.0982 Mpa,0.136 Mpa,10.6%,7.89%,5.28%,15.6%,14.1%,16.4%,7.34%,2.22%,6.89%,5.38%
2026-07-16 17:00:00,0.178 Mpa,0.0354 Mpa,0.722 Mpa,0.0563 Mpa,0.200 Mpa,0.398 Mpa,0.107 Mpa,0.0361 Mpa,0.0936 Mpa,0.0518 Mpa,12.4%,5.11%,25.5%,5.67%,13.2%,15.5%,7.01%,3.09%,7.31%,2.23%
2026-07-16 19:00:00,0.0784 Mpa,0.151 Mpa,0.0862 Mpa,0.0969 Mpa,0.429 Mpa,0.0493 Mpa,0.0437 Mpa,0.111 Mpa,0.112 Mpa,0.0487 Mpa,9.55%,8.13%,6.10%,6.93%,21.0%,4.10%,5.14%,4.18%,7.98%,2.00%
2026-07-16 21:00:00,0.0902 Mpa,0.0295 Mpa,0.109 Mpa,0.0895 Mpa,0.322 Mpa,0.710 Mpa,0.0560 Mpa,0.678 Mpa,0.146 Mpa,0.0335 Mpa,10.0%,4.10%,6.81%,7.09%,16.0%,25.4%,4.80%,20.3%,8.34%,2.18%
2026-07-16 23:00:00,0.551 Mpa,0.125 Mpa,0.0214 Mpa,0.130 Mpa,0.363 Mpa,0.286 Mpa,0.160 Mpa,0.208 Mpa,0.171 Mpa,0.0798 Mpa,22.0%,8.49%,4.02%,7.89%,19.2%,13.2%,7.85%,7.55%,9.37%,3.80%
2026-07-17 01:00:00,0.119 Mpa,0.176 Mpa,0.0367 Mpa,0.221 Mpa,0.506 Mpa,0.345 Mpa,0.243 Mpa,0.752 Mpa,0.201 Mpa,0.0226 Mpa,11.2%,8.44%,4.70%,10.9%,23.8%,14.2%,9.86%,22.6%,9.62%,1.40%
2026-07-17 03:00:00,0.0363 Mpa,0.0999 Mpa,0.0139 Mpa,0.0112 Mpa,0.466 Mpa,0.115 Mpa,0.147 Mpa,0.0619 Mpa,0.0644 Mpa,0.0273 Mpa,8.74%,6.44%,2.61%,4.18%,23.3%,8.22%,7.44%,3.15%,6.59%,1.41%
2026-07-17 05:00:00,0.0708 Mpa,0.0554 Mpa,,0.0656 Mpa,0.185 Mpa,0.475 Mpa,0.165 Mpa,0.0352 Mpa,0.129 Mpa,0.0984 Mpa,9.58%,6.11%,,5.37%,13.9%,18.1%,8.16%,2.84%,8.32%,3.66%
2026-07-17 07:00:00,0.139 Mpa,0.0859 Mpa,,0.141 Mpa,0.889 Mpa,0.0635 Mpa,0.131 Mpa,0.0124 Mpa,0.145 Mpa,0.103 Mpa,11.3%,6.48%,,7.25%,30.1%,5.95%,7.63%,1.92%,8.19%,3.68%
2026-07-17 09:00:00,0.124 Mpa,0.110 Mpa,,0.0741 Mpa,0.310 Mpa,0.226 Mpa,0.154 Mpa,0.0802 Mpa,0.111 Mpa,0.0872 Mpa,11.0%,7.08%,,5.51%,15.2%,10.8%,7.55%,4.10%,7.32%,3.48%
2026-07-17 11:00:00,0.180 Mpa,0.148 Mpa,,0.108 Mpa,0.314 Mpa,0.382 Mpa,0.0554 Mpa,0.113 Mpa,0.183 Mpa,0.0636 Mpa,12.3%,9.04%,,7.07%,15.3%,15.3%,5.63%,5.32%,8.64%,2.62%
2026-07-17 13:00:00,0.585 Mpa,0.0442 Mpa,,0.0153 Mpa,0.305 Mpa,0.0361 Mpa,0.0339 Mpa,0.0565 Mpa,0.159 Mpa,0.0743 Mpa,21.8%,6.67%,,4.58%,15.1%,4.93%,4.62%,3.36%,8.69%,2.78%
2026-07-17 15:00:00,0.0668 Mpa,0.107 Mpa,,0.0972 Mpa,0.256 Mpa,0.121 Mpa,0.0131 Mpa,0.180 Mpa,0.0569 Mpa,0.0472 Mpa,9.46%,9.71%,,6.78%,13.9%,7.91%,4.34%,7.02%,5.96%,1.91%
2026-07-17 17:00:00,0.0732 Mpa,0.0403 Mpa,0 Mpa,0.0756 Mpa,0.0839 Mpa,0.260 Mpa,0.219 Mpa,0.123 Mpa,0.114 Mpa,0.155 Mpa,9.80%,6.26%,4.35%,6.77%,9.80%,11.1%,9.80%,5.07%,7.37%,5.17%
2026-07-17 19:00:00,0.0930 Mpa,0.287 Mpa,,0.0976 Mpa,0.816 Mpa,0.125 Mpa,0.235 Mpa,0.183 Mpa,0.150 Mpa,0.0615 Mpa,10.2%,12.0%,,7.46%,33.5%,6.74%,8.98%,7.00%,8.64%,2.70%
2026-07-17 21:00:00,0.142 Mpa,0.220 Mpa,0.000500 Mpa,0.00297 Mpa,1.04 Mpa,0.401 Mpa,0.162 Mpa,0.0972 Mpa,0.0350 Mpa,0.0349 Mpa,11.3%,11.1%,4.43%,4.44%,41.2%,14.3%,7.86%,4.49%,5.60%,2.01%
2026-07-17 23:00:00,0.305 Mpa,0.0638 Mpa,0.00126 Mpa,0.0410 Mpa,0.915 Mpa,0.469 Mpa,0.0768 Mpa,0.0465 Mpa,0.143 Mpa,0.0778 Mpa,15.6%,6.23%,4.40%,5.33%,36.7%,17.8%,5.81%,3.38%,8.65%,3.78%
2026-07-18 01:00:00,0.0848 Mpa,0.0580 Mpa,0.804 Mpa,0.201 Mpa,0.336 Mpa,0.272 Mpa,0.184 Mpa,0.0349 Mpa,0.244 Mpa,0.0146 Mpa,9.69%,5.86%,25.6%,9.66%,17.8%,12.7%,9.21%,3.01%,11.5%,6.63%
2026-07-18 03:00:00,0.115 Mpa,0.158 Mpa,0.319 Mpa,0.0984 Mpa,1.49 Mpa,0.162 Mpa,0.000522 Mpa,0.0361 Mpa,0.161 Mpa,0.0705 Mpa,10.4%,8.88%,12.6%,7.01%,54.7%,7.27%,4.39%,2.62%,8.96%,3.88%
2026-07-18 05:00:00,0.114 Mpa,0.0681 Mpa,0.499 Mpa,0.257 Mpa,0.253 Mpa,0.515 Mpa,,0.0956 Mpa,0.189 Mpa,0.0504 Mpa,10.2%,6.08%,17.2%,11.0%,14.3%,19.3%,,4.12%,9.83%,2.59%
2026-07-18 07:00:00,0.138 Mpa,0.182 Mpa,0.424 Mpa,0.211 Mpa,0.247 Mpa,0.216 Mpa,,0.403 Mpa,0.151 Mpa,0.138 Mpa,10.1%,10.1%,15.7%,9.93%,15.4%,9.69%,,13.4%,8.50%,6.14%
2026-07-18 09:00:00,0.134 Mpa,0.655 Mpa,0.0715 Mpa,0.0854 Mpa,0.444 Mpa,0.0996 Mpa,,0.143 Mpa,0.189 Mpa,0.0299 Mpa,9.04%,23.3%,9.31%,6.45%,21.3%,6.74%,,5.64%,9.19%,3.57%
