"Time","P_FW - I45","P_FW - I49","P_FW - I50","P_FW - I52","P_FW - I53","P_FW - I54","P_FW - I55","P_FW - I56","P_FW - I57","P_FW - I58","%FW - I45","%FW - I49","%FW - I50","%FW - I52","%FW - I53","%FW - I54","%FW - I55","%FW - I56","%FW - I57","%FW - I58"
2026-06-25 03:00:00,0.136 Mpa,0.0311 Mpa,0.0367 Mpa,0.0251 Mpa,0.588 Mpa,0.0632 Mpa,0.246 Mpa,,0.0784 Mpa,,10.0%,5.37%,4.90%,4.15%,25.2%,12.7%,10.6%,,5.67%,
2026-06-25 05:00:00,0.110 Mpa,0.179 Mpa,0.0327 Mpa,0.0269 Mpa,0.0885 Mpa,0.0797 Mpa,0.274 Mpa,0.161 Mpa,0.0813 Mpa,,10.0%,8.73%,7.53%,4.95%,10.3%,6.42%,10.8%,6.85%,6.54%,
2026-06-25 07:00:00,0.0177 Mpa,0.0637 Mpa,0 Mpa,0.0696 Mpa,0.0928 Mpa,0.0745 Mpa,0.143 Mpa,0.0884 Mpa,0.177 Mpa,,7.95%,5.68%,4.18%,5.64%,10.3%,5.76%,7.77%,4.38%,9.61%,
2026-06-25 09:00:00,0.213 Mpa,0.0445 Mpa,0 Mpa,0.243 Mpa,0.0994 Mpa,0.335 Mpa,0.0866 Mpa,0.234 Mpa,0.0583 Mpa,,13.5%,5.05%,5.61%,15.6%,11.1%,13.1%,6.30%,8.85%,6.25%,
2026-06-25 11:00:00,0.207 Mpa,0.161 Mpa,0.697 Mpa,0.0162 Mpa,0.0533 Mpa,0.201 Mpa,0.0517 Mpa,0.0372 Mpa,0.137 Mpa,,13.0%,8.77%,27.3%,4.87%,9.63%,9.87%,5.32%,3.12%,8.55%,
2026-06-25 13:00:00,0.0627 Mpa,0.0445 Mpa,0.0134 Mpa,0.0740 Mpa,0.0942 Mpa,1.09 Mpa,0.811 Mpa,0.380 Mpa,0.106 Mpa,,9.15%,6.52%,4.12%,7.02%,11.2%,35.9%,24.9%,13.1%,6.85%,
2026-06-25 15:00:00,0.0851 Mpa,0.0560 Mpa,0.0457 Mpa,0.0397 Mpa,0.0491 Mpa,0.622 Mpa,0.427 Mpa,0 Mpa,0.0791 Mpa,,14.8%,5.39%,5.51%,5.79%,9.57%,23.5%,15.7%,1.39%,6.70%,
2026-06-25 17:00:00,0.0536 Mpa,0.0791 Mpa,0.0693 Mpa,0.0318 Mpa,0.0972 Mpa,0.630 Mpa,0.226 Mpa,0.0929 Mpa,0.171 Mpa,,14.2%,5.19%,4.88%,5.14%,10.6%,22.4%,9.74%,4.41%,9.23%,
2026-06-25 19:00:00,0.189 Mpa,0.0578 Mpa,0.0225 Mpa,0.0720 Mpa,0.115 Mpa,0.388 Mpa,0.349 Mpa,0.177 Mpa,0.0934 Mpa,,12.7%,5.10%,6.08%,5.26%,11.4%,15.6%,13.5%,12.3%,6.28%,
2026-06-25 21:00:00,0.124 Mpa,0.0758 Mpa,0.0523 Mpa,0.214 Mpa,0.554 Mpa,0.359 Mpa,0.577 Mpa,0.0687 Mpa,0.0822 Mpa,,10.1%,5.70%,5.91%,9.16%,25.8%,15.1%,20.8%,3.63%,6.34%,
2026-06-25 23:00:00,0.196 Mpa,0.450 Mpa,0.156 Mpa,0.147 Mpa,0.00368 Mpa,0.0377 Mpa,0.741 Mpa,0.266 Mpa,0.0804 Mpa,,12.7%,17.3%,8.67%,7.73%,8.13%,5.48%,23.5%,12.3%,5.94%,
2026-06-26 01:00:00,0.178 Mpa,0.217 Mpa,0.0699 Mpa,0.133 Mpa,0.00745 Mpa,0.621 Mpa,0.0901 Mpa,0.197 Mpa,0.0828 Mpa,,11.3%,12.0%,7.21%,7.25%,9.23%,22.0%,18.9%,15.6%,6.60%,
2026-06-26 03:00:00,0.235 Mpa,0.0894 Mpa,0.0730 Mpa,0.0595 Mpa,0.0628 Mpa,0.160 Mpa,0.145 Mpa,0.0714 Mpa,0.0513 Mpa,,13.6%,6.59%,6.80%,4.73%,9.58%,8.44%,7.99%,12.4%,4.89%,
2026-06-26 05:00:00,0.183 Mpa,0.128 Mpa,0.108 Mpa,0.106 Mpa,0.134 Mpa,0.330 Mpa,0.158 Mpa,0.0920 Mpa,0.253 Mpa,,12.7%,7.58%,7.16%,6.82%,12.1%,16.0%,8.02%,4.63%,11.2%,
2026-06-26 07:00:00,0.161 Mpa,0.108 Mpa,0.0110 Mpa,0.322 Mpa,0.189 Mpa,0.145 Mpa,0.128 Mpa,0.0826 Mpa,0.0818 Mpa,,11.9%,7.64%,4.55%,13.6%,13.8%,8.03%,6.30%,3.87%,6.62%,
2026-06-26 09:00:00,0.120 Mpa,,0.0939 Mpa,0.232 Mpa,0.126 Mpa,0.464 Mpa,0.194 Mpa,0.0550 Mpa,0.191 Mpa,,10.8%,,6.69%,11.4%,11.5%,16.9%,8.47%,3.28%,10.00%,
2026-06-26 11:00:00,0.288 Mpa,,0.168 Mpa,0.0528 Mpa,0.156 Mpa,0.110 Mpa,1.14 Mpa,0.0669 Mpa,0.136 Mpa,,17.5%,,10.1%,6.09%,12.1%,6.95%,33.8%,3.35%,8.38%,
2026-06-26 13:00:00,0.0761 Mpa,,0.159 Mpa,0.00225 Mpa,0.324 Mpa,0.390 Mpa,0.0546 Mpa,0.155 Mpa,0.0689 Mpa,,9.73%,,8.22%,5.10%,18.0%,15.9%,6.17%,5.53%,6.20%,
2026-06-26 15:00:00,0.144 Mpa,,0.181 Mpa,0.0799 Mpa,0.0811 Mpa,0.131 Mpa,0.128 Mpa,0.114 Mpa,0.348 Mpa,,11.8%,,7.06%,6.52%,10.3%,7.76%,6.91%,3.89%,14.5%,
2026-06-26 17:00:00,0.0641 Mpa,0.0750 Mpa,0.0782 Mpa,0.0681 Mpa,0.104 Mpa,0.324 Mpa,0.168 Mpa,0.103 Mpa,0.237 Mpa,,8.90%,6.79%,6.35%,4.78%,11.2%,14.1%,8.51%,4.50%,11.3%,
2026-06-26 19:00:00,0.114 Mpa,0.0964 Mpa,0.0261 Mpa,0.144 Mpa,0.689 Mpa,0.230 Mpa,0.0536 Mpa,0.0463 Mpa,0.137 Mpa,,10.6%,6.48%,5.66%,7.08%,29.4%,11.5%,5.36%,3.36%,8.24%,
2026-06-26 21:00:00,0.0798 Mpa,0.0421 Mpa,0.0727 Mpa,0.0881 Mpa,0.272 Mpa,0.0707 Mpa,0.277 Mpa,0.172 Mpa,0.0319 Mpa,,9.48%,4.80%,6.48%,5.61%,16.2%,6.31%,11.2%,6.99%,4.92%,
2026-06-26 23:00:00,0.00821 Mpa,0.0714 Mpa,0.0650 Mpa,0.123 Mpa,0.642 Mpa,0.0471 Mpa,0.293 Mpa,0.0125 Mpa,0.291 Mpa,,7.37%,5.57%,6.41%,6.45%,28.5%,8.27%,13.2%,2.31%,12.7%,
2026-06-27 01:00:00,1.22 Mpa,0.149 Mpa,,0.105 Mpa,,0.301 Mpa,0.307 Mpa,0.00680 Mpa,0.615 Mpa,,39.9%,8.12%,,6.23%,,14.9%,12.0%,8.67%,22.0%,
2026-06-27 03:00:00,0.0661 Mpa,0.0820 Mpa,0.00895 Mpa,0.0101 Mpa,0.228 Mpa,0.0654 Mpa,0.356 Mpa,0.0145 Mpa,0.144 Mpa,,8.97%,5.27%,5.99%,3.20%,15.5%,6.47%,13.4%,1.82%,8.84%,
2026-06-27 05:00:00,0.0869 Mpa,0.241 Mpa,0.122 Mpa,0.136 Mpa,0.134 Mpa,0.0948 Mpa,0.209 Mpa,0.0656 Mpa,0.158 Mpa,,9.85%,10.8%,8.85%,7.60%,11.2%,6.78%,9.23%,3.66%,8.34%,
2026-06-27 07:00:00,0.0749 Mpa,0.0429 Mpa,0.0693 Mpa,0.120 Mpa,0.144 Mpa,0.294 Mpa,0.303 Mpa,0.351 Mpa,0.184 Mpa,,9.13%,4.93%,7.24%,7.70%,10.8%,11.3%,12.0%,12.1%,9.14%,
2026-06-27 09:00:00,0.111 Mpa,0.0181 Mpa,0.0129 Mpa,0.204 Mpa,0.138 Mpa,0.223 Mpa,0.371 Mpa,0.00728 Mpa,0.0730 Mpa,,10.1%,3.80%,4.11%,10.1%,12.2%,8.76%,13.8%,2.40%,6.07%,
2026-06-27 11:00:00,0.0994 Mpa,0.0303 Mpa,0.195 Mpa,0.0700 Mpa,0.537 Mpa,0.660 Mpa,0.440 Mpa,0.0407 Mpa,0.0460 Mpa,,10.3%,4.38%,9.93%,6.64%,25.0%,22.4%,15.1%,2.71%,5.74%,
2026-06-27 13:00:00,0.158 Mpa,0.238 Mpa,0.0152 Mpa,0.256 Mpa,0.238 Mpa,0.225 Mpa,0.428 Mpa,0.0676 Mpa,0.117 Mpa,,12.1%,10.8%,1.94%,11.8%,14.2%,10.3%,15.1%,3.69%,7.68%,
2026-06-27 15:00:00,0.0698 Mpa,0.191 Mpa,0.225 Mpa,2.19 Mpa,0.0762 Mpa,0.221 Mpa,0.235 Mpa,0.729 Mpa,0.144 Mpa,,9.56%,8.98%,11.6%,66.0%,10.3%,9.47%,10.4%,23.3%,8.69%,
2026-06-27 17:00:00,0.0958 Mpa,0.339 Mpa,0.00547 Mpa,,0.119 Mpa,0.120 Mpa,0.0366 Mpa,0.417 Mpa,0.171 Mpa,,10.2%,12.8%,3.09%,,11.5%,6.73%,4.82%,13.6%,9.07%,
2026-06-27 19:00:00,0.100 Mpa,,0.0137 Mpa,,0.0433 Mpa,0.246 Mpa,0.0697 Mpa,0.170 Mpa,0.0492 Mpa,,10.4%,,3.28%,,8.36%,11.2%,5.15%,6.54%,5.97%,
2026-06-27 21:00:00,0.104 Mpa,0.0814 Mpa,0.238 Mpa,,0.0533 Mpa,0.0799 Mpa,0.502 Mpa,0.0507 Mpa,0.0287 Mpa,,10.8%,5.58%,10.7%,,9.06%,5.97%,17.0%,2.91%,5.63%,
2026-06-27 23:00:00,0.160 Mpa,0.131 Mpa,0.566 Mpa,0.0120 Mpa,0.0676 Mpa,0.131 Mpa,0.106 Mpa,0.118 Mpa,0.376 Mpa,,11.9%,6.45%,20.8%,4.87%,9.52%,7.54%,6.97%,5.85%,15.6%,
2026-06-28 01:00:00,0.0917 Mpa,0.0168 Mpa,0.0130 Mpa,,0.117 Mpa,0.245 Mpa,0.326 Mpa,0.159 Mpa,0.0936 Mpa,,10.1%,3.48%,5.13%,,11.5%,10.2%,12.7%,7.00%,6.06%,
2026-06-28 03:00:00,0.0452 Mpa,0.173 Mpa,0.0223 Mpa,,0.0477 Mpa,0.237 Mpa,0.538 Mpa,0.883 Mpa,0.167 Mpa,,8.72%,8.17%,4.79%,,9.49%,10.2%,18.9%,28.1%,8.49%,
2026-06-28 05:00:00,0.119 Mpa,0.675 Mpa,0.0431 Mpa,,0.177 Mpa,0.123 Mpa,0.0515 Mpa,0.119 Mpa,0.195 Mpa,,11.0%,23.2%,6.15%,,13.8%,7.35%,5.68%,5.35%,8.98%,
2026-06-28 07:00:00,0.179 Mpa,0.788 Mpa,0.147 Mpa,,0.323 Mpa,0.127 Mpa,0.100 Mpa,0.0257 Mpa,0.344 Mpa,,12.6%,26.5%,9.23%,,17.9%,8.22%,6.94%,2.36%,13.5%,
2026-06-28 09:00:00,0.0769 Mpa,0.239 Mpa,0.0416 Mpa,,0.177 Mpa,0.291 Mpa,0.425 Mpa,0.263 Mpa,0.0631 Mpa,,9.87%,9.73%,5.88%,,12.6%,13.4%,15.0%,9.53%,9.11%,
2026-06-28 11:00:00,0.0955 Mpa,0.146 Mpa,0.183 Mpa,,0.0772 Mpa,0.283 Mpa,0.0646 Mpa,0.325 Mpa,0.0452 Mpa,,10.3%,7.87%,10.5%,,9.96%,12.5%,5.88%,11.7%,5.31%,
2026-06-28 13:00:00,0.0389 Mpa,0.0819 Mpa,0.0896 Mpa,,0.120 Mpa,0.0853 Mpa,0.121 Mpa,0.238 Mpa,0.0784 Mpa,,8.87%,6.82%,6.77%,,11.7%,6.38%,7.39%,9.08%,6.14%,
2026-06-28 15:00:00,0.112 Mpa,0.478 Mpa,0.0771 Mpa,,0.0540 Mpa,0.111 Mpa,0.453 Mpa,0.968 Mpa,0.0338 Mpa,,10.5%,19.4%,5.93%,,9.96%,6.74%,14.8%,29.4%,10.9%,
2026-06-28 17:00:00,0.531 Mpa,0.127 Mpa,0.0556 Mpa,,0.0954 Mpa,0.136 Mpa,0.259 Mpa,0.207 Mpa,0.0778 Mpa,,21.8%,6.82%,6.28%,,11.2%,8.03%,10.5%,7.71%,6.57%,
2026-06-28 19:00:00,0.134 Mpa,0.244 Mpa,0.0621 Mpa,,0.251 Mpa,0.0842 Mpa,0.0280 Mpa,0.414 Mpa,0.0860 Mpa,,10.9%,10.7%,5.68%,,15.8%,5.52%,4.60%,14.3%,7.06%,
2026-06-28 21:00:00,0.318 Mpa,0.261 Mpa,0.0388 Mpa,,0.113 Mpa,0.309 Mpa,0.186 Mpa,0.496 Mpa,0.0395 Mpa,,16.0%,11.4%,4.70%,,11.7%,12.8%,8.98%,16.6%,5.66%,
2026-06-28 23:00:00,0.198 Mpa,0.0398 Mpa,0.0691 Mpa,,0.193 Mpa,0.189 Mpa,0.210 Mpa,0.117 Mpa,0.0197 Mpa,,13.2%,3.63%,5.92%,,14.1%,9.70%,9.24%,5.33%,5.37%,
2026-06-29 01:00:00,0.286 Mpa,0.265 Mpa,0.158 Mpa,0.149 Mpa,0.254 Mpa,0.232 Mpa,0.159 Mpa,0.167 Mpa,0.121 Mpa,,15.9%,9.38%,8.78%,8.96%,16.2%,11.6%,8.39%,6.50%,6.94%,
2026-06-29 03:00:00,0.0110 Mpa,0.237 Mpa,0.234 Mpa,1.72 Mpa,0.0888 Mpa,0.104 Mpa,0.0348 Mpa,0.241 Mpa,0.0576 Mpa,,8.18%,10.5%,11.6%,52.3%,10.7%,7.13%,5.26%,9.10%,5.65%,
2026-06-29 05:00:00,0.333 Mpa,0.0757 Mpa,0.0569 Mpa,0.157 Mpa,0.0540 Mpa,0.265 Mpa,0.0694 Mpa,0.701 Mpa,0.140 Mpa,,15.9%,6.39%,6.78%,9.55%,9.53%,12.0%,6.29%,22.9%,7.60%,
2026-06-29 07:00:00,0.136 Mpa,0.182 Mpa,0.124 Mpa,0.0831 Mpa,0.0248 Mpa,0.219 Mpa,0.0832 Mpa,0.180 Mpa,0.280 Mpa,,12.0%,10.7%,7.81%,7.36%,7.79%,8.70%,6.76%,7.28%,12.0%,
2026-06-29 09:00:00,0.570 Mpa,0.0544 Mpa,0.0129 Mpa,0.0422 Mpa,0.138 Mpa,0.325 Mpa,0.0866 Mpa,0.426 Mpa,0.0783 Mpa,,27.6%,6.48%,4.34%,6.55%,11.6%,13.2%,6.64%,14.3%,6.08%,
2026-06-29 11:00:00,0.604 Mpa,0.578 Mpa,0.126 Mpa,0.110 Mpa,0.120 Mpa,0.179 Mpa,0.0158 Mpa,0.200 Mpa,0.0794 Mpa,,26.9%,19.6%,8.10%,8.27%,11.5%,9.12%,4.87%,8.33%,6.43%,
2026-06-29 13:00:00,0.650 Mpa,0.0775 Mpa,0.0471 Mpa,0.0373 Mpa,1.51 Mpa,0.0231 Mpa,0.367 Mpa,0.163 Mpa,0.172 Mpa,,25.0%,6.46%,5.84%,5.17%,56.9%,5.04%,13.7%,6.56%,9.65%,
2026-06-29 15:00:00,0.0152 Mpa,0.205 Mpa,0.148 Mpa,0.00717 Mpa,0.958 Mpa,0.153 Mpa,0.381 Mpa,0.354 Mpa,0.129 Mpa,,7.73%,10.3%,8.38%,4.29%,39.1%,8.55%,14.3%,12.3%,11.3%,
2026-06-29 17:00:00,0.159 Mpa,0.126 Mpa,0.327 Mpa,0.0695 Mpa,0.0354 Mpa,0.276 Mpa,0.216 Mpa,0.431 Mpa,0.333 Mpa,,12.9%,7.29%,14.4%,6.07%,8.92%,12.8%,8.95%,14.5%,14.0%,
2026-06-29 19:00:00,0.128 Mpa,0.112 Mpa,0.0627 Mpa,0.0192 Mpa,0.829 Mpa,0.117 Mpa,0.240 Mpa,0.119 Mpa,0.267 Mpa,,12.5%,6.91%,5.52%,20.5%,34.6%,6.70%,9.58%,4.56%,12.0%,
2026-06-29 21:00:00,0.220 Mpa,0.153 Mpa,0.0672 Mpa,0.0000569 Mpa,0.545 Mpa,0.0745 Mpa,0.251 Mpa,0.0564 Mpa,0.0697 Mpa,,13.6%,10.2%,5.68%,40.0%,25.1%,4.81%,10.0%,3.20%,6.48%,
2026-06-29 23:00:00,0.618 Mpa,0.0344 Mpa,0.0924 Mpa,0.122 Mpa,0.590 Mpa,0.136 Mpa,0.114 Mpa,0.0653 Mpa,0.0929 Mpa,,24.6%,5.28%,5.82%,7.32%,26.5%,7.69%,7.12%,2.39%,7.05%,
2026-06-30 01:00:00,0.0101 Mpa,0.0476 Mpa,0.0726 Mpa,0.211 Mpa,0.814 Mpa,1.41 Mpa,0.151 Mpa,0.0699 Mpa,0.261 Mpa,,7.94%,5.15%,6.37%,10.4%,34.2%,45.7%,7.72%,3.20%,12.1%,
2026-06-30 03:00:00,0.203 Mpa,0.655 Mpa,0.133 Mpa,0.138 Mpa,0.284 Mpa,,0.457 Mpa,0.0227 Mpa,0.0732 Mpa,,12.9%,24.2%,7.90%,8.17%,15.8%,,16.1%,2.71%,6.18%,
2026-06-30 05:00:00,0.241 Mpa,0.124 Mpa,0.118 Mpa,0.152 Mpa,0.175 Mpa,,0.108 Mpa,0.306 Mpa,0.00509 Mpa,,14.0%,7.60%,7.69%,9.18%,18.9%,,7.34%,10.7%,5.19%,
2026-06-30 07:00:00,0.175 Mpa,0.325 Mpa,0.0172 Mpa,0.0967 Mpa,0.423 Mpa,0.960 Mpa,0.164 Mpa,0.423 Mpa,0.225 Mpa,,12.3%,13.6%,4.76%,6.75%,21.0%,30.5%,8.39%,13.9%,10.7%,
2026-06-30 09:00:00,0.107 Mpa,0 Mpa,0.189 Mpa,0.0572 Mpa,0.0394 Mpa,0.0500 Mpa,0.0756 Mpa,0.0881 Mpa,0.106 Mpa,,10.1%,4.37%,9.36%,5.22%,13.8%,5.15%,6.19%,6.59%,7.62%,
2026-06-30 11:00:00,0.0201 Mpa,0.219 Mpa,0.0387 Mpa,0.0363 Mpa,0.116 Mpa,,0.0438 Mpa,0.300 Mpa,0.0463 Mpa,,7.91%,10.4%,4.42%,5.14%,10.9%,,5.37%,10.1%,5.78%,
2026-06-30 13:00:00,0.113 Mpa,0.879 Mpa,0.0578 Mpa,0.260 Mpa,0.414 Mpa,,0.357 Mpa,0.326 Mpa,0.619 Mpa,,10.2%,30.0%,4.89%,11.8%,21.4%,,13.3%,12.2%,22.9%,
2026-06-30 15:00:00,0.0398 Mpa,0.107 Mpa,0.0836 Mpa,0.0418 Mpa,0.0210 Mpa,,0.0270 Mpa,0.351 Mpa,0.0489 Mpa,,12.1%,6.48%,6.01%,5.22%,7.70%,,5.18%,12.0%,5.76%,
2026-06-30 17:00:00,0.146 Mpa,0.144 Mpa,0.0602 Mpa,0.0306 Mpa,0.0513 Mpa,,0.0534 Mpa,0.294 Mpa,0.135 Mpa,,11.1%,7.71%,6.09%,5.07%,6.97%,,5.61%,10.8%,7.70%,
2026-06-30 19:00:00,0.0237 Mpa,0.286 Mpa,0.0410 Mpa,0.168 Mpa,1.18 Mpa,,0.176 Mpa,0.164 Mpa,0.0505 Mpa,,8.32%,12.4%,5.53%,8.93%,38.6%,,9.04%,9.31%,5.12%,
2026-06-30 21:00:00,0.328 Mpa,0.0269 Mpa,0.00972 Mpa,0.0313 Mpa,0.827 Mpa,,0.203 Mpa,,0.109 Mpa,,16.4%,4.41%,5.45%,5.07%,32.5%,,9.68%,,7.44%,
2026-06-30 23:00:00,0.257 Mpa,0.183 Mpa,0.0246 Mpa,0.121 Mpa,0.397 Mpa,,0.208 Mpa,0.172 Mpa,0.182 Mpa,,14.1%,8.74%,5.61%,8.02%,18.1%,,9.78%,7.06%,9.18%,
2026-07-01 01:00:00,0.549 Mpa,0.344 Mpa,0.0269 Mpa,0.222 Mpa,0.285 Mpa,0.0157 Mpa,0.177 Mpa,0.00576 Mpa,0.0891 Mpa,,21.7%,13.2%,6.47%,10.8%,14.2%,5.09%,9.05%,1.68%,6.54%,
2026-07-01 03:00:00,2.29 Mpa,0.566 Mpa,0.0360 Mpa,0.0112 Mpa,0.168 Mpa,0.0343 Mpa,0.591 Mpa,0.151 Mpa,0.0748 Mpa,,67.1%,19.8%,5.99%,4.85%,10.8%,5.97%,19.9%,8.82%,5.66%,
2026-07-01 05:00:00,0.763 Mpa,0.0834 Mpa,0.0108 Mpa,0.0202 Mpa,0.754 Mpa,0.0240 Mpa,0.322 Mpa,0.796 Mpa,0.0547 Mpa,,27.4%,5.51%,4.41%,4.58%,31.1%,14.8%,12.3%,25.3%,5.78%,
2026-07-01 07:00:00,1.50 Mpa,0.398 Mpa,0.0250 Mpa,0.0186 Mpa,1.44 Mpa,1.32 Mpa,0.185 Mpa,0.00572 Mpa,0.0740 Mpa,,47.0%,14.8%,4.46%,4.89%,54.2%,44.2%,9.76%,1.86%,6.39%,
2026-07-01 09:00:00,0.253 Mpa,0.000334 Mpa,0.00848 Mpa,0.169 Mpa,0.0969 Mpa,0.769 Mpa,0.0299 Mpa,0.0833 Mpa,0.137 Mpa,,15.4%,3.60%,4.43%,9.78%,11.4%,42.2%,4.84%,3.71%,8.29%,
2026-07-01 11:00:00,0.128 Mpa,0.0621 Mpa,0.0480 Mpa,0.0377 Mpa,0.228 Mpa,0.235 Mpa,0.195 Mpa,0.0671 Mpa,0.0292 Mpa,,10.3%,4.45%,4.97%,4.48%,15.2%,10.9%,9.34%,3.49%,8.45%,
2026-07-01 13:00:00,0.0993 Mpa,,0.109 Mpa,0.0633 Mpa,0.313 Mpa,0.310 Mpa,0.396 Mpa,0.138 Mpa,0.197 Mpa,,10.2%,,6.04%,6.01%,18.4%,11.9%,14.3%,5.38%,10.1%,
2026-07-01 15:00:00,0.0975 Mpa,0.0465 Mpa,0.142 Mpa,0.104 Mpa,0.118 Mpa,0.443 Mpa,0.228 Mpa,0.0698 Mpa,0.235 Mpa,,9.34%,6.24%,6.01%,7.32%,11.5%,20.9%,11.5%,3.94%,9.99%,
2026-07-01 17:00:00,0.0539 Mpa,,0.110 Mpa,0.165 Mpa,0.0739 Mpa,1.95 Mpa,0.200 Mpa,0.111 Mpa,0.121 Mpa,,8.90%,,11.0%,9.03%,9.22%,62.0%,9.61%,5.27%,6.98%,
2026-07-01 19:00:00,0.0247 Mpa,,0.0462 Mpa,0.266 Mpa,0.0189 Mpa,1.23 Mpa,0.126 Mpa,0.0500 Mpa,0.0195 Mpa,,8.30%,,20.9%,12.1%,6.58%,46.4%,7.67%,3.11%,4.51%,
2026-07-01 21:00:00,0.199 Mpa,,0.127 Mpa,0.0467 Mpa,0.132 Mpa,0.373 Mpa,0.102 Mpa,0.289 Mpa,0.0690 Mpa,,14.2%,,8.68%,4.99%,10.7%,14.4%,7.13%,10.0%,5.64%,
2026-07-01 23:00:00,0.167 Mpa,,0.120 Mpa,0.0489 Mpa,0.195 Mpa,0.490 Mpa,0.361 Mpa,0.601 Mpa,0.236 Mpa,,12.9%,,9.11%,4.86%,12.0%,18.6%,13.9%,19.2%,11.1%,
2026-07-02 01:00:00,0.0460 Mpa,,0.0527 Mpa,0.322 Mpa,0.337 Mpa,0.364 Mpa,0.543 Mpa,0.403 Mpa,0.0433 Mpa,,9.03%,,6.56%,13.2%,17.1%,15.5%,18.3%,13.5%,5.24%,
2026-07-02 03:00:00,0.0604 Mpa,,0.0224 Mpa,0.0739 Mpa,0.0277 Mpa,0.814 Mpa,0.750 Mpa,0.888 Mpa,0.0482 Mpa,,9.26%,,4.38%,6.61%,7.94%,27.9%,23.8%,27.4%,6.31%,
2026-07-02 05:00:00,0.109 Mpa,,0.135 Mpa,0.0914 Mpa,0.0598 Mpa,0.640 Mpa,0.0816 Mpa,0.0173 Mpa,0.0792 Mpa,,11.2%,,9.40%,6.64%,10.1%,22.3%,5.88%,2.18%,6.17%,
2026-07-02 07:00:00,0.0974 Mpa,,0.105 Mpa,0.0757 Mpa,0.112 Mpa,0.964 Mpa,0.0652 Mpa,0.0738 Mpa,0.193 Mpa,,10.2%,,7.85%,6.40%,11.7%,32.2%,5.68%,3.98%,8.96%,
2026-07-02 09:00:00,0.0377 Mpa,,0.0857 Mpa,0.0581 Mpa,0.0768 Mpa,0.301 Mpa,0.0419 Mpa,0.150 Mpa,0.0121 Mpa,,8.23%,,6.95%,5.05%,10.6%,12.2%,4.96%,5.88%,3.80%,
2026-07-02 11:00:00,0.0441 Mpa,0 Mpa,0.0415 Mpa,0.0658 Mpa,0.0286 Mpa,1.05 Mpa,0.0214 Mpa,0.0539 Mpa,0.0370 Mpa,,9.00%,3.08%,6.25%,5.88%,9.08%,35.3%,4.39%,3.35%,4.77%,
2026-07-02 13:00:00,0.0572 Mpa,0.188 Mpa,0.0929 Mpa,0.351 Mpa,0.122 Mpa,0.131 Mpa,0.113 Mpa,0.0826 Mpa,0.0757 Mpa,0 Mpa,8.50%,9.46%,7.32%,14.3%,12.1%,6.16%,6.67%,3.84%,5.17%,4.03%
2026-07-02 15:00:00,0.544 Mpa,0.494 Mpa,0.401 Mpa,0.0468 Mpa,0.108 Mpa,0.283 Mpa,0.0455 Mpa,1.04 Mpa,0.207 Mpa,0.0459 Mpa,22.9%,21.0%,15.9%,5.39%,11.4%,13.6%,5.07%,32.2%,9.53%,5.62%
2026-07-02 17:00:00,0.333 Mpa,0.190 Mpa,0.0300 Mpa,0.203 Mpa,0.0892 Mpa,0.536 Mpa,0.185 Mpa,,0.179 Mpa,0.165 Mpa,16.2%,9.45%,5.38%,10.4%,10.5%,19.7%,8.57%,,9.44%,4.59%
2026-07-02 19:00:00,0.864 Mpa,0.943 Mpa,0.0224 Mpa,0.216 Mpa,0.242 Mpa,0.487 Mpa,0.269 Mpa,,,,29.9%,31.8%,3.94%,10.7%,15.8%,17.1%,10.7%,,,
2026-07-02 21:00:00,0.0913 Mpa,0.299 Mpa,0.0833 Mpa,0.0319 Mpa,0.0616 Mpa,0.0956 Mpa,0.0643 Mpa,,,0.00345 Mpa,9.86%,12.7%,5.39%,5.90%,9.59%,9.66%,5.43%,,,0.778%
2026-07-02 23:00:00,0.000893 Mpa,0.387 Mpa,0.593 Mpa,0.139 Mpa,0.118 Mpa,0.0722 Mpa,0.226 Mpa,,0.163 Mpa,0 Mpa,6.99%,15.7%,22.0%,8.40%,10.9%,5.42%,9.85%,,8.75%,3.76%
2026-07-03 01:00:00,0.555 Mpa,0.188 Mpa,0.165 Mpa,0.0445 Mpa,0.210 Mpa,0.241 Mpa,0.205 Mpa,,0.106 Mpa,,21.7%,8.96%,9.15%,5.13%,14.1%,10.3%,9.91%,,7.11%,
2026-07-03 03:00:00,1.88 Mpa,0.329 Mpa,0.0292 Mpa,0.0962 Mpa,0.348 Mpa,0.207 Mpa,0.185 Mpa,,0.0276 Mpa,,56.3%,12.0%,5.46%,5.88%,18.7%,9.03%,9.20%,,4.73%,
2026-07-03 05:00:00,,0.680 Mpa,0.142 Mpa,0.114 Mpa,0.195 Mpa,0.164 Mpa,0.0554 Mpa,,0.0957 Mpa,,,23.3%,8.17%,6.76%,13.4%,7.73%,5.33%,,6.56%,
2026-07-03 07:00:00,,0.105 Mpa,0.0623 Mpa,1.13 Mpa,0.213 Mpa,0.0823 Mpa,0.0508 Mpa,,0.0789 Mpa,0.211 Mpa,,11.6%,5.38%,36.2%,15.0%,8.06%,5.31%,,5.25%,7.68%
