"Time","P_BW - I45","P_BW - I49","P_BW - I50","P_BW - I52","P_BW - I53","P_BW - I54","P_BW - I55","P_BW - I56","P_BW - I57","P_BW - I58","%BW - I45","%BW - I49","%BW - I50","%BW - I52","%BW - I53","%BW - I54","%BW - I55","%BW - I56","%BW - I57","%BW - I58"
2026-07-04 23:00:00,0.162 Mpa,,0.187 Mpa,0.115 Mpa,,0.0850 Mpa,0.0783 Mpa,0.0961 Mpa,0.0884 Mpa,0.0981 Mpa,4.38%,,6.10%,3.81%,,1.77%,5.09%,2.74%,2.59%,3.13%
2026-07-05 01:00:00,0.0936 Mpa,,0.622 Mpa,0.0180 Mpa,,0.0794 Mpa,0.0471 Mpa,0.0568 Mpa,0.133 Mpa,0.0484 Mpa,2.79%,,16.3%,0.459%,,1.81%,3.98%,1.47%,3.74%,1.46%
2026-07-05 03:00:00,0.0628 Mpa,0.111 Mpa,,0.0810 Mpa,0.191 Mpa,0.0918 Mpa,0.104 Mpa,0.0867 Mpa,0.147 Mpa,0.120 Mpa,2.12%,4.33%,,2.57%,6.12%,2.07%,6.06%,2.58%,4.31%,3.27%
2026-07-05 05:00:00,0.0876 Mpa,0.113 Mpa,,0.140 Mpa,,0.0880 Mpa,0.0928 Mpa,0.0556 Mpa,0.162 Mpa,0.0535 Mpa,2.48%,4.62%,,4.41%,,2.11%,5.60%,1.83%,4.74%,1.50%
2026-07-05 07:00:00,0.121 Mpa,0.148 Mpa,0.176 Mpa,0.0317 Mpa,,0.155 Mpa,0.106 Mpa,0.0823 Mpa,0.200 Mpa,0.0256 Mpa,3.68%,5.81%,4.95%,0.874%,,4.19%,6.26%,2.73%,6.12%,0.729%
2026-07-05 09:00:00,0.275 Mpa,0.131 Mpa,,0.0418 Mpa,0 Mpa,0.0995 Mpa,0.0895 Mpa,0.0868 Mpa,0.0797 Mpa,0.0344 Mpa,8.34%,5.04%,,1.26%,0%,2.38%,5.48%,2.66%,2.32%,0.871%
2026-07-05 11:00:00,0.0839 Mpa,0.0978 Mpa,,0.0842 Mpa,0.0785 Mpa,0.252 Mpa,0.0902 Mpa,0.0783 Mpa,0.386 Mpa,0.0611 Mpa,2.34%,3.70%,,2.91%,2.63%,6.99%,4.81%,2.63%,11.1%,1.72%
2026-07-05 13:00:00,0.0896 Mpa,0.0468 Mpa,,0.109 Mpa,0.180 Mpa,0.123 Mpa,0.0318 Mpa,0.198 Mpa,0.127 Mpa,0.238 Mpa,2.49%,2.48%,,3.74%,6.25%,2.93%,3.47%,6.00%,3.52%,6.84%
2026-07-05 15:00:00,0.230 Mpa,0.0770 Mpa,,0.0577 Mpa,0.248 Mpa,0.122 Mpa,0.0779 Mpa,0.0827 Mpa,0.154 Mpa,0.0577 Mpa,7.06%,3.22%,,1.89%,8.82%,3.09%,5.03%,2.41%,4.37%,1.62%
2026-07-05 17:00:00,0.139 Mpa,0.112 Mpa,,0.110 Mpa,0.127 Mpa,0.0938 Mpa,0.0933 Mpa,0.123 Mpa,0.105 Mpa,0.0554 Mpa,4.15%,3.70%,,3.43%,4.52%,1.91%,5.25%,3.61%,2.97%,1.60%
2026-07-05 19:00:00,0.282 Mpa,0.156 Mpa,0 Mpa,0.0745 Mpa,0.160 Mpa,0.112 Mpa,0.0975 Mpa,0.113 Mpa,0.119 Mpa,0.159 Mpa,8.23%,5.68%,0.0511%,2.36%,5.65%,2.58%,5.83%,3.30%,3.50%,4.78%
2026-07-05 21:00:00,0.00475 Mpa,0.0850 Mpa,0.612 Mpa,0.0840 Mpa,0.155 Mpa,0.239 Mpa,0.143 Mpa,0.128 Mpa,0.253 Mpa,0.0444 Mpa,0%,3.37%,16.7%,2.72%,5.46%,5.85%,7.59%,3.62%,7.42%,1.27%
2026-07-05 23:00:00,0.117 Mpa,0.0704 Mpa,0.00351 Mpa,0.0886 Mpa,0.0514 Mpa,0.121 Mpa,0.133 Mpa,0.102 Mpa,0.107 Mpa,0.0837 Mpa,2.96%,2.96%,6.74%,3.09%,1.82%,2.42%,6.53%,2.91%,3.17%,2.77%
2026-07-06 01:00:00,0.125 Mpa,0.0981 Mpa,0.000963 Mpa,0.0916 Mpa,0.0657 Mpa,0.0254 Mpa,0.108 Mpa,0.0586 Mpa,0.211 Mpa,0.128 Mpa,3.78%,3.28%,1.23%,2.79%,2.54%,0.0154%,6.05%,1.70%,6.52%,3.82%
2026-07-06 03:00:00,0.120 Mpa,0.0685 Mpa,0.0649 Mpa,0.0727 Mpa,0.208 Mpa,0.0462 Mpa,0.141 Mpa,0.103 Mpa,,0.0756 Mpa,3.62%,2.51%,2.60%,2.29%,7.53%,0.0500%,6.87%,3.06%,,2.21%
2026-07-06 05:00:00,0.119 Mpa,0.158 Mpa,0.233 Mpa,0.135 Mpa,0.144 Mpa,0.114 Mpa,0.0948 Mpa,0.0630 Mpa,,0.124 Mpa,3.65%,5.77%,7.09%,4.08%,5.30%,2.51%,5.67%,1.88%,,3.52%
2026-07-06 07:00:00,0.131 Mpa,0.138 Mpa,0.129 Mpa,0.0709 Mpa,0.134 Mpa,0.105 Mpa,0.152 Mpa,0.0727 Mpa,,0.104 Mpa,3.59%,5.25%,4.02%,2.14%,4.68%,2.37%,6.58%,2.27%,,2.97%
2026-07-06 09:00:00,0.232 Mpa,0.150 Mpa,0.112 Mpa,0.0910 Mpa,0.102 Mpa,0.0996 Mpa,0.101 Mpa,0.0488 Mpa,0.140 Mpa,0.0482 Mpa,6.40%,5.65%,3.77%,2.86%,3.51%,2.26%,5.42%,1.52%,3.65%,1.32%
2026-07-06 11:00:00,0.262 Mpa,0.310 Mpa,0.127 Mpa,0.0728 Mpa,0.0818 Mpa,0.132 Mpa,0.0901 Mpa,0.218 Mpa,,0.130 Mpa,7.34%,11.2%,3.97%,2.48%,2.89%,3.23%,4.89%,6.55%,,3.82%
2026-07-06 13:00:00,0.102 Mpa,0.338 Mpa,0.122 Mpa,0.0589 Mpa,0.791 Mpa,0.226 Mpa,0.110 Mpa,0.175 Mpa,,0.0852 Mpa,2.95%,11.8%,3.37%,2.53%,26.2%,5.22%,5.43%,5.17%,,2.50%
2026-07-06 15:00:00,0.146 Mpa,0.0862 Mpa,0.113 Mpa,0.0700 Mpa,0.0917 Mpa,0.222 Mpa,0.0646 Mpa,0.0426 Mpa,,0.0853 Mpa,4.31%,3.47%,3.46%,2.46%,3.24%,5.31%,3.28%,1.19%,,2.48%
2026-07-06 17:00:00,0.112 Mpa,0.150 Mpa,0.119 Mpa,0.125 Mpa,0.121 Mpa,0.128 Mpa,0.0983 Mpa,0.112 Mpa,,0.158 Mpa,3.30%,5.42%,3.53%,3.95%,4.38%,2.00%,5.33%,3.21%,,4.51%
2026-07-06 19:00:00,0.0983 Mpa,0.0705 Mpa,0.158 Mpa,0.0659 Mpa,0.0921 Mpa,0.294 Mpa,0.0989 Mpa,0.0610 Mpa,,0.117 Mpa,2.58%,2.92%,5.04%,2.15%,3.33%,7.66%,6.11%,1.71%,,3.54%
2026-07-06 21:00:00,0.109 Mpa,0.0823 Mpa,0.121 Mpa,0.0569 Mpa,0.277 Mpa,0.183 Mpa,0.159 Mpa,0.0481 Mpa,,0.0985 Mpa,3.25%,3.41%,3.78%,1.89%,10.1%,4.55%,7.37%,1.47%,,3.08%
2026-07-06 23:00:00,0.121 Mpa,0.0518 Mpa,0.143 Mpa,0.0181 Mpa,0.0530 Mpa,0.173 Mpa,0.116 Mpa,0.0804 Mpa,0.0786 Mpa,0.0871 Mpa,3.28%,2.30%,4.45%,0.651%,1.94%,4.38%,6.14%,2.18%,2.24%,2.74%
2026-07-07 01:00:00,0.00136 Mpa,0.157 Mpa,0.465 Mpa,0 Mpa,0.0803 Mpa,0.0541 Mpa,0.0794 Mpa,0.102 Mpa,0.181 Mpa,0.112 Mpa,0%,5.52%,12.1%,0%,2.76%,0.456%,5.62%,2.90%,4.90%,3.40%
2026-07-07 03:00:00,,0.0344 Mpa,0.211 Mpa,0.0265 Mpa,0.0501 Mpa,0.101 Mpa,0.119 Mpa,0.0773 Mpa,0.0443 Mpa,0.148 Mpa,,2.01%,6.41%,0.850%,1.88%,1.87%,6.55%,2.25%,1.13%,4.44%
2026-07-07 05:00:00,0.0979 Mpa,0.0354 Mpa,0.0899 Mpa,0.104 Mpa,0.0716 Mpa,0.140 Mpa,0.119 Mpa,0.138 Mpa,0.165 Mpa,0.0551 Mpa,2.78%,1.70%,3.90%,3.14%,2.97%,3.26%,5.87%,3.99%,4.43%,1.60%
2026-07-07 07:00:00,0.184 Mpa,0.146 Mpa,0.0861 Mpa,0.194 Mpa,0.0994 Mpa,0.136 Mpa,0.0584 Mpa,0.0369 Mpa,0.142 Mpa,0.0773 Mpa,5.99%,5.25%,3.29%,5.40%,4.39%,3.40%,4.77%,1.46%,3.89%,2.22%
2026-07-07 09:00:00,0.102 Mpa,0.0503 Mpa,0.0549 Mpa,0.0339 Mpa,0.0663 Mpa,,0.0745 Mpa,0.103 Mpa,0.0518 Mpa,0.0817 Mpa,3.45%,2.02%,1.87%,0.918%,3.27%,,4.81%,3.08%,1.19%,2.25%
2026-07-07 11:00:00,0.101 Mpa,0.0448 Mpa,0.0604 Mpa,0.0793 Mpa,0.182 Mpa,0.122 Mpa,0.330 Mpa,0.186 Mpa,0.0402 Mpa,0.0964 Mpa,3.39%,2.06%,2.11%,2.22%,6.69%,2.91%,11.4%,5.48%,1.31%,2.84%
2026-07-07 13:00:00,0.128 Mpa,0.147 Mpa,0.0789 Mpa,0.0774 Mpa,0.744 Mpa,0.278 Mpa,0.132 Mpa,0.120 Mpa,0.0951 Mpa,0.0000378 Mpa,3.66%,5.33%,2.64%,2.16%,26.5%,7.33%,6.50%,3.53%,2.85%,0%
2026-07-07 15:00:00,,,,,,,,,0 Mpa,,,,,,,,,,0%,
2026-07-07 17:00:00,0.215 Mpa,0.141 Mpa,0.0634 Mpa,0.114 Mpa,,0.123 Mpa,0.149 Mpa,0.167 Mpa,0.0551 Mpa,0.140 Mpa,6.20%,5.04%,1.90%,3.36%,,2.79%,6.43%,5.26%,1.23%,3.95%
2026-07-07 19:00:00,0.107 Mpa,0.0634 Mpa,0.0297 Mpa,0.0625 Mpa,0.151 Mpa,0.231 Mpa,0.0647 Mpa,0.114 Mpa,0.121 Mpa,0.0853 Mpa,2.94%,3.16%,0.821%,1.82%,5.68%,5.65%,4.67%,3.53%,3.50%,2.32%
2026-07-07 21:00:00,0.0962 Mpa,0.0685 Mpa,0.00907 Mpa,0.0372 Mpa,0.311 Mpa,0.247 Mpa,0.0742 Mpa,0.0936 Mpa,0.289 Mpa,0.109 Mpa,2.91%,2.91%,0.299%,1.01%,11.5%,5.88%,5.07%,2.90%,8.65%,3.03%
2026-07-07 23:00:00,0.213 Mpa,0.119 Mpa,0.00174 Mpa,0.165 Mpa,0.155 Mpa,0.248 Mpa,0.200 Mpa,0.0805 Mpa,0.280 Mpa,0.0849 Mpa,5.96%,4.56%,0.150%,4.73%,5.80%,6.29%,7.30%,2.73%,8.33%,2.38%
2026-07-08 01:00:00,0.102 Mpa,0.236 Mpa,0.0000326 Mpa,0.0276 Mpa,0.0854 Mpa,0.162 Mpa,0.156 Mpa,0.0761 Mpa,0.0976 Mpa,0.234 Mpa,3.10%,8.26%,0.0168%,0.863%,2.99%,3.96%,5.93%,2.71%,2.83%,6.68%
2026-07-08 03:00:00,0.115 Mpa,0.158 Mpa,0.000376 Mpa,0.0290 Mpa,0.0966 Mpa,0.422 Mpa,0.111 Mpa,0.128 Mpa,0.179 Mpa,0.0539 Mpa,4.07%,5.66%,0.0341%,0.808%,3.21%,11.8%,5.89%,4.39%,5.35%,1.48%
2026-07-08 05:00:00,0.136 Mpa,0.107 Mpa,0.0244 Mpa,0.0460 Mpa,0.0622 Mpa,0.263 Mpa,0.0653 Mpa,0.133 Mpa,0.0957 Mpa,0.0793 Mpa,4.20%,4.35%,0.617%,1.64%,2.36%,7.02%,5.12%,4.13%,2.73%,2.24%
2026-07-08 07:00:00,0.139 Mpa,0 Mpa,0.00754 Mpa,0.0826 Mpa,0.0607 Mpa,0.136 Mpa,0.0941 Mpa,0.142 Mpa,0.0730 Mpa,0.107 Mpa,3.94%,0.437%,0.572%,2.67%,2.51%,3.21%,5.27%,4.53%,2.05%,2.96%
2026-07-08 09:00:00,0.141 Mpa,0.0405 Mpa,0.000933 Mpa,0.112 Mpa,0.0724 Mpa,0.144 Mpa,0.393 Mpa,0.131 Mpa,0.183 Mpa,0.103 Mpa,3.98%,2.04%,0%,3.45%,3.01%,3.00%,13.2%,4.17%,5.46%,2.90%
2026-07-08 11:00:00,0.204 Mpa,0.0746 Mpa,0.0240 Mpa,0.763 Mpa,0.134 Mpa,0.130 Mpa,0.0502 Mpa,0.0636 Mpa,0.0836 Mpa,0.0589 Mpa,5.86%,3.43%,0.827%,22.7%,5.41%,2.67%,4.18%,1.86%,2.34%,1.60%
2026-07-08 13:00:00,0.0592 Mpa,0.0527 Mpa,0.0133 Mpa,0.0839 Mpa,0.0179 Mpa,0.116 Mpa,0.0975 Mpa,0.174 Mpa,0.114 Mpa,0.235 Mpa,1.67%,2.46%,0.523%,2.59%,1.05%,2.49%,5.87%,5.09%,3.27%,6.61%
2026-07-08 15:00:00,0.00608 Mpa,0.0261 Mpa,0.0691 Mpa,0.108 Mpa,0.131 Mpa,0.151 Mpa,0.142 Mpa,0.117 Mpa,0.0377 Mpa,0.0563 Mpa,0.00657%,1.65%,2.41%,3.76%,5.17%,3.74%,6.79%,3.41%,0.973%,1.51%
2026-07-08 17:00:00,0.129 Mpa,0.0796 Mpa,0.0762 Mpa,0.242 Mpa,0.178 Mpa,0.161 Mpa,0.110 Mpa,0.0757 Mpa,0.0883 Mpa,0.0668 Mpa,3.80%,3.68%,2.29%,7.82%,6.49%,4.10%,6.27%,2.23%,2.48%,1.81%
2026-07-08 19:00:00,0.0956 Mpa,0.0587 Mpa,0.0437 Mpa,0.253 Mpa,0.266 Mpa,0.0240 Mpa,0.196 Mpa,0.0469 Mpa,0.0520 Mpa,0.0445 Mpa,2.62%,2.76%,1.44%,7.84%,9.59%,0%,8.31%,1.69%,1.31%,1.14%
2026-07-08 21:00:00,0.0891 Mpa,0.0926 Mpa,0.0598 Mpa,0.0692 Mpa,0.0991 Mpa,0.0461 Mpa,0.124 Mpa,0.0627 Mpa,0.216 Mpa,0.0465 Mpa,2.50%,3.75%,2.11%,2.05%,3.05%,0.275%,6.40%,1.93%,6.32%,1.19%
2026-07-08 23:00:00,0.127 Mpa,0.0553 Mpa,0.0850 Mpa,0.0000857 Mpa,0.0871 Mpa,0.159 Mpa,0.00577 Mpa,0.101 Mpa,0.115 Mpa,0.0603 Mpa,3.62%,2.80%,2.77%,0.00143%,2.77%,3.73%,2.49%,3.02%,3.41%,1.64%
2026-07-09 01:00:00,0.181 Mpa,0.0566 Mpa,0.163 Mpa,0.0857 Mpa,0.149 Mpa,0.195 Mpa,0.269 Mpa,0.0569 Mpa,0.00622 Mpa,0.0970 Mpa,4.99%,2.79%,5.30%,2.56%,5.06%,4.74%,9.80%,1.57%,0.0935%,2.74%
2026-07-09 03:00:00,0.121 Mpa,0.0479 Mpa,0.0652 Mpa,0.0788 Mpa,0.111 Mpa,0.104 Mpa,0.161 Mpa,0.0684 Mpa,0.0439 Mpa,0.0632 Mpa,3.34%,2.34%,2.10%,2.37%,3.93%,2.67%,7.45%,1.95%,1.13%,1.72%
2026-07-09 05:00:00,0.151 Mpa,0.166 Mpa,0.0585 Mpa,0.149 Mpa,0.0636 Mpa,0.0893 Mpa,0.146 Mpa,0.118 Mpa,0.119 Mpa,0.187 Mpa,4.96%,6.37%,1.89%,4.39%,2.16%,1.99%,6.82%,3.62%,3.42%,5.18%
2026-07-09 07:00:00,0.115 Mpa,0.168 Mpa,0.0840 Mpa,0.238 Mpa,0.219 Mpa,0.106 Mpa,0.0502 Mpa,0.0738 Mpa,0.149 Mpa,0.106 Mpa,3.86%,6.92%,2.35%,7.01%,7.45%,2.72%,4.03%,2.62%,4.24%,3.06%
2026-07-09 09:00:00,0.139 Mpa,0.0644 Mpa,0.139 Mpa,0.0375 Mpa,0.0761 Mpa,0.0933 Mpa,0.0494 Mpa,0.0876 Mpa,0.157 Mpa,0.0640 Mpa,4.30%,3.09%,4.28%,1.32%,2.70%,2.51%,4.58%,2.69%,4.75%,1.88%
2026-07-09 11:00:00,0.179 Mpa,0.0897 Mpa,0.174 Mpa,0.274 Mpa,0.166 Mpa,0.117 Mpa,0.0626 Mpa,0.0950 Mpa,0.0797 Mpa,0.00436 Mpa,5.86%,4.35%,5.27%,8.61%,5.68%,2.90%,4.38%,2.93%,2.37%,0.139%
2026-07-09 13:00:00,0.138 Mpa,0.0485 Mpa,0.121 Mpa,0.0865 Mpa,0.125 Mpa,0.0815 Mpa,0.112 Mpa,0.0767 Mpa,0.141 Mpa,0.0417 Mpa,3.99%,2.45%,3.85%,2.55%,4.31%,1.75%,5.41%,2.77%,4.11%,1.27%
