"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48","%FW - I38","%FW - I39","%FW - I40","%FW - I41","%FW - I42","%FW - I43","%FW - I44","%FW - I47","%FW - I48"
2026-07-28 11:00:00,0.231 Mpa,,0 Mpa,0.291 Mpa,0.0284 Mpa,,0.223 Mpa,,0.226 Mpa,8.79%,,1.60%,3.23%,2.18%,,1.67%,,5.41%
2026-07-28 13:00:00,0.136 Mpa,,,0.220 Mpa,0.282 Mpa,,0.291 Mpa,,0.221 Mpa,4.28%,,,1.46%,9.58%,,3.02%,,5.64%
2026-07-28 15:00:00,0.141 Mpa,,,0.271 Mpa,0.115 Mpa,,0.294 Mpa,,0.141 Mpa,5.91%,,,3.19%,4.72%,,3.56%,,3.61%
2026-07-28 17:00:00,0.0999 Mpa,,,0.279 Mpa,0.0838 Mpa,,0.188 Mpa,,0.202 Mpa,5.78%,,,3.23%,4.00%,,1.62%,,4.84%
2026-07-28 19:00:00,0.116 Mpa,,,0.233 Mpa,0.241 Mpa,,1.25 Mpa,,0.193 Mpa,4.45%,,,4.67%,7.01%,,32.9%,,4.27%
2026-07-28 21:00:00,0.0907 Mpa,,,0.211 Mpa,0.309 Mpa,,0.334 Mpa,,0.226 Mpa,6.18%,,,1.04%,9.92%,,5.05%,,6.29%
2026-07-28 23:00:00,0.0680 Mpa,,,0.433 Mpa,0.570 Mpa,,0.349 Mpa,,0.307 Mpa,4.31%,,,7.57%,19.9%,,6.08%,,7.55%
2026-07-29 01:00:00,0.0567 Mpa,,,0.244 Mpa,0.124 Mpa,,0.258 Mpa,,0.404 Mpa,3.95%,,,1.95%,5.54%,,3.90%,,10.7%
2026-07-29 03:00:00,0.205 Mpa,,,0.269 Mpa,0.599 Mpa,,0.236 Mpa,,0.485 Mpa,6.77%,,,2.94%,17.7%,,2.35%,,12.0%
2026-07-29 05:00:00,0.470 Mpa,,,0.234 Mpa,0.393 Mpa,,0.174 Mpa,,0.341 Mpa,14.5%,,,16.9%,11.7%,,1.26%,,8.84%
2026-07-29 07:00:00,0.117 Mpa,,,0.349 Mpa,0.206 Mpa,,0.189 Mpa,,0.567 Mpa,5.34%,,,13.2%,6.17%,,3.98%,,13.5%
2026-07-29 09:00:00,0.0949 Mpa,,,0.413 Mpa,0.178 Mpa,,0.289 Mpa,,0.448 Mpa,3.35%,,,7.13%,5.88%,,4.31%,,10.8%
2026-07-29 11:00:00,0.533 Mpa,,,0.329 Mpa,0.115 Mpa,,0.461 Mpa,,0.693 Mpa,15.3%,,,4.90%,3.57%,,8.98%,,17.1%
2026-07-29 13:00:00,0.156 Mpa,,0.00500 Mpa,0.285 Mpa,0.0740 Mpa,,0.276 Mpa,,0.312 Mpa,5.88%,,2.36%,3.61%,2.39%,,3.95%,,7.23%
2026-07-29 15:00:00,0.231 Mpa,0 Mpa,0.0117 Mpa,0.510 Mpa,0.0639 Mpa,,0.302 Mpa,,0.238 Mpa,7.42%,7.18%,0.770%,9.73%,3.31%,,5.03%,,8.15%
2026-07-29 17:00:00,0.123 Mpa,0.536 Mpa,0.00205 Mpa,0.526 Mpa,0.111 Mpa,,0.149 Mpa,,0.196 Mpa,5.28%,19.6%,0.694%,10.6%,5.97%,,1.32%,,5.80%
2026-07-29 19:00:00,0.0524 Mpa,,0.0867 Mpa,0.261 Mpa,0.301 Mpa,,0.220 Mpa,,0.181 Mpa,2.91%,,2.17%,3.06%,9.27%,,2.30%,,5.31%
2026-07-29 21:00:00,0.123 Mpa,,0.00871 Mpa,0.295 Mpa,0.392 Mpa,,0.246 Mpa,,0.275 Mpa,4.19%,,1.56%,3.73%,12.7%,,3.15%,,8.14%
2026-07-29 23:00:00,0.0269 Mpa,,0.501 Mpa,0.224 Mpa,0.127 Mpa,,0.239 Mpa,,0.487 Mpa,0.722%,,15.1%,1.75%,3.96%,,2.24%,,12.4%
2026-07-30 01:00:00,0.0842 Mpa,,0.0925 Mpa,0.347 Mpa,0.468 Mpa,,0.334 Mpa,,1.86 Mpa,2.86%,,3.44%,5.05%,13.8%,,6.90%,,49.3%
2026-07-30 03:00:00,0.124 Mpa,,0.115 Mpa,0.200 Mpa,0.0837 Mpa,,0.382 Mpa,,0.437 Mpa,3.09%,,4.07%,0.586%,4.10%,,6.98%,,12.8%
2026-07-30 05:00:00,0.363 Mpa,,0.116 Mpa,0.295 Mpa,0.110 Mpa,,0.152 Mpa,,0.119 Mpa,10.8%,,4.10%,3.69%,3.46%,,0.737%,,5.58%
2026-07-30 07:00:00,0.0480 Mpa,,0.261 Mpa,0.442 Mpa,0.0375 Mpa,,0.210 Mpa,,0.444 Mpa,2.00%,,7.51%,8.07%,2.40%,,1.26%,,12.1%
2026-07-30 09:00:00,0.439 Mpa,0.224 Mpa,0.712 Mpa,0.403 Mpa,0.103 Mpa,,0.203 Mpa,,0.358 Mpa,11.9%,5.92%,20.4%,7.93%,4.07%,,1.66%,,12.3%
2026-07-30 11:00:00,0.213 Mpa,,0.727 Mpa,0.193 Mpa,0.0466 Mpa,,0.541 Mpa,,0.605 Mpa,5.97%,,20.8%,2.32%,2.18%,,12.2%,,14.5%
2026-07-30 13:00:00,0.257 Mpa,2.05 Mpa,0.0474 Mpa,0.149 Mpa,0.346 Mpa,,0.610 Mpa,,0.361 Mpa,8.11%,61.6%,1.55%,1.43%,11.1%,,14.3%,,7.92%
2026-07-30 15:00:00,0.0716 Mpa,1.79 Mpa,0.0562 Mpa,0.174 Mpa,0.235 Mpa,,0.654 Mpa,,0.183 Mpa,4.98%,53.8%,2.32%,1.99%,7.18%,,14.7%,,2.91%
2026-07-30 17:00:00,0.209 Mpa,0.211 Mpa,0.0352 Mpa,0.265 Mpa,0.0439 Mpa,,0.157 Mpa,,0.136 Mpa,4.75%,15.2%,1.07%,4.30%,1.95%,,1.66%,,2.51%
2026-07-30 19:00:00,0.238 Mpa,0.105 Mpa,0.0565 Mpa,0.208 Mpa,0.177 Mpa,,0.142 Mpa,,0.210 Mpa,6.46%,7.24%,1.57%,2.83%,5.23%,,0.688%,,4.38%
2026-07-30 21:00:00,0.207 Mpa,0.228 Mpa,0.439 Mpa,0.368 Mpa,0.114 Mpa,,0.209 Mpa,,0.442 Mpa,5.61%,9.39%,12.4%,6.80%,3.60%,,1.69%,,9.26%
2026-07-30 23:00:00,0.618 Mpa,0.00224 Mpa,0.0871 Mpa,0.151 Mpa,0.0909 Mpa,,0.295 Mpa,,0.714 Mpa,15.6%,5.46%,3.83%,40.7%,34.5%,,22.2%,,16.9%
2026-07-31 01:00:00,0.457 Mpa,0.233 Mpa,0.0227 Mpa,0.264 Mpa,0.0729 Mpa,,0.0817 Mpa,,0.265 Mpa,12.3%,6.60%,3.88%,4.14%,2.63%,,1.18%,,5.90%
2026-07-31 03:00:00,1.13 Mpa,0.238 Mpa,0.0572 Mpa,0.393 Mpa,0.183 Mpa,,0.133 Mpa,,0.375 Mpa,30.8%,9.62%,5.00%,7.50%,4.80%,,2.79%,,7.65%
2026-07-31 05:00:00,0.163 Mpa,0.118 Mpa,0.397 Mpa,0.143 Mpa,0.130 Mpa,,0.287 Mpa,,0.407 Mpa,5.92%,4.51%,10.4%,1.31%,3.47%,,5.07%,,8.95%
2026-07-31 07:00:00,0.748 Mpa,0.0970 Mpa,0.705 Mpa,0.224 Mpa,0.177 Mpa,,0.429 Mpa,,0.277 Mpa,24.1%,2.91%,19.5%,3.06%,4.59%,,8.07%,,5.62%
2026-07-31 09:00:00,0.174 Mpa,0 Mpa,0.619 Mpa,0.134 Mpa,0.0218 Mpa,,0.339 Mpa,,0.302 Mpa,7.39%,2.76%,17.0%,1.60%,1.39%,,6.72%,,6.34%
2026-07-31 11:00:00,0.00720 Mpa,0.342 Mpa,0.219 Mpa,1.65 Mpa,0.109 Mpa,,0.386 Mpa,,0.281 Mpa,0.118%,13.9%,5.97%,41.1%,2.96%,,8.49%,,5.89%
2026-07-31 13:00:00,0.00120 Mpa,0.598 Mpa,0.320 Mpa,0.358 Mpa,0.579 Mpa,,0.812 Mpa,,0.176 Mpa,0.0850%,18.1%,9.19%,7.59%,18.5%,,20.1%,,3.11%
2026-07-31 15:00:00,,0.130 Mpa,0.332 Mpa,0.774 Mpa,0.424 Mpa,,0.548 Mpa,,0.841 Mpa,,4.20%,9.37%,18.0%,13.4%,,12.3%,,20.3%
2026-07-31 17:00:00,,0.0454 Mpa,0.207 Mpa,0.417 Mpa,0.180 Mpa,,0.203 Mpa,,0.231 Mpa,,4.95%,5.27%,8.17%,7.38%,,11.0%,,5.09%
2026-07-31 19:00:00,,0.478 Mpa,0.683 Mpa,0.266 Mpa,0.160 Mpa,,0.452 Mpa,,0.383 Mpa,,25.8%,19.0%,3.77%,5.09%,,9.60%,,9.19%
2026-07-31 21:00:00,,0.381 Mpa,0.237 Mpa,0.274 Mpa,0.0715 Mpa,,0.390 Mpa,,0.193 Mpa,,14.2%,7.38%,4.14%,2.81%,,17.9%,,4.92%
2026-07-31 23:00:00,,0.110 Mpa,0.617 Mpa,0.494 Mpa,0.115 Mpa,,0.117 Mpa,,0.132 Mpa,,7.30%,17.3%,25.5%,10.4%,,12.2%,,3.62%
2026-08-01 01:00:00,,0.345 Mpa,0.555 Mpa,0.328 Mpa,0.0260 Mpa,,0.219 Mpa,,0.291 Mpa,,12.3%,15.1%,5.37%,49.3%,,10.9%,,7.77%
2026-08-01 03:00:00,,0.802 Mpa,0.0470 Mpa,0.278 Mpa,0.130 Mpa,,0.167 Mpa,,0.426 Mpa,,25.5%,3.13%,25.3%,11.7%,,16.4%,,10.2%
2026-08-01 05:00:00,,1.38 Mpa,0.257 Mpa,0.238 Mpa,0.192 Mpa,,0.200 Mpa,,0.219 Mpa,,38.0%,6.94%,3.20%,24.2%,,7.93%,,4.99%
2026-08-01 07:00:00,,0.369 Mpa,1.32 Mpa,0.287 Mpa,0.000393 Mpa,,0.386 Mpa,,0.136 Mpa,,16.1%,36.0%,4.47%,68.9%,,6.46%,,1.52%
2026-08-01 09:00:00,,0.0911 Mpa,1.34 Mpa,0.985 Mpa,0.748 Mpa,,0.530 Mpa,,0.297 Mpa,,6.58%,36.9%,24.0%,20.9%,,11.4%,,7.66%
2026-08-01 11:00:00,,0.210 Mpa,0.148 Mpa,0.318 Mpa,0.196 Mpa,,0.823 Mpa,,0.179 Mpa,,12.0%,5.25%,5.92%,6.02%,,20.8%,,4.37%
2026-08-01 13:00:00,,0.0288 Mpa,0.189 Mpa,0.664 Mpa,0.151 Mpa,,2.02 Mpa,,0.166 Mpa,,5.54%,6.30%,15.5%,5.90%,,55.8%,,5.67%
2026-08-01 15:00:00,,0.198 Mpa,0.0554 Mpa,0.887 Mpa,0.299 Mpa,,0.423 Mpa,,0.432 Mpa,,7.06%,1.47%,27.3%,11.9%,,7.76%,,15.5%
2026-08-01 17:00:00,,0.120 Mpa,0.135 Mpa,0.111 Mpa,0.148 Mpa,,0.347 Mpa,,0.503 Mpa,,4.83%,4.18%,0.916%,4.54%,,10.6%,,16.8%
2026-08-01 19:00:00,,0.0276 Mpa,0.137 Mpa,0.272 Mpa,0.153 Mpa,,0.172 Mpa,,0.220 Mpa,,1.31%,3.59%,4.33%,5.23%,,6.92%,,6.77%
2026-08-01 21:00:00,0.0305 Mpa,0.347 Mpa,0.103 Mpa,0.569 Mpa,0.140 Mpa,,0.327 Mpa,,0.204 Mpa,0.234%,13.3%,2.34%,11.7%,8.86%,,5.21%,,7.03%
2026-08-01 23:00:00,0.0289 Mpa,0.495 Mpa,0.0546 Mpa,0.290 Mpa,0.214 Mpa,,0.306 Mpa,,0.176 Mpa,0.0495%,16.2%,2.18%,4.34%,7.00%,,5.43%,,9.07%
2026-08-02 01:00:00,0.265 Mpa,0.298 Mpa,0.0908 Mpa,0.892 Mpa,0.0977 Mpa,,0.236 Mpa,,0.166 Mpa,7.60%,11.8%,2.08%,21.1%,3.53%,,20.8%,,5.52%
2026-08-02 03:00:00,0.151 Mpa,0.973 Mpa,0.130 Mpa,0.125 Mpa,0.0805 Mpa,,0.258 Mpa,,0.206 Mpa,6.47%,29.4%,3.80%,0.414%,3.45%,,3.51%,,6.47%
2026-08-02 05:00:00,0.0986 Mpa,0.141 Mpa,0.168 Mpa,0.326 Mpa,0.140 Mpa,,0.247 Mpa,,0.334 Mpa,3.39%,6.55%,4.04%,5.57%,5.98%,,5.19%,,9.35%
2026-08-02 07:00:00,0.0766 Mpa,0.102 Mpa,0.462 Mpa,0.318 Mpa,1.29 Mpa,,0.364 Mpa,,0.247 Mpa,1.58%,5.68%,13.1%,5.69%,51.3%,,6.65%,,6.51%
2026-08-02 09:00:00,0.115 Mpa,0.0953 Mpa,0.142 Mpa,0.324 Mpa,0.839 Mpa,,0.506 Mpa,,0.222 Mpa,3.08%,5.98%,4.61%,9.14%,34.7%,,11.3%,,5.49%
2026-08-02 11:00:00,0.549 Mpa,0.0919 Mpa,0.125 Mpa,0.259 Mpa,0.533 Mpa,,1.33 Mpa,,0.469 Mpa,15.5%,8.42%,3.81%,3.51%,17.7%,,35.2%,,12.4%
2026-08-02 13:00:00,0.437 Mpa,0.0915 Mpa,0.943 Mpa,0.311 Mpa,0.126 Mpa,,0.198 Mpa,,0.371 Mpa,13.9%,8.83%,25.9%,5.11%,4.42%,,1.95%,,9.35%
2026-08-02 15:00:00,0.581 Mpa,0.0949 Mpa,0.0666 Mpa,0.614 Mpa,0.0681 Mpa,,1.07 Mpa,,0.356 Mpa,16.5%,6.21%,2.19%,12.6%,4.97%,,29.9%,,8.76%
2026-08-02 17:00:00,0.0993 Mpa,0.129 Mpa,0.0762 Mpa,0.342 Mpa,0.120 Mpa,,0.188 Mpa,,0.406 Mpa,3.96%,7.11%,1.63%,4.99%,4.39%,,2.88%,,10.5%
2026-08-02 19:00:00,0.0376 Mpa,0.0606 Mpa,0.502 Mpa,0.232 Mpa,0.0975 Mpa,,0.342 Mpa,,0.160 Mpa,0.261%,5.39%,13.8%,1.69%,23.4%,,5.94%,,4.00%
2026-08-02 21:00:00,0.280 Mpa,0.152 Mpa,0.0994 Mpa,0.549 Mpa,0.139 Mpa,,0.307 Mpa,,0.175 Mpa,8.43%,5.55%,2.25%,10.6%,4.95%,,6.36%,,4.88%
2026-08-02 23:00:00,1.32 Mpa,0.258 Mpa,0.0762 Mpa,0.488 Mpa,0.0592 Mpa,0.0716 Mpa,0.227 Mpa,,0.159 Mpa,35.7%,10.2%,2.30%,9.83%,2.01%,0.0530%,3.01%,,7.26%
2026-08-03 01:00:00,0.405 Mpa,0.0718 Mpa,0.157 Mpa,0.275 Mpa,0.0101 Mpa,0.0844 Mpa,0.200 Mpa,,0.191 Mpa,11.3%,1.90%,4.20%,3.06%,3.16%,0.0193%,7.18%,,6.92%
2026-08-03 03:00:00,0.993 Mpa,0.853 Mpa,0.340 Mpa,0.162 Mpa,0.0266 Mpa,,0.0990 Mpa,,0.206 Mpa,26.2%,25.3%,9.33%,0.312%,4.16%,,44.2%,,7.89%
2026-08-03 05:00:00,0.839 Mpa,0.318 Mpa,0.0807 Mpa,0.337 Mpa,0.00209 Mpa,,0.256 Mpa,,0.188 Mpa,23.8%,12.7%,2.04%,4.81%,7.50%,,3.65%,,7.78%
2026-08-03 07:00:00,0.0849 Mpa,0.111 Mpa,0.106 Mpa,0.429 Mpa,0.00219 Mpa,0.0831 Mpa,0.406 Mpa,,0.252 Mpa,5.05%,5.67%,2.10%,7.72%,1.19%,0%,7.40%,,8.61%
2026-08-03 09:00:00,0.360 Mpa,0.222 Mpa,0.190 Mpa,0.391 Mpa,0.00347 Mpa,,0.157 Mpa,,0.702 Mpa,9.80%,12.7%,5.36%,6.80%,2.61%,,0.881%,,18.6%
2026-08-03 11:00:00,0.502 Mpa,0.138 Mpa,0.0988 Mpa,0.363 Mpa,0.972 Mpa,,0.716 Mpa,,0.229 Mpa,13.9%,7.35%,2.76%,5.99%,65.9%,,17.4%,,6.66%
2026-08-03 13:00:00,0.595 Mpa,0.0632 Mpa,0.221 Mpa,0.334 Mpa,0.00253 Mpa,0.0960 Mpa,0.241 Mpa,,0.229 Mpa,16.2%,7.01%,6.16%,5.28%,2.87%,0%,3.05%,,8.50%
2026-08-03 15:00:00,0.231 Mpa,1.02 Mpa,0.125 Mpa,0.321 Mpa,0.115 Mpa,0.190 Mpa,0.419 Mpa,,0.232 Mpa,8.52%,35.0%,3.05%,5.71%,3.69%,7.78%,9.17%,,8.61%
2026-08-03 17:00:00,0.129 Mpa,0.144 Mpa,0.109 Mpa,0.289 Mpa,0.138 Mpa,,0.302 Mpa,,0.293 Mpa,4.27%,7.12%,2.28%,4.59%,4.97%,,6.93%,,9.24%
2026-08-03 19:00:00,0.132 Mpa,0.428 Mpa,0.296 Mpa,0.191 Mpa,0.146 Mpa,,0.458 Mpa,,0.209 Mpa,4.26%,12.6%,7.65%,7.37%,4.33%,,10.7%,,6.68%
2026-08-03 21:00:00,0.0972 Mpa,0.435 Mpa,0.110 Mpa,0.163 Mpa,,0.407 Mpa,0.213 Mpa,,0.705 Mpa,3.88%,13.5%,3.52%,3.49%,,13.0%,2.75%,,18.7%
2026-08-03 23:00:00,0.200 Mpa,0.498 Mpa,0.0603 Mpa,0.353 Mpa,0.0580 Mpa,0.190 Mpa,0.284 Mpa,,0.160 Mpa,6.84%,14.8%,2.14%,6.13%,0.200%,5.18%,6.26%,,31.5%
2026-08-04 01:00:00,0.0935 Mpa,0.774 Mpa,0.0774 Mpa,0.272 Mpa,,0.0968 Mpa,0.187 Mpa,,0.181 Mpa,5.08%,22.9%,7.22%,3.42%,,2.25%,3.55%,,5.48%
2026-08-04 03:00:00,0.201 Mpa,0.164 Mpa,0.0462 Mpa,0.328 Mpa,,0.0920 Mpa,0.291 Mpa,,0.153 Mpa,6.73%,13.0%,5.51%,5.23%,,0.133%,7.23%,,5.29%
2026-08-04 05:00:00,1.22 Mpa,0.775 Mpa,0.207 Mpa,0.393 Mpa,0.0146 Mpa,,0.207 Mpa,,0.161 Mpa,32.9%,26.6%,6.08%,8.27%,13.6%,,2.48%,,6.25%
2026-08-04 07:00:00,0.493 Mpa,0.328 Mpa,0.197 Mpa,0.272 Mpa,0.319 Mpa,0.0893 Mpa,0.332 Mpa,,0.172 Mpa,14.0%,13.8%,7.89%,3.60%,13.1%,0%,6.26%,,5.26%
2026-08-04 09:00:00,0.508 Mpa,0.365 Mpa,0.194 Mpa,0.532 Mpa,0.0576 Mpa,0.0703 Mpa,0.309 Mpa,,0.209 Mpa,14.6%,17.8%,5.92%,10.7%,4.47%,9.01%,5.94%,,7.47%
2026-08-04 11:00:00,0.239 Mpa,0.222 Mpa,0.183 Mpa,0.515 Mpa,0.133 Mpa,,0.275 Mpa,,0.153 Mpa,7.67%,9.12%,5.45%,10.3%,5.37%,,3.69%,,6.07%
2026-08-04 13:00:00,0.220 Mpa,0.182 Mpa,0.0788 Mpa,0.201 Mpa,0.109 Mpa,,0.345 Mpa,,0.199 Mpa,8.17%,6.27%,2.84%,1.99%,2.86%,,6.15%,,6.76%
2026-08-04 15:00:00,0.451 Mpa,0.115 Mpa,0.384 Mpa,0.329 Mpa,0.239 Mpa,,0.486 Mpa,,0.154 Mpa,14.4%,4.94%,10.9%,5.18%,7.13%,,11.9%,,4.68%
2026-08-04 17:00:00,0.259 Mpa,0.404 Mpa,0.211 Mpa,0.257 Mpa,,,0.344 Mpa,,0.252 Mpa,11.1%,12.0%,5.92%,3.39%,,,7.85%,,7.35%
2026-08-04 19:00:00,1.68 Mpa,0.351 Mpa,0.268 Mpa,0.302 Mpa,1.84 Mpa,,0.159 Mpa,,0.530 Mpa,44.8%,12.9%,7.17%,4.52%,54.7%,,1.54%,,13.2%
2026-08-04 21:00:00,0.319 Mpa,0.163 Mpa,0.223 Mpa,0.288 Mpa,0.0647 Mpa,0.0717 Mpa,0.273 Mpa,,0.188 Mpa,8.54%,11.6%,6.19%,4.41%,3.70%,4.88%,3.88%,,5.04%
2026-08-04 23:00:00,0.235 Mpa,0.598 Mpa,0.177 Mpa,0.402 Mpa,0.157 Mpa,,0.127 Mpa,,0.246 Mpa,8.11%,20.0%,4.92%,6.94%,5.80%,,4.10%,,6.25%
2026-08-05 01:00:00,0.174 Mpa,0.164 Mpa,0.0965 Mpa,0.356 Mpa,0.0448 Mpa,,0.266 Mpa,,0.443 Mpa,5.08%,7.44%,3.04%,5.38%,2.10%,,3.68%,,12.7%
2026-08-05 03:00:00,0.676 Mpa,0.0785 Mpa,0.379 Mpa,0.278 Mpa,0.126 Mpa,,0.588 Mpa,,0.219 Mpa,19.5%,6.05%,10.5%,3.68%,4.80%,,14.3%,,5.28%
2026-08-05 05:00:00,0.0919 Mpa,0.00124 Mpa,0.209 Mpa,0.321 Mpa,0.178 Mpa,,0.411 Mpa,,1.18 Mpa,2.81%,15.1%,6.15%,5.78%,5.57%,,8.75%,,31.2%
2026-08-05 07:00:00,0.0983 Mpa,0.105 Mpa,0.0623 Mpa,0.366 Mpa,0.352 Mpa,,0.254 Mpa,,2.72 Mpa,2.25%,4.81%,1.74%,5.85%,11.1%,,2.45%,,67.4%
2026-08-05 09:00:00,0 Mpa,0.235 Mpa,0.0549 Mpa,0.218 Mpa,0.0944 Mpa,0.0741 Mpa,0.262 Mpa,,0.846 Mpa,0.00440%,8.22%,2.20%,2.33%,3.77%,1.20%,2.71%,,21.3%
2026-08-05 11:00:00,0.0765 Mpa,0.0495 Mpa,0.282 Mpa,0.229 Mpa,0.570 Mpa,0.0713 Mpa,0.353 Mpa,,0.407 Mpa,2.54%,11.1%,7.90%,3.11%,16.1%,1.27%,6.09%,,14.0%
2026-08-05 13:00:00,0.100 Mpa,0.119 Mpa,0.0762 Mpa,0.255 Mpa,0.204 Mpa,,0.241 Mpa,,0.259 Mpa,5.37%,10.8%,2.23%,3.26%,6.09%,,3.61%,,10.7%
2026-08-05 15:00:00,0.153 Mpa,0.121 Mpa,0.182 Mpa,0.285 Mpa,0.0810 Mpa,0.210 Mpa,0.925 Mpa,,0.332 Mpa,3.80%,9.24%,5.15%,4.57%,3.61%,6.10%,23.6%,,11.8%
2026-08-05 17:00:00,0.0835 Mpa,0.110 Mpa,0.231 Mpa,0.282 Mpa,0.440 Mpa,,0.219 Mpa,,0.311 Mpa,3.53%,9.22%,6.94%,4.09%,12.7%,,4.09%,,11.7%
2026-08-05 19:00:00,0.105 Mpa,0.138 Mpa,0.101 Mpa,0.280 Mpa,0.660 Mpa,,0.683 Mpa,,0.531 Mpa,6.31%,13.6%,2.51%,3.69%,19.1%,,16.7%,,17.6%
2026-08-05 21:00:00,0.131 Mpa,0.153 Mpa,0.239 Mpa,0.249 Mpa,0.394 Mpa,0.206 Mpa,0.265 Mpa,,0.467 Mpa,3.65%,10.1%,6.84%,2.95%,12.5%,6.63%,3.85%,,13.3%
2026-08-05 23:00:00,0.0826 Mpa,0.134 Mpa,0.203 Mpa,0.223 Mpa,0.103 Mpa,0.0926 Mpa,0.403 Mpa,,0.387 Mpa,2.88%,9.71%,4.86%,2.35%,4.09%,0.562%,8.13%,,12.7%
2026-08-06 01:00:00,0.297 Mpa,0.134 Mpa,0.341 Mpa,0.188 Mpa,0.0606 Mpa,0.526 Mpa,0.174 Mpa,,0.0620 Mpa,8.93%,8.78%,9.93%,1.68%,1.83%,12.1%,0.676%,,8.47%
2026-08-06 03:00:00,0.854 Mpa,0.186 Mpa,0.242 Mpa,0.284 Mpa,0.153 Mpa,2.25 Mpa,0.147 Mpa,,0.468 Mpa,22.0%,12.6%,7.28%,3.59%,4.79%,58.2%,0.701%,,13.9%
2026-08-06 05:00:00,1.43 Mpa,0.205 Mpa,0.389 Mpa,0.581 Mpa,0.147 Mpa,0.0720 Mpa,0.181 Mpa,,0.362 Mpa,36.5%,13.2%,11.6%,11.6%,4.87%,4.58%,1.79%,,13.1%
2026-08-06 07:00:00,0.0834 Mpa,0.433 Mpa,0.105 Mpa,0.285 Mpa,0.200 Mpa,1.28 Mpa,0.263 Mpa,,0.231 Mpa,4.19%,14.4%,3.26%,3.90%,6.42%,35.4%,4.90%,,12.0%
2026-08-06 09:00:00,0.103 Mpa,0.403 Mpa,0.817 Mpa,0.349 Mpa,0.0418 Mpa,1.65 Mpa,0.428 Mpa,,0.215 Mpa,3.92%,13.6%,22.8%,5.89%,1.69%,45.9%,8.95%,,9.55%
2026-08-06 11:00:00,0.193 Mpa,0.148 Mpa,0.139 Mpa,0.605 Mpa,0.100 Mpa,0.553 Mpa,0.367 Mpa,0.120 Mpa,1.51 Mpa,5.55%,8.42%,5.13%,12.8%,3.78%,13.4%,6.99%,0%,40.2%
2026-08-06 13:00:00,0.145 Mpa,0.217 Mpa,0.0287 Mpa,0.424 Mpa,0.330 Mpa,0.297 Mpa,0.176 Mpa,,0.275 Mpa,5.30%,8.45%,2.29%,7.74%,10.4%,7.84%,0.844%,,15.4%
2026-08-06 15:00:00,0.0410 Mpa,0.0896 Mpa,0.497 Mpa,0.255 Mpa,0.223 Mpa,0.384 Mpa,0.202 Mpa,,0.411 Mpa,2.58%,3.75%,14.3%,3.31%,7.05%,10.1%,2.76%,,14.8%
2026-08-06 17:00:00,0.0653 Mpa,0.0846 Mpa,0.165 Mpa,0.186 Mpa,0.231 Mpa,0.235 Mpa,0.247 Mpa,,0.253 Mpa,2.48%,4.66%,5.04%,1.85%,6.96%,4.07%,3.77%,,9.76%
2026-08-06 19:00:00,0.0335 Mpa,0.0602 Mpa,0.146 Mpa,0.206 Mpa,0.0996 Mpa,0.193 Mpa,0.220 Mpa,,0.710 Mpa,3.70%,4.10%,4.01%,2.01%,3.54%,2.81%,3.84%,,18.1%
2026-08-06 21:00:00,0.0964 Mpa,0.0621 Mpa,0.293 Mpa,0.202 Mpa,0.0862 Mpa,0.141 Mpa,0.264 Mpa,,1.29 Mpa,4.68%,4.16%,8.27%,1.88%,2.84%,5.20%,5.27%,,34.0%
2026-08-06 23:00:00,0.169 Mpa,0.202 Mpa,0.429 Mpa,0.287 Mpa,0.125 Mpa,0.146 Mpa,0.217 Mpa,,,5.85%,8.81%,11.9%,4.17%,3.46%,2.06%,2.58%,,
2026-08-07 01:00:00,0.278 Mpa,0.218 Mpa,0.358 Mpa,0.611 Mpa,0.178 Mpa,0.0950 Mpa,0.544 Mpa,,0.686 Mpa,9.36%,7.47%,9.73%,12.9%,5.66%,7.47%,12.3%,,19.1%
2026-08-07 03:00:00,0.135 Mpa,0.145 Mpa,0.288 Mpa,0.570 Mpa,0.462 Mpa,0.134 Mpa,0.665 Mpa,,0.362 Mpa,6.11%,4.27%,7.76%,12.0%,13.3%,2.66%,16.2%,,9.46%
2026-08-07 05:00:00,0.182 Mpa,0.550 Mpa,0.151 Mpa,0.272 Mpa,0.141 Mpa,0.163 Mpa,0.198 Mpa,,0.246 Mpa,6.67%,18.0%,4.95%,3.55%,4.70%,4.13%,2.01%,,6.34%
2026-08-07 07:00:00,0.138 Mpa,0.268 Mpa,0.101 Mpa,0.420 Mpa,0.181 Mpa,0.218 Mpa,0.335 Mpa,,0.441 Mpa,7.11%,10.5%,3.08%,7.39%,5.65%,5.50%,5.30%,,12.3%
2026-08-07 09:00:00,0.0909 Mpa,0.224 Mpa,0.161 Mpa,0.241 Mpa,0.467 Mpa,0.234 Mpa,0.228 Mpa,,0.120 Mpa,6.60%,10.2%,5.03%,2.67%,14.2%,4.44%,1.51%,,5.79%
2026-08-07 11:00:00,0.190 Mpa,0.0978 Mpa,0.0925 Mpa,0.337 Mpa,0.156 Mpa,0.380 Mpa,0.335 Mpa,,0.0655 Mpa,7.02%,5.11%,2.77%,5.43%,5.23%,8.27%,5.31%,,30.6%
