"Time","P_FW - I45","P_FW - I49","P_FW - I50","P_FW - I52","P_FW - I53","P_FW - I54","P_FW - I55","P_FW - I56","P_FW - I57","P_FW - I58","%FW - I45","%FW - I49","%FW - I50","%FW - I52","%FW - I53","%FW - I54","%FW - I55","%FW - I56","%FW - I57","%FW - I58"
2026-08-24 07:00:00,0.0867 Mpa,0.183 Mpa,0.0313 Mpa,0.0609 Mpa,0.0510 Mpa,0.0729 Mpa,0.233 Mpa,0.339 Mpa,0.233 Mpa,0.0826 Mpa,14.1%,5.75%,0.877%,20.4%,2.40%,3.05%,7.58%,12.2%,8.81%,7.54%
2026-08-24 09:00:00,0.272 Mpa,0.184 Mpa,0.181 Mpa,0.169 Mpa,0.0660 Mpa,0.142 Mpa,0.0367 Mpa,0.149 Mpa,,0.0538 Mpa,11.3%,5.77%,5.35%,10.7%,3.09%,5.39%,1.28%,7.17%,,6.96%
2026-08-24 11:00:00,0.0934 Mpa,0.0490 Mpa,0.0276 Mpa,0.183 Mpa,0.529 Mpa,0.289 Mpa,0.210 Mpa,0.238 Mpa,,0.0568 Mpa,4.80%,1.46%,0.767%,11.5%,19.6%,10.4%,7.04%,7.94%,,6.36%
2026-08-24 13:00:00,0.102 Mpa,0.286 Mpa,0.0409 Mpa,0.301 Mpa,0.0336 Mpa,0.0400 Mpa,0.198 Mpa,0.0293 Mpa,,0.0305 Mpa,4.61%,8.87%,1.15%,14.8%,2.86%,1.98%,6.63%,2.31%,,4.38%
2026-08-24 15:00:00,0.0889 Mpa,0.402 Mpa,0.0417 Mpa,0.0417 Mpa,0.271 Mpa,0.121 Mpa,0.0731 Mpa,0.188 Mpa,,0.0248 Mpa,4.46%,13.1%,1.83%,7.35%,10.7%,3.78%,2.47%,7.05%,,4.87%
2026-08-24 17:00:00,0.117 Mpa,0.328 Mpa,0.150 Mpa,0.0472 Mpa,0.202 Mpa,0.192 Mpa,0.670 Mpa,0.260 Mpa,0.0506 Mpa,0.0358 Mpa,5.60%,10.8%,4.29%,6.45%,8.90%,6.86%,21.7%,9.05%,1.59%,6.45%
2026-08-24 19:00:00,0.146 Mpa,0.676 Mpa,0.0465 Mpa,0.267 Mpa,0.377 Mpa,0.449 Mpa,0.834 Mpa,0.116 Mpa,0.248 Mpa,0.0823 Mpa,6.73%,21.8%,1.31%,14.3%,15.7%,14.5%,27.0%,5.60%,7.84%,7.47%
2026-08-24 21:00:00,0.176 Mpa,0.140 Mpa,0.00400 Mpa,0.102 Mpa,0.168 Mpa,1.24 Mpa,0.203 Mpa,0.187 Mpa,0.00459 Mpa,0.00491 Mpa,7.33%,4.71%,0%,13.2%,8.09%,42.0%,6.66%,7.37%,0.370%,5.40%
2026-08-24 23:00:00,0.152 Mpa,0.0783 Mpa,0.0607 Mpa,0.245 Mpa,0.106 Mpa,0.0769 Mpa,0.0108 Mpa,0.0806 Mpa,0.243 Mpa,0.00911 Mpa,6.69%,2.60%,1.79%,12.9%,5.63%,3.80%,0.251%,4.36%,7.58%,9.83%
2026-08-25 01:00:00,0.0735 Mpa,0.0637 Mpa,0.0347 Mpa,0.105 Mpa,0.153 Mpa,0.420 Mpa,0.0221 Mpa,0.116 Mpa,0.0897 Mpa,0.0231 Mpa,4.68%,2.42%,0.888%,8.79%,7.46%,14.1%,0.647%,5.57%,3.07%,6.09%
2026-08-25 03:00:00,0.0725 Mpa,0.312 Mpa,0.344 Mpa,0.0891 Mpa,0.403 Mpa,0.0730 Mpa,0.253 Mpa,0.104 Mpa,0.319 Mpa,0.300 Mpa,4.82%,10.4%,9.98%,8.35%,16.9%,2.94%,8.34%,4.40%,9.84%,11.8%
2026-08-25 05:00:00,0.0330 Mpa,0.230 Mpa,0.0451 Mpa,0.0312 Mpa,0.258 Mpa,,0.159 Mpa,0.0480 Mpa,0.132 Mpa,0.126 Mpa,9.89%,7.80%,1.29%,6.93%,35.6%,,5.31%,2.53%,4.58%,6.82%
2026-08-25 07:00:00,0.161 Mpa,0.296 Mpa,0.0956 Mpa,0.0817 Mpa,0.288 Mpa,,0.144 Mpa,0.299 Mpa,0.0895 Mpa,0.0314 Mpa,7.22%,9.76%,2.26%,8.32%,10.5%,,4.86%,10.6%,3.09%,5.25%
2026-08-25 09:00:00,0.342 Mpa,0.306 Mpa,0.431 Mpa,0.0128 Mpa,0.410 Mpa,,0.0353 Mpa,0.128 Mpa,0.102 Mpa,0.0656 Mpa,13.0%,10.2%,15.5%,6.40%,16.4%,,1.24%,5.53%,3.34%,6.26%
2026-08-25 11:00:00,0.195 Mpa,0.200 Mpa,0 Mpa,0.0252 Mpa,0.273 Mpa,0.422 Mpa,0.0418 Mpa,0.0871 Mpa,0.256 Mpa,0.0106 Mpa,7.80%,6.53%,0%,6.75%,12.0%,13.0%,1.33%,4.33%,8.24%,5.18%
2026-08-25 13:00:00,0.306 Mpa,0.0414 Mpa,,0.0132 Mpa,0.325 Mpa,,0.192 Mpa,0.0900 Mpa,0.105 Mpa,0.0154 Mpa,11.4%,1.50%,,6.48%,13.4%,,6.50%,8.63%,3.90%,5.17%
2026-08-25 15:00:00,0.164 Mpa,0.261 Mpa,0.834 Mpa,0.0102 Mpa,0.129 Mpa,,0.0427 Mpa,0.00660 Mpa,0.0282 Mpa,0.0768 Mpa,9.41%,8.29%,25%,5.99%,6.15%,,1.52%,2.13%,1.57%,6.75%
2026-08-25 17:00:00,0.254 Mpa,0.122 Mpa,0.536 Mpa,0.112 Mpa,0.195 Mpa,,0.207 Mpa,0.339 Mpa,0.0116 Mpa,0.0270 Mpa,9.79%,3.76%,16.1%,9.52%,9.51%,,6.64%,11.8%,1.47%,5.95%
2026-08-25 19:00:00,0.185 Mpa,0.0627 Mpa,0.0961 Mpa,0.0686 Mpa,0.447 Mpa,,0.134 Mpa,0.0340 Mpa,0.0931 Mpa,0.00745 Mpa,7.66%,1.89%,2.80%,7.63%,17.0%,,4.27%,2.36%,3.02%,4.63%
2026-08-25 21:00:00,0.231 Mpa,0.0177 Mpa,0.0536 Mpa,0.130 Mpa,0.425 Mpa,,0.0913 Mpa,0.0263 Mpa,0.0319 Mpa,0.128 Mpa,8.68%,0.514%,1.45%,10.2%,15.5%,,2.83%,2.66%,2.41%,8.35%
2026-08-25 23:00:00,0.140 Mpa,0.0771 Mpa,0.233 Mpa,0.0869 Mpa,0.134 Mpa,,0.0792 Mpa,0.105 Mpa,0.124 Mpa,0.0555 Mpa,6.41%,2.48%,6.99%,8.18%,5.48%,,2.54%,4.59%,4.86%,5.68%
2026-08-26 01:00:00,0.0282 Mpa,0.0951 Mpa,0.0429 Mpa,0.0991 Mpa,0.322 Mpa,,0.0586 Mpa,0.0496 Mpa,0.127 Mpa,0.0384 Mpa,3.27%,3.33%,1.15%,8.77%,10.6%,,1.80%,2.57%,4.55%,5.85%
2026-08-26 03:00:00,0.153 Mpa,0.140 Mpa,0.0347 Mpa,0.100 Mpa,0.335 Mpa,,0.355 Mpa,0.106 Mpa,0.281 Mpa,0.0994 Mpa,6.69%,4.62%,0.968%,8.39%,12.6%,,11.4%,4.45%,8.56%,7.88%
2026-08-26 05:00:00,0.0814 Mpa,0.0999 Mpa,0.0379 Mpa,0.0358 Mpa,0.128 Mpa,,0.296 Mpa,0.0652 Mpa,0.0651 Mpa,0.311 Mpa,4.99%,3.91%,1.03%,6.71%,6.12%,,9.62%,3.33%,2.65%,12.8%
2026-08-26 07:00:00,0.0843 Mpa,0.469 Mpa,0.199 Mpa,0.0462 Mpa,0.672 Mpa,,0.251 Mpa,0.152 Mpa,0.269 Mpa,0.239 Mpa,5.71%,15.6%,6.04%,6.79%,24.9%,,8.12%,5.79%,8.31%,10.4%
2026-08-26 09:00:00,0.154 Mpa,0.162 Mpa,0.0291 Mpa,0.0554 Mpa,0.668 Mpa,,0.0153 Mpa,0.113 Mpa,0.0374 Mpa,0.0723 Mpa,7.05%,5.34%,0.775%,7.13%,24.4%,,0.423%,4.56%,1.00%,6.46%
2026-08-26 11:00:00,0.0989 Mpa,0.318 Mpa,0.171 Mpa,0.291 Mpa,0.267 Mpa,,0.417 Mpa,0.0180 Mpa,0.291 Mpa,0.148 Mpa,5.43%,9.92%,5.15%,13.8%,11.1%,,13.7%,1.54%,9.20%,8.66%
2026-08-26 13:00:00,0.196 Mpa,0.272 Mpa,0.178 Mpa,0.0320 Mpa,0.0652 Mpa,,0.00500 Mpa,0.301 Mpa,0.0758 Mpa,0.0115 Mpa,8.08%,9.04%,5.47%,15.6%,4.11%,,0.0892%,9.96%,2.92%,5.10%
2026-08-26 15:00:00,0.115 Mpa,0.0738 Mpa,0.00173 Mpa,0.0804 Mpa,0.0557 Mpa,,0.0776 Mpa,0.0706 Mpa,0.208 Mpa,0.0975 Mpa,5.82%,2.98%,17.3%,8.10%,3.23%,,2.47%,3.57%,6.38%,7.57%
2026-08-26 17:00:00,0.314 Mpa,0.106 Mpa,0 Mpa,0.0702 Mpa,0.0815 Mpa,,0.0431 Mpa,0.0763 Mpa,0.183 Mpa,0.0237 Mpa,10.9%,3.84%,0%,7.88%,4.67%,,1.33%,4.20%,6.52%,5.79%
2026-08-26 19:00:00,0.0458 Mpa,0.108 Mpa,0.133 Mpa,0.0680 Mpa,0.0517 Mpa,,0.385 Mpa,0.139 Mpa,0.0172 Mpa,0.0552 Mpa,3.61%,3.32%,3.92%,7.93%,6.95%,,12.4%,6.87%,1.93%,6.76%
2026-08-26 21:00:00,0.0633 Mpa,0.0308 Mpa,0.0428 Mpa,0.145 Mpa,0.0517 Mpa,,0.109 Mpa,0.0986 Mpa,0.100 Mpa,0.0448 Mpa,4.13%,0.854%,1.12%,10.5%,4.76%,,3.50%,3.95%,3.78%,6.55%
2026-08-26 23:00:00,0.218 Mpa,0.0108 Mpa,0.0392 Mpa,0.211 Mpa,0.124 Mpa,0.0233 Mpa,0.409 Mpa,0.107 Mpa,0.493 Mpa,0.0889 Mpa,8.61%,0.594%,3.64%,12.2%,6.23%,1.42%,13.0%,4.41%,15.6%,7.52%
2026-08-27 01:00:00,0.0482 Mpa,0.200 Mpa,0.0435 Mpa,0.0737 Mpa,0.0834 Mpa,0.293 Mpa,0.193 Mpa,0.0748 Mpa,0.0425 Mpa,0.128 Mpa,3.44%,6.84%,1.08%,8.01%,4.53%,10.0%,6.22%,3.28%,2.40%,8.16%
2026-08-27 03:00:00,0.0518 Mpa,0.217 Mpa,0.0638 Mpa,0.0648 Mpa,0.186 Mpa,0.395 Mpa,1.44 Mpa,0.0810 Mpa,0.0336 Mpa,0.182 Mpa,3.47%,7.08%,1.81%,7.31%,8.37%,12.9%,45.7%,3.55%,2.35%,9.95%
2026-08-27 05:00:00,0.123 Mpa,0.202 Mpa,0.130 Mpa,0.132 Mpa,0.0263 Mpa,0.171 Mpa,1.40 Mpa,0.146 Mpa,0.0782 Mpa,0.0550 Mpa,5.52%,6.43%,3.61%,9.41%,2.11%,6.49%,44.1%,5.44%,2.96%,6.55%
2026-08-27 07:00:00,0.0197 Mpa,0.0810 Mpa,0.283 Mpa,0.0546 Mpa,0.0737 Mpa,0.733 Mpa,0.349 Mpa,0.0423 Mpa,0.0436 Mpa,0.0985 Mpa,2.72%,2.48%,8.28%,7.49%,3.11%,23.2%,11.9%,3.17%,1.66%,9.62%
2026-08-27 09:00:00,0.0823 Mpa,0.211 Mpa,0.0171 Mpa,0.0576 Mpa,0.164 Mpa,0.374 Mpa,0.128 Mpa,0.0177 Mpa,0.0590 Mpa,0.0391 Mpa,4.82%,6.80%,0.364%,7.59%,6.69%,12.0%,4.92%,1.73%,2.89%,7.48%
2026-08-27 11:00:00,0.131 Mpa,0.214 Mpa,0.00311 Mpa,0.450 Mpa,0.109 Mpa,0.343 Mpa,0.226 Mpa,0.0639 Mpa,0.0241 Mpa,0.103 Mpa,5.64%,6.71%,0%,18.0%,5.08%,10.9%,7.41%,3.11%,1.05%,7.71%
2026-08-27 13:00:00,0.0747 Mpa,0.255 Mpa,0.0191 Mpa,0.480 Mpa,0.0931 Mpa,,0.275 Mpa,0.215 Mpa,0.133 Mpa,0.0904 Mpa,3.95%,8.33%,0.368%,19.5%,5.35%,,9.07%,7.36%,4.14%,7.58%
2026-08-27 15:00:00,0.121 Mpa,0.160 Mpa,0.0189 Mpa,0.0117 Mpa,0.0312 Mpa,0.0289 Mpa,0.0764 Mpa,0.0983 Mpa,0.236 Mpa,0.0956 Mpa,5.28%,5.38%,0.741%,6.28%,3.16%,2.25%,2.60%,4.63%,7.40%,7.42%
2026-08-27 17:00:00,0.140 Mpa,0.106 Mpa,0.0294 Mpa,0.0732 Mpa,0.234 Mpa,,0.113 Mpa,0.0971 Mpa,0.0342 Mpa,0.110 Mpa,6.12%,3.38%,0.724%,7.64%,9.55%,,3.91%,3.54%,1.82%,7.41%
2026-08-27 19:00:00,0.156 Mpa,0.162 Mpa,0.0187 Mpa,0.0445 Mpa,0.0902 Mpa,0.312 Mpa,0.0716 Mpa,0.0919 Mpa,0.0823 Mpa,0.103 Mpa,7.92%,6.54%,0.370%,7.26%,4.48%,10.7%,2.34%,3.42%,4.19%,7.28%
2026-08-27 21:00:00,0.0513 Mpa,0.217 Mpa,0.103 Mpa,0.0463 Mpa,0.0397 Mpa,0.145 Mpa,0.0561 Mpa,0.0909 Mpa,0.105 Mpa,0.0287 Mpa,3.93%,7.54%,2.98%,7.39%,2.55%,15.0%,1.83%,3.63%,3.71%,5.73%
2026-08-27 23:00:00,0.145 Mpa,0.0301 Mpa,0.247 Mpa,0.116 Mpa,0.109 Mpa,0.433 Mpa,0.320 Mpa,0.0316 Mpa,0.0787 Mpa,0.369 Mpa,6.58%,1.30%,7.93%,9.25%,5.25%,14.7%,10.3%,1.76%,2.89%,14.1%
2026-08-28 01:00:00,0.237 Mpa,0.478 Mpa,0.0297 Mpa,0.0550 Mpa,0.0770 Mpa,0.277 Mpa,0.390 Mpa,0.174 Mpa,0.150 Mpa,0.107 Mpa,8.80%,15.2%,1.10%,7.64%,4.17%,9.68%,12.4%,6.65%,4.81%,7.94%
2026-08-28 03:00:00,0.114 Mpa,0.124 Mpa,0.00546 Mpa,0.0192 Mpa,0.0884 Mpa,0.316 Mpa,0.347 Mpa,0.0538 Mpa,0.405 Mpa,0.156 Mpa,5.94%,3.87%,0%,6.53%,4.52%,18.7%,11.2%,2.95%,12.4%,9.57%
2026-08-28 05:00:00,0.110 Mpa,0.155 Mpa,0.0961 Mpa,0.116 Mpa,0.0224 Mpa,0.132 Mpa,0.214 Mpa,0.196 Mpa,0.116 Mpa,0.123 Mpa,5.98%,4.52%,2.72%,8.31%,1.81%,8.33%,6.91%,7.26%,4.86%,8.35%
2026-08-28 07:00:00,0.0263 Mpa,0.0737 Mpa,0.140 Mpa,0.210 Mpa,0 Mpa,0.311 Mpa,0.00940 Mpa,0.107 Mpa,0.332 Mpa,,3.43%,2.43%,3.96%,11.3%,1.85%,12.3%,0.536%,4.34%,10.5%,
2026-08-28 09:00:00,0.0313 Mpa,0.228 Mpa,0.199 Mpa,0.0695 Mpa,0.197 Mpa,0.207 Mpa,0.0389 Mpa,0.183 Mpa,0.102 Mpa,,3.17%,7.43%,7.13%,9.94%,7.54%,8.25%,1.28%,6.77%,4.25%,
2026-08-28 11:00:00,0.0215 Mpa,0.137 Mpa,0.0892 Mpa,0.0721 Mpa,0.723 Mpa,0.199 Mpa,0.0316 Mpa,0.309 Mpa,0.0923 Mpa,,2.50%,4.24%,2.57%,8.08%,25.9%,7.81%,1.04%,10.3%,3.40%,
2026-08-28 13:00:00,0.0754 Mpa,0.466 Mpa,0.0233 Mpa,0.0280 Mpa,0.855 Mpa,0.681 Mpa,0.331 Mpa,0.0941 Mpa,0.0380 Mpa,,4.27%,14.6%,0.527%,6.52%,31.4%,22.4%,11.3%,4.15%,1.80%,
2026-08-28 15:00:00,0.171 Mpa,0.285 Mpa,0.0835 Mpa,0.462 Mpa,0.274 Mpa,0.324 Mpa,0.168 Mpa,0.0912 Mpa,0.0133 Mpa,,6.79%,9.56%,2.47%,21.9%,11.3%,10.6%,5.79%,4.16%,0.649%,
2026-08-28 17:00:00,0.0727 Mpa,0.236 Mpa,0.0109 Mpa,0.0315 Mpa,0.261 Mpa,0.104 Mpa,0.108 Mpa,0.0436 Mpa,0.179 Mpa,,4.10%,7.85%,0.236%,6.52%,14.9%,7.57%,3.68%,2.76%,5.83%,
2026-08-28 19:00:00,0.0285 Mpa,0.209 Mpa,0.0582 Mpa,0.0657 Mpa,0.265 Mpa,0.170 Mpa,0.0565 Mpa,,0.113 Mpa,0.161 Mpa,3.21%,6.97%,2.48%,7.17%,11.5%,9.49%,1.95%,,3.53%,8.46%
2026-08-28 21:00:00,0.0797 Mpa,0.220 Mpa,0.781 Mpa,0.0753 Mpa,0.163 Mpa,0.152 Mpa,0.153 Mpa,0.294 Mpa,0.160 Mpa,0.0352 Mpa,4.48%,7.00%,31.2%,7.24%,6.99%,6.86%,4.88%,9.92%,5.04%,5.03%
2026-08-28 23:00:00,0.00596 Mpa,0.234 Mpa,0.134 Mpa,0.0309 Mpa,0.0930 Mpa,0.105 Mpa,0.937 Mpa,0.238 Mpa,0.193 Mpa,0.0662 Mpa,1.95%,7.47%,5.57%,6.98%,4.69%,10.4%,27.6%,8.13%,5.95%,6.11%
2026-08-29 01:00:00,0.393 Mpa,0.144 Mpa,0.0797 Mpa,0.0485 Mpa,0.0343 Mpa,0.107 Mpa,0.0760 Mpa,0.0288 Mpa,0.0226 Mpa,0.0342 Mpa,13.6%,5.04%,2.33%,7.49%,3.91%,5.58%,2.01%,2.20%,0.858%,6.30%
2026-08-29 03:00:00,0.0457 Mpa,0.0585 Mpa,0.186 Mpa,0.0323 Mpa,0.0964 Mpa,0.0933 Mpa,0.255 Mpa,0.0472 Mpa,0.212 Mpa,0.0836 Mpa,3.39%,2.41%,5.58%,13.6%,9.06%,23.5%,7.37%,2.55%,6.28%,6.32%
2026-08-29 05:00:00,0.162 Mpa,0.109 Mpa,0.234 Mpa,0.0197 Mpa,0.102 Mpa,0.0539 Mpa,0.0912 Mpa,0.237 Mpa,0.167 Mpa,0.0265 Mpa,6.69%,3.63%,6.91%,6.31%,5.57%,24.1%,2.70%,8.58%,5.10%,5.31%
2026-08-29 07:00:00,0.115 Mpa,0.162 Mpa,0.103 Mpa,0.344 Mpa,0.176 Mpa,0.205 Mpa,0.0946 Mpa,0.132 Mpa,0.0849 Mpa,0.0977 Mpa,5.47%,5.29%,2.86%,15.9%,8.37%,6.97%,2.94%,5.75%,2.95%,6.82%
2026-08-29 09:00:00,0.118 Mpa,0.166 Mpa,0.483 Mpa,0.0917 Mpa,0.207 Mpa,0.335 Mpa,0.101 Mpa,0.0987 Mpa,0.0195 Mpa,0.00626 Mpa,5.91%,5.65%,14.2%,8.48%,9.07%,11.3%,3.27%,4.36%,1.05%,3.98%
2026-08-29 11:00:00,0.119 Mpa,0.107 Mpa,0.318 Mpa,0.127 Mpa,0.176 Mpa,0.173 Mpa,0.404 Mpa,0.0443 Mpa,0.378 Mpa,0.0252 Mpa,5.47%,3.46%,9.13%,9.30%,8.41%,6.11%,13.6%,3.03%,12.1%,5.77%
2026-08-29 13:00:00,0.0805 Mpa,0.118 Mpa,0.485 Mpa,0.289 Mpa,0.0575 Mpa,0.159 Mpa,0.374 Mpa,0.0260 Mpa,0.335 Mpa,0.0538 Mpa,12.1%,3.97%,15.4%,13.5%,3.75%,6.06%,12.1%,2.35%,10.8%,6.36%
2026-08-29 15:00:00,0.00169 Mpa,0.00310 Mpa,0.0324 Mpa,0.113 Mpa,0.691 Mpa,0.0349 Mpa,0.0613 Mpa,0.124 Mpa,0.290 Mpa,0.175 Mpa,13.5%,1.39%,1.18%,9.30%,25.3%,2.20%,2.10%,5.07%,9.38%,9.65%
2026-08-29 17:00:00,0.187 Mpa,,0.0882 Mpa,0.136 Mpa,0.228 Mpa,0.0648 Mpa,0.165 Mpa,0.342 Mpa,0.0559 Mpa,0.0303 Mpa,7.25%,,2.63%,9.47%,9.08%,2.90%,5.42%,12.0%,2.83%,6.81%
2026-08-29 19:00:00,0.140 Mpa,,0.728 Mpa,0.534 Mpa,0.151 Mpa,0.191 Mpa,0.0337 Mpa,0.197 Mpa,0.130 Mpa,0.0745 Mpa,5.84%,,21.5%,19.3%,6.78%,6.47%,1.17%,7.38%,4.64%,6.22%
2026-08-29 21:00:00,0.0103 Mpa,0.382 Mpa,0.203 Mpa,0.122 Mpa,0.490 Mpa,0.734 Mpa,0.0510 Mpa,0.0743 Mpa,0.0498 Mpa,0.117 Mpa,2.19%,10.8%,5.92%,9.13%,18.8%,23.1%,2.17%,3.59%,1.67%,7.68%
2026-08-29 23:00:00,0.244 Mpa,0.249 Mpa,0.0167 Mpa,0.0582 Mpa,0.141 Mpa,0.352 Mpa,0.334 Mpa,0.148 Mpa,0.0177 Mpa,0.0395 Mpa,9.12%,7.28%,0.381%,7.09%,6.06%,11.8%,10.9%,6.00%,0.792%,5.79%
2026-08-30 01:00:00,0.00135 Mpa,0.0150 Mpa,0.0896 Mpa,0.110 Mpa,0.239 Mpa,0.117 Mpa,0.0210 Mpa,0.0597 Mpa,0.123 Mpa,0.473 Mpa,1.94%,0.407%,2.61%,9.09%,9.65%,50.2%,0.642%,2.79%,4.59%,16.9%
2026-08-30 03:00:00,0 Mpa,0.109 Mpa,0.371 Mpa,0.0837 Mpa,0.620 Mpa,0.243 Mpa,0.0796 Mpa,0.0559 Mpa,0.382 Mpa,0.179 Mpa,4.98%,3.30%,10.7%,7.76%,24.3%,8.12%,2.62%,3.06%,12.9%,8.78%
2026-08-30 05:00:00,0.0542 Mpa,0.0550 Mpa,0.144 Mpa,0.110 Mpa,0.203 Mpa,0.0674 Mpa,0.0614 Mpa,0.0670 Mpa,0.118 Mpa,0.103 Mpa,6.06%,1.85%,4.44%,8.87%,8.86%,5.19%,2.03%,3.55%,3.90%,6.94%
2026-08-30 07:00:00,0.0116 Mpa,0.239 Mpa,0.631 Mpa,0.135 Mpa,0.665 Mpa,0.0382 Mpa,0.171 Mpa,0.0748 Mpa,0.126 Mpa,0.0815 Mpa,7.23%,7.68%,19.0%,9.97%,25.9%,2.00%,5.57%,3.63%,4.17%,6.51%
2026-08-30 09:00:00,0.00372 Mpa,0.0766 Mpa,0.293 Mpa,0.0432 Mpa,0.405 Mpa,0.0144 Mpa,0.0900 Mpa,0.0341 Mpa,0.0959 Mpa,0.0807 Mpa,4.08%,2.54%,8.42%,7.29%,16.3%,1.35%,3.00%,2.75%,3.22%,6.86%
2026-08-30 11:00:00,0.00297 Mpa,0.332 Mpa,0.0101 Mpa,0.0662 Mpa,0.280 Mpa,0.173 Mpa,0.188 Mpa,0.0724 Mpa,0.113 Mpa,0.147 Mpa,3.53%,10.5%,0.198%,8.13%,12.3%,6.30%,6.25%,4.01%,4.27%,7.03%
2026-08-30 13:00:00,0.152 Mpa,1.12 Mpa,0.0366 Mpa,0.0938 Mpa,2.18 Mpa,0.147 Mpa,0.136 Mpa,0.0545 Mpa,0.0224 Mpa,0.0338 Mpa,6.86%,33.8%,0.960%,9.26%,77.3%,5.50%,4.42%,3.11%,2.70%,3.88%
2026-08-30 15:00:00,0.245 Mpa,,0.0293 Mpa,0.0541 Mpa,0.714 Mpa,0.176 Mpa,0.0384 Mpa,0.413 Mpa,0.00862 Mpa,0.0605 Mpa,9.06%,,0.782%,7.59%,27.6%,12.2%,1.23%,13.3%,1.11%,4.52%
2026-08-30 17:00:00,0.337 Mpa,,0.263 Mpa,0.0755 Mpa,0.462 Mpa,0.831 Mpa,0.0466 Mpa,1.24 Mpa,0.0883 Mpa,0.139 Mpa,11.8%,,7.85%,8.04%,17.3%,27.3%,1.53%,37.8%,3.46%,7.10%
2026-08-30 19:00:00,0.0865 Mpa,,0.148 Mpa,0.120 Mpa,0.0323 Mpa,0.0492 Mpa,0.0107 Mpa,0.542 Mpa,0.173 Mpa,0.0528 Mpa,4.47%,,4.42%,9.25%,2.53%,2.46%,0.630%,17.7%,5.68%,5.13%
2026-08-30 21:00:00,0.122 Mpa,,0.132 Mpa,0.222 Mpa,0.128 Mpa,0.0810 Mpa,0.0605 Mpa,0.655 Mpa,0.0279 Mpa,0.281 Mpa,5.19%,,3.97%,11.7%,6.31%,2.89%,2.19%,21.0%,1.46%,12.1%
2026-08-30 23:00:00,0.0813 Mpa,0.652 Mpa,0.0991 Mpa,0.116 Mpa,0.184 Mpa,0.0247 Mpa,0.0399 Mpa,0.266 Mpa,0.317 Mpa,0.117 Mpa,4.12%,19.4%,3.01%,8.33%,8.01%,1.33%,1.59%,9.68%,9.90%,7.87%
2026-08-31 01:00:00,0.197 Mpa,0.698 Mpa,0.239 Mpa,0.220 Mpa,0.0960 Mpa,0.169 Mpa,0.0459 Mpa,0.141 Mpa,0.0514 Mpa,0.0765 Mpa,7.60%,21.0%,6.90%,11.8%,4.79%,6.36%,1.47%,6.02%,2.05%,7.13%
2026-08-31 03:00:00,0.0703 Mpa,,0.0935 Mpa,0.0816 Mpa,0.201 Mpa,0.191 Mpa,0.258 Mpa,0.111 Mpa,0.419 Mpa,0.334 Mpa,4.23%,,2.69%,8.32%,8.76%,7.07%,8.78%,6.69%,13.4%,13.7%
2026-08-31 05:00:00,0.0600 Mpa,,0.0444 Mpa,0.196 Mpa,0.373 Mpa,0.0799 Mpa,0.0513 Mpa,0.248 Mpa,0.374 Mpa,0.170 Mpa,5.69%,,1.15%,11.6%,13.4%,3.39%,1.66%,8.84%,11.7%,8.83%
2026-08-31 07:00:00,0.0392 Mpa,,0.0192 Mpa,0.199 Mpa,0.539 Mpa,0.160 Mpa,0.226 Mpa,0.0943 Mpa,0.510 Mpa,0.0943 Mpa,3.14%,,0.429%,11.5%,17.5%,6.11%,7.38%,4.54%,15.8%,6.75%
2026-08-31 09:00:00,0.108 Mpa,0.000454 Mpa,0.124 Mpa,0.0562 Mpa,0.319 Mpa,0.0478 Mpa,0.0417 Mpa,0.629 Mpa,0.456 Mpa,0.0268 Mpa,7.96%,0%,3.75%,7.66%,13.7%,2.41%,1.41%,19.9%,14.0%,5.30%
2026-08-31 11:00:00,0.0335 Mpa,,0.0195 Mpa,0.147 Mpa,0.174 Mpa,0.0965 Mpa,0.0692 Mpa,0.0576 Mpa,0.363 Mpa,0.0424 Mpa,30.0%,,0%,10.0%,8.30%,3.85%,2.25%,3.14%,11.8%,5.61%
2026-08-31 13:00:00,0.295 Mpa,,0.00362 Mpa,0.0289 Mpa,0.669 Mpa,0.166 Mpa,0.0577 Mpa,0.155 Mpa,0.300 Mpa,0.0137 Mpa,10.6%,,0%,6.94%,26.2%,6.83%,1.94%,6.11%,10.3%,4.42%
2026-08-31 15:00:00,0.163 Mpa,,0.237 Mpa,0.0362 Mpa,0.385 Mpa,0.113 Mpa,0.347 Mpa,0.0703 Mpa,0.213 Mpa,0.0162 Mpa,6.79%,,7.46%,7.50%,15.4%,5.25%,11.6%,3.38%,7.06%,5.04%
2026-08-31 17:00:00,1.21 Mpa,,0.0325 Mpa,0.0216 Mpa,0.161 Mpa,0.223 Mpa,0.262 Mpa,0.0832 Mpa,0.0515 Mpa,0.0746 Mpa,35.5%,,0.817%,13.7%,7.31%,8.92%,8.71%,4.24%,1.76%,6.55%
2026-08-31 19:00:00,0.0648 Mpa,,0.00798 Mpa,1.31 Mpa,0.0787 Mpa,0.146 Mpa,0.186 Mpa,0.741 Mpa,0.0719 Mpa,0.0728 Mpa,3.36%,,0%,7.07%,4.96%,4.86%,6.11%,23.2%,8.13%,5.28%
