"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48","%FW - I38","%FW - I39","%FW - I40","%FW - I41","%FW - I42","%FW - I43","%FW - I44","%FW - I47","%FW - I48"
2026-07-18 03:00:00,1.40 Mpa,,0.165 Mpa,0.288 Mpa,0.180 Mpa,1.07 Mpa,0.273 Mpa,,0.222 Mpa,38.9%,,2.94%,5.01%,4.84%,24.4%,2.67%,,2.97%
2026-07-18 05:00:00,0.325 Mpa,,0.184 Mpa,0.227 Mpa,0.114 Mpa,0.991 Mpa,0.232 Mpa,,0.235 Mpa,9.80%,,3.51%,4.16%,2.83%,23.4%,2.56%,,3.75%
2026-07-18 07:00:00,0.142 Mpa,,0.300 Mpa,0.535 Mpa,0.143 Mpa,0.283 Mpa,0.178 Mpa,,0.266 Mpa,7.19%,,6.53%,12.1%,3.85%,4.73%,0.303%,,4.01%
2026-07-18 09:00:00,0.109 Mpa,,0.123 Mpa,0.208 Mpa,0.177 Mpa,0.287 Mpa,0.277 Mpa,,0.259 Mpa,4.54%,,2.23%,3.19%,4.65%,5.62%,3.34%,,4.09%
2026-07-18 11:00:00,0.622 Mpa,,0.229 Mpa,0.379 Mpa,0.109 Mpa,0.376 Mpa,0.425 Mpa,,0.514 Mpa,16.9%,,5.29%,7.88%,2.69%,6.49%,7.60%,,12.4%
2026-07-18 13:00:00,0.414 Mpa,,0.190 Mpa,0.111 Mpa,0.0961 Mpa,0.375 Mpa,0.213 Mpa,,0.212 Mpa,11.4%,,3.65%,1.08%,2.68%,5.86%,6.28%,,4.12%
2026-07-18 15:00:00,0.196 Mpa,,0.390 Mpa,0.120 Mpa,0.456 Mpa,0.254 Mpa,0.255 Mpa,,0.328 Mpa,6.76%,,8.72%,0.996%,13.0%,3.34%,3.31%,,6.71%
2026-07-18 17:00:00,0.0780 Mpa,,0.125 Mpa,0.237 Mpa,0.293 Mpa,0.407 Mpa,0.222 Mpa,,0.321 Mpa,2.73%,,1.65%,3.97%,8.39%,6.06%,2.52%,,5.98%
2026-07-18 19:00:00,0.116 Mpa,,0.263 Mpa,0.166 Mpa,0.322 Mpa,0.244 Mpa,0.307 Mpa,,0.378 Mpa,3.28%,,5.77%,1.85%,9.78%,1.18%,3.79%,,6.71%
2026-07-18 21:00:00,0.104 Mpa,,0.174 Mpa,0.204 Mpa,0.0485 Mpa,0.234 Mpa,0.200 Mpa,,0.233 Mpa,4.86%,,2.71%,2.54%,1.29%,0.939%,1.04%,,2.94%
2026-07-18 23:00:00,0.199 Mpa,,0.223 Mpa,0.157 Mpa,0.0870 Mpa,0.241 Mpa,0.278 Mpa,,0.202 Mpa,13.6%,,3.92%,1.74%,2.56%,1.28%,3.29%,,2.70%
2026-07-19 01:00:00,0.123 Mpa,0.00815 Mpa,0.361 Mpa,0.240 Mpa,0.0376 Mpa,0.233 Mpa,0.182 Mpa,,0.579 Mpa,4.21%,7.02%,7.85%,3.79%,1.26%,1.27%,1.10%,,12.4%
2026-07-19 03:00:00,0.0249 Mpa,0.0134 Mpa,0.505 Mpa,0.193 Mpa,0.0546 Mpa,0.220 Mpa,0.208 Mpa,,0.345 Mpa,4.08%,5.81%,12.0%,2.42%,2.10%,1.21%,2.05%,,6.13%
2026-07-19 05:00:00,0.349 Mpa,,0.333 Mpa,0.233 Mpa,0.0360 Mpa,0.365 Mpa,0.238 Mpa,,0.303 Mpa,10.4%,,7.40%,3.56%,0.987%,8.07%,3.15%,,4.99%
2026-07-19 07:00:00,0.210 Mpa,,0.419 Mpa,0.407 Mpa,0.0363 Mpa,0.268 Mpa,0.370 Mpa,,0.202 Mpa,6.55%,,9.59%,8.28%,0.895%,3.27%,6.45%,,3.51%
2026-07-19 09:00:00,0.602 Mpa,0.0246 Mpa,0.351 Mpa,0.184 Mpa,0.122 Mpa,0.295 Mpa,0.208 Mpa,,0.699 Mpa,17.2%,0.259%,7.66%,2.38%,3.21%,3.89%,2.77%,,15.8%
2026-07-19 11:00:00,0.104 Mpa,0.0212 Mpa,0.498 Mpa,0.624 Mpa,0.663 Mpa,0.309 Mpa,0.264 Mpa,,0.270 Mpa,5.53%,0.00606%,11.9%,14.4%,17.6%,4.48%,4.58%,,3.15%
2026-07-19 13:00:00,0.282 Mpa,0.0172 Mpa,0.154 Mpa,0.425 Mpa,1.96 Mpa,0.438 Mpa,0.363 Mpa,,0.353 Mpa,9.96%,1.91%,2.36%,8.82%,53.7%,7.87%,6.72%,,5.61%
2026-07-19 15:00:00,0.0217 Mpa,0.0405 Mpa,0.121 Mpa,0.145 Mpa,0 Mpa,0.272 Mpa,0.645 Mpa,,0.347 Mpa,3.94%,4.83%,2.19%,5.77%,0.683%,5.74%,15.2%,,5.85%
2026-07-19 17:00:00,0.0346 Mpa,0.0589 Mpa,0.191 Mpa,0.0753 Mpa,,0.202 Mpa,0.259 Mpa,,0.235 Mpa,3.85%,10.9%,3.35%,3.81%,,1.60%,2.29%,,13.8%
2026-07-19 19:00:00,0.501 Mpa,0.000993 Mpa,0.214 Mpa,0.506 Mpa,0 Mpa,0.439 Mpa,0.931 Mpa,,,15.6%,14.1%,3.85%,10.7%,2.80%,7.04%,22.6%,,
2026-07-19 21:00:00,0.107 Mpa,0.00878 Mpa,0.160 Mpa,0.269 Mpa,0.00981 Mpa,,0.318 Mpa,,0.258 Mpa,15.0%,5.69%,2.18%,16.1%,0.0665%,,4.28%,,3.38%
2026-07-19 23:00:00,0.0864 Mpa,0.00384 Mpa,0.208 Mpa,0.171 Mpa,,0.184 Mpa,0.242 Mpa,,0.292 Mpa,4.72%,0.0214%,3.47%,1.99%,,0.180%,2.18%,,4.44%
2026-07-20 01:00:00,0.106 Mpa,,0.297 Mpa,0.137 Mpa,,0.220 Mpa,0.212 Mpa,,0.325 Mpa,6.20%,,5.62%,1.38%,,0.627%,2.17%,,5.94%
2026-07-20 03:00:00,0.0267 Mpa,0.0231 Mpa,0.549 Mpa,0.144 Mpa,,0.218 Mpa,0.585 Mpa,,0.397 Mpa,3.61%,0.661%,13.1%,1.66%,,0.273%,13.6%,,7.67%
2026-07-20 05:00:00,0.242 Mpa,,0.693 Mpa,0.277 Mpa,,0.546 Mpa,0.278 Mpa,,0.348 Mpa,11.4%,,17.5%,5.32%,,12.5%,4.06%,,6.34%
2026-07-20 07:00:00,0.277 Mpa,0.565 Mpa,0.407 Mpa,0.174 Mpa,,0.296 Mpa,0.250 Mpa,,0.189 Mpa,10.4%,17.7%,9.24%,1.86%,,3.68%,3.69%,,2.59%
2026-07-20 09:00:00,0.205 Mpa,0.195 Mpa,0.376 Mpa,0.128 Mpa,,0.294 Mpa,0.220 Mpa,,0.251 Mpa,7.52%,8.88%,8.82%,3.89%,,3.52%,2.12%,,4.34%
2026-07-20 11:00:00,0.437 Mpa,,0.193 Mpa,0.155 Mpa,,0.624 Mpa,0.417 Mpa,,0.510 Mpa,13.2%,,3.71%,4.21%,,13.6%,8.15%,,10.8%
2026-07-20 13:00:00,0.159 Mpa,0.00112 Mpa,0.491 Mpa,1.41 Mpa,,0.610 Mpa,0.380 Mpa,,0.418 Mpa,7.17%,0.0101%,11.9%,36.1%,,12.7%,7.32%,,8.10%
2026-07-20 15:00:00,0.156 Mpa,0.00340 Mpa,0.420 Mpa,,,0.344 Mpa,0.188 Mpa,,0.271 Mpa,7.51%,12.1%,14.3%,,,13.5%,5.80%,,5.12%
2026-07-20 17:00:00,0.193 Mpa,,0.237 Mpa,1.27 Mpa,,0.188 Mpa,0.492 Mpa,,0.659 Mpa,7.30%,,11.9%,30.7%,,1.22%,10.9%,,15.5%
2026-07-20 19:00:00,0.503 Mpa,0.0112 Mpa,0.394 Mpa,0.116 Mpa,,0.288 Mpa,0.377 Mpa,,0.582 Mpa,13.7%,12.7%,9.20%,9.13%,,3.25%,7.08%,,12.2%
2026-07-20 21:00:00,0.0463 Mpa,0.0124 Mpa,0.423 Mpa,0.318 Mpa,,0.205 Mpa,0.101 Mpa,,0.435 Mpa,1.64%,12.2%,9.77%,11.2%,,1.32%,5.41%,,9.06%
2026-07-20 23:00:00,0.0846 Mpa,0.00701 Mpa,0.334 Mpa,0.215 Mpa,,0.247 Mpa,0.408 Mpa,,0.467 Mpa,4.81%,11.7%,7.38%,2.98%,,2.26%,6.82%,,11.2%
2026-07-21 01:00:00,0.204 Mpa,0 Mpa,0.268 Mpa,0.172 Mpa,0.00617 Mpa,1.45 Mpa,0.375 Mpa,,0.669 Mpa,6.65%,11.1%,4.87%,1.77%,0.311%,35.7%,5.82%,,15.4%
2026-07-21 03:00:00,0.171 Mpa,,0.365 Mpa,0.184 Mpa,0.380 Mpa,0.237 Mpa,0.255 Mpa,,0.163 Mpa,7.01%,,7.81%,1.82%,13.8%,2.00%,2.80%,,1.91%
2026-07-21 05:00:00,0.0986 Mpa,,0.247 Mpa,0.197 Mpa,0.124 Mpa,0.208 Mpa,0.192 Mpa,,0.295 Mpa,5.02%,,4.54%,2.54%,3.58%,1.35%,1.94%,,6.24%
2026-07-21 07:00:00,0.0479 Mpa,,0.620 Mpa,0.119 Mpa,0.201 Mpa,0.446 Mpa,0.367 Mpa,,0.315 Mpa,4.06%,,14.9%,0.387%,5.41%,7.68%,6.75%,,6.22%
2026-07-21 09:00:00,0.378 Mpa,0.168 Mpa,0.572 Mpa,0.531 Mpa,,1.13 Mpa,0.254 Mpa,,0.234 Mpa,11.5%,7.43%,14.0%,12.0%,,24.8%,3.59%,,3.60%
2026-07-21 11:00:00,0.213 Mpa,,0.163 Mpa,0.325 Mpa,0.117 Mpa,1.08 Mpa,0.287 Mpa,,0.167 Mpa,7.15%,,2.77%,6.63%,2.75%,24.2%,5.57%,,2.09%
2026-07-21 13:00:00,0.204 Mpa,,0.380 Mpa,0.316 Mpa,0.0606 Mpa,0.715 Mpa,0.459 Mpa,,0.310 Mpa,8.48%,,8.82%,7.16%,2.16%,14.1%,11.3%,,7.80%
2026-07-21 15:00:00,0.136 Mpa,,0.394 Mpa,0.638 Mpa,0.0736 Mpa,0.307 Mpa,0.195 Mpa,,0.559 Mpa,18.1%,,8.75%,14.9%,1.68%,5.80%,2.44%,,14.3%
2026-07-21 17:00:00,0.210 Mpa,,0.270 Mpa,0.221 Mpa,0.120 Mpa,0.314 Mpa,0.233 Mpa,,,6.00%,,5.34%,10.4%,3.26%,15.6%,3.65%,,
2026-07-21 19:00:00,0.530 Mpa,,0.185 Mpa,1.18 Mpa,0.355 Mpa,0.568 Mpa,0.359 Mpa,,,15.3%,,2.14%,31.5%,9.80%,11.6%,6.09%,,
2026-07-21 21:00:00,0.498 Mpa,,0.294 Mpa,0.280 Mpa,0.270 Mpa,,0.203 Mpa,,0.245 Mpa,15.9%,,5.61%,3.85%,7.11%,,1.25%,,5.03%
2026-07-21 23:00:00,0.108 Mpa,,0.338 Mpa,0.522 Mpa,0.274 Mpa,0.933 Mpa,0.181 Mpa,,,6.22%,,6.90%,10.5%,17.8%,21.7%,0.589%,,
2026-07-22 01:00:00,0.237 Mpa,,0.0927 Mpa,1.00 Mpa,0.210 Mpa,0.233 Mpa,0.187 Mpa,,,8.55%,,1.52%,25.0%,17.0%,2.44%,1.63%,,
2026-07-22 03:00:00,0.304 Mpa,,0.169 Mpa,0.646 Mpa,0.288 Mpa,0.234 Mpa,0.347 Mpa,,,10.4%,,2.51%,23.1%,8.89%,1.34%,5.62%,,
2026-07-22 05:00:00,0.741 Mpa,,0.137 Mpa,0.481 Mpa,0.205 Mpa,0.196 Mpa,0.228 Mpa,,,19.8%,,1.48%,10.1%,5.37%,1.09%,3.35%,,
2026-07-22 07:00:00,0.159 Mpa,,0.183 Mpa,0.287 Mpa,0.159 Mpa,0.187 Mpa,0.339 Mpa,,,6.45%,,2.60%,4.64%,4.23%,0.895%,5.83%,,
2026-07-22 09:00:00,0.267 Mpa,,0.560 Mpa,0.538 Mpa,0.147 Mpa,0.207 Mpa,0.306 Mpa,,,9.12%,,13.6%,12.0%,4.45%,1.21%,4.40%,,
2026-07-22 11:00:00,0.235 Mpa,,0.0971 Mpa,0.266 Mpa,0.0730 Mpa,0.184 Mpa,0.592 Mpa,,,9.59%,,0.247%,4.69%,3.56%,0.628%,13.5%,,
2026-07-22 13:00:00,0 Mpa,,0.234 Mpa,0.720 Mpa,0.110 Mpa,0.614 Mpa,0.238 Mpa,,,0.0125%,,3.70%,16.9%,2.97%,12.1%,4.80%,,
2026-07-22 15:00:00,0.152 Mpa,,0.237 Mpa,0.314 Mpa,0.0103 Mpa,0.933 Mpa,0.327 Mpa,,,4.09%,,4.15%,5.96%,0.144%,20.8%,6.46%,,
2026-07-22 17:00:00,0.125 Mpa,,0.433 Mpa,0.188 Mpa,0.313 Mpa,0.193 Mpa,0.257 Mpa,,0.142 Mpa,5.45%,,10.5%,36.8%,8.84%,2.49%,4.13%,,0.977%
2026-07-22 19:00:00,0.153 Mpa,,0.160 Mpa,0.297 Mpa,0.184 Mpa,0.980 Mpa,0.258 Mpa,,0.134 Mpa,5.25%,,2.05%,18.7%,5.13%,30.0%,5.39%,,1.47%
2026-07-22 21:00:00,0.107 Mpa,,0.131 Mpa,0.286 Mpa,0.324 Mpa,2.24 Mpa,0.216 Mpa,,0.447 Mpa,5.30%,,0.827%,12.5%,8.80%,57.0%,4.75%,,9.88%
2026-07-22 23:00:00,0.135 Mpa,,0.412 Mpa,0.336 Mpa,0.109 Mpa,1.50 Mpa,0.207 Mpa,,0.228 Mpa,4.98%,,9.79%,5.77%,2.62%,60.0%,1.51%,,2.64%
2026-07-23 01:00:00,0.516 Mpa,,0.229 Mpa,0.320 Mpa,0.0231 Mpa,1.60 Mpa,0.221 Mpa,,0.258 Mpa,15.3%,,3.83%,5.34%,1.61%,38.1%,2.59%,,4.80%
2026-07-23 03:00:00,0.308 Mpa,,0.209 Mpa,0.152 Mpa,0.0474 Mpa,0.328 Mpa,0.337 Mpa,,0.524 Mpa,31.2%,,3.01%,0.925%,1.19%,4.75%,9.62%,,11.2%
2026-07-23 05:00:00,0.148 Mpa,,0.304 Mpa,0.206 Mpa,0.0553 Mpa,0.155 Mpa,,,0.426 Mpa,4.54%,,5.68%,2.71%,1.34%,0.302%,,,8.30%
2026-07-23 07:00:00,0.150 Mpa,,0.602 Mpa,0.231 Mpa,0.830 Mpa,,,,0.339 Mpa,6.10%,,14.5%,2.98%,23.0%,,,,5.78%
2026-07-23 09:00:00,0.111 Mpa,,1.22 Mpa,0.193 Mpa,0.456 Mpa,0.144 Mpa,0.0244 Mpa,,0.409 Mpa,4.72%,,31.6%,1.95%,13.6%,0.437%,1.81%,,7.54%
2026-07-23 11:00:00,0.0246 Mpa,,0.118 Mpa,0.372 Mpa,0.324 Mpa,0.264 Mpa,0.272 Mpa,,0.176 Mpa,3.63%,,0.712%,7.20%,9.48%,4.08%,5.76%,,1.57%
2026-07-23 13:00:00,0.735 Mpa,,0.720 Mpa,0.274 Mpa,0.0305 Mpa,,,,0.273 Mpa,21.5%,,18.1%,4.67%,2.04%,,,,4.87%
2026-07-23 15:00:00,0.986 Mpa,,0.185 Mpa,0.251 Mpa,0.187 Mpa,0.147 Mpa,,,0.508 Mpa,26.1%,,2.21%,3.62%,6.91%,0%,,,10.9%
2026-07-23 17:00:00,0.638 Mpa,,0.150 Mpa,0.178 Mpa,0.184 Mpa,,,,,16.8%,,1.46%,1.67%,5.32%,,,,
2026-07-23 19:00:00,0.150 Mpa,,0.406 Mpa,0.437 Mpa,0.272 Mpa,,,,0.0567 Mpa,3.88%,,52.5%,9.06%,8.33%,,,,0%
2026-07-23 21:00:00,0.835 Mpa,,0.424 Mpa,0.238 Mpa,0.301 Mpa,,,,0.194 Mpa,22.4%,,11.5%,2.29%,8.36%,,,,3.70%
2026-07-23 23:00:00,0.593 Mpa,,0.462 Mpa,0.269 Mpa,0.110 Mpa,0.192 Mpa,,,0.165 Mpa,17.1%,,10.4%,3.28%,3.75%,1.03%,,,1.04%
2026-07-24 01:00:00,0.192 Mpa,,0.267 Mpa,0.178 Mpa,0.0200 Mpa,,,,0.266 Mpa,5.78%,,6.32%,1.01%,1.27%,,,,4.08%
2026-07-24 03:00:00,0.0742 Mpa,,0.279 Mpa,0.287 Mpa,0.142 Mpa,0.501 Mpa,,,0.235 Mpa,5.03%,,4.67%,4.55%,3.64%,8.65%,,,3.17%
2026-07-24 05:00:00,0.257 Mpa,,0.192 Mpa,,0.274 Mpa,,,,0.273 Mpa,7.65%,,2.54%,,8.80%,,,,3.79%
2026-07-24 07:00:00,0.356 Mpa,,0.449 Mpa,0.108 Mpa,0.435 Mpa,,,,0.517 Mpa,10.9%,,9.91%,0.762%,13.1%,,,,10.4%
2026-07-24 09:00:00,0.330 Mpa,,0.157 Mpa,0.157 Mpa,0.0961 Mpa,0.181 Mpa,0.0232 Mpa,,0.163 Mpa,10.7%,,2.36%,1.71%,2.57%,1.64%,0%,,1.12%
2026-07-24 11:00:00,0.312 Mpa,,0.228 Mpa,0.118 Mpa,0.449 Mpa,,0.126 Mpa,,0.154 Mpa,10.1%,,3.78%,1.17%,13.4%,,0.821%,,5.60%
2026-07-24 13:00:00,0.0725 Mpa,,0.692 Mpa,0.270 Mpa,0.340 Mpa,,1.08 Mpa,,0.188 Mpa,2.04%,,16.9%,29.7%,11.0%,,28.7%,,2.47%
2026-07-24 15:00:00,1.05 Mpa,,0.215 Mpa,0.144 Mpa,0.502 Mpa,,0.866 Mpa,,0.290 Mpa,29.5%,,3.43%,41.6%,15.0%,,21.1%,,5.20%
2026-07-24 17:00:00,0.0653 Mpa,,0.310 Mpa,0.169 Mpa,0.427 Mpa,,0.954 Mpa,,0.204 Mpa,5.32%,,6.19%,0.748%,11.7%,,26.6%,,2.71%
2026-07-24 19:00:00,0.0674 Mpa,,0.305 Mpa,0.449 Mpa,0.990 Mpa,,1.33 Mpa,,0.336 Mpa,3.95%,,5.06%,8.63%,27.1%,,51.4%,,5.13%
2026-07-24 21:00:00,0.239 Mpa,,0.205 Mpa,0.226 Mpa,0.322 Mpa,,0.399 Mpa,,0.436 Mpa,8.27%,,2.30%,2.11%,8.62%,,12.2%,,7.64%
2026-07-24 23:00:00,0.0850 Mpa,,0.183 Mpa,0.265 Mpa,0.142 Mpa,,0.350 Mpa,,0.228 Mpa,3.07%,,2.70%,3.57%,3.45%,,6.01%,,2.60%
2026-07-25 01:00:00,0.415 Mpa,,0.0942 Mpa,0.212 Mpa,0.0484 Mpa,,0.326 Mpa,,0.157 Mpa,11.9%,,2.66%,2.07%,0.853%,,5.13%,,1.91%
2026-07-25 03:00:00,0.206 Mpa,,0.283 Mpa,0.428 Mpa,0.138 Mpa,,0.468 Mpa,,0.262 Mpa,6.13%,,4.78%,8.00%,3.88%,,30.9%,,3.78%
2026-07-25 05:00:00,0.294 Mpa,,0.239 Mpa,0.377 Mpa,0.0916 Mpa,,0.205 Mpa,,0.232 Mpa,7.84%,,4.07%,6.20%,2.56%,,3.39%,,3.64%
2026-07-25 07:00:00,0.0857 Mpa,,0.584 Mpa,0.308 Mpa,0.227 Mpa,,0.219 Mpa,,0.181 Mpa,3.71%,,14.1%,4.98%,5.99%,,2.38%,,1.21%
2026-07-25 09:00:00,0.218 Mpa,0.00960 Mpa,0.593 Mpa,0.427 Mpa,0.306 Mpa,,0.402 Mpa,,0.196 Mpa,7.21%,0.0800%,14.5%,7.84%,9.99%,,7.83%,,2.35%
2026-07-25 11:00:00,0.0730 Mpa,,0.155 Mpa,0.510 Mpa,0.139 Mpa,,0.332 Mpa,,0.527 Mpa,5.38%,,2.14%,10.3%,3.99%,,6.61%,,10.6%
2026-07-25 13:00:00,0.0609 Mpa,,0.281 Mpa,,0.220 Mpa,,0.448 Mpa,,0.220 Mpa,3.93%,,5.46%,,6.33%,,9.42%,,3.35%
2026-07-25 15:00:00,0.120 Mpa,,0.148 Mpa,0.241 Mpa,0.377 Mpa,,0.176 Mpa,,0.204 Mpa,5.00%,,1.71%,3.05%,12.3%,,3.82%,,3.98%
2026-07-25 17:00:00,0.0878 Mpa,,0.522 Mpa,0.306 Mpa,0.139 Mpa,,0.201 Mpa,,0.186 Mpa,13.1%,,12.0%,5.04%,4.62%,,2.41%,,3.07%
2026-07-25 19:00:00,0.0971 Mpa,,0.183 Mpa,0.384 Mpa,0.413 Mpa,,0.566 Mpa,,0.254 Mpa,4.78%,,2.18%,6.97%,11.4%,,12.1%,,3.55%
2026-07-25 21:00:00,0.0900 Mpa,,0.173 Mpa,0.365 Mpa,0.133 Mpa,,0.222 Mpa,,0.184 Mpa,4.19%,,1.75%,6.26%,5.04%,,1.56%,,1.62%
2026-07-25 23:00:00,0.0352 Mpa,,0.168 Mpa,0.271 Mpa,0.410 Mpa,,0.446 Mpa,,0.162 Mpa,2.86%,,1.49%,3.46%,12.0%,,8.67%,,1.79%
2026-07-26 01:00:00,0.144 Mpa,,0.127 Mpa,0.384 Mpa,0.141 Mpa,,0.221 Mpa,,0.586 Mpa,6.71%,,0.407%,6.91%,5.37%,,1.56%,,13.0%
2026-07-26 03:00:00,0.104 Mpa,,0.168 Mpa,0.245 Mpa,0.699 Mpa,,0.348 Mpa,,0.211 Mpa,5.23%,,1.90%,2.83%,19.5%,,5.49%,,2.46%
2026-07-26 05:00:00,0.192 Mpa,,0.128 Mpa,0.218 Mpa,0.109 Mpa,,0.385 Mpa,,0.427 Mpa,6.25%,,1.44%,2.21%,4.77%,,7.36%,,8.02%
2026-07-26 07:00:00,0.0707 Mpa,,0.437 Mpa,0.216 Mpa,0.170 Mpa,,0.528 Mpa,,0.318 Mpa,9.25%,,10.1%,1.97%,5.98%,,12.4%,,5.38%
2026-07-26 09:00:00,0.0283 Mpa,,0.419 Mpa,0.267 Mpa,0.123 Mpa,,0.424 Mpa,,0.216 Mpa,8.98%,,10.5%,4.04%,5.85%,,7.71%,,2.52%
2026-07-26 11:00:00,0.0530 Mpa,,0.582 Mpa,0.344 Mpa,0.353 Mpa,,0.812 Mpa,,0.278 Mpa,2.05%,,13.7%,5.83%,11.2%,,20.5%,,6.00%
2026-07-26 13:00:00,0.216 Mpa,,0.137 Mpa,0.342 Mpa,0.0568 Mpa,,0.334 Mpa,,0.226 Mpa,6.09%,,1.27%,6.11%,1.56%,,5.65%,,3.29%
2026-07-26 15:00:00,0.963 Mpa,,0.726 Mpa,0.358 Mpa,0.350 Mpa,,0.621 Mpa,,0.284 Mpa,26.9%,,17.9%,6.09%,10.2%,,15.2%,,4.41%
2026-07-26 17:00:00,0.174 Mpa,,0.221 Mpa,0.268 Mpa,0.227 Mpa,,0.285 Mpa,,0.475 Mpa,9.02%,,3.29%,3.80%,8.42%,,4.59%,,9.54%
2026-07-26 19:00:00,0.481 Mpa,,0.575 Mpa,0.229 Mpa,0.336 Mpa,,0.307 Mpa,,0.259 Mpa,13.7%,,13.2%,2.58%,12.4%,,5.62%,,2.97%
2026-07-26 21:00:00,1.12 Mpa,,0.245 Mpa,0.195 Mpa,0.126 Mpa,,0.279 Mpa,,0.386 Mpa,30.0%,,3.51%,1.92%,3.50%,,3.92%,,7.71%
2026-07-26 23:00:00,0.154 Mpa,,0.194 Mpa,0.198 Mpa,0.144 Mpa,,0.203 Mpa,,0.626 Mpa,5.45%,,2.26%,2.00%,4.11%,,2.17%,,13.0%
2026-07-27 01:00:00,0.177 Mpa,,,0.315 Mpa,,,0.543 Mpa,,0.599 Mpa,4.92%,,,4.79%,,,11.3%,,12.8%
2026-07-27 03:00:00,0.540 Mpa,,0.208 Mpa,0.256 Mpa,,,0.344 Mpa,,0.231 Mpa,15.2%,,2.21%,2.98%,,,5.38%,,5.17%
2026-07-27 05:00:00,0.412 Mpa,,0.131 Mpa,0.272 Mpa,0 Mpa,,0.519 Mpa,,0.507 Mpa,12.1%,,1.10%,3.56%,0%,,10.7%,,11.6%
2026-07-27 07:00:00,0.280 Mpa,,0.340 Mpa,0.198 Mpa,0.902 Mpa,,0.225 Mpa,,0.278 Mpa,11.0%,,6.42%,1.69%,23.6%,,1.69%,,4.14%
2026-07-27 09:00:00,0.0754 Mpa,,0.296 Mpa,0.294 Mpa,0.0941 Mpa,,0.386 Mpa,,0.240 Mpa,9.84%,,5.99%,4.48%,4.36%,,7.53%,,4.00%
2026-07-27 11:00:00,0.157 Mpa,,0.203 Mpa,0.219 Mpa,1.05 Mpa,,0.373 Mpa,,0.152 Mpa,7.27%,,2.79%,2.12%,31.9%,,6.36%,,1.60%
2026-07-27 13:00:00,0.161 Mpa,,0.256 Mpa,0.261 Mpa,0.0877 Mpa,,0.845 Mpa,,0.251 Mpa,8.88%,,4.18%,4.43%,2.42%,,21.9%,,4.84%
2026-07-27 15:00:00,0 Mpa,,0.184 Mpa,0.185 Mpa,0.102 Mpa,,0.603 Mpa,,0.180 Mpa,0.0107%,,2.06%,1.24%,3.13%,,14.2%,,1.62%
2026-07-27 17:00:00,0 Mpa,,0.183 Mpa,0.241 Mpa,0.0867 Mpa,,0.110 Mpa,,0.248 Mpa,0.171%,,1.73%,3.20%,10.8%,,1.54%,,4.46%
2026-07-27 19:00:00,,,0.228 Mpa,0.187 Mpa,0.0705 Mpa,,0.301 Mpa,,0.182 Mpa,,,2.80%,1.82%,2.87%,,4.24%,,1.52%
2026-07-27 21:00:00,,,0.476 Mpa,0.238 Mpa,0.0521 Mpa,,0.253 Mpa,,0.551 Mpa,,,9.70%,3.14%,2.61%,,2.94%,,12.1%
2026-07-27 23:00:00,0.306 Mpa,,1.78 Mpa,0.237 Mpa,0.171 Mpa,,0.176 Mpa,,0.304 Mpa,7.93%,,46.1%,2.83%,4.56%,,0.519%,,5.39%
2026-07-28 01:00:00,0.360 Mpa,,1.25 Mpa,0.212 Mpa,0.384 Mpa,,0.192 Mpa,,0.255 Mpa,10.1%,,33.9%,2.27%,10.7%,,1.04%,,5.17%
2026-07-28 03:00:00,0.358 Mpa,,0.108 Mpa,0.260 Mpa,0.0569 Mpa,,0.491 Mpa,,0.303 Mpa,10.6%,,0.949%,3.45%,3.47%,,9.97%,,6.67%
2026-07-28 05:00:00,0.159 Mpa,,,0.306 Mpa,0.151 Mpa,,0.286 Mpa,,0.240 Mpa,4.59%,,,4.66%,4.14%,,4.80%,,4.29%
2026-07-28 07:00:00,0.0534 Mpa,,,0.279 Mpa,0.0881 Mpa,,0.277 Mpa,,0.508 Mpa,2.87%,,,3.64%,2.29%,,2.97%,,11.5%
2026-07-28 09:00:00,0.606 Mpa,,,0.215 Mpa,0.0626 Mpa,,0.356 Mpa,,0.415 Mpa,16.1%,,,2.38%,2.36%,,5.27%,,11.0%
2026-07-28 11:00:00,0.215 Mpa,,0 Mpa,0.268 Mpa,0.00931 Mpa,,0.222 Mpa,,0.229 Mpa,8.63%,,0.0727%,3.62%,1.13%,,1.52%,,3.52%
2026-07-28 13:00:00,0.121 Mpa,,,0.214 Mpa,0.280 Mpa,,0.321 Mpa,,0.218 Mpa,4.54%,,,2.40%,8.38%,,3.90%,,4.07%
2026-07-28 15:00:00,0.126 Mpa,,,0.207 Mpa,0.164 Mpa,,0.299 Mpa,,0.135 Mpa,6.10%,,,2.63%,6.16%,,3.77%,,1.29%
2026-07-28 17:00:00,0.0950 Mpa,,,0.228 Mpa,0.0826 Mpa,,0.190 Mpa,,0.197 Mpa,5.78%,,,2.90%,3.55%,,1.96%,,3.07%
2026-07-28 19:00:00,0.106 Mpa,,,0.205 Mpa,0.340 Mpa,,1.34 Mpa,,0.192 Mpa,4.37%,,,4.94%,10.0%,,35.9%,,2.73%
2026-07-28 21:00:00,0.0532 Mpa,,,0.173 Mpa,0.369 Mpa,,0.350 Mpa,,0.218 Mpa,4.60%,,,1.11%,11.1%,,5.03%,,3.77%
