"Time","P_BW - I38","P_BW - I39","P_BW - I40","P_BW - I41","P_BW - I42","P_BW - I43","P_BW - I44","P_BW - I47","P_BW - I48","%BW - I38","%BW - I39","%BW - I40","%BW - I41","%BW - I42","%BW - I43","%BW - I44","%BW - I47","%BW - I48"
2026-08-26 23:00:00,0.193 Mpa,0.250 Mpa,0.192 Mpa,0.226 Mpa,,0.176 Mpa,0.275 Mpa,,0.175 Mpa,5.15%,7.24%,4.17%,3.88%,,4.90%,4.05%,,1.64%
2026-08-27 01:00:00,0.0625 Mpa,0.328 Mpa,0.101 Mpa,0.246 Mpa,,0.205 Mpa,0.291 Mpa,,0.192 Mpa,2.64%,8.93%,1.73%,4.11%,,4.02%,6.35%,,2.29%
2026-08-27 03:00:00,0.0576 Mpa,0.141 Mpa,0.0440 Mpa,0.267 Mpa,,0.208 Mpa,0.483 Mpa,,0.272 Mpa,1.47%,3.69%,0.231%,4.58%,,3.19%,13.6%,,4.27%
2026-08-27 05:00:00,0.0976 Mpa,0.227 Mpa,,0.187 Mpa,,0.175 Mpa,0.217 Mpa,,0.216 Mpa,5.76%,6.44%,,2.60%,,3.90%,6.12%,,2.76%
2026-08-27 07:00:00,0.270 Mpa,0.201 Mpa,,0.191 Mpa,,0.176 Mpa,0.228 Mpa,,0.202 Mpa,8.46%,5.91%,,2.68%,,2.57%,5.87%,,3.02%
2026-08-27 09:00:00,0.287 Mpa,0.0108 Mpa,,0.168 Mpa,,0.169 Mpa,0.360 Mpa,,0.160 Mpa,8.93%,0%,,1.93%,,3.79%,9.47%,,1.69%
2026-08-27 11:00:00,0.136 Mpa,0.0519 Mpa,0.203 Mpa,0.176 Mpa,,0.191 Mpa,0.169 Mpa,,0.259 Mpa,6.19%,1.28%,4.97%,2.17%,,4.50%,5.06%,,4.50%
2026-08-27 13:00:00,0.106 Mpa,0.535 Mpa,,0.412 Mpa,,0.326 Mpa,0.383 Mpa,,0.184 Mpa,4.81%,16.2%,,9.50%,,7.77%,10.3%,,2.16%
2026-08-27 15:00:00,0.306 Mpa,0.0167 Mpa,,0.0484 Mpa,,0.159 Mpa,0.507 Mpa,,0.206 Mpa,8.80%,0.296%,,0.701%,,2.14%,13.3%,,3.46%
2026-08-27 17:00:00,0.145 Mpa,0.00851 Mpa,,0.226 Mpa,,0.244 Mpa,0.435 Mpa,,0.149 Mpa,5.57%,0.174%,,5.03%,,7.20%,10.4%,,1.60%
2026-08-27 19:00:00,0.0962 Mpa,0 Mpa,,0.237 Mpa,,0.286 Mpa,0.304 Mpa,,0.225 Mpa,3.46%,0%,,3.58%,,6.41%,5.47%,,3.30%
2026-08-27 21:00:00,0.248 Mpa,0.00449 Mpa,,0.233 Mpa,,0.294 Mpa,0.364 Mpa,,0.158 Mpa,6.83%,0%,,3.37%,,6.41%,6.44%,,1.56%
2026-08-27 23:00:00,0.0122 Mpa,0.00327 Mpa,,0.134 Mpa,,0.341 Mpa,0.322 Mpa,,0.341 Mpa,2.82%,0%,,1.08%,,8.13%,7.38%,,6.39%
2026-08-28 01:00:00,,0.00169 Mpa,,0.130 Mpa,,0.292 Mpa,0.312 Mpa,,0.177 Mpa,,0.0623%,,1.70%,,6.15%,7.75%,,1.78%
2026-08-28 03:00:00,0.0636 Mpa,0.0557 Mpa,,0.147 Mpa,,0.255 Mpa,0.257 Mpa,,0.321 Mpa,5.91%,4.06%,,1.89%,,5.05%,7.30%,,5.71%
2026-08-28 05:00:00,0.0917 Mpa,0.188 Mpa,,0.131 Mpa,,0.217 Mpa,0.220 Mpa,,0.213 Mpa,4.93%,5.07%,,4.01%,,4.93%,6.52%,,3.00%
2026-08-28 07:00:00,0.0716 Mpa,0.209 Mpa,,0.199 Mpa,,0.226 Mpa,0.239 Mpa,,0.444 Mpa,3.38%,6.46%,,2.71%,,4.45%,8.38%,,8.86%
2026-08-28 09:00:00,0.0833 Mpa,0.0340 Mpa,,0.225 Mpa,,0.219 Mpa,0.265 Mpa,,0.245 Mpa,3.01%,0.876%,,3.69%,,3.08%,7.58%,,3.73%
2026-08-28 11:00:00,0.107 Mpa,0 Mpa,,0.189 Mpa,,0.382 Mpa,0.265 Mpa,,0.152 Mpa,4.32%,0%,,3.02%,,8.01%,7.26%,,1.56%
2026-08-28 13:00:00,,0.0767 Mpa,,0.188 Mpa,,0.808 Mpa,0.463 Mpa,,0.208 Mpa,,2.02%,,3.27%,,19.9%,12.9%,,3.52%
2026-08-28 15:00:00,,0.153 Mpa,,0.215 Mpa,,0.285 Mpa,0.272 Mpa,,0.169 Mpa,,4.55%,,3.93%,,5.90%,7.56%,,2.13%
2026-08-28 17:00:00,,0.185 Mpa,0.000327 Mpa,0.157 Mpa,,0.229 Mpa,0.330 Mpa,,0.222 Mpa,,5.04%,0%,2.59%,,4.80%,8.59%,,3.64%
2026-08-28 19:00:00,,0.0811 Mpa,0.000350 Mpa,0.201 Mpa,,0.267 Mpa,0.340 Mpa,,0.132 Mpa,,2.20%,0%,3.01%,,4.97%,8.42%,,0.762%
2026-08-28 21:00:00,0 Mpa,0.197 Mpa,0.451 Mpa,0.121 Mpa,,0.224 Mpa,0.275 Mpa,,0.165 Mpa,0%,5.21%,11.6%,1.53%,,4.08%,5.86%,,1.37%
2026-08-28 23:00:00,0.0683 Mpa,0.112 Mpa,0.157 Mpa,0.108 Mpa,,0.293 Mpa,0.354 Mpa,,0.262 Mpa,1.76%,2.78%,4.07%,1.71%,,5.67%,6.47%,,4.24%
2026-08-29 01:00:00,0.0638 Mpa,0.221 Mpa,0.0892 Mpa,0.201 Mpa,,0.281 Mpa,0.351 Mpa,,0.224 Mpa,1.80%,6.36%,2.27%,3.39%,,3.89%,6.13%,,2.77%
2026-08-29 03:00:00,0.0624 Mpa,,0.102 Mpa,0.455 Mpa,,0.354 Mpa,0.324 Mpa,,0.192 Mpa,2.05%,,1.80%,9.77%,,6.74%,6.08%,,2.09%
2026-08-29 05:00:00,0.0710 Mpa,,0.154 Mpa,0.358 Mpa,,0.203 Mpa,0.317 Mpa,,0.313 Mpa,3.46%,,2.80%,7.59%,,4.45%,4.54%,,5.32%
2026-08-29 07:00:00,0.0590 Mpa,,0.0908 Mpa,0.210 Mpa,,0.288 Mpa,0.222 Mpa,,0.223 Mpa,1.12%,,2.95%,3.41%,,7.33%,3.94%,,3.27%
2026-08-29 09:00:00,0.0872 Mpa,0.0471 Mpa,0.121 Mpa,0.241 Mpa,,0.207 Mpa,0.245 Mpa,,0.201 Mpa,2.46%,0.979%,1.93%,3.97%,,4.15%,5.75%,,2.55%
2026-08-29 11:00:00,0.179 Mpa,0.00467 Mpa,0.260 Mpa,0.288 Mpa,,0.284 Mpa,0.342 Mpa,,0.274 Mpa,5.19%,0.0702%,5.70%,5.72%,,6.25%,7.09%,,4.77%
2026-08-29 13:00:00,0.273 Mpa,,0.290 Mpa,0.226 Mpa,,0.560 Mpa,0.251 Mpa,,0.181 Mpa,8.11%,,7.92%,4.05%,,11.6%,4.58%,,2.11%
2026-08-29 15:00:00,0.0861 Mpa,,0.178 Mpa,0.325 Mpa,,0.196 Mpa,0.277 Mpa,,0.202 Mpa,3.87%,,4.80%,6.69%,,2.45%,6.38%,,2.71%
2026-08-29 17:00:00,0.157 Mpa,,0.0946 Mpa,0.326 Mpa,,0.262 Mpa,0.287 Mpa,,0.194 Mpa,5.19%,,2.22%,7.14%,,4.36%,7.33%,,2.46%
2026-08-29 19:00:00,0.185 Mpa,,0.262 Mpa,0.112 Mpa,,0.273 Mpa,0.218 Mpa,,0.220 Mpa,6.68%,,6.18%,2.38%,,5.01%,5.49%,,3.08%
2026-08-29 21:00:00,0.165 Mpa,,0.324 Mpa,0.208 Mpa,,0.243 Mpa,0.269 Mpa,,0.148 Mpa,4.52%,,8.29%,4.27%,,4.14%,7.87%,,1.06%
2026-08-29 23:00:00,0.156 Mpa,,0.234 Mpa,0.0898 Mpa,,0.291 Mpa,0.297 Mpa,,0.147 Mpa,4.54%,,5.71%,0.315%,,4.54%,8.25%,,1.11%
2026-08-30 01:00:00,0.114 Mpa,,0.179 Mpa,0.290 Mpa,,0.317 Mpa,0.226 Mpa,,0.400 Mpa,2.58%,,4.72%,5.43%,,4.53%,5.90%,,7.64%
2026-08-30 03:00:00,0.127 Mpa,,0.191 Mpa,0.214 Mpa,,0.622 Mpa,0.238 Mpa,,0.156 Mpa,4.43%,,4.42%,3.40%,,12.8%,5.91%,,1.71%
2026-08-30 05:00:00,0.0805 Mpa,,0.111 Mpa,0.249 Mpa,,0.273 Mpa,0.282 Mpa,,0.262 Mpa,2.62%,,2.03%,4.56%,,7.48%,7.63%,,4.19%
2026-08-30 07:00:00,0.0700 Mpa,0 Mpa,0.223 Mpa,0.206 Mpa,,0.295 Mpa,0.322 Mpa,,0.190 Mpa,2.33%,0%,5.70%,3.32%,,9.05%,6.18%,,2.42%
2026-08-30 09:00:00,0.0762 Mpa,0 Mpa,0.182 Mpa,0.409 Mpa,,0.222 Mpa,0.407 Mpa,,0.193 Mpa,2.87%,0%,4.47%,9.07%,,6.72%,8.80%,,2.63%
2026-08-30 11:00:00,0.222 Mpa,0.0485 Mpa,0.0461 Mpa,0.0278 Mpa,,0.217 Mpa,0.292 Mpa,,0.216 Mpa,6.07%,0.921%,0.398%,0%,,6.21%,7.35%,,2.86%
2026-08-30 13:00:00,0.138 Mpa,0.590 Mpa,0.183 Mpa,0.131 Mpa,,0.535 Mpa,0.356 Mpa,,0.445 Mpa,3.95%,18.0%,3.88%,1.62%,,12.1%,6.70%,,8.96%
2026-08-30 15:00:00,0.144 Mpa,0.111 Mpa,0.160 Mpa,0.253 Mpa,,0.235 Mpa,0.316 Mpa,,0.262 Mpa,3.79%,2.65%,3.79%,4.43%,,4.86%,5.31%,,4.37%
2026-08-30 17:00:00,0.225 Mpa,0.168 Mpa,0.147 Mpa,0.254 Mpa,,0.110 Mpa,0.288 Mpa,,0.223 Mpa,6.54%,4.67%,3.41%,4.51%,,5.14%,7.92%,,3.65%
2026-08-30 19:00:00,0.234 Mpa,0.225 Mpa,0.167 Mpa,0.183 Mpa,,0.123 Mpa,0.346 Mpa,,0.219 Mpa,7.58%,6.81%,3.75%,2.88%,,1.34%,10.8%,,3.23%
2026-08-30 21:00:00,0.145 Mpa,0.245 Mpa,0.181 Mpa,0.273 Mpa,,0.193 Mpa,0.419 Mpa,,0.177 Mpa,5.28%,10.4%,4.06%,4.83%,,2.78%,13.8%,,2.01%
2026-08-30 23:00:00,0.110 Mpa,0.244 Mpa,0.126 Mpa,0.224 Mpa,,0.360 Mpa,0.491 Mpa,,0.252 Mpa,4.42%,11.5%,2.52%,3.50%,,6.93%,16.0%,,3.81%
2026-08-31 01:00:00,0.0669 Mpa,0.174 Mpa,0.156 Mpa,0.198 Mpa,,0.286 Mpa,0.465 Mpa,,0.286 Mpa,3.00%,6.12%,3.01%,2.93%,,4.60%,12.8%,,4.93%
2026-08-31 03:00:00,0.180 Mpa,0.206 Mpa,0.0810 Mpa,0.309 Mpa,,0.234 Mpa,0.351 Mpa,,0.126 Mpa,5.41%,6.69%,1.10%,6.25%,,2.63%,9.40%,,0.765%
2026-08-31 05:00:00,0.159 Mpa,0.145 Mpa,0.311 Mpa,0.283 Mpa,,0.219 Mpa,0.388 Mpa,,0.210 Mpa,7.13%,3.46%,7.25%,5.28%,,4.79%,10.4%,,3.13%
2026-08-31 07:00:00,0.158 Mpa,0.179 Mpa,0.175 Mpa,0.171 Mpa,,0.234 Mpa,0.284 Mpa,,0.228 Mpa,4.69%,4.63%,3.78%,1.96%,,8.82%,5.35%,,3.65%
2026-08-31 09:00:00,0.163 Mpa,0.186 Mpa,0.192 Mpa,0.452 Mpa,,0.224 Mpa,0.452 Mpa,,0.344 Mpa,5.71%,5.00%,4.27%,9.64%,,7.46%,11.2%,,7.00%
2026-08-31 11:00:00,0.0956 Mpa,0.261 Mpa,0.108 Mpa,0.198 Mpa,,0.255 Mpa,0.267 Mpa,,0.293 Mpa,4.01%,7.29%,1.91%,2.83%,,6.07%,6.59%,,5.43%
2026-08-31 13:00:00,0.193 Mpa,0.420 Mpa,0.124 Mpa,0.174 Mpa,,0.582 Mpa,0.376 Mpa,,0.246 Mpa,5.22%,12.3%,2.42%,2.87%,,12.7%,10.8%,,3.90%
2026-08-31 15:00:00,0.0887 Mpa,0.203 Mpa,0.0995 Mpa,0.0267 Mpa,,0.186 Mpa,0.516 Mpa,,0.304 Mpa,3.63%,5.39%,1.81%,0%,,2.86%,15.3%,,4.92%
2026-08-31 17:00:00,0.233 Mpa,0.0273 Mpa,0.166 Mpa,0.0480 Mpa,,0.183 Mpa,0.367 Mpa,,0.240 Mpa,6.24%,0.0578%,3.34%,0%,,3.77%,11.5%,,3.95%
2026-08-31 19:00:00,0.109 Mpa,0.340 Mpa,0.149 Mpa,0.0590 Mpa,,0.240 Mpa,0.309 Mpa,,0.253 Mpa,2.92%,11.3%,2.71%,0.0140%,,4.34%,8.79%,,4.32%
2026-08-31 21:00:00,0.136 Mpa,0.173 Mpa,0.162 Mpa,0.0801 Mpa,,0.257 Mpa,0.232 Mpa,,0.249 Mpa,3.77%,4.88%,3.22%,0%,,3.91%,7.58%,,3.80%
2026-08-31 23:00:00,0.453 Mpa,0.121 Mpa,0.558 Mpa,,,0.120 Mpa,0.501 Mpa,,0.296 Mpa,12.3%,3.48%,14.4%,,,1.65%,16.7%,,5.81%
2026-09-01 01:00:00,0.391 Mpa,0.00263 Mpa,,,,,,,0.327 Mpa,10.3%,0%,,,,,,,5.86%
2026-09-01 03:00:00,0.120 Mpa,0.0998 Mpa,0.172 Mpa,0.0550 Mpa,,,0.0925 Mpa,,0.0906 Mpa,4.75%,2.44%,3.68%,4.57%,,,1.81%,,1.46%
2026-09-01 05:00:00,0.252 Mpa,,2.08 Mpa,0.0913 Mpa,,0.254 Mpa,,,,7.24%,,53.5%,0.844%,,4.72%,,,
2026-09-01 07:00:00,0.111 Mpa,,0.850 Mpa,0.335 Mpa,,0.266 Mpa,0.327 Mpa,,0.143 Mpa,3.78%,,21.6%,7.53%,,6.85%,8.14%,,1.44%
2026-09-01 09:00:00,0.0641 Mpa,0.258 Mpa,0.170 Mpa,0.197 Mpa,,0.186 Mpa,0.312 Mpa,,0.332 Mpa,2.53%,6.27%,3.63%,2.86%,,3.80%,6.99%,,5.84%
2026-09-01 11:00:00,0.151 Mpa,0.0649 Mpa,0.181 Mpa,0.237 Mpa,,0.450 Mpa,0.332 Mpa,,0.170 Mpa,5.42%,1.21%,3.74%,3.94%,,10.5%,6.42%,,1.40%
2026-09-01 13:00:00,0.174 Mpa,0.156 Mpa,0.159 Mpa,0.305 Mpa,,,0.296 Mpa,,0.119 Mpa,5.56%,4.15%,2.93%,6.01%,,,6.04%,,0.655%
2026-09-01 15:00:00,0.314 Mpa,0.207 Mpa,0.168 Mpa,0.198 Mpa,,,0.455 Mpa,,0.243 Mpa,9.76%,5.91%,3.41%,2.96%,,,10.1%,,3.84%
2026-09-01 17:00:00,,0.125 Mpa,0.219 Mpa,0.262 Mpa,,,0.475 Mpa,,0.581 Mpa,,2.70%,5.45%,4.66%,,,12.9%,,12.7%
2026-09-01 19:00:00,,,0 Mpa,0.143 Mpa,,,,,,,,0.0118%,2.30%,,,,,
2026-09-01 21:00:00,,,0.254 Mpa,0.366 Mpa,,1.61 Mpa,0.210 Mpa,,,,,6.20%,8.38%,,36.3%,3.62%,,
2026-09-01 23:00:00,,,0.203 Mpa,0.242 Mpa,,0.444 Mpa,0.419 Mpa,,0.428 Mpa,,,4.22%,3.91%,,11.5%,10.8%,,8.78%
2026-09-02 01:00:00,0.0251 Mpa,0.107 Mpa,0.191 Mpa,0.160 Mpa,,0.122 Mpa,0.317 Mpa,,0.102 Mpa,2.37%,2.46%,3.76%,1.83%,,1.05%,7.97%,,0.478%
2026-09-02 03:00:00,0.455 Mpa,0.120 Mpa,0.162 Mpa,0.147 Mpa,,0.339 Mpa,0.374 Mpa,,0.202 Mpa,16.1%,2.77%,2.98%,1.11%,,5.06%,10.8%,,2.39%
2026-09-02 05:00:00,0.0420 Mpa,0.124 Mpa,0.0993 Mpa,0.211 Mpa,,0.251 Mpa,0.333 Mpa,,0.311 Mpa,2.98%,2.89%,1.54%,2.98%,,5.03%,8.01%,,5.13%
2026-09-02 07:00:00,0.126 Mpa,0.202 Mpa,0.112 Mpa,0.151 Mpa,,0.285 Mpa,0.200 Mpa,,0.316 Mpa,4.06%,5.15%,1.74%,1.24%,,5.59%,3.02%,,5.26%
2026-09-02 09:00:00,0.149 Mpa,0.209 Mpa,0.238 Mpa,0.150 Mpa,,0.220 Mpa,0.309 Mpa,,0.348 Mpa,4.20%,5.43%,5.34%,1.27%,,4.27%,4.53%,,6.23%
2026-09-02 11:00:00,0.147 Mpa,0.127 Mpa,0.0928 Mpa,0.127 Mpa,,1.10 Mpa,0.216 Mpa,,0.205 Mpa,5.05%,3.17%,1.44%,1.21%,,27.0%,4.55%,,2.44%
2026-09-02 13:00:00,0.00240 Mpa,0.156 Mpa,0.0884 Mpa,0.172 Mpa,,0.277 Mpa,0.365 Mpa,,0.306 Mpa,2.39%,4.28%,1.38%,2.41%,,6.44%,9.47%,,6.41%
2026-09-02 15:00:00,0.348 Mpa,0.355 Mpa,0.116 Mpa,0.211 Mpa,,0.180 Mpa,0.376 Mpa,,0.283 Mpa,10.4%,10.6%,1.96%,3.65%,,3.78%,10.6%,,5.37%
2026-09-02 17:00:00,0.359 Mpa,0.0807 Mpa,0.119 Mpa,0.204 Mpa,,0.198 Mpa,0.240 Mpa,,0.152 Mpa,11.0%,1.73%,1.91%,2.87%,,5.09%,5.16%,,0.801%
2026-09-02 19:00:00,0.121 Mpa,0.200 Mpa,0.167 Mpa,0.260 Mpa,,0.264 Mpa,0.281 Mpa,,0.186 Mpa,5.94%,5.12%,3.33%,4.32%,,6.23%,5.69%,,2.36%
2026-09-02 21:00:00,0.281 Mpa,0.288 Mpa,0.116 Mpa,0.241 Mpa,,0.258 Mpa,0.272 Mpa,,0.220 Mpa,9.63%,7.74%,1.75%,3.62%,,7.79%,5.40%,,3.02%
2026-09-02 23:00:00,0.0644 Mpa,0.290 Mpa,0.186 Mpa,0.351 Mpa,,0.225 Mpa,0.341 Mpa,,0.208 Mpa,3.70%,7.91%,3.53%,6.83%,,5.56%,7.84%,,2.23%
2026-09-03 01:00:00,0.147 Mpa,0.367 Mpa,0.335 Mpa,0.276 Mpa,,0.231 Mpa,0.266 Mpa,,0.315 Mpa,3.91%,10.3%,7.73%,4.52%,,5.07%,6.41%,,5.56%
2026-09-03 03:00:00,0.0643 Mpa,0.272 Mpa,0.228 Mpa,0.247 Mpa,,0.248 Mpa,0.373 Mpa,,0.250 Mpa,2.86%,7.17%,4.80%,3.90%,,3.54%,10.2%,,3.52%
2026-09-03 05:00:00,0.389 Mpa,0.150 Mpa,0.235 Mpa,0.265 Mpa,,0.217 Mpa,0.270 Mpa,,0.148 Mpa,10.3%,3.87%,5.53%,4.34%,,3.82%,7.78%,,1.61%
2026-09-03 07:00:00,0.302 Mpa,0.265 Mpa,0.250 Mpa,0.215 Mpa,,0.303 Mpa,0.296 Mpa,,0.189 Mpa,8.33%,7.08%,5.86%,3.03%,,5.23%,8.58%,,2.45%
2026-09-03 09:00:00,0.142 Mpa,0.173 Mpa,0.124 Mpa,0.183 Mpa,,0.257 Mpa,0.288 Mpa,,0.183 Mpa,4.17%,4.09%,2.30%,2.55%,,4.77%,7.81%,,2.03%
2026-09-03 11:00:00,0.365 Mpa,0.455 Mpa,0.195 Mpa,0.254 Mpa,,0.269 Mpa,0.472 Mpa,,0.232 Mpa,10.3%,14.0%,4.28%,4.47%,,5.53%,12.5%,,3.60%
2026-09-03 13:00:00,0.129 Mpa,0.158 Mpa,0.143 Mpa,0.279 Mpa,,0.330 Mpa,0.105 Mpa,,0.240 Mpa,5.58%,3.95%,2.92%,5.62%,,8.55%,3.65%,,3.58%
2026-09-03 15:00:00,0.266 Mpa,0.170 Mpa,0.0945 Mpa,0.207 Mpa,,0.281 Mpa,0.170 Mpa,,0.264 Mpa,9.24%,4.41%,1.36%,3.00%,,7.94%,1.35%,,4.12%
2026-09-03 17:00:00,0.207 Mpa,0.137 Mpa,0.111 Mpa,0.238 Mpa,,0.209 Mpa,0.143 Mpa,,0.270 Mpa,5.77%,3.38%,1.82%,4.05%,,7.60%,1.09%,,4.55%
2026-09-03 19:00:00,0.0891 Mpa,0.117 Mpa,0.253 Mpa,0.164 Mpa,,0.219 Mpa,0.211 Mpa,,0.242 Mpa,4.28%,2.76%,5.82%,1.72%,,7.59%,2.86%,,3.53%
2026-09-03 21:00:00,0.165 Mpa,0.102 Mpa,0.181 Mpa,0.142 Mpa,,0.248 Mpa,0.167 Mpa,,0.211 Mpa,5.00%,2.27%,3.42%,1.40%,,6.17%,3.36%,,2.67%
2026-09-03 23:00:00,0.115 Mpa,0.160 Mpa,0.194 Mpa,0.157 Mpa,,0.263 Mpa,0.256 Mpa,,0.221 Mpa,3.70%,3.98%,4.17%,1.98%,,7.55%,5.72%,,3.24%
2026-09-04 01:00:00,0.0924 Mpa,0.265 Mpa,0.0741 Mpa,0.137 Mpa,,0.232 Mpa,0.258 Mpa,,0.296 Mpa,3.13%,7.01%,0.967%,1.52%,,7.50%,6.84%,,5.28%
2026-09-04 03:00:00,0.270 Mpa,0.222 Mpa,0.313 Mpa,0.114 Mpa,,0.265 Mpa,0.208 Mpa,,0.190 Mpa,7.77%,5.79%,7.73%,0.651%,,6.89%,4.81%,,2.13%
2026-09-04 05:00:00,0.242 Mpa,0.342 Mpa,0.130 Mpa,0.436 Mpa,,0.213 Mpa,0.194 Mpa,,0.199 Mpa,7.34%,9.63%,2.92%,10.0%,,5.19%,6.73%,,2.39%
2026-09-04 07:00:00,0.136 Mpa,0.404 Mpa,0.291 Mpa,,,0.290 Mpa,0.255 Mpa,,0.855 Mpa,3.45%,11.8%,7.31%,,,6.91%,6.74%,,19.1%
2026-09-04 09:00:00,0.157 Mpa,0.460 Mpa,0.147 Mpa,,,0.254 Mpa,0.255 Mpa,,0.175 Mpa,4.54%,13.1%,3.52%,,,4.96%,6.59%,,1.74%
2026-09-04 11:00:00,0.184 Mpa,0.273 Mpa,0.335 Mpa,0.253 Mpa,0 Mpa,0.289 Mpa,0.235 Mpa,,0.144 Mpa,5.22%,7.70%,9.49%,4.38%,0%,6.63%,6.39%,,0.929%
2026-09-04 13:00:00,0.0956 Mpa,0.121 Mpa,0.150 Mpa,0.221 Mpa,0 Mpa,0.354 Mpa,0.327 Mpa,,0.194 Mpa,3.43%,2.91%,3.18%,3.32%,0.285%,8.80%,9.22%,,2.70%
2026-09-04 15:00:00,0.0226 Mpa,0.298 Mpa,0.285 Mpa,0.182 Mpa,0.00106 Mpa,0.212 Mpa,0.220 Mpa,,0.283 Mpa,1.59%,8.64%,7.44%,2.28%,0.166%,4.34%,6.43%,,4.96%
2026-09-04 17:00:00,0.303 Mpa,0.165 Mpa,0.182 Mpa,0.161 Mpa,,0.191 Mpa,0.221 Mpa,,0.386 Mpa,8.65%,4.72%,4.10%,1.80%,,2.30%,6.24%,,7.76%
2026-09-04 19:00:00,0.127 Mpa,0.119 Mpa,0.169 Mpa,0.149 Mpa,,0.196 Mpa,0.251 Mpa,,0.359 Mpa,3.38%,2.96%,3.52%,1.76%,,2.16%,7.23%,,6.44%
2026-09-04 21:00:00,0.0894 Mpa,0.0408 Mpa,0.0981 Mpa,0.200 Mpa,,0.269 Mpa,0.277 Mpa,,0.306 Mpa,3.53%,0.505%,1.56%,2.98%,,5.83%,6.56%,,5.38%
2026-09-04 23:00:00,0.0854 Mpa,0.0636 Mpa,0.207 Mpa,0.243 Mpa,,0.260 Mpa,0.285 Mpa,,0.352 Mpa,2.98%,1.03%,4.26%,4.87%,,4.12%,7.57%,,6.57%
2026-09-05 01:00:00,0.0829 Mpa,0.0736 Mpa,0.0534 Mpa,0.232 Mpa,,0.283 Mpa,0.234 Mpa,,0.240 Mpa,2.50%,0.989%,0.731%,3.86%,,4.28%,6.70%,,4.72%
2026-09-05 03:00:00,0.215 Mpa,0.140 Mpa,0.143 Mpa,0.315 Mpa,,0.274 Mpa,0.255 Mpa,,0.212 Mpa,6.27%,3.34%,2.46%,5.98%,,3.54%,7.03%,,2.92%
2026-09-05 05:00:00,0.0822 Mpa,0.108 Mpa,0.231 Mpa,0.269 Mpa,,0.197 Mpa,0.288 Mpa,,0.206 Mpa,2.01%,2.30%,6.09%,5.71%,,4.21%,7.54%,,2.64%
2026-09-05 07:00:00,0.126 Mpa,0.0816 Mpa,0.194 Mpa,0.423 Mpa,,0.243 Mpa,0.216 Mpa,,0.155 Mpa,3.24%,1.38%,4.11%,9.88%,,4.73%,5.95%,,1.73%
2026-09-05 09:00:00,0.0637 Mpa,0.138 Mpa,0.395 Mpa,0.545 Mpa,,0.244 Mpa,0.218 Mpa,,0.217 Mpa,1.96%,3.53%,10.1%,13.4%,,3.51%,6.54%,,3.71%
2026-09-05 11:00:00,0.134 Mpa,0.0774 Mpa,0.260 Mpa,0.316 Mpa,,0.208 Mpa,0.263 Mpa,,0.138 Mpa,3.31%,1.81%,6.46%,6.71%,,3.87%,6.78%,,1.25%
2026-09-05 13:00:00,0.187 Mpa,0.170 Mpa,0.291 Mpa,0.528 Mpa,,0.748 Mpa,0.336 Mpa,,0.212 Mpa,4.79%,4.39%,7.38%,13.5%,,18.3%,9.79%,,3.37%
2026-09-05 15:00:00,0.242 Mpa,0.236 Mpa,0.259 Mpa,0.265 Mpa,0.00389 Mpa,,0.209 Mpa,,0.183 Mpa,8.30%,6.73%,5.84%,5.56%,0%,,4.86%,,2.94%
2026-09-05 17:00:00,0.116 Mpa,0.163 Mpa,0.226 Mpa,0.366 Mpa,0.000594 Mpa,,0.251 Mpa,,0.872 Mpa,3.55%,4.90%,5.37%,7.72%,0%,,6.55%,,20.5%
2026-09-05 19:00:00,0.106 Mpa,0.401 Mpa,0.171 Mpa,0.244 Mpa,,0.298 Mpa,0.239 Mpa,,0.517 Mpa,2.50%,12.5%,3.62%,3.76%,,6.98%,6.64%,,10.4%
2026-09-05 21:00:00,0.146 Mpa,0.361 Mpa,0.182 Mpa,0.201 Mpa,0.0105 Mpa,0.406 Mpa,0.176 Mpa,,0.176 Mpa,3.61%,10.4%,4.04%,2.78%,0%,9.51%,5.80%,,1.81%
2026-09-05 23:00:00,0.139 Mpa,0.284 Mpa,0.159 Mpa,0.228 Mpa,0.0209 Mpa,0.366 Mpa,0.253 Mpa,,0.254 Mpa,3.99%,7.27%,3.23%,3.72%,2.47%,8.24%,5.96%,,3.70%
2026-09-06 01:00:00,0.236 Mpa,0.337 Mpa,0.399 Mpa,0.142 Mpa,0.00944 Mpa,0.228 Mpa,0.312 Mpa,,0.303 Mpa,8.09%,10.3%,10.1%,1.55%,0.480%,3.75%,8.47%,,5.24%
2026-09-06 03:00:00,0.198 Mpa,0.517 Mpa,0.157 Mpa,0.200 Mpa,0.0195 Mpa,0.349 Mpa,0.318 Mpa,,0.215 Mpa,5.64%,16.8%,3.20%,2.53%,0.722%,7.57%,7.96%,,2.98%
2026-09-06 05:00:00,0.121 Mpa,0.144 Mpa,0.168 Mpa,0.155 Mpa,,0.263 Mpa,0.285 Mpa,,0.268 Mpa,3.05%,3.62%,3.67%,1.74%,,4.39%,7.68%,,4.70%
2026-09-06 07:00:00,0.476 Mpa,0.162 Mpa,0.406 Mpa,0.189 Mpa,,0.511 Mpa,0.249 Mpa,,0.137 Mpa,12.3%,4.14%,10.4%,3.16%,,10.6%,7.26%,,1.28%
