"Time","P_BW - I45","P_BW - I49","P_BW - I50","P_BW - I52","P_BW - I53","P_BW - I54","P_BW - I55","P_BW - I56","P_BW - I57","P_BW - I58","%BW - I45","%BW - I49","%BW - I50","%BW - I52","%BW - I53","%BW - I54","%BW - I55","%BW - I56","%BW - I57","%BW - I58"
2026-07-10 19:00:00,0.0529 Mpa,,0.108 Mpa,0.130 Mpa,0.118 Mpa,0.175 Mpa,0.00546 Mpa,0.0767 Mpa,0.0294 Mpa,0.0417 Mpa,1.48%,,3.35%,4.03%,4.86%,4.52%,0.193%,1.78%,0.874%,1.22%
2026-07-10 21:00:00,0.0604 Mpa,0.266 Mpa,0.0734 Mpa,0.0917 Mpa,0.0850 Mpa,0.150 Mpa,0.0458 Mpa,0.569 Mpa,0.0363 Mpa,0.125 Mpa,1.93%,7.93%,2.30%,2.79%,3.32%,4.01%,1.37%,15.5%,0.960%,3.56%
2026-07-10 23:00:00,0.110 Mpa,0.0373 Mpa,0.0368 Mpa,0.107 Mpa,0.0462 Mpa,0.239 Mpa,0.226 Mpa,0.102 Mpa,0.124 Mpa,0.0633 Mpa,3.28%,1.15%,1.27%,3.13%,1.69%,7.32%,6.33%,2.14%,3.68%,1.84%
2026-07-11 01:00:00,0.0563 Mpa,0.0729 Mpa,0.0842 Mpa,0.0543 Mpa,0.132 Mpa,0.277 Mpa,0.0954 Mpa,0.128 Mpa,0.0493 Mpa,0.0669 Mpa,1.55%,2.46%,2.49%,1.60%,4.85%,8.59%,2.74%,2.83%,1.38%,1.87%
2026-07-11 03:00:00,0.0160 Mpa,0.133 Mpa,0.124 Mpa,0.107 Mpa,0.0756 Mpa,0.110 Mpa,0.0832 Mpa,0.0729 Mpa,0.0210 Mpa,0.0620 Mpa,0.396%,4.23%,3.76%,3.76%,2.46%,3.24%,2.27%,1.36%,0.506%,1.83%
2026-07-11 05:00:00,0.174 Mpa,0.114 Mpa,0.113 Mpa,0.159 Mpa,0.0707 Mpa,0.270 Mpa,0.0979 Mpa,0.147 Mpa,0.0876 Mpa,0.126 Mpa,4.97%,3.70%,3.46%,5.06%,2.49%,8.08%,2.80%,3.66%,2.44%,3.66%
2026-07-11 07:00:00,0.127 Mpa,0.0695 Mpa,0.115 Mpa,0.283 Mpa,0.0655 Mpa,0.0915 Mpa,0.0409 Mpa,0.238 Mpa,0.113 Mpa,0.143 Mpa,3.84%,2.34%,3.61%,8.96%,2.42%,2.83%,1.22%,5.97%,3.37%,4.10%
2026-07-11 09:00:00,0.144 Mpa,0.0847 Mpa,0.103 Mpa,0.310 Mpa,0.0432 Mpa,0.176 Mpa,0.0703 Mpa,0.121 Mpa,0.0555 Mpa,0.0986 Mpa,4.42%,2.66%,3.21%,9.86%,1.61%,5.45%,1.94%,3.13%,1.53%,2.85%
2026-07-11 11:00:00,0.119 Mpa,0.0662 Mpa,0.437 Mpa,0.129 Mpa,0.0884 Mpa,0.0852 Mpa,0.157 Mpa,0.0997 Mpa,0.138 Mpa,0.0702 Mpa,3.53%,2.10%,13.1%,4.16%,3.13%,2.58%,4.38%,2.43%,4.18%,2.19%
2026-07-11 13:00:00,0.188 Mpa,0.0678 Mpa,0 Mpa,0.0939 Mpa,0.244 Mpa,0.0465 Mpa,0.113 Mpa,0.219 Mpa,0.0983 Mpa,0.145 Mpa,5.64%,2.24%,0%,2.95%,9.15%,1.36%,3.29%,5.55%,3.02%,4.34%
2026-07-11 15:00:00,0.155 Mpa,0.0246 Mpa,0 Mpa,0.397 Mpa,0.104 Mpa,0.0860 Mpa,0.0295 Mpa,0.113 Mpa,0.0752 Mpa,0.144 Mpa,4.91%,0.804%,0%,11.8%,4.01%,2.68%,0.805%,2.71%,2.35%,4.25%
2026-07-11 17:00:00,,0.120 Mpa,0.0790 Mpa,0.147 Mpa,0.102 Mpa,0.149 Mpa,0.0807 Mpa,0.0577 Mpa,0.172 Mpa,0.160 Mpa,,3.57%,2.36%,4.24%,3.87%,5.03%,2.31%,0.979%,5.33%,4.62%
2026-07-11 19:00:00,,0.129 Mpa,0.293 Mpa,0.0645 Mpa,0.0643 Mpa,0.0696 Mpa,0.127 Mpa,0.206 Mpa,,0.140 Mpa,,4.71%,9.03%,1.85%,2.40%,2.23%,3.58%,5.42%,,4.07%
2026-07-11 21:00:00,0.0981 Mpa,0.110 Mpa,0.00501 Mpa,0.0793 Mpa,0.0641 Mpa,0.149 Mpa,0.0773 Mpa,0.156 Mpa,0.307 Mpa,0.125 Mpa,2.82%,4.24%,0.146%,2.26%,2.56%,4.75%,2.25%,3.87%,9.04%,3.68%
2026-07-11 23:00:00,0.0215 Mpa,0.213 Mpa,0.0663 Mpa,0.206 Mpa,0.103 Mpa,0.100 Mpa,0.173 Mpa,0.166 Mpa,0.124 Mpa,0.167 Mpa,0%,6.92%,2.08%,5.98%,3.94%,3.23%,4.93%,4.56%,3.69%,4.61%
2026-07-12 01:00:00,,0.173 Mpa,0.101 Mpa,0.00709 Mpa,0.0873 Mpa,0.0991 Mpa,0.0833 Mpa,0.132 Mpa,0.0742 Mpa,0 Mpa,,5.10%,3.12%,0.234%,3.19%,3.21%,2.27%,3.35%,2.15%,0%
2026-07-12 03:00:00,,0.319 Mpa,0.0455 Mpa,0.0814 Mpa,0.140 Mpa,0.0884 Mpa,0.240 Mpa,0.137 Mpa,0.0835 Mpa,0.0450 Mpa,,10.3%,1.29%,2.22%,4.85%,2.63%,6.71%,3.89%,2.43%,1.25%
2026-07-12 05:00:00,,0.229 Mpa,0.358 Mpa,0.0597 Mpa,0.0970 Mpa,0.730 Mpa,0.106 Mpa,0.107 Mpa,0.0982 Mpa,0.122 Mpa,,6.73%,10.1%,2.29%,3.63%,20.9%,2.99%,2.76%,2.88%,3.38%
2026-07-12 07:00:00,,0.0654 Mpa,0 Mpa,0.0901 Mpa,0.195 Mpa,0.0950 Mpa,0.110 Mpa,0.0515 Mpa,0.0502 Mpa,0.117 Mpa,,2.06%,0%,2.69%,7.35%,2.73%,3.26%,0.880%,1.38%,3.30%
2026-07-12 09:00:00,,0.0815 Mpa,0 Mpa,0.109 Mpa,0.308 Mpa,0.0679 Mpa,0.0535 Mpa,0.141 Mpa,0.0899 Mpa,0.135 Mpa,,2.46%,0.0159%,3.45%,11.5%,2.18%,1.68%,3.55%,2.67%,4.12%
2026-07-12 11:00:00,,0.105 Mpa,0.00326 Mpa,0.108 Mpa,0.158 Mpa,0.0429 Mpa,0.0541 Mpa,0.0633 Mpa,0.118 Mpa,0.160 Mpa,,3.36%,0%,3.13%,6.10%,1.06%,1.54%,1.10%,3.56%,4.42%
2026-07-12 13:00:00,,0.0367 Mpa,0.224 Mpa,0.0614 Mpa,0.122 Mpa,0.233 Mpa,0.0694 Mpa,0.0969 Mpa,0.0749 Mpa,0.124 Mpa,,1.02%,6.09%,1.73%,4.58%,6.54%,1.96%,2.31%,2.19%,3.57%
2026-07-12 15:00:00,,0.168 Mpa,0.0704 Mpa,0.0438 Mpa,0.353 Mpa,0.258 Mpa,0.0647 Mpa,0.0529 Mpa,0.0777 Mpa,0.114 Mpa,,5.21%,2.38%,1.19%,12.4%,7.72%,1.79%,0.866%,2.34%,3.44%
2026-07-12 17:00:00,,0.178 Mpa,0.140 Mpa,0.0774 Mpa,0.242 Mpa,0.0982 Mpa,0.0928 Mpa,0.125 Mpa,0.0648 Mpa,0.191 Mpa,,5.78%,4.23%,2.39%,8.49%,3.11%,2.70%,3.38%,1.88%,5.36%
2026-07-12 19:00:00,,0.346 Mpa,0.0924 Mpa,0.0823 Mpa,0.0882 Mpa,0.112 Mpa,0.0566 Mpa,0.0901 Mpa,0.0988 Mpa,0.0945 Mpa,,11.1%,2.89%,2.60%,3.03%,3.58%,1.72%,2.05%,2.88%,2.91%
2026-07-12 21:00:00,,0.0306 Mpa,0.106 Mpa,0.105 Mpa,0.0712 Mpa,0.142 Mpa,0.184 Mpa,0.0930 Mpa,0.0861 Mpa,0.0846 Mpa,,1.12%,3.12%,3.67%,2.48%,3.81%,5.16%,2.17%,2.66%,2.48%
2026-07-12 23:00:00,,0.160 Mpa,0.220 Mpa,0.155 Mpa,0.0820 Mpa,0.203 Mpa,0.248 Mpa,0.0777 Mpa,0.0901 Mpa,0.0718 Mpa,,5.43%,6.93%,4.40%,2.89%,5.53%,7.04%,1.84%,2.76%,2.24%
2026-07-13 01:00:00,,0.100 Mpa,0.127 Mpa,0.0954 Mpa,0.106 Mpa,0.150 Mpa,0.0699 Mpa,0.109 Mpa,0.0770 Mpa,0.107 Mpa,,3.25%,4.02%,2.86%,3.90%,4.38%,1.80%,2.59%,2.41%,2.95%
2026-07-13 03:00:00,0.000289 Mpa,0.0958 Mpa,0.0600 Mpa,0.0675 Mpa,0.0902 Mpa,0.141 Mpa,0.0795 Mpa,0.0751 Mpa,0.114 Mpa,0.0570 Mpa,0%,3.46%,1.85%,2.24%,3.21%,4.36%,2.18%,1.76%,3.43%,1.55%
2026-07-13 05:00:00,0 Mpa,0.164 Mpa,0.120 Mpa,0.0797 Mpa,0.102 Mpa,0.109 Mpa,0.120 Mpa,0.119 Mpa,0.205 Mpa,0.0933 Mpa,0%,5.28%,3.67%,2.87%,3.59%,3.45%,3.34%,2.97%,6.32%,2.73%
2026-07-13 07:00:00,0 Mpa,0.170 Mpa,0.129 Mpa,0.111 Mpa,0.163 Mpa,0.0533 Mpa,0.0651 Mpa,0.113 Mpa,0.138 Mpa,0.137 Mpa,0.0177%,5.38%,4.02%,3.44%,5.77%,1.56%,2.08%,2.71%,4.03%,4.00%
2026-07-13 09:00:00,0.0311 Mpa,0.118 Mpa,0.254 Mpa,0.323 Mpa,0.116 Mpa,0.0471 Mpa,0.0785 Mpa,0.124 Mpa,0.126 Mpa,0.159 Mpa,0.531%,3.70%,8.36%,9.38%,4.20%,1.36%,2.25%,3.22%,3.80%,4.69%
2026-07-13 11:00:00,0.0602 Mpa,0.299 Mpa,0.0898 Mpa,0.0680 Mpa,0.112 Mpa,0.0894 Mpa,0.0599 Mpa,0.136 Mpa,0.112 Mpa,0.300 Mpa,1.90%,9.59%,2.90%,1.89%,4.19%,2.54%,1.66%,3.44%,3.50%,8.73%
2026-07-13 13:00:00,0.0601 Mpa,0.0672 Mpa,0.145 Mpa,0.0856 Mpa,0.106 Mpa,0.0624 Mpa,0.107 Mpa,0.172 Mpa,0.0950 Mpa,0.163 Mpa,1.93%,2.16%,4.66%,2.41%,3.97%,1.35%,3.25%,4.38%,2.94%,4.62%
2026-07-13 15:00:00,0.0942 Mpa,0.216 Mpa,0.121 Mpa,0.120 Mpa,0.114 Mpa,0.176 Mpa,0.100 Mpa,0.234 Mpa,0.0706 Mpa,0.146 Mpa,3.58%,6.76%,3.63%,3.48%,4.05%,5.17%,2.83%,6.07%,2.24%,4.25%
2026-07-13 17:00:00,0.0787 Mpa,0.132 Mpa,0.0387 Mpa,0.0734 Mpa,0.0444 Mpa,0.136 Mpa,0.0974 Mpa,0.197 Mpa,0.148 Mpa,0.183 Mpa,2.85%,4.34%,1.12%,2.30%,1.56%,4.14%,2.70%,5.31%,4.55%,5.39%
2026-07-13 19:00:00,0.0360 Mpa,0.0866 Mpa,0.108 Mpa,0.184 Mpa,0.128 Mpa,0.166 Mpa,0.0848 Mpa,0.129 Mpa,0.119 Mpa,0.120 Mpa,1.19%,3.26%,3.37%,5.76%,4.83%,5.01%,2.31%,3.38%,3.70%,3.52%
2026-07-13 21:00:00,0.0491 Mpa,0.258 Mpa,0.0791 Mpa,0.00748 Mpa,0.0321 Mpa,0.181 Mpa,0.100 Mpa,0.0599 Mpa,0.178 Mpa,0.113 Mpa,1.86%,8.80%,2.45%,0.261%,1.11%,5.36%,2.71%,0.950%,5.52%,3.27%
2026-07-13 23:00:00,0.310 Mpa,0.0764 Mpa,0.384 Mpa,0.116 Mpa,0.128 Mpa,0.109 Mpa,0.105 Mpa,0.0472 Mpa,0.137 Mpa,0.153 Mpa,9.26%,2.97%,11.9%,3.35%,4.58%,3.24%,3.07%,0.731%,4.24%,4.29%
2026-07-14 01:00:00,0.0384 Mpa,0.196 Mpa,0.0770 Mpa,0.130 Mpa,0.0713 Mpa,0.0572 Mpa,0.148 Mpa,0.0563 Mpa,0.227 Mpa,0.0948 Mpa,1.08%,6.00%,2.38%,4.53%,2.77%,1.73%,4.31%,1.01%,6.89%,2.92%
2026-07-14 03:00:00,0.0594 Mpa,0.0768 Mpa,0.0583 Mpa,0.0763 Mpa,0.0559 Mpa,0.138 Mpa,0.0556 Mpa,0.202 Mpa,0.221 Mpa,0.0589 Mpa,2.11%,2.33%,1.72%,2.36%,1.77%,4.15%,1.55%,5.92%,7.01%,1.93%
2026-07-14 05:00:00,0.0848 Mpa,0.0837 Mpa,0.148 Mpa,0.0456 Mpa,0.0871 Mpa,0.0970 Mpa,0.102 Mpa,0.143 Mpa,0.166 Mpa,0.0689 Mpa,3.09%,2.73%,4.66%,1.68%,3.22%,3.00%,2.78%,3.87%,5.11%,2.29%
2026-07-14 07:00:00,0.0695 Mpa,0.0819 Mpa,0.0869 Mpa,0.116 Mpa,0.137 Mpa,0.462 Mpa,0.146 Mpa,0.151 Mpa,0.0325 Mpa,0.0238 Mpa,2.04%,2.73%,2.78%,3.41%,5.42%,13.7%,4.27%,4.01%,0.824%,0.628%
2026-07-14 09:00:00,0.240 Mpa,0.163 Mpa,0.0797 Mpa,0.00603 Mpa,0.0816 Mpa,0.243 Mpa,0.0934 Mpa,0.0822 Mpa,0.100 Mpa,0.137 Mpa,7.06%,5.29%,2.58%,0.121%,3.04%,7.48%,2.64%,1.87%,3.15%,3.75%
2026-07-14 11:00:00,0.328 Mpa,0.0721 Mpa,0.0759 Mpa,0.0769 Mpa,0.0794 Mpa,0.187 Mpa,0.0549 Mpa,0.0891 Mpa,0.341 Mpa,0.0961 Mpa,9.83%,2.35%,2.32%,2.59%,2.91%,5.67%,1.66%,2.11%,10.8%,2.74%
2026-07-14 13:00:00,0.296 Mpa,0.0958 Mpa,0.0707 Mpa,0.0869 Mpa,0.183 Mpa,,0.137 Mpa,0.119 Mpa,0.123 Mpa,0.0399 Mpa,8.86%,3.48%,2.34%,3.28%,6.35%,,3.93%,2.93%,3.79%,1.12%
2026-07-14 15:00:00,0.0729 Mpa,0.0376 Mpa,0.0210 Mpa,0.122 Mpa,0.219 Mpa,0.378 Mpa,0 Mpa,0.130 Mpa,0.136 Mpa,0.0553 Mpa,2.12%,1.22%,0.622%,4.01%,7.55%,11.2%,0%,3.27%,4.17%,1.56%
2026-07-14 17:00:00,0.132 Mpa,0.239 Mpa,0.289 Mpa,0.111 Mpa,0.166 Mpa,0.123 Mpa,0.168 Mpa,0.155 Mpa,0.0663 Mpa,0.0723 Mpa,3.80%,7.85%,8.82%,3.86%,6.03%,3.84%,4.63%,4.19%,1.84%,2.11%
2026-07-14 19:00:00,0.0425 Mpa,0.0787 Mpa,0.127 Mpa,0.0685 Mpa,0.132 Mpa,0.226 Mpa,0.0414 Mpa,0.0706 Mpa,0.179 Mpa,0.0792 Mpa,1.40%,2.48%,3.88%,2.46%,4.77%,6.90%,1.29%,1.25%,5.49%,2.36%
2026-07-14 21:00:00,0.00998 Mpa,0.0450 Mpa,0.130 Mpa,0.0134 Mpa,0.0577 Mpa,0.145 Mpa,0.0950 Mpa,0.101 Mpa,0.135 Mpa,0.0972 Mpa,0.177%,1.44%,3.80%,0.749%,1.95%,4.28%,2.67%,2.32%,4.04%,2.73%
2026-07-14 23:00:00,0.0991 Mpa,0.128 Mpa,0.0997 Mpa,0.155 Mpa,0.197 Mpa,0.0628 Mpa,0.0173 Mpa,0.0909 Mpa,0.0861 Mpa,0.0585 Mpa,3.52%,4.10%,3.10%,4.47%,6.33%,1.83%,0.500%,2.04%,2.57%,1.61%
2026-07-15 01:00:00,0.111 Mpa,0.143 Mpa,0.120 Mpa,0.0524 Mpa,0.173 Mpa,0.225 Mpa,0.0615 Mpa,0.122 Mpa,0.0904 Mpa,0.0952 Mpa,4.42%,4.35%,4.02%,1.44%,6.59%,6.68%,1.72%,2.99%,2.77%,2.76%
2026-07-15 03:00:00,0.0147 Mpa,0.0859 Mpa,0.0806 Mpa,0.0675 Mpa,0.246 Mpa,0.0478 Mpa,0.128 Mpa,0.0895 Mpa,0.158 Mpa,0.250 Mpa,0.338%,2.87%,2.45%,2.39%,9.19%,1.46%,3.33%,2.07%,4.72%,7.50%
2026-07-15 05:00:00,0.0994 Mpa,0.107 Mpa,0.0458 Mpa,0.122 Mpa,0.326 Mpa,0.0970 Mpa,0.0754 Mpa,0.140 Mpa,0.0953 Mpa,0.151 Mpa,2.93%,3.55%,1.41%,3.97%,11.6%,2.94%,1.99%,3.59%,2.69%,4.40%
2026-07-15 07:00:00,0.0862 Mpa,0.0550 Mpa,0.0807 Mpa,0.0972 Mpa,0.408 Mpa,0.136 Mpa,0.0714 Mpa,0.115 Mpa,0.125 Mpa,0.114 Mpa,2.82%,1.74%,2.39%,2.76%,15.0%,4.05%,2.04%,2.88%,3.75%,3.16%
2026-07-15 09:00:00,0.0692 Mpa,0.0601 Mpa,0.0934 Mpa,0.165 Mpa,0.362 Mpa,0.286 Mpa,0.0838 Mpa,0.106 Mpa,0.0420 Mpa,0.0777 Mpa,2.45%,1.90%,2.97%,5.30%,13.2%,8.06%,2.47%,2.55%,1.18%,2.06%
2026-07-15 11:00:00,0.157 Mpa,0.0761 Mpa,0.183 Mpa,0.0790 Mpa,0.313 Mpa,,0.0676 Mpa,0.123 Mpa,0.0421 Mpa,0.233 Mpa,5.69%,2.68%,5.70%,2.60%,11.4%,,1.98%,3.13%,1.33%,6.37%
2026-07-15 13:00:00,0.0582 Mpa,0.370 Mpa,0.132 Mpa,0.0624 Mpa,0.351 Mpa,0.114 Mpa,0.118 Mpa,0.176 Mpa,0.0375 Mpa,0.107 Mpa,1.72%,11.6%,4.24%,2.24%,12.8%,2.91%,3.36%,5.18%,1%,3.08%
2026-07-15 15:00:00,0.0801 Mpa,0.0949 Mpa,0.117 Mpa,0.158 Mpa,0.405 Mpa,0.368 Mpa,0.100 Mpa,0.129 Mpa,0.0163 Mpa,0.0985 Mpa,2.46%,3.17%,3.81%,4.83%,14.8%,10.8%,2.85%,3.39%,0.352%,2.79%
2026-07-15 17:00:00,0.0695 Mpa,0.0615 Mpa,0.0687 Mpa,0.0126 Mpa,0.0983 Mpa,0.102 Mpa,0.0515 Mpa,0.0917 Mpa,0.0893 Mpa,0.137 Mpa,2.14%,2.05%,2.12%,0.362%,3.58%,2.73%,1.36%,2.20%,2.59%,3.97%
2026-07-15 19:00:00,0.0824 Mpa,0.141 Mpa,0.0514 Mpa,0.0770 Mpa,0.117 Mpa,0.205 Mpa,0.0598 Mpa,0.0832 Mpa,0.0592 Mpa,0.0905 Mpa,2.96%,4.39%,1.76%,2.31%,4.23%,6.53%,1.69%,1.91%,1.68%,2.63%
2026-07-15 21:00:00,0.0757 Mpa,0.0521 Mpa,0.268 Mpa,0.0437 Mpa,0.102 Mpa,0.176 Mpa,0.0866 Mpa,0.0675 Mpa,0.107 Mpa,0.172 Mpa,2.32%,1.65%,8.00%,1.79%,3.73%,5.41%,2.36%,1.47%,3.36%,4.87%
2026-07-15 23:00:00,0.150 Mpa,0.119 Mpa,0.0631 Mpa,0.118 Mpa,0.106 Mpa,0.302 Mpa,0.149 Mpa,0.0692 Mpa,0.0730 Mpa,0.126 Mpa,4.49%,3.62%,1.90%,3.76%,3.53%,9.18%,4.16%,1.45%,2.22%,3.65%
2026-07-16 01:00:00,0.0250 Mpa,0.0799 Mpa,0.343 Mpa,0.159 Mpa,0.118 Mpa,0.0569 Mpa,0.0639 Mpa,0.0967 Mpa,0.121 Mpa,0.0656 Mpa,0.562%,2.44%,10.3%,5.04%,3.65%,1.73%,1.84%,2.30%,3.64%,1.85%
2026-07-16 03:00:00,0.0947 Mpa,0.0318 Mpa,0.305 Mpa,0.112 Mpa,0.101 Mpa,0.261 Mpa,0.113 Mpa,0.0806 Mpa,0.0643 Mpa,0.0769 Mpa,2.72%,0.865%,9.20%,3.31%,3.50%,7.87%,3.03%,2.11%,1.84%,2.05%
2026-07-16 05:00:00,0.0751 Mpa,0.170 Mpa,0.408 Mpa,0.0363 Mpa,0.157 Mpa,0.251 Mpa,0.125 Mpa,0.0870 Mpa,0.0928 Mpa,0.0859 Mpa,2.24%,5.57%,12.6%,1.01%,5.70%,7.50%,3.33%,2.05%,2.96%,2.32%
2026-07-16 07:00:00,0.0825 Mpa,0.0386 Mpa,0.0478 Mpa,0.119 Mpa,0.243 Mpa,0.193 Mpa,0.117 Mpa,0.116 Mpa,0.196 Mpa,0.0823 Mpa,2.23%,1.19%,1.75%,3.26%,8.33%,5.49%,3.11%,3.07%,6.14%,2.30%
2026-07-16 09:00:00,0.0858 Mpa,0.146 Mpa,0.0533 Mpa,0.0860 Mpa,0.0719 Mpa,0.281 Mpa,0.0450 Mpa,0.311 Mpa,0.144 Mpa,0.115 Mpa,2.38%,4.38%,1.67%,2.44%,2.83%,8.58%,1.19%,8.72%,4.55%,3.30%
2026-07-16 11:00:00,0.138 Mpa,0.101 Mpa,0.0522 Mpa,0.0675 Mpa,0.121 Mpa,0.128 Mpa,0.0950 Mpa,0.0939 Mpa,0.230 Mpa,0.121 Mpa,3.90%,3.02%,1.60%,1.87%,4.63%,3.61%,2.46%,2.27%,7.26%,3.39%
2026-07-16 13:00:00,0.198 Mpa,0.125 Mpa,0.108 Mpa,0.152 Mpa,0.0754 Mpa,0.104 Mpa,0.101 Mpa,0.212 Mpa,0.309 Mpa,0.246 Mpa,6.34%,3.77%,3.51%,4.38%,2.78%,2.62%,2.84%,5.86%,9.53%,7.05%
2026-07-16 15:00:00,0.143 Mpa,0.0774 Mpa,0.105 Mpa,0.0846 Mpa,0.247 Mpa,0.156 Mpa,0.108 Mpa,0.0830 Mpa,0.306 Mpa,0.166 Mpa,4.72%,2.44%,3.22%,2.43%,8.34%,5.05%,3.10%,1.94%,9.45%,4.89%
2026-07-16 17:00:00,0.151 Mpa,0.0898 Mpa,0.175 Mpa,0.0734 Mpa,0.189 Mpa,0.0862 Mpa,0.120 Mpa,0.140 Mpa,0.108 Mpa,0.107 Mpa,4.46%,3.04%,5.70%,2.17%,7.28%,2.68%,3.40%,3.45%,3.39%,2.89%
2026-07-16 19:00:00,0.116 Mpa,0.149 Mpa,0.121 Mpa,0.0596 Mpa,0.348 Mpa,0.0554 Mpa,0.0521 Mpa,0.151 Mpa,0.128 Mpa,0.0768 Mpa,3.44%,5.26%,3.99%,2.07%,12.5%,1.33%,1.43%,4.36%,4.10%,2.06%
2026-07-16 21:00:00,0.0990 Mpa,0.115 Mpa,0.154 Mpa,0.0744 Mpa,0.451 Mpa,0.241 Mpa,0.0638 Mpa,0.172 Mpa,0.161 Mpa,0.0574 Mpa,2.99%,3.93%,4.86%,2.21%,16.0%,7.16%,1.93%,5.01%,5.09%,1.49%
2026-07-16 23:00:00,0.328 Mpa,0.149 Mpa,0.0999 Mpa,0.119 Mpa,0.173 Mpa,0.302 Mpa,0.179 Mpa,0.173 Mpa,0.107 Mpa,0.0534 Mpa,10.8%,5.13%,3.04%,3.49%,6.63%,9.24%,5.16%,5.03%,3.27%,1.46%
2026-07-17 01:00:00,0.0559 Mpa,0.244 Mpa,0.302 Mpa,0.0401 Mpa,0.133 Mpa,0.322 Mpa,0.210 Mpa,0.146 Mpa,0.225 Mpa,0.0401 Mpa,1.71%,7.94%,9.70%,1.09%,5.24%,9.85%,5.75%,4.14%,6.84%,1.11%
2026-07-17 03:00:00,0.0782 Mpa,0.129 Mpa,0.598 Mpa,0.0408 Mpa,0.327 Mpa,0.0699 Mpa,0.161 Mpa,0.0815 Mpa,0.0993 Mpa,0.0903 Mpa,2.62%,4.45%,16.7%,1.16%,12.4%,2.05%,4.64%,2.25%,3.00%,2.47%
2026-07-17 05:00:00,0.0813 Mpa,0.0916 Mpa,,0.0813 Mpa,0.122 Mpa,0.104 Mpa,0.154 Mpa,0.0586 Mpa,0.144 Mpa,0.0920 Mpa,2.30%,2.82%,,2.26%,4.53%,3.15%,4.48%,0.931%,4.39%,2.52%
2026-07-17 07:00:00,0.118 Mpa,0.0997 Mpa,,0.146 Mpa,0.343 Mpa,0.0747 Mpa,0.207 Mpa,0.0388 Mpa,0.196 Mpa,0.0993 Mpa,3.38%,3.13%,,4.32%,10.7%,1.74%,5.79%,0.398%,6.29%,2.78%
2026-07-17 09:00:00,0.0859 Mpa,0.127 Mpa,,0.0812 Mpa,0.272 Mpa,0.138 Mpa,0.0951 Mpa,0.0777 Mpa,0.156 Mpa,0.120 Mpa,2.39%,4.01%,,2.25%,9.93%,3.12%,2.92%,1.56%,4.76%,3.36%
2026-07-17 11:00:00,0.133 Mpa,0.0867 Mpa,,0.0949 Mpa,0.322 Mpa,0.214 Mpa,0.0594 Mpa,0.123 Mpa,0.151 Mpa,0.137 Mpa,3.76%,2.74%,,2.69%,11.9%,5.63%,1.65%,2.97%,4.61%,3.95%
2026-07-17 13:00:00,0.838 Mpa,0.106 Mpa,,0.0552 Mpa,0.234 Mpa,0.177 Mpa,0.0756 Mpa,0.406 Mpa,0.121 Mpa,0.0391 Mpa,23.3%,3.33%,,1.76%,8.66%,5.11%,2.26%,11.4%,3.71%,1.08%
2026-07-17 15:00:00,0.0825 Mpa,0.0668 Mpa,,0.105 Mpa,0.312 Mpa,0.0847 Mpa,0.0369 Mpa,0.0683 Mpa,0.158 Mpa,0.166 Mpa,2.30%,2.44%,,3.25%,11.6%,1.72%,1.22%,1.32%,5.13%,4.70%
2026-07-17 17:00:00,0.0739 Mpa,0.103 Mpa,0 Mpa,0.0793 Mpa,0.173 Mpa,0.0914 Mpa,0.157 Mpa,0.176 Mpa,0.151 Mpa,0.159 Mpa,2.22%,3.28%,0%,2.38%,6.64%,2.58%,4.53%,5.04%,4.83%,4.42%
2026-07-17 19:00:00,0.0948 Mpa,0.248 Mpa,,0.0710 Mpa,0.162 Mpa,0.217 Mpa,0.116 Mpa,0.105 Mpa,0.136 Mpa,0.0865 Mpa,2.78%,8.15%,,1.95%,6.33%,5.99%,3.39%,2.70%,4.36%,2.39%
2026-07-17 21:00:00,0.124 Mpa,0.0939 Mpa,0 Mpa,0.0377 Mpa,0.152 Mpa,0.236 Mpa,0.108 Mpa,0.121 Mpa,0.0934 Mpa,0.0707 Mpa,3.91%,3.33%,0%,1.07%,5.83%,6.99%,3.30%,3.11%,2.83%,1.99%
2026-07-17 23:00:00,0.221 Mpa,0.156 Mpa,0.0000361 Mpa,0.0777 Mpa,0.141 Mpa,0.328 Mpa,0.101 Mpa,0.0784 Mpa,0.158 Mpa,0.0956 Mpa,6.56%,5.27%,0%,2.14%,5.29%,9.60%,3.04%,1.79%,5.01%,2.67%
2026-07-18 01:00:00,0.106 Mpa,0.169 Mpa,0.131 Mpa,0.330 Mpa,0.0756 Mpa,0.269 Mpa,0.0867 Mpa,0.0545 Mpa,0.119 Mpa,0.0521 Mpa,3.01%,5.63%,3.81%,9.44%,2.87%,7.39%,2.69%,0.969%,3.76%,1.50%
2026-07-18 03:00:00,0.129 Mpa,0.108 Mpa,0.208 Mpa,0.0523 Mpa,0.0711 Mpa,0.163 Mpa,0.000522 Mpa,0.0814 Mpa,0.145 Mpa,0.0837 Mpa,3.70%,3.30%,6.68%,1.67%,2.12%,4.02%,0%,1.93%,4.51%,2.41%
2026-07-18 05:00:00,0.0785 Mpa,0.167 Mpa,0.243 Mpa,0.134 Mpa,0.283 Mpa,0.121 Mpa,,0.0877 Mpa,0.159 Mpa,0.107 Mpa,2.39%,5.40%,7.49%,4.31%,9.20%,3.56%,,2.34%,4.86%,2.97%
