"Time","P_BW - I45","P_BW - I49","P_BW - I50","P_BW - I52","P_BW - I53","P_BW - I54","P_BW - I55","P_BW - I56","P_BW - I57","P_BW - I58","%BW - I45","%BW - I49","%BW - I50","%BW - I52","%BW - I53","%BW - I54","%BW - I55","%BW - I56","%BW - I57","%BW - I58"
2026-08-01 03:00:00,0.0556 Mpa,0.0714 Mpa,0.0873 Mpa,0.0390 Mpa,0.0688 Mpa,0.134 Mpa,0.0842 Mpa,0.0725 Mpa,0.0912 Mpa,0.170 Mpa,1.56%,2.47%,2.82%,1.21%,2.47%,4.23%,2.74%,1.62%,2.75%,4.68%
2026-08-01 05:00:00,0.112 Mpa,0.204 Mpa,0.0250 Mpa,0.0463 Mpa,0.171 Mpa,0.145 Mpa,0.168 Mpa,0.148 Mpa,0.247 Mpa,0.102 Mpa,3.06%,6.63%,0.733%,1.31%,6.69%,4.32%,4.78%,3.85%,7.33%,2.88%
2026-08-01 07:00:00,0.0736 Mpa,0.153 Mpa,0.0831 Mpa,0.0630 Mpa,0.0468 Mpa,0.0700 Mpa,0.174 Mpa,0.118 Mpa,0.111 Mpa,0.0802 Mpa,2.12%,5.10%,2.66%,1.97%,1.67%,2.03%,5.85%,2.86%,3.35%,2.17%
2026-08-01 09:00:00,0.0708 Mpa,0.116 Mpa,0.0668 Mpa,0.0565 Mpa,0.0583 Mpa,0.168 Mpa,0.0587 Mpa,0.172 Mpa,0.0444 Mpa,0.0813 Mpa,2.06%,4.12%,2.08%,1.72%,2.17%,5.05%,2.07%,4.61%,1.28%,2.27%
2026-08-01 11:00:00,0.0601 Mpa,0.158 Mpa,0.0829 Mpa,0.0730 Mpa,0.151 Mpa,0.158 Mpa,0.0429 Mpa,0.130 Mpa,0.0418 Mpa,0.122 Mpa,2.21%,5.39%,2.70%,2.33%,5.35%,4.43%,1.39%,3.42%,1.18%,3.26%
2026-08-01 13:00:00,0.0804 Mpa,0.147 Mpa,0.335 Mpa,0.127 Mpa,0.106 Mpa,0.125 Mpa,0.102 Mpa,0.0890 Mpa,0.117 Mpa,0.0503 Mpa,2.75%,4.97%,10.6%,3.59%,3.81%,3.20%,3.50%,2.20%,3.45%,1.35%
2026-08-01 15:00:00,0.0500 Mpa,0.0901 Mpa,0.124 Mpa,0.0807 Mpa,0.142 Mpa,0.0913 Mpa,0.111 Mpa,0.168 Mpa,0.0473 Mpa,0.0966 Mpa,1.45%,3.14%,3.92%,2.11%,5.11%,2.72%,3.80%,4.57%,1.40%,2.68%
2026-08-01 17:00:00,0.104 Mpa,0.260 Mpa,0.134 Mpa,0.132 Mpa,0.0651 Mpa,0.160 Mpa,0.110 Mpa,0.367 Mpa,0.128 Mpa,0.0870 Mpa,2.88%,8.55%,4.02%,4.45%,1.90%,4.91%,3.81%,10.2%,3.76%,2.69%
2026-08-01 19:00:00,0.0882 Mpa,0.0791 Mpa,0.118 Mpa,0.0605 Mpa,0.0721 Mpa,0.147 Mpa,0.0946 Mpa,0.298 Mpa,0.160 Mpa,0.0906 Mpa,2.68%,2.61%,3.66%,2.71%,2.66%,4.70%,3.15%,8.18%,4.97%,2.58%
2026-08-01 21:00:00,0.0718 Mpa,0.0832 Mpa,0.0478 Mpa,0.0550 Mpa,0.0189 Mpa,0.149 Mpa,0.117 Mpa,0.0290 Mpa,0.145 Mpa,0.108 Mpa,2.52%,2.58%,1.43%,1.77%,0.636%,4.79%,3.96%,0%,4.16%,3.18%
2026-08-01 23:00:00,0.0934 Mpa,0.0763 Mpa,0.209 Mpa,0.0460 Mpa,0.000171 Mpa,0.125 Mpa,0.139 Mpa,0.114 Mpa,0.379 Mpa,0.0776 Mpa,2.55%,2.49%,6.21%,2.26%,0%,3.71%,4.63%,2.41%,11.1%,2.23%
2026-08-02 01:00:00,0.163 Mpa,0.226 Mpa,0.0477 Mpa,0.103 Mpa,0.0833 Mpa,0.0952 Mpa,0.123 Mpa,0.0993 Mpa,0.0664 Mpa,0.0973 Mpa,5.24%,7.37%,1.46%,3.46%,2.49%,2.61%,3.95%,2.18%,1.69%,2.62%
2026-08-02 03:00:00,0.240 Mpa,0.0732 Mpa,0.133 Mpa,,,0.114 Mpa,0.0721 Mpa,0.121 Mpa,0.0822 Mpa,0.0204 Mpa,7.64%,2.37%,3.98%,,,3.44%,2.45%,3.07%,2.34%,0.563%
2026-08-02 05:00:00,0.0992 Mpa,0.233 Mpa,0.0587 Mpa,,,0.115 Mpa,0.0510 Mpa,0.0649 Mpa,0.0662 Mpa,0.213 Mpa,2.90%,7.72%,1.67%,,,3.62%,1.62%,1.37%,1.64%,5.69%
2026-08-02 07:00:00,0.216 Mpa,0.159 Mpa,0.0909 Mpa,,,0.184 Mpa,0.269 Mpa,0.125 Mpa,0.0335 Mpa,0.0556 Mpa,6.67%,5.27%,2.55%,,,5.60%,9.48%,3.09%,0.764%,1.60%
2026-08-02 09:00:00,0.0898 Mpa,0.113 Mpa,0.0463 Mpa,,0.159 Mpa,0.142 Mpa,0.146 Mpa,0.133 Mpa,0.0370 Mpa,0.0583 Mpa,2.43%,3.79%,1.46%,,4.51%,4.46%,5.23%,3.43%,1.01%,1.61%
2026-08-02 11:00:00,0.149 Mpa,0.0460 Mpa,0.146 Mpa,,0 Mpa,0.0717 Mpa,0.128 Mpa,0.119 Mpa,0.0387 Mpa,0.123 Mpa,4.61%,1.75%,4.32%,,0%,2.15%,4.27%,3.04%,1.04%,3.47%
2026-08-02 13:00:00,0.0952 Mpa,0.0534 Mpa,0.0359 Mpa,,,0.184 Mpa,0.0909 Mpa,0.0587 Mpa,0.109 Mpa,0.000132 Mpa,2.67%,1.87%,0.971%,,,5.44%,3.13%,1.31%,3.02%,0.00954%
2026-08-02 15:00:00,0.0949 Mpa,0.0620 Mpa,0.0803 Mpa,,,0.156 Mpa,0.0660 Mpa,0.128 Mpa,0.134 Mpa,0.0988 Mpa,2.81%,2.38%,2.56%,,,4.87%,2.25%,3.28%,4.08%,2.70%
2026-08-02 17:00:00,0.111 Mpa,0.0678 Mpa,0.242 Mpa,,,0.0573 Mpa,0.117 Mpa,0.149 Mpa,0.0840 Mpa,0.0712 Mpa,3.36%,2.20%,7.11%,,,1.76%,3.99%,4.07%,2.56%,1.95%
2026-08-02 19:00:00,0.160 Mpa,0.175 Mpa,0.0701 Mpa,,,0.0420 Mpa,0.177 Mpa,0.0783 Mpa,0.0373 Mpa,0.0824 Mpa,4.85%,6.06%,3.56%,,,1.24%,6.06%,1.57%,0.909%,2.25%
2026-08-02 21:00:00,0.0692 Mpa,0.0612 Mpa,0.0586 Mpa,,,0.141 Mpa,0.162 Mpa,0.119 Mpa,0.0887 Mpa,0.0557 Mpa,2.11%,2.14%,1.63%,,,4.21%,5.41%,3.00%,2.55%,1.65%
2026-08-02 23:00:00,0.297 Mpa,0.0523 Mpa,0.0557 Mpa,0 Mpa,,0.0863 Mpa,0.0902 Mpa,0.113 Mpa,0.0797 Mpa,0.0830 Mpa,8.55%,1.81%,1.56%,0%,,2.58%,2.98%,2.61%,2.25%,2.43%
2026-08-03 01:00:00,0.0763 Mpa,0.156 Mpa,0.110 Mpa,0.0793 Mpa,,0.142 Mpa,0.136 Mpa,0.136 Mpa,0.361 Mpa,0.0768 Mpa,2.08%,4.92%,3.19%,2.53%,,4.49%,4.70%,3.19%,10.4%,2.36%
2026-08-03 03:00:00,0.150 Mpa,0.0746 Mpa,0.102 Mpa,0.0666 Mpa,,0.161 Mpa,0.0924 Mpa,0.144 Mpa,0.0323 Mpa,0.136 Mpa,4.36%,2.49%,2.89%,2.27%,,5.17%,2.98%,3.68%,0.688%,3.68%
2026-08-03 05:00:00,0.106 Mpa,0.0966 Mpa,0.0653 Mpa,0.0870 Mpa,,0.100 Mpa,0.121 Mpa,0.109 Mpa,0.0596 Mpa,0.0927 Mpa,3.03%,3.04%,1.87%,2.58%,,3.08%,4.08%,2.49%,1.63%,2.58%
2026-08-03 07:00:00,0.102 Mpa,0.158 Mpa,0.0661 Mpa,0.0497 Mpa,0 Mpa,0.136 Mpa,0.0863 Mpa,0.0628 Mpa,0.0715 Mpa,0.0846 Mpa,3.08%,5.22%,1.97%,1.46%,0%,4.08%,2.99%,1.13%,2.12%,2.45%
2026-08-03 09:00:00,0.330 Mpa,0.198 Mpa,0.0807 Mpa,0.0604 Mpa,0 Mpa,0.166 Mpa,0.0869 Mpa,0.0894 Mpa,0.102 Mpa,0.0951 Mpa,10.3%,6.39%,2.43%,1.96%,0%,5.08%,3.09%,2.02%,3.21%,2.66%
2026-08-03 11:00:00,0.0772 Mpa,0.165 Mpa,0.0786 Mpa,0.0772 Mpa,0.00744 Mpa,0.175 Mpa,0.114 Mpa,0.0873 Mpa,0.155 Mpa,0.185 Mpa,2.53%,5.65%,2.72%,2.56%,0.231%,5.34%,4.00%,2.13%,4.63%,5.20%
2026-08-03 13:00:00,0.121 Mpa,0.144 Mpa,0 Mpa,0.0775 Mpa,0.0368 Mpa,0.172 Mpa,0.0995 Mpa,0.109 Mpa,0.156 Mpa,0.0902 Mpa,3.64%,4.77%,0%,2.44%,1.40%,5.11%,3.44%,2.84%,4.69%,2.49%
2026-08-03 15:00:00,0.111 Mpa,0.128 Mpa,0.0476 Mpa,0.0421 Mpa,0.0880 Mpa,0.0861 Mpa,0.197 Mpa,0.151 Mpa,0.0668 Mpa,0.0742 Mpa,3.31%,4.34%,1.44%,1.42%,3.15%,2.62%,6.49%,4.00%,1.80%,2.05%
2026-08-03 17:00:00,0.0301 Mpa,0.119 Mpa,0.0243 Mpa,0.0328 Mpa,0.116 Mpa,0.204 Mpa,0.0988 Mpa,0.194 Mpa,0.120 Mpa,0.104 Mpa,0.938%,3.92%,0.680%,1.00%,4.28%,6.11%,3.09%,5.60%,3.72%,2.96%
2026-08-03 19:00:00,0.0679 Mpa,0.0758 Mpa,0.0727 Mpa,0.0455 Mpa,0.122 Mpa,0.0589 Mpa,0.0530 Mpa,0.173 Mpa,0.0559 Mpa,0.125 Mpa,2.37%,2.37%,2.31%,1.56%,4.73%,2.42%,5.00%,5.06%,2.75%,3.68%
2026-08-03 21:00:00,0.128 Mpa,0.0544 Mpa,0.0216 Mpa,0.0537 Mpa,0.132 Mpa,0.0776 Mpa,0 Mpa,0.157 Mpa,0.0683 Mpa,0.0928 Mpa,3.70%,1.68%,0.604%,1.67%,5.10%,2.40%,0.275%,4.48%,1.75%,2.58%
2026-08-03 23:00:00,0.122 Mpa,0 Mpa,0.0990 Mpa,0.0514 Mpa,0.227 Mpa,0.153 Mpa,0.187 Mpa,0.111 Mpa,0.0739 Mpa,0.195 Mpa,3.72%,0%,3.00%,1.75%,8.64%,4.44%,5.19%,3.07%,2.08%,5.46%
2026-08-04 01:00:00,0.0562 Mpa,,0.116 Mpa,0.0196 Mpa,0.196 Mpa,0.112 Mpa,0.0797 Mpa,0.0820 Mpa,0.113 Mpa,0.185 Mpa,1.41%,,3.53%,0.566%,7.36%,3.36%,2.52%,1.89%,3.30%,5.37%
2026-08-04 03:00:00,0.0416 Mpa,0 Mpa,0.104 Mpa,0.0667 Mpa,0.0623 Mpa,0.180 Mpa,0.000157 Mpa,0.126 Mpa,0.132 Mpa,0.148 Mpa,0.858%,0%,3.10%,2.04%,2.23%,5.49%,0%,3.27%,3.91%,4.26%
2026-08-04 05:00:00,0.0940 Mpa,,0.0735 Mpa,0.0346 Mpa,0.0873 Mpa,0.0821 Mpa,,0.102 Mpa,0.115 Mpa,0.118 Mpa,2.84%,,2.10%,1.04%,3.26%,2.63%,,2.69%,3.44%,3.55%
2026-08-04 07:00:00,0.130 Mpa,,0.163 Mpa,0.0852 Mpa,0.0838 Mpa,0.0456 Mpa,,0.108 Mpa,0.0539 Mpa,0.153 Mpa,3.81%,,5.08%,2.36%,3.30%,1.30%,,2.86%,1.49%,4.16%
2026-08-04 09:00:00,0.236 Mpa,,0.0543 Mpa,0.0773 Mpa,0.0978 Mpa,0.109 Mpa,0.00227 Mpa,0.0951 Mpa,0.0675 Mpa,0.175 Mpa,6.93%,,1.55%,2.32%,3.46%,3.51%,0%,2.51%,1.86%,4.87%
2026-08-04 11:00:00,0.131 Mpa,,0.0787 Mpa,0.0361 Mpa,0.347 Mpa,0.125 Mpa,0.160 Mpa,0.0649 Mpa,0.132 Mpa,0.140 Mpa,3.79%,,2.50%,0.995%,11.8%,3.89%,4.98%,1.78%,3.94%,3.91%
2026-08-04 13:00:00,0.0901 Mpa,,0.127 Mpa,0.0611 Mpa,0.117 Mpa,0.0812 Mpa,0.180 Mpa,0.143 Mpa,0.182 Mpa,0.0707 Mpa,2.54%,,4.16%,1.94%,3.36%,2.44%,5.96%,3.89%,5.70%,1.83%
2026-08-04 15:00:00,0.0789 Mpa,,0.253 Mpa,0.0141 Mpa,0.0626 Mpa,0.0776 Mpa,0.118 Mpa,0.308 Mpa,0.0854 Mpa,0.0747 Mpa,2.27%,,7.65%,0.380%,2.36%,2.30%,3.87%,8.55%,2.52%,1.98%
2026-08-04 17:00:00,0.0639 Mpa,,0.162 Mpa,0.0665 Mpa,0.107 Mpa,0.150 Mpa,0.346 Mpa,0.0817 Mpa,0.0911 Mpa,0.124 Mpa,1.78%,,5.18%,2.10%,3.98%,4.49%,11.1%,1.95%,2.71%,3.49%
2026-08-04 19:00:00,0.0762 Mpa,,0.0562 Mpa,0.123 Mpa,0.137 Mpa,0.211 Mpa,0.248 Mpa,0.0909 Mpa,0.0658 Mpa,0.0833 Mpa,2.12%,,1.82%,5.07%,5.20%,6.30%,8.52%,2.53%,1.93%,2.45%
2026-08-04 21:00:00,0.110 Mpa,,0.0560 Mpa,0.122 Mpa,0.118 Mpa,0.121 Mpa,0.254 Mpa,0.242 Mpa,0.0491 Mpa,0.0966 Mpa,3.22%,,1.71%,6.99%,4.40%,3.57%,8.63%,7.04%,1.39%,2.83%
2026-08-04 23:00:00,0.260 Mpa,,0.0665 Mpa,0.107 Mpa,0.0852 Mpa,0.168 Mpa,0.271 Mpa,0.188 Mpa,0.0994 Mpa,0.0679 Mpa,7.94%,,2.06%,4.33%,3.14%,5.06%,8.29%,5.57%,2.94%,1.86%
2026-08-05 01:00:00,0.0422 Mpa,0.0000663 Mpa,0.115 Mpa,0.0530 Mpa,0.251 Mpa,0.106 Mpa,0.352 Mpa,0.208 Mpa,0.0347 Mpa,0.0774 Mpa,1.15%,0%,3.36%,2.53%,7.96%,3.16%,10.1%,5.99%,0.808%,2.15%
2026-08-05 03:00:00,0.122 Mpa,0.0566 Mpa,0.0633 Mpa,0.0974 Mpa,0.171 Mpa,0.0684 Mpa,0.268 Mpa,0.109 Mpa,0.0501 Mpa,0.0418 Mpa,3.52%,1.59%,1.91%,3.85%,6.51%,2.03%,8.26%,2.56%,1.38%,1.11%
2026-08-05 05:00:00,0.207 Mpa,0.120 Mpa,0.0886 Mpa,0.0571 Mpa,0.177 Mpa,0.101 Mpa,0.147 Mpa,0.108 Mpa,0.105 Mpa,0.0533 Mpa,6.20%,3.70%,2.70%,1.82%,6.21%,2.24%,4.36%,2.79%,2.97%,1.48%
2026-08-05 07:00:00,0.158 Mpa,0.123 Mpa,0.189 Mpa,0.0646 Mpa,0.114 Mpa,0.0786 Mpa,0.137 Mpa,0.115 Mpa,0.0384 Mpa,0.0957 Mpa,5.50%,3.78%,5.85%,1.80%,3.95%,1.38%,3.73%,3.03%,1.02%,2.89%
2026-08-05 09:00:00,0.133 Mpa,0.0949 Mpa,0 Mpa,0.0516 Mpa,0.0820 Mpa,0.0542 Mpa,0.276 Mpa,0.118 Mpa,0.0936 Mpa,0.0434 Mpa,3.88%,2.82%,0%,1.50%,3.31%,1.07%,7.72%,3.13%,2.64%,1.11%
2026-08-05 11:00:00,0.0900 Mpa,0.243 Mpa,,0.0290 Mpa,0.125 Mpa,0.136 Mpa,0.112 Mpa,0.0968 Mpa,0.0461 Mpa,0.151 Mpa,2.60%,7.45%,,0.796%,4.79%,3.76%,3.65%,2.55%,1.25%,3.95%
2026-08-05 13:00:00,0.105 Mpa,0.231 Mpa,0.00276 Mpa,0.0941 Mpa,0.168 Mpa,0.0931 Mpa,0.123 Mpa,0.0712 Mpa,0.109 Mpa,0.0634 Mpa,3.59%,7.51%,0%,2.86%,5.18%,2.88%,3.45%,1.42%,3.37%,1.68%
2026-08-05 15:00:00,0.0698 Mpa,0.0649 Mpa,0.0590 Mpa,0.127 Mpa,0.158 Mpa,0.0675 Mpa,0.533 Mpa,0.214 Mpa,0.0483 Mpa,0.141 Mpa,2.67%,2.19%,1.90%,3.75%,5.65%,1.38%,14.4%,5.72%,1.42%,3.95%
2026-08-05 17:00:00,0.105 Mpa,0.102 Mpa,0.233 Mpa,0.0468 Mpa,0.171 Mpa,0.0825 Mpa,0.117 Mpa,0.124 Mpa,0.0943 Mpa,0.0782 Mpa,3.29%,3.44%,7.37%,1.33%,5.71%,2.30%,3.77%,3.06%,2.77%,2.30%
2026-08-05 19:00:00,0.176 Mpa,0.0946 Mpa,0.101 Mpa,0.145 Mpa,0.0617 Mpa,0.0538 Mpa,0.161 Mpa,0.0571 Mpa,0.0640 Mpa,0.0767 Mpa,5.65%,3.31%,3.17%,4.46%,1.94%,1.42%,5.29%,1.10%,1.84%,2.19%
2026-08-05 21:00:00,0.195 Mpa,0.0878 Mpa,0.247 Mpa,0.108 Mpa,0.0811 Mpa,0.135 Mpa,0.346 Mpa,0.0659 Mpa,0.0605 Mpa,0.0841 Mpa,7.60%,2.77%,7.82%,3.39%,2.85%,3.80%,12.1%,1.47%,1.70%,2.33%
2026-08-05 23:00:00,0.0790 Mpa,0.0757 Mpa,0.0438 Mpa,0.0603 Mpa,0.223 Mpa,0.0756 Mpa,0.0923 Mpa,0.102 Mpa,0.0408 Mpa,0.0935 Mpa,2.77%,2.38%,1.25%,1.70%,6.95%,2.27%,3.07%,3.17%,1.15%,2.72%
2026-08-06 01:00:00,0.0555 Mpa,0.199 Mpa,0.228 Mpa,0.158 Mpa,0.144 Mpa,0.0517 Mpa,0.103 Mpa,,0.293 Mpa,0.0975 Mpa,1.30%,6.39%,7.44%,4.74%,5.25%,1.46%,3.57%,,8.77%,2.65%
2026-08-06 03:00:00,0.157 Mpa,0.125 Mpa,0.0415 Mpa,0.0840 Mpa,0.172 Mpa,0.133 Mpa,0.189 Mpa,0.297 Mpa,0.0429 Mpa,0.0510 Mpa,4.45%,3.91%,1.29%,2.45%,6.63%,3.99%,6.49%,10.0%,1.03%,1.39%
2026-08-06 05:00:00,0.183 Mpa,0.179 Mpa,0.176 Mpa,0.135 Mpa,0.129 Mpa,0.0551 Mpa,0.196 Mpa,,0.0416 Mpa,0.108 Mpa,5.34%,5.69%,5.57%,3.88%,4.66%,1.60%,6.38%,,1.16%,2.89%
2026-08-06 07:00:00,0.0604 Mpa,0.0978 Mpa,0.0873 Mpa,0.0391 Mpa,0.0859 Mpa,0.111 Mpa,0.135 Mpa,,0.0474 Mpa,0.171 Mpa,1.85%,3.70%,2.70%,1.24%,3.01%,3.32%,4.65%,,1.49%,4.86%
2026-08-06 09:00:00,0.102 Mpa,0.226 Mpa,0.100 Mpa,0.0633 Mpa,0.362 Mpa,0.0906 Mpa,0.218 Mpa,,0.0918 Mpa,0.0778 Mpa,3.70%,8.60%,3.14%,1.89%,12.8%,2.71%,7.24%,,2.72%,2.00%
2026-08-06 11:00:00,0.111 Mpa,0.0648 Mpa,0.0975 Mpa,0.137 Mpa,0.421 Mpa,0.155 Mpa,0.477 Mpa,0.251 Mpa,0.158 Mpa,0.106 Mpa,3.88%,2.56%,3.00%,4.04%,15.2%,4.89%,15.5%,6.44%,4.89%,2.99%
2026-08-06 13:00:00,0.166 Mpa,0.117 Mpa,0.209 Mpa,0.138 Mpa,0.130 Mpa,0.138 Mpa,0.149 Mpa,,0.0599 Mpa,0.182 Mpa,5.08%,3.81%,6.86%,4.12%,4.59%,4.09%,4.81%,,1.76%,5.06%
2026-08-06 15:00:00,0.103 Mpa,0.141 Mpa,0.0707 Mpa,0.0559 Mpa,0.0480 Mpa,0.245 Mpa,0.196 Mpa,,0.270 Mpa,0.160 Mpa,3.09%,4.69%,2.20%,1.65%,1.65%,7.05%,6.32%,,8.62%,4.52%
2026-08-06 17:00:00,0.149 Mpa,0.125 Mpa,0.154 Mpa,0 Mpa,0.142 Mpa,0.174 Mpa,0.266 Mpa,,0.123 Mpa,0.114 Mpa,4.42%,3.90%,4.56%,0.00962%,4.99%,5.08%,8.78%,,3.58%,3.18%
2026-08-06 19:00:00,0.0600 Mpa,0.0317 Mpa,0.101 Mpa,0.0751 Mpa,0.0641 Mpa,0.107 Mpa,0.404 Mpa,,0.0712 Mpa,0.0663 Mpa,1.70%,0.930%,3.09%,2.20%,2.40%,2.90%,12.9%,,1.99%,1.79%
2026-08-06 21:00:00,0.277 Mpa,0.118 Mpa,0.0603 Mpa,0.151 Mpa,0.105 Mpa,0.234 Mpa,0.110 Mpa,,0.0787 Mpa,0.111 Mpa,9.86%,3.56%,1.87%,4.30%,3.93%,6.98%,3.63%,,2.20%,3.04%
2026-08-06 23:00:00,0.118 Mpa,0.100 Mpa,0.167 Mpa,0.0520 Mpa,0.0830 Mpa,0.0954 Mpa,0.210 Mpa,0.168 Mpa,0.127 Mpa,0.102 Mpa,4.19%,3.08%,5.06%,1.57%,3.09%,2.87%,6.94%,4.55%,3.64%,2.75%
2026-08-07 01:00:00,0.100 Mpa,0.121 Mpa,0.0574 Mpa,0.0752 Mpa,0.137 Mpa,0.0609 Mpa,0.271 Mpa,0.0493 Mpa,0.0575 Mpa,0.159 Mpa,3.07%,3.76%,1.80%,2.11%,5.04%,1.75%,9.26%,0.671%,1.40%,4.29%
2026-08-07 03:00:00,0.0828 Mpa,0.490 Mpa,0.152 Mpa,0.118 Mpa,0.0816 Mpa,0.0520 Mpa,0.200 Mpa,0.0496 Mpa,0.0274 Mpa,0.159 Mpa,2.43%,14.6%,4.64%,3.42%,3.01%,1.38%,6.71%,0.605%,0.651%,4.37%
2026-08-07 05:00:00,0.0831 Mpa,0.167 Mpa,0.119 Mpa,0.0503 Mpa,0.0816 Mpa,0.120 Mpa,0.269 Mpa,0.0818 Mpa,0.286 Mpa,0.101 Mpa,2.45%,5.40%,3.62%,1.57%,2.94%,3.49%,8.86%,1.62%,8.18%,2.75%
2026-08-07 07:00:00,0.0836 Mpa,0.184 Mpa,0.0461 Mpa,0.0822 Mpa,0.0987 Mpa,0.0549 Mpa,0.182 Mpa,0.144 Mpa,0.314 Mpa,0.0935 Mpa,2.47%,6.00%,1.45%,2.54%,3.51%,1.70%,6.06%,3.93%,10.2%,2.57%
2026-08-07 09:00:00,0.0723 Mpa,0.227 Mpa,0.0692 Mpa,0.0947 Mpa,0.0593 Mpa,0.0911 Mpa,0.137 Mpa,0.0746 Mpa,0.133 Mpa,0.179 Mpa,2.18%,7.58%,2.00%,2.73%,2.02%,2.69%,4.53%,1.69%,4.03%,5.06%
2026-08-07 11:00:00,0.212 Mpa,0.126 Mpa,0.122 Mpa,0.142 Mpa,0.240 Mpa,0.191 Mpa,0.212 Mpa,0.0649 Mpa,0.0302 Mpa,0.111 Mpa,6.09%,4.20%,4.25%,4.11%,8.46%,5.66%,7.11%,1.49%,0.787%,2.95%
2026-08-07 13:00:00,0.0655 Mpa,0.145 Mpa,0.426 Mpa,0.0512 Mpa,0.0258 Mpa,0.0592 Mpa,0.0799 Mpa,0.118 Mpa,0.293 Mpa,0.0609 Mpa,1.93%,4.63%,13.3%,1.46%,0.849%,2.10%,2.67%,3.00%,8.75%,1.57%
2026-08-07 15:00:00,0.0771 Mpa,0.0950 Mpa,0.220 Mpa,0.0789 Mpa,0.0383 Mpa,0.0701 Mpa,0.256 Mpa,0.198 Mpa,0 Mpa,0.0624 Mpa,2.31%,3.10%,6.94%,2.19%,1.35%,2.45%,8.31%,5.65%,0%,1.78%
2026-08-07 17:00:00,0.0749 Mpa,0.101 Mpa,0.132 Mpa,0.0988 Mpa,0.350 Mpa,0.0840 Mpa,0.306 Mpa,0.128 Mpa,,0.132 Mpa,2.46%,3.22%,3.92%,2.92%,12.4%,3.41%,9.86%,3.48%,,3.64%
2026-08-07 19:00:00,0.0957 Mpa,0.179 Mpa,0.119 Mpa,0.0244 Mpa,0.0258 Mpa,0.0446 Mpa,0.175 Mpa,0.0956 Mpa,0.000756 Mpa,0.0215 Mpa,2.86%,5.58%,3.71%,0.609%,0.876%,1.25%,5.76%,2.51%,0%,0.506%
2026-08-07 21:00:00,0.0489 Mpa,0.111 Mpa,0.104 Mpa,0.0402 Mpa,0.0636 Mpa,0.117 Mpa,0.0836 Mpa,0.144 Mpa,0 Mpa,0.0392 Mpa,1.26%,3.52%,3.23%,1.12%,2.41%,3.35%,2.70%,3.76%,0.00395%,0.999%
2026-08-07 23:00:00,0.525 Mpa,0.103 Mpa,0.423 Mpa,0.0920 Mpa,0.0783 Mpa,0.173 Mpa,0.238 Mpa,0.124 Mpa,0.303 Mpa,0.0746 Mpa,18.1%,3.34%,16.6%,2.67%,2.99%,5.15%,7.19%,2.96%,8.51%,2.00%
2026-08-08 01:00:00,0.0851 Mpa,0.183 Mpa,0.0492 Mpa,0.159 Mpa,0.0973 Mpa,0.116 Mpa,0.165 Mpa,0.257 Mpa,,0.116 Mpa,2.23%,5.77%,1.37%,4.63%,3.61%,3.47%,5.27%,6.99%,,3.20%
2026-08-08 03:00:00,0.160 Mpa,0.0462 Mpa,0.119 Mpa,0.0596 Mpa,0.0445 Mpa,0.112 Mpa,0.112 Mpa,0.138 Mpa,,0.0930 Mpa,4.80%,1.47%,3.66%,1.70%,1.51%,2.96%,3.70%,3.51%,,2.61%
2026-08-08 05:00:00,0.0554 Mpa,0.0748 Mpa,0.0542 Mpa,0.0448 Mpa,0.0906 Mpa,0.187 Mpa,0.144 Mpa,0.107 Mpa,,0.0607 Mpa,1.50%,2.51%,1.61%,1.18%,3.36%,5.78%,4.82%,2.70%,,1.84%
2026-08-08 07:00:00,0.0439 Mpa,0.0568 Mpa,0.0965 Mpa,0.0263 Mpa,0.0686 Mpa,0.133 Mpa,0.0835 Mpa,0.133 Mpa,,0.0350 Mpa,1.03%,2.30%,2.76%,0.882%,2.37%,4.01%,2.72%,3.35%,,1.43%
2026-08-08 09:00:00,0.0557 Mpa,0.117 Mpa,0.111 Mpa,0.0177 Mpa,0.135 Mpa,0.111 Mpa,0.0855 Mpa,0.0999 Mpa,,0.122 Mpa,1.42%,4.24%,3.30%,0.704%,4.93%,2.29%,2.76%,2.50%,,3.32%
2026-08-08 11:00:00,0.137 Mpa,0.125 Mpa,0.0716 Mpa,0.0659 Mpa,0.156 Mpa,0.293 Mpa,0.0410 Mpa,0.168 Mpa,,0.0479 Mpa,3.98%,4.40%,2.05%,2.43%,5.59%,7.25%,1.53%,4.50%,,1.23%
2026-08-08 13:00:00,0.0565 Mpa,0.342 Mpa,0.0400 Mpa,0.102 Mpa,0.258 Mpa,0.125 Mpa,0.403 Mpa,0.107 Mpa,,0.106 Mpa,1.89%,10.8%,1.12%,2.98%,9.08%,1.75%,13.5%,2.79%,,2.99%
2026-08-08 15:00:00,0.0498 Mpa,0.0976 Mpa,0.0275 Mpa,0.0448 Mpa,0.0873 Mpa,0.187 Mpa,0.391 Mpa,0.0630 Mpa,0.0231 Mpa,0.0758 Mpa,1.40%,3.34%,0.828%,1.53%,2.66%,4.02%,12.7%,1.67%,0.463%,2.12%
2026-08-08 17:00:00,0.0864 Mpa,0.00712 Mpa,0.0298 Mpa,0.0817 Mpa,0.107 Mpa,0.104 Mpa,0.291 Mpa,0.0780 Mpa,0.127 Mpa,0.152 Mpa,2.82%,0.218%,0.789%,2.42%,3.35%,3.63%,9.52%,2.18%,3.53%,4.23%
