"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48"
2026-07-08 04:00:00,0.0468 Mpa,,0.149 Mpa,,0.208 Mpa,0.270 Mpa,0.299 Mpa,,
2026-07-08 07:00:00,0.0771 Mpa,,0.125 Mpa,0.167 Mpa,0.191 Mpa,0.434 Mpa,0.809 Mpa,,
2026-07-08 10:00:00,0.0879 Mpa,,0.151 Mpa,,0.0739 Mpa,0.328 Mpa,0.731 Mpa,,
2026-07-08 13:00:00,0.0326 Mpa,,0.199 Mpa,,0.231 Mpa,0.273 Mpa,1.72 Mpa,,
2026-07-08 16:00:00,0.0696 Mpa,,0.182 Mpa,,0.285 Mpa,0.251 Mpa,0.340 Mpa,,
2026-07-08 19:00:00,0.573 Mpa,,0.130 Mpa,,0.196 Mpa,0.304 Mpa,0.220 Mpa,,0.303 Mpa
2026-07-08 22:00:00,0.316 Mpa,,0.301 Mpa,,0.468 Mpa,0.233 Mpa,0.648 Mpa,,0.262 Mpa
2026-07-09 01:00:00,0.158 Mpa,,0.256 Mpa,,0.200 Mpa,0.275 Mpa,0.345 Mpa,,0.357 Mpa
2026-07-09 04:00:00,0.401 Mpa,,0.140 Mpa,,0.150 Mpa,0.304 Mpa,0.398 Mpa,,0.326 Mpa
2026-07-09 07:00:00,0.346 Mpa,,0.142 Mpa,,0.175 Mpa,0.407 Mpa,0.472 Mpa,,0.296 Mpa
2026-07-09 10:00:00,0.420 Mpa,,0.130 Mpa,,0.564 Mpa,0.331 Mpa,0.508 Mpa,,0.304 Mpa
2026-07-09 13:00:00,0.151 Mpa,,0.199 Mpa,0.00451 Mpa,0.161 Mpa,0.342 Mpa,0.148 Mpa,,0.212 Mpa
2026-07-09 16:00:00,0.384 Mpa,,0.139 Mpa,0.0135 Mpa,0.189 Mpa,0.252 Mpa,0.476 Mpa,,0.190 Mpa
2026-07-09 19:00:00,0.104 Mpa,,0.202 Mpa,,0.448 Mpa,0.243 Mpa,0.200 Mpa,,0.509 Mpa
2026-07-09 22:00:00,0.180 Mpa,,0.123 Mpa,,0.266 Mpa,0.245 Mpa,0.702 Mpa,,0.416 Mpa
2026-07-10 01:00:00,0.129 Mpa,,0.195 Mpa,0.00436 Mpa,0.370 Mpa,0.223 Mpa,0.382 Mpa,,0.339 Mpa
2026-07-10 04:00:00,0.0990 Mpa,,0.198 Mpa,1.52 Mpa,0.472 Mpa,0.258 Mpa,1.03 Mpa,,0.493 Mpa
2026-07-10 07:00:00,0.0897 Mpa,,0.194 Mpa,0.513 Mpa,0.452 Mpa,0.405 Mpa,0.0416 Mpa,,0.262 Mpa
2026-07-10 10:00:00,0.111 Mpa,,0.0823 Mpa,0.593 Mpa,0.116 Mpa,0.353 Mpa,0.305 Mpa,,0.479 Mpa
2026-07-10 13:00:00,0.120 Mpa,,0.347 Mpa,0.275 Mpa,0.0960 Mpa,1.41 Mpa,0.162 Mpa,,0.397 Mpa
2026-07-10 16:00:00,0.0809 Mpa,,0.247 Mpa,0.381 Mpa,0.161 Mpa,0.904 Mpa,0.217 Mpa,,0.370 Mpa
2026-07-10 19:00:00,0.0622 Mpa,,0.218 Mpa,0.297 Mpa,,0.307 Mpa,0.333 Mpa,,0.388 Mpa
2026-07-10 22:00:00,0.126 Mpa,,0.132 Mpa,0.172 Mpa,,0.396 Mpa,0.350 Mpa,,0.327 Mpa
2026-07-11 01:00:00,0.190 Mpa,,0.125 Mpa,0.658 Mpa,0.869 Mpa,0.474 Mpa,0.269 Mpa,,0.310 Mpa
2026-07-11 04:00:00,0.0981 Mpa,,0.0242 Mpa,0.116 Mpa,0.280 Mpa,0.320 Mpa,0.305 Mpa,,0.377 Mpa
2026-07-11 07:00:00,0.0942 Mpa,,,0.0704 Mpa,0.0378 Mpa,0.280 Mpa,0.319 Mpa,,0.276 Mpa
2026-07-11 10:00:00,0.0398 Mpa,,0.467 Mpa,0.255 Mpa,0.132 Mpa,0.218 Mpa,0.254 Mpa,,0.573 Mpa
2026-07-11 13:00:00,0.350 Mpa,,1.18 Mpa,0.431 Mpa,0.248 Mpa,0.284 Mpa,0.184 Mpa,,0.452 Mpa
2026-07-11 16:00:00,0.376 Mpa,,0.145 Mpa,0.231 Mpa,0.198 Mpa,0.263 Mpa,0.283 Mpa,,0.406 Mpa
2026-07-11 19:00:00,0.869 Mpa,,0.0866 Mpa,0.235 Mpa,0.403 Mpa,0.274 Mpa,0.218 Mpa,,0.346 Mpa
2026-07-11 22:00:00,0.123 Mpa,,0.145 Mpa,0.254 Mpa,0.0720 Mpa,0.273 Mpa,0.272 Mpa,,0.262 Mpa
2026-07-12 01:00:00,0.0968 Mpa,,0.509 Mpa,0.193 Mpa,0.0435 Mpa,0.401 Mpa,0.499 Mpa,,0.223 Mpa
2026-07-12 04:00:00,0.203 Mpa,,0.577 Mpa,0.315 Mpa,0.161 Mpa,0.301 Mpa,0.384 Mpa,,0.218 Mpa
2026-07-12 07:00:00,0.188 Mpa,,0.427 Mpa,0.139 Mpa,0.0923 Mpa,0.275 Mpa,0.447 Mpa,,0.405 Mpa
2026-07-12 10:00:00,0.458 Mpa,,0.290 Mpa,0.233 Mpa,0.381 Mpa,0.257 Mpa,0.301 Mpa,,0.499 Mpa
2026-07-12 13:00:00,0.478 Mpa,,0.188 Mpa,0.315 Mpa,0.233 Mpa,0.236 Mpa,0.684 Mpa,,0.238 Mpa
2026-07-12 16:00:00,0.342 Mpa,,0.155 Mpa,0.749 Mpa,0.346 Mpa,0.222 Mpa,0.222 Mpa,,0.339 Mpa
2026-07-12 19:00:00,0.461 Mpa,,0.426 Mpa,0.365 Mpa,0.568 Mpa,0.369 Mpa,0.289 Mpa,,0.255 Mpa
2026-07-12 22:00:00,0.594 Mpa,,0.257 Mpa,0.124 Mpa,0.357 Mpa,0.336 Mpa,0.200 Mpa,,0.452 Mpa
2026-07-13 01:00:00,0.692 Mpa,,0.0866 Mpa,0.0790 Mpa,0.260 Mpa,0.270 Mpa,0.270 Mpa,,0.353 Mpa
2026-07-13 04:00:00,,,0.356 Mpa,0.736 Mpa,0.342 Mpa,0.277 Mpa,0.188 Mpa,,0.457 Mpa
2026-07-13 07:00:00,,,0.323 Mpa,0.277 Mpa,0.122 Mpa,0.981 Mpa,0.390 Mpa,,0.367 Mpa
2026-07-13 10:00:00,0.0165 Mpa,,0.158 Mpa,0.196 Mpa,0.150 Mpa,0.538 Mpa,0.805 Mpa,,0.367 Mpa
2026-07-13 13:00:00,,,0.164 Mpa,0.776 Mpa,0.367 Mpa,1.02 Mpa,0.615 Mpa,,0.251 Mpa
2026-07-13 16:00:00,,,0.170 Mpa,0.382 Mpa,0.333 Mpa,0.222 Mpa,0.298 Mpa,,0.208 Mpa
2026-07-13 19:00:00,,,0.297 Mpa,0.150 Mpa,0.185 Mpa,0.257 Mpa,0.661 Mpa,,0.209 Mpa
2026-07-13 22:00:00,,,0.535 Mpa,0.534 Mpa,0.0778 Mpa,0.395 Mpa,0.281 Mpa,,0.150 Mpa
2026-07-14 01:00:00,,,0.163 Mpa,0.496 Mpa,0.434 Mpa,1.07 Mpa,0.317 Mpa,,0.198 Mpa
2026-07-14 04:00:00,,,0.339 Mpa,0.220 Mpa,0.361 Mpa,0.535 Mpa,0.236 Mpa,,0.215 Mpa
2026-07-14 07:00:00,,,0.183 Mpa,0.237 Mpa,0.275 Mpa,0.728 Mpa,0.283 Mpa,,0.221 Mpa
2026-07-14 10:00:00,,,0.515 Mpa,0.354 Mpa,,0.790 Mpa,0.347 Mpa,,0.362 Mpa
2026-07-14 13:00:00,,,0.240 Mpa,0.343 Mpa,0.406 Mpa,0.314 Mpa,0.436 Mpa,,0.306 Mpa
2026-07-14 16:00:00,,,0.324 Mpa,0.558 Mpa,0.213 Mpa,0.324 Mpa,0.403 Mpa,,0.411 Mpa
2026-07-14 19:00:00,,,0.318 Mpa,0.255 Mpa,0.0876 Mpa,0.820 Mpa,0.337 Mpa,,0.271 Mpa
2026-07-14 22:00:00,0.00565 Mpa,,0.198 Mpa,0.882 Mpa,0.262 Mpa,0.225 Mpa,0.276 Mpa,,0.251 Mpa
2026-07-15 01:00:00,0.0275 Mpa,,0.125 Mpa,0.233 Mpa,0.112 Mpa,0.375 Mpa,0.238 Mpa,,0.315 Mpa
2026-07-15 04:00:00,0.236 Mpa,,0.116 Mpa,0.255 Mpa,0.0313 Mpa,0.213 Mpa,0.285 Mpa,,1.40 Mpa
2026-07-15 07:00:00,0.490 Mpa,,0.505 Mpa,0.226 Mpa,0.0741 Mpa,0.263 Mpa,0.430 Mpa,,0.285 Mpa
2026-07-15 10:00:00,0 Mpa,,0.110 Mpa,1.37 Mpa,0.187 Mpa,0.294 Mpa,0.265 Mpa,,0.147 Mpa
2026-07-15 13:00:00,0.0186 Mpa,,0.147 Mpa,0.325 Mpa,0.203 Mpa,0.276 Mpa,0.263 Mpa,,0.219 Mpa
2026-07-15 16:00:00,1.00 Mpa,,0.324 Mpa,0.194 Mpa,0.245 Mpa,0.260 Mpa,0.267 Mpa,,0.250 Mpa
2026-07-15 19:00:00,0.448 Mpa,,0.142 Mpa,0.283 Mpa,0.0593 Mpa,0.278 Mpa,0.222 Mpa,,0.196 Mpa
2026-07-15 22:00:00,0.535 Mpa,,0.263 Mpa,0.119 Mpa,0.0763 Mpa,0.266 Mpa,0.272 Mpa,,0.208 Mpa
2026-07-16 01:00:00,0.446 Mpa,,0.131 Mpa,0.362 Mpa,0.282 Mpa,0.220 Mpa,0.152 Mpa,,0.191 Mpa
2026-07-16 04:00:00,0.429 Mpa,,0.199 Mpa,0.182 Mpa,0.166 Mpa,0.234 Mpa,0.239 Mpa,,0.155 Mpa
2026-07-16 07:00:00,0.0162 Mpa,,0.170 Mpa,0.187 Mpa,0.264 Mpa,0.384 Mpa,0.229 Mpa,,0.149 Mpa
2026-07-16 10:00:00,0.144 Mpa,,0.152 Mpa,0.196 Mpa,0.384 Mpa,0.257 Mpa,0.184 Mpa,,0.138 Mpa
2026-07-16 13:00:00,0.0354 Mpa,,0.132 Mpa,0.712 Mpa,0.0954 Mpa,0.292 Mpa,0.257 Mpa,,0.382 Mpa
2026-07-16 16:00:00,0.555 Mpa,,0.133 Mpa,0.150 Mpa,0.330 Mpa,0.339 Mpa,0.417 Mpa,,0.173 Mpa
2026-07-16 19:00:00,0.188 Mpa,,0.261 Mpa,0.181 Mpa,0.345 Mpa,0.251 Mpa,0.538 Mpa,,0.192 Mpa
2026-07-16 22:00:00,0.355 Mpa,,0.333 Mpa,0.159 Mpa,0.0896 Mpa,0.221 Mpa,0.193 Mpa,,0.256 Mpa
2026-07-17 01:00:00,0.299 Mpa,,0.153 Mpa,0.209 Mpa,0.192 Mpa,0.314 Mpa,0.229 Mpa,,0.212 Mpa
2026-07-17 04:00:00,0.135 Mpa,,0.137 Mpa,0.242 Mpa,0.483 Mpa,0.271 Mpa,0.210 Mpa,,0.336 Mpa
2026-07-17 07:00:00,0.387 Mpa,,0.560 Mpa,0.183 Mpa,0.441 Mpa,0.300 Mpa,0.236 Mpa,,0.711 Mpa
2026-07-17 10:00:00,0.201 Mpa,,0.802 Mpa,0.174 Mpa,0.0503 Mpa,0.301 Mpa,0.388 Mpa,,0.746 Mpa
2026-07-17 13:00:00,0.121 Mpa,0.0678 Mpa,0.224 Mpa,1.88 Mpa,0.0345 Mpa,0.159 Mpa,0.211 Mpa,,0.728 Mpa
2026-07-17 16:00:00,0.474 Mpa,0.0659 Mpa,0.105 Mpa,0.299 Mpa,0.130 Mpa,0.270 Mpa,0.449 Mpa,,0.472 Mpa
2026-07-17 19:00:00,0.150 Mpa,,0.386 Mpa,0.496 Mpa,0.217 Mpa,0.264 Mpa,0.155 Mpa,,0.233 Mpa
2026-07-17 22:00:00,0.296 Mpa,0.0223 Mpa,0.306 Mpa,0.238 Mpa,0.0159 Mpa,0.280 Mpa,,,0.200 Mpa
2026-07-18 01:00:00,0.262 Mpa,,0.324 Mpa,0.273 Mpa,0.128 Mpa,0.252 Mpa,0.322 Mpa,,0.218 Mpa
2026-07-18 04:00:00,0.965 Mpa,,0.162 Mpa,0.240 Mpa,0.134 Mpa,1.25 Mpa,0.243 Mpa,,0.236 Mpa
2026-07-18 07:00:00,0.117 Mpa,,0.250 Mpa,0.440 Mpa,0.144 Mpa,0.290 Mpa,0.199 Mpa,,0.252 Mpa
2026-07-18 10:00:00,0.463 Mpa,,0.135 Mpa,0.299 Mpa,0.140 Mpa,0.329 Mpa,0.390 Mpa,,0.447 Mpa
2026-07-18 13:00:00,0.399 Mpa,,0.294 Mpa,0.116 Mpa,0.436 Mpa,0.323 Mpa,0.235 Mpa,,0.268 Mpa
2026-07-18 16:00:00,0.0768 Mpa,,0.187 Mpa,0.196 Mpa,0.258 Mpa,0.360 Mpa,0.229 Mpa,,0.326 Mpa
2026-07-18 19:00:00,0.136 Mpa,,0.235 Mpa,0.206 Mpa,0.241 Mpa,0.243 Mpa,0.284 Mpa,,0.331 Mpa
2026-07-18 22:00:00,0.142 Mpa,,0.204 Mpa,0.146 Mpa,0.0658 Mpa,0.236 Mpa,0.238 Mpa,,0.212 Mpa
2026-07-19 01:00:00,0.123 Mpa,0.00846 Mpa,0.392 Mpa,0.233 Mpa,0.0209 Mpa,0.230 Mpa,0.191 Mpa,,0.428 Mpa
2026-07-19 04:00:00,0.243 Mpa,0.0146 Mpa,0.413 Mpa,0.212 Mpa,0.0593 Mpa,0.320 Mpa,0.229 Mpa,,0.341 Mpa
2026-07-19 07:00:00,0.436 Mpa,0.0233 Mpa,0.367 Mpa,0.322 Mpa,0.0436 Mpa,0.260 Mpa,0.309 Mpa,,0.190 Mpa
2026-07-19 10:00:00,0.188 Mpa,0.0244 Mpa,0.481 Mpa,0.429 Mpa,0.535 Mpa,0.323 Mpa,0.253 Mpa,,0.420 Mpa
2026-07-19 13:00:00,0.194 Mpa,0.0172 Mpa,0.154 Mpa,0.335 Mpa,1.12 Mpa,0.387 Mpa,0.603 Mpa,,0.278 Mpa
2026-07-19 16:00:00,0.0312 Mpa,0.0486 Mpa,0.178 Mpa,0.141 Mpa,,0.216 Mpa,0.312 Mpa,,0.403 Mpa
2026-07-19 19:00:00,0.361 Mpa,0.00399 Mpa,0.203 Mpa,0.333 Mpa,0.00979 Mpa,0.439 Mpa,0.733 Mpa,,0.349 Mpa
2026-07-19 22:00:00,0.0810 Mpa,0.00915 Mpa,0.186 Mpa,0.237 Mpa,,0.184 Mpa,0.243 Mpa,,0.267 Mpa
2026-07-20 01:00:00,0.0711 Mpa,0.0329 Mpa,0.284 Mpa,0.151 Mpa,,0.220 Mpa,0.403 Mpa,,0.361 Mpa
2026-07-20 04:00:00,0.172 Mpa,0.0166 Mpa,0.735 Mpa,0.222 Mpa,,0.450 Mpa,0.316 Mpa,,0.354 Mpa
2026-07-20 07:00:00,0.238 Mpa,0.565 Mpa,0.369 Mpa,0.161 Mpa,,0.292 Mpa,0.241 Mpa,,0.202 Mpa
2026-07-20 10:00:00,0.369 Mpa,0.195 Mpa,0.435 Mpa,0.144 Mpa,,0.514 Mpa,0.335 Mpa,,0.425 Mpa
2026-07-20 13:00:00,0.143 Mpa,0.00111 Mpa,0.493 Mpa,1.41 Mpa,,0.519 Mpa,0.325 Mpa,,0.373 Mpa
2026-07-20 16:00:00,0.194 Mpa,0.00501 Mpa,0.270 Mpa,1.27 Mpa,,0.225 Mpa,0.182 Mpa,,0.408 Mpa
2026-07-20 19:00:00,0.367 Mpa,0.0118 Mpa,0.409 Mpa,0.152 Mpa,,0.261 Mpa,0.282 Mpa,,0.552 Mpa
2026-07-20 22:00:00,0.0771 Mpa,0.00888 Mpa,0.357 Mpa,0.272 Mpa,,0.231 Mpa,0.323 Mpa,,0.441 Mpa
2026-07-21 01:00:00,0.230 Mpa,0 Mpa,0.327 Mpa,0.184 Mpa,0.0805 Mpa,1.08 Mpa,0.316 Mpa,,0.496 Mpa
2026-07-21 04:00:00,0.0859 Mpa,,0.255 Mpa,0.187 Mpa,0.145 Mpa,0.206 Mpa,0.230 Mpa,,0.267 Mpa
2026-07-21 07:00:00,0.184 Mpa,0.187 Mpa,0.507 Mpa,0.136 Mpa,0.201 Mpa,0.768 Mpa,0.319 Mpa,,0.274 Mpa
2026-07-21 10:00:00,0.224 Mpa,0.149 Mpa,0.387 Mpa,0.491 Mpa,0.117 Mpa,0.945 Mpa,0.290 Mpa,,0.207 Mpa
2026-07-21 13:00:00,0.222 Mpa,,0.461 Mpa,0.494 Mpa,0.0786 Mpa,0.613 Mpa,0.410 Mpa,,0.324 Mpa
2026-07-21 16:00:00,0.143 Mpa,,0.238 Mpa,0.238 Mpa,0.0895 Mpa,0.267 Mpa,0.209 Mpa,,
2026-07-21 19:00:00,0.662 Mpa,,0.193 Mpa,0.879 Mpa,0.336 Mpa,0.568 Mpa,0.320 Mpa,,0.245 Mpa
2026-07-21 22:00:00,0.0996 Mpa,,0.349 Mpa,0.452 Mpa,0.270 Mpa,0.933 Mpa,0.181 Mpa,,
2026-07-22 01:00:00,0.202 Mpa,,0.133 Mpa,0.942 Mpa,0.220 Mpa,0.231 Mpa,0.218 Mpa,,
2026-07-22 04:00:00,0.831 Mpa,,0.133 Mpa,0.478 Mpa,0.252 Mpa,0.212 Mpa,0.291 Mpa,,
2026-07-22 07:00:00,0.122 Mpa,,0.290 Mpa,0.340 Mpa,0.154 Mpa,0.196 Mpa,0.323 Mpa,,
2026-07-22 10:00:00,0.355 Mpa,,0.222 Mpa,0.389 Mpa,0.108 Mpa,0.188 Mpa,0.498 Mpa,,
2026-07-22 13:00:00,0 Mpa,,0.246 Mpa,0.630 Mpa,0.0869 Mpa,0.764 Mpa,0.281 Mpa,,
2026-07-22 16:00:00,0.156 Mpa,,0.362 Mpa,0.195 Mpa,0.275 Mpa,0.426 Mpa,0.268 Mpa,,0.142 Mpa
2026-07-22 19:00:00,0.133 Mpa,,0.164 Mpa,0.271 Mpa,0.309 Mpa,1.49 Mpa,0.258 Mpa,,0.423 Mpa
2026-07-22 22:00:00,0.130 Mpa,,0.266 Mpa,0.341 Mpa,0.0959 Mpa,1.79 Mpa,0.196 Mpa,,0.209 Mpa
2026-07-23 01:00:00,0.241 Mpa,,0.237 Mpa,0.265 Mpa,0.0340 Mpa,1.57 Mpa,0.233 Mpa,,0.447 Mpa
2026-07-23 04:00:00,0.357 Mpa,,0.257 Mpa,0.189 Mpa,0.0516 Mpa,0.182 Mpa,,,0.360 Mpa
2026-07-23 07:00:00,0.110 Mpa,,0.631 Mpa,0.224 Mpa,0.570 Mpa,,,,0.432 Mpa
2026-07-23 10:00:00,0.0737 Mpa,,0.481 Mpa,0.311 Mpa,0.340 Mpa,0.183 Mpa,0.218 Mpa,,0.179 Mpa
2026-07-23 13:00:00,0.974 Mpa,,0.554 Mpa,0.295 Mpa,0.0791 Mpa,0.147 Mpa,,,0.371 Mpa
2026-07-23 16:00:00,0.572 Mpa,,0.144 Mpa,0.176 Mpa,0.205 Mpa,,,,0.0652 Mpa
2026-07-23 19:00:00,0.367 Mpa,,0.475 Mpa,0.316 Mpa,0.245 Mpa,,,,0.0523 Mpa
2026-07-23 22:00:00,0.625 Mpa,,0.416 Mpa,0.247 Mpa,0.193 Mpa,0.192 Mpa,,,0.207 Mpa
2026-07-24 01:00:00,0.139 Mpa,,0.302 Mpa,0.199 Mpa,0.0225 Mpa,,,,0.274 Mpa
2026-07-24 04:00:00,0.203 Mpa,,0.193 Mpa,0.374 Mpa,0.275 Mpa,0.501 Mpa,,,0.242 Mpa
2026-07-24 07:00:00,0.388 Mpa,,0.373 Mpa,0.108 Mpa,0.326 Mpa,0.158 Mpa,,,0.401 Mpa
2026-07-24 10:00:00,0.269 Mpa,,0.191 Mpa,0.151 Mpa,0.315 Mpa,0.184 Mpa,0.110 Mpa,,0.149 Mpa
2026-07-24 13:00:00,0.442 Mpa,,0.532 Mpa,0.216 Mpa,0.357 Mpa,,0.827 Mpa,,0.235 Mpa
2026-07-24 16:00:00,0.315 Mpa,,0.298 Mpa,0.167 Mpa,0.414 Mpa,,1.14 Mpa,,0.222 Mpa
2026-07-24 19:00:00,0.0855 Mpa,,0.294 Mpa,0.392 Mpa,0.990 Mpa,,1.03 Mpa,,0.361 Mpa
2026-07-24 22:00:00,0.154 Mpa,,0.180 Mpa,0.259 Mpa,0.147 Mpa,,0.361 Mpa,,0.287 Mpa
2026-07-25 01:00:00,0.266 Mpa,,0.111 Mpa,0.320 Mpa,0.0507 Mpa,,0.319 Mpa,,0.186 Mpa
2026-07-25 04:00:00,0.272 Mpa,,0.305 Mpa,0.362 Mpa,0.130 Mpa,,0.321 Mpa,,0.254 Mpa
2026-07-25 07:00:00,0.174 Mpa,,0.532 Mpa,0.320 Mpa,0.211 Mpa,,0.257 Mpa,,0.183 Mpa
2026-07-25 10:00:00,0.0635 Mpa,0.00960 Mpa,0.383 Mpa,0.509 Mpa,0.359 Mpa,,0.377 Mpa,,0.412 Mpa
2026-07-25 13:00:00,0.109 Mpa,,0.224 Mpa,0.244 Mpa,0.430 Mpa,,0.439 Mpa,,0.197 Mpa
2026-07-25 16:00:00,0.0702 Mpa,,0.404 Mpa,0.284 Mpa,0.133 Mpa,,0.167 Mpa,,0.209 Mpa
2026-07-25 19:00:00,0.0800 Mpa,,0.174 Mpa,0.353 Mpa,0.344 Mpa,,0.454 Mpa,,0.226 Mpa
2026-07-25 22:00:00,0.0681 Mpa,,0.174 Mpa,0.328 Mpa,0.305 Mpa,,0.368 Mpa,,0.175 Mpa
2026-07-26 01:00:00,0.0949 Mpa,,0.148 Mpa,0.374 Mpa,0.136 Mpa,,0.292 Mpa,,0.415 Mpa
2026-07-26 04:00:00,0.180 Mpa,,0.137 Mpa,0.195 Mpa,0.441 Mpa,,0.348 Mpa,,0.345 Mpa
2026-07-26 07:00:00,0.0605 Mpa,,0.363 Mpa,0.263 Mpa,0.143 Mpa,,0.431 Mpa,,0.268 Mpa
2026-07-26 10:00:00,0.0390 Mpa,,0.589 Mpa,0.281 Mpa,0.241 Mpa,,0.735 Mpa,,0.270 Mpa
2026-07-26 13:00:00,0.338 Mpa,,0.485 Mpa,0.337 Mpa,0.360 Mpa,,0.401 Mpa,,0.255 Mpa
2026-07-26 16:00:00,0.627 Mpa,,0.351 Mpa,0.308 Mpa,0.257 Mpa,,0.410 Mpa,,0.402 Mpa
2026-07-26 19:00:00,1.04 Mpa,,0.435 Mpa,0.232 Mpa,0.243 Mpa,,0.312 Mpa,,0.367 Mpa
2026-07-26 22:00:00,0.153 Mpa,,0.252 Mpa,0.181 Mpa,0.167 Mpa,,0.216 Mpa,,0.466 Mpa
2026-07-27 01:00:00,0.277 Mpa,,0.199 Mpa,0.301 Mpa,,,0.450 Mpa,,0.569 Mpa
2026-07-27 04:00:00,0.478 Mpa,,0.161 Mpa,0.262 Mpa,0 Mpa,,0.483 Mpa,,0.488 Mpa
2026-07-27 07:00:00,0.240 Mpa,,0.355 Mpa,0.261 Mpa,0.880 Mpa,,0.305 Mpa,,0.293 Mpa
2026-07-27 10:00:00,0.111 Mpa,,0.211 Mpa,0.196 Mpa,0.923 Mpa,,0.342 Mpa,,0.146 Mpa
2026-07-27 13:00:00,0.0652 Mpa,,0.184 Mpa,0.219 Mpa,0.0674 Mpa,,0.864 Mpa,,0.221 Mpa
2026-07-27 16:00:00,0 Mpa,,0.230 Mpa,0.221 Mpa,0.137 Mpa,,0.199 Mpa,,0.218 Mpa
2026-07-27 19:00:00,,,0.235 Mpa,0.201 Mpa,0.0665 Mpa,,0.254 Mpa,,0.192 Mpa
2026-07-27 22:00:00,0.306 Mpa,,1.53 Mpa,0.241 Mpa,0.163 Mpa,,0.229 Mpa,,0.495 Mpa
2026-07-28 01:00:00,0.323 Mpa,,1.10 Mpa,0.239 Mpa,0.250 Mpa,,0.192 Mpa,,0.244 Mpa
2026-07-28 04:00:00,0.278 Mpa,,,0.288 Mpa,0.112 Mpa,,0.443 Mpa,,0.288 Mpa
2026-07-28 07:00:00,0.0473 Mpa,,,0.266 Mpa,0.0556 Mpa,,0.296 Mpa,,0.454 Mpa
2026-07-28 10:00:00,0.581 Mpa,,0 Mpa,0.239 Mpa,0.0836 Mpa,,0.271 Mpa,,0.321 Mpa
2026-07-28 13:00:00,0.129 Mpa,,,0.207 Mpa,0.285 Mpa,,0.317 Mpa,,0.189 Mpa
2026-07-28 16:00:00,0.0992 Mpa,,,0.224 Mpa,0.0602 Mpa,,0.229 Mpa,,0.177 Mpa
2026-07-28 19:00:00,0.0963 Mpa,,,0.194 Mpa,0.295 Mpa,,1.10 Mpa,,0.217 Mpa
2026-07-28 22:00:00,0.0344 Mpa,,,0.364 Mpa,0.481 Mpa,,0.326 Mpa,,0.262 Mpa
2026-07-29 01:00:00,0.0383 Mpa,,,0.200 Mpa,0.120 Mpa,,0.266 Mpa,,0.501 Mpa
2026-07-29 04:00:00,0.377 Mpa,,,0.214 Mpa,0.413 Mpa,,0.180 Mpa,,0.350 Mpa
2026-07-29 07:00:00,0.0842 Mpa,,,0.364 Mpa,0.209 Mpa,,0.207 Mpa,,0.505 Mpa
2026-07-29 10:00:00,0.323 Mpa,,,0.274 Mpa,0.0801 Mpa,,0.413 Mpa,,0.635 Mpa
2026-07-29 13:00:00,0.113 Mpa,,0.00387 Mpa,0.397 Mpa,0.0618 Mpa,,0.259 Mpa,,0.299 Mpa
2026-07-29 16:00:00,0.217 Mpa,0.185 Mpa,0.00121 Mpa,0.433 Mpa,0.0958 Mpa,,0.231 Mpa,,0.196 Mpa
2026-07-29 19:00:00,0.0635 Mpa,,0.0233 Mpa,0.253 Mpa,0.290 Mpa,,0.223 Mpa,,0.219 Mpa
2026-07-29 22:00:00,0.00380 Mpa,,0.385 Mpa,0.165 Mpa,0.167 Mpa,,0.276 Mpa,,0.414 Mpa
2026-07-30 01:00:00,0.0826 Mpa,,0.114 Mpa,0.265 Mpa,0.168 Mpa,,0.345 Mpa,,1.22 Mpa
2026-07-30 04:00:00,0.314 Mpa,,0.116 Mpa,0.225 Mpa,0.118 Mpa,,0.171 Mpa,,0.147 Mpa
2026-07-30 07:00:00,0.0371 Mpa,,0.617 Mpa,0.500 Mpa,0.0352 Mpa,,0.225 Mpa,,0.449 Mpa
2026-07-30 10:00:00,0.406 Mpa,0.231 Mpa,0.508 Mpa,0.169 Mpa,0.0909 Mpa,,0.415 Mpa,,0.490 Mpa
2026-07-30 13:00:00,0.162 Mpa,1.89 Mpa,0.0688 Mpa,0.122 Mpa,0.205 Mpa,,0.602 Mpa,,0.289 Mpa
2026-07-30 16:00:00,0.121 Mpa,0.826 Mpa,0.0440 Mpa,0.222 Mpa,0.199 Mpa,,0.332 Mpa,,0.169 Mpa
2026-07-30 19:00:00,0.284 Mpa,0.208 Mpa,0.188 Mpa,0.204 Mpa,0.219 Mpa,,0.199 Mpa,,0.290 Mpa
2026-07-30 22:00:00,0.272 Mpa,0.116 Mpa,0.321 Mpa,0.223 Mpa,0.0469 Mpa,,0.255 Mpa,,0.588 Mpa
2026-07-31 01:00:00,0.293 Mpa,0.145 Mpa,0.0469 Mpa,0.239 Mpa,0.241 Mpa,,0.107 Mpa,,0.214 Mpa
2026-07-31 04:00:00,0.985 Mpa,0.210 Mpa,0.263 Mpa,0.217 Mpa,0.0638 Mpa,,0.224 Mpa,,0.454 Mpa
2026-07-31 07:00:00,0.460 Mpa,0.0718 Mpa,0.697 Mpa,0.141 Mpa,0.116 Mpa,,0.385 Mpa,,0.299 Mpa
2026-07-31 10:00:00,0.227 Mpa,0.213 Mpa,0.466 Mpa,0.759 Mpa,0.0102 Mpa,,0.366 Mpa,,0.252 Mpa
