"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48"
2026-08-21 10:00:00,0.380 Mpa,0.143 Mpa,0.204 Mpa,0.456 Mpa,0.260 Mpa,0.367 Mpa,0.431 Mpa,,0.301 Mpa
2026-08-21 13:00:00,0.399 Mpa,0.242 Mpa,0.333 Mpa,1.02 Mpa,0.302 Mpa,0.0960 Mpa,1.29 Mpa,,0.270 Mpa
2026-08-21 16:00:00,0.222 Mpa,0.297 Mpa,0.0920 Mpa,0.180 Mpa,0.0255 Mpa,0.164 Mpa,,,0.296 Mpa
2026-08-21 19:00:00,0.514 Mpa,0.112 Mpa,0.628 Mpa,0.161 Mpa,0.0541 Mpa,0.174 Mpa,0.109 Mpa,,0.289 Mpa
2026-08-21 22:00:00,1.09 Mpa,0.268 Mpa,0.519 Mpa,0.185 Mpa,0.104 Mpa,0.228 Mpa,0.0592 Mpa,,0.280 Mpa
2026-08-22 01:00:00,0.373 Mpa,,0.0594 Mpa,0.142 Mpa,0.0325 Mpa,0.183 Mpa,0.0558 Mpa,,0.220 Mpa
2026-08-22 04:00:00,0.162 Mpa,0.138 Mpa,0.117 Mpa,0.163 Mpa,0.0518 Mpa,0.173 Mpa,,,0.218 Mpa
2026-08-22 07:00:00,0.188 Mpa,0.210 Mpa,0.172 Mpa,0.138 Mpa,0.113 Mpa,0.297 Mpa,,,0.329 Mpa
2026-08-22 10:00:00,0.0205 Mpa,0.194 Mpa,0.255 Mpa,0.152 Mpa,0.441 Mpa,0.158 Mpa,,,0.534 Mpa
2026-08-22 13:00:00,0.152 Mpa,0.0549 Mpa,0.0941 Mpa,0.272 Mpa,0.130 Mpa,0.384 Mpa,,,0.632 Mpa
2026-08-22 16:00:00,0.159 Mpa,0.0508 Mpa,0.454 Mpa,0.0686 Mpa,0.134 Mpa,0.246 Mpa,,,0.759 Mpa
2026-08-22 19:00:00,0.115 Mpa,0.239 Mpa,0.250 Mpa,0.100 Mpa,0.102 Mpa,0.342 Mpa,,,0.646 Mpa
2026-08-22 22:00:00,0.102 Mpa,0.244 Mpa,0.120 Mpa,0.200 Mpa,0.176 Mpa,0.217 Mpa,0.664 Mpa,,0.292 Mpa
2026-08-23 01:00:00,0.189 Mpa,0.189 Mpa,0.940 Mpa,0.173 Mpa,0.566 Mpa,0.186 Mpa,0.419 Mpa,,0.941 Mpa
2026-08-23 04:00:00,0.242 Mpa,0.230 Mpa,0.288 Mpa,0.350 Mpa,0.0150 Mpa,0.234 Mpa,0.341 Mpa,,
2026-08-23 07:00:00,0.162 Mpa,0.318 Mpa,0.554 Mpa,0.326 Mpa,0.207 Mpa,0.213 Mpa,0.243 Mpa,,
2026-08-23 10:00:00,0.226 Mpa,0.0526 Mpa,0.756 Mpa,0.115 Mpa,0.0379 Mpa,0.197 Mpa,0.310 Mpa,,0.544 Mpa
2026-08-23 13:00:00,0.0566 Mpa,0.148 Mpa,0.341 Mpa,0.291 Mpa,1.48 Mpa,0.204 Mpa,0.354 Mpa,,
2026-08-23 16:00:00,0.662 Mpa,0.615 Mpa,0.528 Mpa,0.104 Mpa,2.18 Mpa,0.997 Mpa,0.244 Mpa,,
2026-08-23 19:00:00,0.220 Mpa,0.419 Mpa,0.505 Mpa,0.513 Mpa,1.26 Mpa,0.626 Mpa,0.696 Mpa,,
2026-08-23 22:00:00,0.192 Mpa,0.622 Mpa,0.269 Mpa,0.344 Mpa,0.0104 Mpa,0.252 Mpa,0.211 Mpa,,
2026-08-24 01:00:00,0.506 Mpa,0.420 Mpa,0.228 Mpa,0.418 Mpa,,0.197 Mpa,0.242 Mpa,,
2026-08-24 04:00:00,1.10 Mpa,0.940 Mpa,0.295 Mpa,0.122 Mpa,,0.296 Mpa,0.212 Mpa,,
2026-08-24 07:00:00,0.579 Mpa,0.300 Mpa,0.489 Mpa,0.596 Mpa,0.524 Mpa,0.273 Mpa,0.310 Mpa,,
2026-08-24 10:00:00,0.158 Mpa,0.259 Mpa,0.216 Mpa,0.955 Mpa,,0.192 Mpa,0.195 Mpa,,
2026-08-24 13:00:00,0.205 Mpa,0.0864 Mpa,0.0251 Mpa,0.195 Mpa,,0.110 Mpa,0.309 Mpa,,
2026-08-24 16:00:00,0.163 Mpa,0.475 Mpa,0.434 Mpa,0.151 Mpa,,0.293 Mpa,0.285 Mpa,,0.130 Mpa
2026-08-24 19:00:00,0.144 Mpa,0.299 Mpa,0.138 Mpa,0.480 Mpa,0.00337 Mpa,0.532 Mpa,0.468 Mpa,,0.0758 Mpa
2026-08-24 22:00:00,0.0993 Mpa,0.334 Mpa,0.0742 Mpa,0.253 Mpa,0.0495 Mpa,0.223 Mpa,0.256 Mpa,,0.661 Mpa
2026-08-25 01:00:00,0.0525 Mpa,0.320 Mpa,0.179 Mpa,0.185 Mpa,,0.152 Mpa,0.276 Mpa,,0.181 Mpa
2026-08-25 04:00:00,0.471 Mpa,0.0888 Mpa,0.313 Mpa,0.163 Mpa,,0.219 Mpa,0.360 Mpa,,0.160 Mpa
2026-08-25 07:00:00,0.436 Mpa,0.617 Mpa,0.257 Mpa,0.549 Mpa,,0.226 Mpa,0.141 Mpa,,0.358 Mpa
2026-08-25 10:00:00,0.620 Mpa,0.466 Mpa,0.440 Mpa,0.323 Mpa,,0.252 Mpa,0.370 Mpa,,0.605 Mpa
2026-08-25 13:00:00,0.461 Mpa,0.333 Mpa,0.454 Mpa,0.769 Mpa,,0.622 Mpa,0.551 Mpa,,0.247 Mpa
2026-08-25 16:00:00,0.341 Mpa,0.0828 Mpa,0.217 Mpa,0.374 Mpa,,0.550 Mpa,0.203 Mpa,,0.536 Mpa
2026-08-25 19:00:00,0.00251 Mpa,0.402 Mpa,0.698 Mpa,0.159 Mpa,,0.275 Mpa,0.330 Mpa,,0.246 Mpa
2026-08-25 22:00:00,0.0338 Mpa,0.704 Mpa,0.608 Mpa,0.160 Mpa,,0.152 Mpa,0.360 Mpa,,0.358 Mpa
2026-08-26 01:00:00,0.0502 Mpa,0.0600 Mpa,0.417 Mpa,0.141 Mpa,,0.176 Mpa,0.737 Mpa,,0.207 Mpa
2026-08-26 04:00:00,0.170 Mpa,0.433 Mpa,0.387 Mpa,0.247 Mpa,,0.184 Mpa,0.642 Mpa,,0.214 Mpa
2026-08-26 07:00:00,0.233 Mpa,0.989 Mpa,0.426 Mpa,0.595 Mpa,,0.207 Mpa,0.419 Mpa,,0.151 Mpa
2026-08-26 10:00:00,1.02 Mpa,0.442 Mpa,0.453 Mpa,0.104 Mpa,,0.404 Mpa,0.512 Mpa,,0.206 Mpa
2026-08-26 13:00:00,0.420 Mpa,0.515 Mpa,0.248 Mpa,0.217 Mpa,,0.574 Mpa,0.751 Mpa,,0.681 Mpa
2026-08-26 16:00:00,0.298 Mpa,0.186 Mpa,0.311 Mpa,0.173 Mpa,,0.215 Mpa,0.211 Mpa,,0.202 Mpa
2026-08-26 19:00:00,0.0576 Mpa,0.364 Mpa,0.415 Mpa,0.826 Mpa,,0.165 Mpa,0.244 Mpa,,0.209 Mpa
2026-08-26 22:00:00,0.264 Mpa,0.339 Mpa,0.337 Mpa,0.382 Mpa,,0.139 Mpa,0.262 Mpa,,0.217 Mpa
2026-08-27 01:00:00,0.0275 Mpa,0.656 Mpa,1.55 Mpa,0.143 Mpa,,0.158 Mpa,0.375 Mpa,,0.274 Mpa
2026-08-27 04:00:00,0.0801 Mpa,0.220 Mpa,0.000615 Mpa,0.378 Mpa,,0.130 Mpa,0.465 Mpa,,0.273 Mpa
2026-08-27 07:00:00,0.203 Mpa,0.0382 Mpa,,0.160 Mpa,,0.157 Mpa,0.378 Mpa,,0.438 Mpa
2026-08-27 10:00:00,0.430 Mpa,0.0162 Mpa,0.225 Mpa,0.216 Mpa,,0.175 Mpa,0.222 Mpa,,0.284 Mpa
2026-08-27 13:00:00,0.106 Mpa,0.0188 Mpa,,0.229 Mpa,,0.190 Mpa,0.380 Mpa,,0.615 Mpa
2026-08-27 16:00:00,0.287 Mpa,0.0271 Mpa,,0.0518 Mpa,,0.178 Mpa,0.290 Mpa,,0.366 Mpa
2026-08-27 19:00:00,0.150 Mpa,0.00564 Mpa,,0.244 Mpa,,0.606 Mpa,0.286 Mpa,,0.131 Mpa
2026-08-27 22:00:00,0.0194 Mpa,0.0122 Mpa,,0.144 Mpa,,0.531 Mpa,0.353 Mpa,,0.358 Mpa
2026-08-28 01:00:00,0.245 Mpa,0.00889 Mpa,,0.138 Mpa,,0.249 Mpa,0.341 Mpa,,0.394 Mpa
2026-08-28 04:00:00,0.0887 Mpa,0.523 Mpa,,0.0756 Mpa,,0.426 Mpa,0.307 Mpa,,0.182 Mpa
2026-08-28 07:00:00,0.0867 Mpa,0.0403 Mpa,,0.335 Mpa,,0.211 Mpa,0.542 Mpa,,0.332 Mpa
2026-08-28 10:00:00,0.123 Mpa,0.0175 Mpa,,0.111 Mpa,,0.152 Mpa,0.255 Mpa,,0.448 Mpa
2026-08-28 13:00:00,,0.228 Mpa,,0.205 Mpa,,0.478 Mpa,0.258 Mpa,,0.358 Mpa
2026-08-28 16:00:00,,0.142 Mpa,0.000408 Mpa,0.141 Mpa,,0.689 Mpa,0.372 Mpa,,0.231 Mpa
2026-08-28 19:00:00,,0.171 Mpa,0.148 Mpa,0.0831 Mpa,,0.556 Mpa,0.253 Mpa,,0.144 Mpa
2026-08-28 22:00:00,0.0627 Mpa,0.153 Mpa,0.359 Mpa,0.208 Mpa,,0.307 Mpa,0.299 Mpa,,0.211 Mpa
2026-08-29 01:00:00,0.0444 Mpa,0.926 Mpa,0.112 Mpa,1.19 Mpa,,0.832 Mpa,0.316 Mpa,,0.205 Mpa
2026-08-29 04:00:00,0.0779 Mpa,,0.134 Mpa,0.423 Mpa,,0.203 Mpa,0.242 Mpa,,0.391 Mpa
2026-08-29 07:00:00,0.0733 Mpa,0.0114 Mpa,0.0933 Mpa,0.483 Mpa,,0.418 Mpa,0.357 Mpa,,0.620 Mpa
2026-08-29 10:00:00,0.165 Mpa,0.0969 Mpa,0.159 Mpa,0.737 Mpa,,0.206 Mpa,0.315 Mpa,,0.304 Mpa
2026-08-29 13:00:00,0.165 Mpa,,0.446 Mpa,0.444 Mpa,,0.256 Mpa,0.256 Mpa,,0.221 Mpa
2026-08-29 16:00:00,0.186 Mpa,,0.122 Mpa,0.176 Mpa,,0.173 Mpa,0.300 Mpa,,0.253 Mpa
2026-08-29 19:00:00,0.161 Mpa,,0.396 Mpa,0.185 Mpa,,0.930 Mpa,0.234 Mpa,,0.244 Mpa
2026-08-29 22:00:00,0.168 Mpa,,0.418 Mpa,0.777 Mpa,,0.337 Mpa,0.427 Mpa,,0.197 Mpa
2026-08-30 01:00:00,0.0774 Mpa,,0.295 Mpa,0.270 Mpa,,0.292 Mpa,0.239 Mpa,,0.174 Mpa
2026-08-30 04:00:00,0.0857 Mpa,,0.0445 Mpa,0.342 Mpa,,0.320 Mpa,0.320 Mpa,,0.238 Mpa
2026-08-30 07:00:00,0.0356 Mpa,0 Mpa,0.745 Mpa,0.128 Mpa,,0.213 Mpa,0.769 Mpa,,0.263 Mpa
2026-08-30 10:00:00,0.498 Mpa,0.0915 Mpa,1.23 Mpa,0.0841 Mpa,,0.520 Mpa,0.378 Mpa,,0.318 Mpa
2026-08-30 13:00:00,0.231 Mpa,0.222 Mpa,0.160 Mpa,0.340 Mpa,,1.04 Mpa,0.440 Mpa,,0.770 Mpa
2026-08-30 16:00:00,0.223 Mpa,0.227 Mpa,0.144 Mpa,0.220 Mpa,,0.117 Mpa,0.250 Mpa,,0.223 Mpa
2026-08-30 19:00:00,0.431 Mpa,0.265 Mpa,0.221 Mpa,0.911 Mpa,,0.219 Mpa,0.502 Mpa,,1.10 Mpa
2026-08-30 22:00:00,0.280 Mpa,0.356 Mpa,0.189 Mpa,0.534 Mpa,,0.496 Mpa,0.521 Mpa,,0.844 Mpa
2026-08-31 01:00:00,0.451 Mpa,0.215 Mpa,0.137 Mpa,0.315 Mpa,,0.551 Mpa,0.601 Mpa,,0.264 Mpa
2026-08-31 04:00:00,0.630 Mpa,0.256 Mpa,0.109 Mpa,1.33 Mpa,,0.246 Mpa,0.336 Mpa,,0.232 Mpa
2026-08-31 07:00:00,0.193 Mpa,0.451 Mpa,0.319 Mpa,0.616 Mpa,,0.163 Mpa,0.584 Mpa,,0.358 Mpa
2026-08-31 10:00:00,0.0721 Mpa,0.426 Mpa,0.0810 Mpa,0.464 Mpa,,0.239 Mpa,1.01 Mpa,,0.302 Mpa
2026-08-31 13:00:00,0.155 Mpa,0.510 Mpa,0.0813 Mpa,0.342 Mpa,,0.379 Mpa,0.788 Mpa,,0.336 Mpa
2026-08-31 16:00:00,0.111 Mpa,1.28 Mpa,0.212 Mpa,0.00387 Mpa,,0.146 Mpa,0.458 Mpa,,0.270 Mpa
2026-08-31 19:00:00,0.128 Mpa,0.404 Mpa,0.144 Mpa,0.328 Mpa,,0.172 Mpa,0.530 Mpa,,0.676 Mpa
2026-08-31 22:00:00,0.337 Mpa,0.115 Mpa,0.583 Mpa,1.62 Mpa,,0.165 Mpa,0.259 Mpa,,0.296 Mpa
2026-09-01 01:00:00,0.686 Mpa,0.0507 Mpa,2.78 Mpa,0.0378 Mpa,,,0.337 Mpa,,0.522 Mpa
2026-09-01 04:00:00,0.394 Mpa,0.0160 Mpa,1.68 Mpa,0.555 Mpa,,0.375 Mpa,,,
2026-09-01 07:00:00,0.204 Mpa,,0.884 Mpa,0.335 Mpa,,0.172 Mpa,0.257 Mpa,,0.201 Mpa
2026-09-01 10:00:00,0.0840 Mpa,0.139 Mpa,0.141 Mpa,0.167 Mpa,,0.261 Mpa,0.422 Mpa,,0.298 Mpa
2026-09-01 13:00:00,0.203 Mpa,0.210 Mpa,0.183 Mpa,0.244 Mpa,,,1.05 Mpa,,0.151 Mpa
2026-09-01 16:00:00,0.000509 Mpa,0.0131 Mpa,0.103 Mpa,0.172 Mpa,,,0.415 Mpa,,0.341 Mpa
2026-09-01 19:00:00,,,0.0161 Mpa,0.240 Mpa,,,2.07 Mpa,,
2026-09-01 22:00:00,,,0.394 Mpa,0.239 Mpa,,0.264 Mpa,1.03 Mpa,,0.543 Mpa
2026-09-02 01:00:00,0.754 Mpa,0.227 Mpa,0.544 Mpa,0.226 Mpa,,0.106 Mpa,0.486 Mpa,,0.192 Mpa
2026-09-02 04:00:00,0.329 Mpa,0.378 Mpa,0.100 Mpa,0.147 Mpa,,0.821 Mpa,0.468 Mpa,,0.343 Mpa
2026-09-02 07:00:00,0.724 Mpa,0.356 Mpa,0.182 Mpa,0.113 Mpa,,0.201 Mpa,0.905 Mpa,,0.435 Mpa
2026-09-02 10:00:00,0.880 Mpa,0.154 Mpa,0.0824 Mpa,0.0994 Mpa,,0.179 Mpa,0.338 Mpa,,0.277 Mpa
2026-09-02 13:00:00,0.578 Mpa,0.238 Mpa,0.0961 Mpa,0.261 Mpa,,0.495 Mpa,0.441 Mpa,,0.392 Mpa
2026-09-02 16:00:00,0.556 Mpa,0.180 Mpa,0.106 Mpa,0.248 Mpa,,0.150 Mpa,0.253 Mpa,,0.246 Mpa
2026-09-02 19:00:00,0.424 Mpa,0.327 Mpa,0.257 Mpa,0.259 Mpa,,0.224 Mpa,0.539 Mpa,,0.750 Mpa
2026-09-02 22:00:00,0.285 Mpa,0.418 Mpa,0.0901 Mpa,0.339 Mpa,,0.256 Mpa,0.464 Mpa,,0.197 Mpa
2026-09-03 01:00:00,0.185 Mpa,0.226 Mpa,0.369 Mpa,0.287 Mpa,,0.259 Mpa,0.343 Mpa,,0.450 Mpa
2026-09-03 04:00:00,0.382 Mpa,0.295 Mpa,0.174 Mpa,0.258 Mpa,,0.185 Mpa,0.436 Mpa,,0.188 Mpa
2026-09-03 07:00:00,0.441 Mpa,0.303 Mpa,0.410 Mpa,0.171 Mpa,,0.237 Mpa,0.297 Mpa,,0.502 Mpa
2026-09-03 10:00:00,0.407 Mpa,0.464 Mpa,0.214 Mpa,0.191 Mpa,,0.267 Mpa,0.479 Mpa,,0.178 Mpa
2026-09-03 13:00:00,0.150 Mpa,0.457 Mpa,0.135 Mpa,0.231 Mpa,,0.323 Mpa,1.59 Mpa,,0.258 Mpa
2026-09-03 16:00:00,0.223 Mpa,0.417 Mpa,0.422 Mpa,0.179 Mpa,,0.242 Mpa,2.01 Mpa,,0.244 Mpa
2026-09-03 19:00:00,0.272 Mpa,0.430 Mpa,0.109 Mpa,0.155 Mpa,,0.325 Mpa,1.56 Mpa,,0.588 Mpa
2026-09-03 22:00:00,0.373 Mpa,0.317 Mpa,0.228 Mpa,0.144 Mpa,,0.213 Mpa,0.370 Mpa,,0.786 Mpa
2026-09-04 01:00:00,0.352 Mpa,0.526 Mpa,0.391 Mpa,0.137 Mpa,,0.231 Mpa,0.237 Mpa,,0.261 Mpa
2026-09-04 04:00:00,0.249 Mpa,0.446 Mpa,0.252 Mpa,0.112 Mpa,,0.215 Mpa,0.203 Mpa,,0.767 Mpa
2026-09-04 07:00:00,0.137 Mpa,0.582 Mpa,0.277 Mpa,,,0.302 Mpa,0.243 Mpa,,0.226 Mpa
2026-09-04 10:00:00,0.201 Mpa,0.918 Mpa,0.380 Mpa,1.12 Mpa,0 Mpa,0.263 Mpa,0.228 Mpa,,0.183 Mpa
2026-09-04 13:00:00,0.112 Mpa,0.546 Mpa,0.250 Mpa,0.227 Mpa,0 Mpa,0.212 Mpa,0.271 Mpa,,0.245 Mpa
2026-09-04 16:00:00,0.186 Mpa,0.477 Mpa,0.215 Mpa,0.174 Mpa,0.000140 Mpa,0.167 Mpa,0.235 Mpa,,0.344 Mpa
2026-09-04 19:00:00,0.0635 Mpa,0.145 Mpa,0.133 Mpa,0.513 Mpa,,0.145 Mpa,0.247 Mpa,,0.811 Mpa
2026-09-04 22:00:00,0.0481 Mpa,0.155 Mpa,0.212 Mpa,0.688 Mpa,,0.310 Mpa,0.363 Mpa,,0.492 Mpa
2026-09-05 01:00:00,0.119 Mpa,0.157 Mpa,0.0916 Mpa,0.305 Mpa,,0.263 Mpa,0.228 Mpa,,0.644 Mpa
2026-09-05 04:00:00,0.233 Mpa,0.390 Mpa,0.294 Mpa,0.208 Mpa,,0.185 Mpa,0.273 Mpa,,0.233 Mpa
2026-09-05 07:00:00,0.0819 Mpa,0.147 Mpa,0.489 Mpa,0.674 Mpa,,0.213 Mpa,0.209 Mpa,,0.212 Mpa
2026-09-05 10:00:00,0.0884 Mpa,0.129 Mpa,0.604 Mpa,0.936 Mpa,,0.201 Mpa,0.248 Mpa,,0.636 Mpa
2026-09-05 13:00:00,0.162 Mpa,0.382 Mpa,0.748 Mpa,0.635 Mpa,,0.127 Mpa,0.367 Mpa,,0.343 Mpa
2026-09-05 16:00:00,0.169 Mpa,0.435 Mpa,0.267 Mpa,0.284 Mpa,0.000301 Mpa,,0.253 Mpa,,0.339 Mpa
2026-09-05 19:00:00,0.101 Mpa,0.575 Mpa,0.276 Mpa,0.221 Mpa,0.000429 Mpa,0.268 Mpa,0.195 Mpa,,0.334 Mpa
2026-09-05 22:00:00,0.110 Mpa,0.520 Mpa,0.298 Mpa,0.533 Mpa,0.000957 Mpa,0.505 Mpa,0.284 Mpa,,0.356 Mpa
2026-09-06 01:00:00,0.168 Mpa,0.838 Mpa,0.592 Mpa,0.0967 Mpa,0.00950 Mpa,0.412 Mpa,0.355 Mpa,,0.577 Mpa
2026-09-06 04:00:00,0.105 Mpa,0.442 Mpa,0.271 Mpa,0.173 Mpa,0.00186 Mpa,0.281 Mpa,0.355 Mpa,,0.400 Mpa
2026-09-06 07:00:00,0.108 Mpa,0.734 Mpa,0.735 Mpa,0.141 Mpa,0.271 Mpa,0.321 Mpa,0.224 Mpa,,0.260 Mpa
2026-09-06 10:00:00,0.0921 Mpa,0.175 Mpa,0.754 Mpa,0.207 Mpa,0.140 Mpa,0.352 Mpa,0.202 Mpa,,0.277 Mpa
2026-09-06 13:00:00,0.143 Mpa,0.165 Mpa,0.164 Mpa,0.174 Mpa,0 Mpa,2.46 Mpa,0.182 Mpa,,1.42 Mpa
2026-09-06 16:00:00,0.134 Mpa,0.127 Mpa,0.514 Mpa,0.204 Mpa,0 Mpa,,0.180 Mpa,,0.317 Mpa
2026-09-06 19:00:00,0.0527 Mpa,0.134 Mpa,0.242 Mpa,0.458 Mpa,0.00343 Mpa,0.0951 Mpa,0.235 Mpa,,0.384 Mpa
2026-09-06 22:00:00,0.154 Mpa,0.218 Mpa,0.432 Mpa,0.293 Mpa,0.00943 Mpa,,0.327 Mpa,,0.318 Mpa
2026-09-07 01:00:00,0.130 Mpa,0.242 Mpa,0.365 Mpa,0.254 Mpa,,,0.338 Mpa,,0.621 Mpa
2026-09-07 04:00:00,0.106 Mpa,0.625 Mpa,0.374 Mpa,0.297 Mpa,,,0.213 Mpa,,0.512 Mpa
2026-09-07 07:00:00,0.116 Mpa,0.170 Mpa,0.459 Mpa,0.217 Mpa,,,0.230 Mpa,,0.507 Mpa
2026-09-07 10:00:00,0.0939 Mpa,0.201 Mpa,0.489 Mpa,0.227 Mpa,,,0.214 Mpa,,0.470 Mpa
2026-09-07 13:00:00,0.701 Mpa,0.254 Mpa,0.382 Mpa,0.789 Mpa,,,0.225 Mpa,,0.330 Mpa
2026-09-07 16:00:00,0.985 Mpa,0.214 Mpa,0.298 Mpa,0.0878 Mpa,0.149 Mpa,1.00 Mpa,0.226 Mpa,,0.236 Mpa
2026-09-07 19:00:00,0.302 Mpa,0.248 Mpa,0.339 Mpa,0.319 Mpa,,0.373 Mpa,0.232 Mpa,,0.324 Mpa
2026-09-07 22:00:00,0.734 Mpa,0.452 Mpa,0.238 Mpa,1.10 Mpa,0.0939 Mpa,0.407 Mpa,0.297 Mpa,,0.431 Mpa
2026-09-08 01:00:00,0.931 Mpa,0.236 Mpa,0.342 Mpa,0.546 Mpa,0.000923 Mpa,0.271 Mpa,0.245 Mpa,,0.443 Mpa
2026-09-08 04:00:00,0.0134 Mpa,0.202 Mpa,0.265 Mpa,0.225 Mpa,0.120 Mpa,0.219 Mpa,0.406 Mpa,,0.389 Mpa
2026-09-08 07:00:00,0.00163 Mpa,0.244 Mpa,0.129 Mpa,0.484 Mpa,,0.448 Mpa,0.388 Mpa,,0.290 Mpa
2026-09-08 10:00:00,2.50 Mpa,0.444 Mpa,0.493 Mpa,0.222 Mpa,0 Mpa,0.216 Mpa,0.313 Mpa,,0.640 Mpa
2026-09-08 13:00:00,1.72 Mpa,0.272 Mpa,0.0966 Mpa,0.709 Mpa,0.547 Mpa,0.545 Mpa,0.240 Mpa,,0.734 Mpa
2026-09-08 16:00:00,,0.169 Mpa,0.374 Mpa,0.212 Mpa,1.52 Mpa,0.184 Mpa,0.293 Mpa,,0.434 Mpa
2026-09-08 19:00:00,,0.127 Mpa,0.247 Mpa,0.176 Mpa,0.0123 Mpa,0.236 Mpa,0.683 Mpa,,0.275 Mpa
2026-09-08 22:00:00,0.0337 Mpa,0.502 Mpa,0.508 Mpa,0.202 Mpa,0.0793 Mpa,0.219 Mpa,0.415 Mpa,,0.278 Mpa
2026-09-09 01:00:00,0.0165 Mpa,0.222 Mpa,0.318 Mpa,0.0765 Mpa,0.0900 Mpa,0.244 Mpa,0.425 Mpa,,0.314 Mpa
2026-09-09 04:00:00,,0.200 Mpa,0.219 Mpa,0.0782 Mpa,0.174 Mpa,0.273 Mpa,0.215 Mpa,,0.620 Mpa
2026-09-09 07:00:00,,0.290 Mpa,0.186 Mpa,0.209 Mpa,0.205 Mpa,0.271 Mpa,0.762 Mpa,,0.392 Mpa
2026-09-09 10:00:00,0.00855 Mpa,0.141 Mpa,0.193 Mpa,0.206 Mpa,0.101 Mpa,0.239 Mpa,0.385 Mpa,,0.357 Mpa
2026-09-09 13:00:00,,0.700 Mpa,0.155 Mpa,0.371 Mpa,0.00481 Mpa,0.459 Mpa,0.437 Mpa,,0.469 Mpa
2026-09-09 16:00:00,0.00570 Mpa,1.07 Mpa,0.216 Mpa,0.0977 Mpa,0.130 Mpa,0.175 Mpa,0.504 Mpa,,0.171 Mpa
2026-09-09 19:00:00,0.00555 Mpa,0.321 Mpa,0.328 Mpa,0.829 Mpa,0.163 Mpa,0.187 Mpa,0.375 Mpa,,0.167 Mpa
2026-09-09 22:00:00,0 Mpa,0.122 Mpa,0.354 Mpa,0.108 Mpa,0.0531 Mpa,0.925 Mpa,0.946 Mpa,,0.173 Mpa
2026-09-10 01:00:00,,0.591 Mpa,0.163 Mpa,0.432 Mpa,0.0427 Mpa,0.259 Mpa,0.950 Mpa,,0.168 Mpa
2026-09-10 04:00:00,,0.585 Mpa,0.178 Mpa,0.287 Mpa,0.0730 Mpa,0.189 Mpa,0.238 Mpa,,
2026-09-10 07:00:00,,0.213 Mpa,0.215 Mpa,0.190 Mpa,0.134 Mpa,0.158 Mpa,0.264 Mpa,,
2026-09-10 10:00:00,,0.00844 Mpa,0.354 Mpa,0.284 Mpa,0.0774 Mpa,0.382 Mpa,0.481 Mpa,,
2026-09-10 13:00:00,,0 Mpa,0.154 Mpa,0.669 Mpa,0.923 Mpa,0.170 Mpa,,,
2026-09-10 16:00:00,,0.146 Mpa,0.109 Mpa,0.226 Mpa,0.122 Mpa,0.185 Mpa,0.361 Mpa,,
2026-09-10 19:00:00,,0.613 Mpa,0.111 Mpa,0.0905 Mpa,0.141 Mpa,0.208 Mpa,0.892 Mpa,,
2026-09-10 22:00:00,,0.0803 Mpa,0.107 Mpa,0.101 Mpa,0.0790 Mpa,0.215 Mpa,0.290 Mpa,,
2026-09-11 01:00:00,0 Mpa,0.0778 Mpa,0.297 Mpa,0.144 Mpa,0.634 Mpa,0.214 Mpa,0.359 Mpa,,0.170 Mpa
2026-09-11 04:00:00,0.00208 Mpa,0.234 Mpa,0.521 Mpa,0.173 Mpa,0.264 Mpa,0.173 Mpa,0.364 Mpa,,0.176 Mpa
2026-09-11 07:00:00,,0.128 Mpa,0.145 Mpa,0.435 Mpa,0.733 Mpa,0.498 Mpa,0.254 Mpa,,
2026-09-11 10:00:00,0.0968 Mpa,0.248 Mpa,0.228 Mpa,0.250 Mpa,0.168 Mpa,0.183 Mpa,0.589 Mpa,,0.230 Mpa
2026-09-11 13:00:00,0.00187 Mpa,0.343 Mpa,0.279 Mpa,0.427 Mpa,0.124 Mpa,0.233 Mpa,0.639 Mpa,,0.385 Mpa
2026-09-11 16:00:00,1.37 Mpa,0.381 Mpa,0.242 Mpa,0.197 Mpa,0.336 Mpa,0.396 Mpa,0.248 Mpa,,0.434 Mpa
2026-09-11 19:00:00,0.203 Mpa,0.210 Mpa,0.241 Mpa,0.486 Mpa,0.734 Mpa,0.293 Mpa,0.215 Mpa,,0.324 Mpa
2026-09-11 22:00:00,0.462 Mpa,0.241 Mpa,0.260 Mpa,0.291 Mpa,0.0755 Mpa,0.377 Mpa,0.733 Mpa,,0.329 Mpa
2026-09-12 01:00:00,0.750 Mpa,0.217 Mpa,0.462 Mpa,0.464 Mpa,0.120 Mpa,0.237 Mpa,0.483 Mpa,,0.470 Mpa
2026-09-12 04:00:00,0.147 Mpa,0.348 Mpa,0.202 Mpa,0.223 Mpa,0.0477 Mpa,0.297 Mpa,0.278 Mpa,,0.481 Mpa
2026-09-12 07:00:00,0.540 Mpa,0.293 Mpa,0.156 Mpa,0.713 Mpa,0.107 Mpa,0.514 Mpa,0.413 Mpa,,0.284 Mpa
2026-09-12 10:00:00,0.0887 Mpa,0.420 Mpa,0.223 Mpa,0.677 Mpa,0.0299 Mpa,0.602 Mpa,0.473 Mpa,,0.346 Mpa
