"Time","B_1 - I38","B_2 - I38","B_3 - I38","B_4 - I38","B_5 - I38","B_6 - I38","B_7 - I38","B_8 - I38","B_1 - I39","B_2 - I39","B_3 - I39","B_4 - I39","B_5 - I39","B_6 - I39","B_7 - I39","B_8 - I39","B_1 - I40","B_2 - I40","B_3 - I40","B_4 - I40","B_5 - I40","B_6 - I40","B_7 - I40","B_8 - I40","B_1 - I41","B_2 - I41","B_3 - I41","B_4 - I41","B_5 - I41","B_6 - I41","B_7 - I41","B_8 - I41","B_1 - I42","B_2 - I42","B_3 - I42","B_4 - I42","B_5 - I42","B_6 - I42","B_7 - I42","B_8 - I42","B_1 - I43","B_2 - I43","B_3 - I43","B_4 - I43","B_5 - I43","B_6 - I43","B_7 - I43","B_8 - I43","B_1 - I44","B_2 - I44","B_3 - I44","B_4 - I44","B_5 - I44","B_6 - I44","B_7 - I44","B_8 - I44","B_1 - I47","B_2 - I47","B_3 - I47","B_4 - I47","B_5 - I47","B_6 - I47","B_7 - I47","B_8 - I47","B_1 - I48","B_2 - I48","B_3 - I48","B_4 - I48","B_5 - I48","B_6 - I48","B_7 - I48","B_8 - I48"," I38"," I39"," I40"," I41"," I42"," I43"," I44"," I47"," I48"
2026-06-19 01:00:00,0.0947 Mpa,0.0821 Mpa,0.0981 Mpa,0.0945 Mpa,0.102 Mpa,0.100 Mpa,4.79 Mpa,0.130 Mpa,6.09 Mpa,6.10 Mpa,5.89 Mpa,0.0189 Mpa,0.0378 Mpa,0.0285 Mpa,0.0113 Mpa,0.0251 Mpa,6.03 Mpa,0.0289 Mpa,6.08 Mpa,6.10 Mpa,0.0215 Mpa,0.0389 Mpa,0.0567 Mpa,0.0836 Mpa,0.424 Mpa,0.439 Mpa,0.420 Mpa,0.409 Mpa,0.452 Mpa,0.798 Mpa,0.463 Mpa,0.410 Mpa,0.0130 Mpa,0.0202 Mpa,0.0598 Mpa,0.00624 Mpa,0.0204 Mpa,0.00788 Mpa,0.0244 Mpa,0.0297 Mpa,0.0406 Mpa,6.10 Mpa,0.0568 Mpa,0.0767 Mpa,0.0707 Mpa,6.02 Mpa,0.0328 Mpa,0.0520 Mpa,5.81 Mpa,0.0504 Mpa,0.0366 Mpa,0.0284 Mpa,0.0111 Mpa,0.0733 Mpa,0.0522 Mpa,0.0469 Mpa,0.0945 Mpa,0.0793 Mpa,0.0588 Mpa,0.103 Mpa,0.0857 Mpa,0.0624 Mpa,5.75 Mpa,0.0471 Mpa,,,,,,,,,1691 RPM,1545 RPM,1679 RPM,1682 RPM,1728 RPM,1762 RPM,1592 RPM,1763 RPM,
2026-06-19 04:00:00,0.109 Mpa,0.0934 Mpa,0.112 Mpa,0.108 Mpa,0.115 Mpa,0.115 Mpa,5.35 Mpa,0.923 Mpa,5.85 Mpa,6.10 Mpa,5.94 Mpa,0.0181 Mpa,0.0410 Mpa,0.0232 Mpa,0.0152 Mpa,0.0206 Mpa,6.02 Mpa,0.0308 Mpa,6.06 Mpa,6.10 Mpa,0.0238 Mpa,0.0413 Mpa,0.0590 Mpa,0.0876 Mpa,0.365 Mpa,0.376 Mpa,0.350 Mpa,0.346 Mpa,0.390 Mpa,0.377 Mpa,0.398 Mpa,0.351 Mpa,0.0112 Mpa,0.0201 Mpa,0.0612 Mpa,0.00535 Mpa,0.0203 Mpa,0.00646 Mpa,0.0259 Mpa,0.0299 Mpa,0.0446 Mpa,6.10 Mpa,0.0609 Mpa,0.0789 Mpa,0.0735 Mpa,5.88 Mpa,0.0355 Mpa,0.0558 Mpa,5.64 Mpa,0.0520 Mpa,0.0397 Mpa,0.0309 Mpa,0.0138 Mpa,0.0763 Mpa,0.0535 Mpa,0.0492 Mpa,0.0914 Mpa,0.0752 Mpa,0.0535 Mpa,0.0984 Mpa,0.0841 Mpa,0.0602 Mpa,5.08 Mpa,0.0431 Mpa,,,,,,,,,1531 RPM,829 RPM,1659 RPM,1408 RPM,1802 RPM,1644 RPM,1705 RPM,1767 RPM,
2026-06-19 07:00:00,0.126 Mpa,0.110 Mpa,0.130 Mpa,0.125 Mpa,0.129 Mpa,0.130 Mpa,5.22 Mpa,0.402 Mpa,6.10 Mpa,6.10 Mpa,6.10 Mpa,0.0241 Mpa,0.0479 Mpa,0.0245 Mpa,0.0239 Mpa,0.0248 Mpa,5.99 Mpa,0.0279 Mpa,5.92 Mpa,6.10 Mpa,0.0220 Mpa,0.0396 Mpa,0.0571 Mpa,0.0835 Mpa,0.491 Mpa,0.505 Mpa,0.484 Mpa,0.476 Mpa,0.515 Mpa,0.507 Mpa,0.529 Mpa,0.472 Mpa,0.0119 Mpa,0.0198 Mpa,0.0584 Mpa,0.00510 Mpa,0.0190 Mpa,0.00665 Mpa,0.0233 Mpa,0.0283 Mpa,0.0428 Mpa,6.10 Mpa,0.0591 Mpa,0.0794 Mpa,0.0724 Mpa,6.10 Mpa,0.0331 Mpa,0.0515 Mpa,5.83 Mpa,0.0506 Mpa,0.0368 Mpa,0.0248 Mpa,0.0121 Mpa,0.0749 Mpa,0.0531 Mpa,0.0474 Mpa,0.0924 Mpa,0.0752 Mpa,0.0525 Mpa,0.0963 Mpa,0.0817 Mpa,0.0578 Mpa,5.12 Mpa,0.0418 Mpa,,,,,,,,,1692 RPM,145 RPM,1695 RPM,1802 RPM,1660 RPM,1717 RPM,1750 RPM,1690 RPM,
2026-06-19 10:00:00,0.124 Mpa,0.107 Mpa,0.126 Mpa,0.122 Mpa,0.125 Mpa,0.126 Mpa,5.13 Mpa,0.0359 Mpa,5.84 Mpa,6.10 Mpa,6.03 Mpa,0.0204 Mpa,0.0440 Mpa,0.0273 Mpa,0.0162 Mpa,0.0254 Mpa,6.05 Mpa,0.0276 Mpa,5.05 Mpa,6.10 Mpa,0.0202 Mpa,0.0397 Mpa,0.0579 Mpa,0.0858 Mpa,0.469 Mpa,0.483 Mpa,0.460 Mpa,0.454 Mpa,0.494 Mpa,0.484 Mpa,0.507 Mpa,0.454 Mpa,0.0133 Mpa,0.0216 Mpa,0.0591 Mpa,0.00423 Mpa,0.0190 Mpa,0.00611 Mpa,0.0235 Mpa,0.0300 Mpa,0.0377 Mpa,6.10 Mpa,0.0524 Mpa,0.0730 Mpa,0.0654 Mpa,6.10 Mpa,0.0281 Mpa,0.0473 Mpa,5.27 Mpa,0.0525 Mpa,0.0357 Mpa,0.0237 Mpa,0.0109 Mpa,0.0756 Mpa,0.0529 Mpa,0.0483 Mpa,0.0930 Mpa,0.0758 Mpa,0.0558 Mpa,0.0976 Mpa,0.0861 Mpa,0.0610 Mpa,5.63 Mpa,0.0428 Mpa,,,,,,,,,1638 RPM,1362 RPM,1705 RPM,1501 RPM,1716 RPM,1596 RPM,1791 RPM,1673 RPM,
2026-06-19 13:00:00,0.0876 Mpa,0.0693 Mpa,0.0897 Mpa,0.0854 Mpa,0.0896 Mpa,0.0907 Mpa,4.89 Mpa,0.0162 Mpa,5.84 Mpa,6.10 Mpa,6.03 Mpa,0.0152 Mpa,0.0363 Mpa,0.0230 Mpa,0.00942 Mpa,0.0190 Mpa,5.96 Mpa,0.0290 Mpa,5.45 Mpa,6.10 Mpa,0.0235 Mpa,0.0442 Mpa,0.0610 Mpa,0.0900 Mpa,0.491 Mpa,0.509 Mpa,0.488 Mpa,0.477 Mpa,0.519 Mpa,0.512 Mpa,0.534 Mpa,0.473 Mpa,0.00739 Mpa,0.0187 Mpa,0.0545 Mpa,0.00277 Mpa,0.0136 Mpa,0.00329 Mpa,0.0189 Mpa,0.0240 Mpa,0.0414 Mpa,6.10 Mpa,0.0536 Mpa,0.0734 Mpa,0.0665 Mpa,6.09 Mpa,0.0276 Mpa,0.0493 Mpa,3.93 Mpa,0.0509 Mpa,0.0347 Mpa,0.0195 Mpa,0.00948 Mpa,0.0730 Mpa,0.0504 Mpa,0.0451 Mpa,0.0863 Mpa,0.0701 Mpa,0.0483 Mpa,0.0882 Mpa,0.0772 Mpa,0.0543 Mpa,5.41 Mpa,0.0365 Mpa,,,,,,,,,1765 RPM,1466 RPM,1763 RPM,1799 RPM,1590 RPM,1551 RPM,1731 RPM,1739 RPM,
2026-06-19 16:00:00,0.0937 Mpa,0.0764 Mpa,0.0968 Mpa,0.0901 Mpa,0.0986 Mpa,0.0977 Mpa,5.51 Mpa,0.0220 Mpa,5.82 Mpa,6.10 Mpa,6.03 Mpa,0.0153 Mpa,0.0362 Mpa,0.0253 Mpa,0.00876 Mpa,0.0220 Mpa,5.93 Mpa,0.0255 Mpa,4.77 Mpa,6.10 Mpa,0.0184 Mpa,0.0390 Mpa,0.0560 Mpa,0.0819 Mpa,0.472 Mpa,0.486 Mpa,0.461 Mpa,0.455 Mpa,0.497 Mpa,0.486 Mpa,0.511 Mpa,0.455 Mpa,0.00320 Mpa,0.00745 Mpa,0.0431 Mpa,0.00139 Mpa,0.0106 Mpa,0.00251 Mpa,0.0124 Mpa,0.0213 Mpa,0.0346 Mpa,6.10 Mpa,0.0502 Mpa,0.0638 Mpa,0.0622 Mpa,6.07 Mpa,0.0255 Mpa,0.0488 Mpa,5.94 Mpa,0.0466 Mpa,0.0300 Mpa,0.0159 Mpa,0.00739 Mpa,0.0695 Mpa,0.0454 Mpa,0.0424 Mpa,0.0853 Mpa,0.0692 Mpa,0.0484 Mpa,0.0898 Mpa,0.0767 Mpa,0.0540 Mpa,5.76 Mpa,0.0372 Mpa,,,,,,,,,1492 RPM,1564 RPM,1718 RPM,1495 RPM,1492 RPM,1528 RPM,1659 RPM,1708 RPM,
2026-06-19 19:00:00,0.104 Mpa,0.0877 Mpa,0.108 Mpa,0.101 Mpa,0.111 Mpa,0.113 Mpa,5.76 Mpa,2.23 Mpa,6.02 Mpa,6.10 Mpa,5.59 Mpa,0.0148 Mpa,0.0390 Mpa,0.0265 Mpa,0.00809 Mpa,0.0162 Mpa,6.04 Mpa,0.0319 Mpa,6.04 Mpa,6.10 Mpa,0.0232 Mpa,0.0425 Mpa,0.0591 Mpa,0.0866 Mpa,0.459 Mpa,0.468 Mpa,0.451 Mpa,0.446 Mpa,0.481 Mpa,0.473 Mpa,0.491 Mpa,0.451 Mpa,0.0130 Mpa,0.0177 Mpa,0.0486 Mpa,0.000246 Mpa,0.0185 Mpa,0.00302 Mpa,0.0242 Mpa,0.0255 Mpa,0.0402 Mpa,6.10 Mpa,0.0561 Mpa,0.0715 Mpa,0.0721 Mpa,6.09 Mpa,0.0316 Mpa,0.0572 Mpa,5.93 Mpa,0.0497 Mpa,0.0356 Mpa,0.0223 Mpa,0.0116 Mpa,0.0738 Mpa,0.0487 Mpa,0.0464 Mpa,0.0864 Mpa,0.0708 Mpa,0.0501 Mpa,0.0977 Mpa,0.0775 Mpa,0.0568 Mpa,6.02 Mpa,0.0415 Mpa,,,,,,,,,1622 RPM,1829 RPM,1685 RPM,1301 RPM,1238 RPM,1812 RPM,1782 RPM,1629 RPM,
2026-06-19 22:00:00,0.0971 Mpa,0.0834 Mpa,0.103 Mpa,0.0938 Mpa,0.106 Mpa,0.104 Mpa,5.73 Mpa,0.123 Mpa,6.02 Mpa,6.10 Mpa,5.84 Mpa,0.0145 Mpa,0.0370 Mpa,0.0262 Mpa,0.00738 Mpa,0.0147 Mpa,6.04 Mpa,0.0307 Mpa,5.62 Mpa,6.10 Mpa,0.0234 Mpa,0.0431 Mpa,0.0586 Mpa,0.0856 Mpa,0.476 Mpa,0.490 Mpa,0.471 Mpa,0.461 Mpa,0.502 Mpa,0.496 Mpa,0.515 Mpa,0.463 Mpa,0.0133 Mpa,0.0181 Mpa,0.0506 Mpa,0.000848 Mpa,0.0171 Mpa,0.00577 Mpa,0.0249 Mpa,0.0285 Mpa,0.0441 Mpa,6.10 Mpa,0.0578 Mpa,0.0755 Mpa,0.0728 Mpa,6.10 Mpa,0.0346 Mpa,0.0569 Mpa,5.95 Mpa,0.0490 Mpa,0.0340 Mpa,0.0229 Mpa,0.00984 Mpa,0.0726 Mpa,0.0496 Mpa,0.0451 Mpa,0.0923 Mpa,0.0800 Mpa,0.0566 Mpa,0.101 Mpa,0.0863 Mpa,0.0636 Mpa,5.05 Mpa,0.0468 Mpa,,,,,,,,,1590 RPM,1771 RPM,1698 RPM,1839 RPM,1629 RPM,1835 RPM,1748 RPM,1831 RPM,
2026-06-20 01:00:00,0.106 Mpa,0.0940 Mpa,0.112 Mpa,0.105 Mpa,0.115 Mpa,0.115 Mpa,5.47 Mpa,1.34 Mpa,5.95 Mpa,6.10 Mpa,5.99 Mpa,0.0157 Mpa,0.0355 Mpa,0.0260 Mpa,0.00868 Mpa,0.0188 Mpa,6.02 Mpa,0.0291 Mpa,5.27 Mpa,6.10 Mpa,0.0200 Mpa,0.0402 Mpa,0.0572 Mpa,0.0838 Mpa,0.447 Mpa,0.459 Mpa,0.439 Mpa,0.432 Mpa,0.468 Mpa,0.462 Mpa,0.483 Mpa,0.432 Mpa,,,,,,,,,0.0383 Mpa,6.10 Mpa,0.0531 Mpa,0.0713 Mpa,0.0694 Mpa,5.72 Mpa,0.0285 Mpa,0.0521 Mpa,6.03 Mpa,0.0459 Mpa,0.0327 Mpa,0.0217 Mpa,0.0113 Mpa,0.0712 Mpa,0.0480 Mpa,0.0437 Mpa,0.0872 Mpa,0.0739 Mpa,0.0509 Mpa,0.0931 Mpa,0.0803 Mpa,0.0573 Mpa,5.48 Mpa,0.0389 Mpa,,,,,,,,,1411 RPM,1428 RPM,1695 RPM,1783 RPM,,1799 RPM,1611 RPM,1746 RPM,
2026-06-20 04:00:00,0.0993 Mpa,0.0855 Mpa,0.106 Mpa,0.0984 Mpa,0.107 Mpa,0.117 Mpa,5.19 Mpa,0.707 Mpa,5.98 Mpa,6.10 Mpa,5.92 Mpa,0.0187 Mpa,0.0418 Mpa,0.0321 Mpa,0.0114 Mpa,0.0239 Mpa,6.08 Mpa,0.0325 Mpa,5.68 Mpa,6.10 Mpa,0.0247 Mpa,0.0427 Mpa,0.0575 Mpa,0.0878 Mpa,0.438 Mpa,0.449 Mpa,0.428 Mpa,0.422 Mpa,0.459 Mpa,0.453 Mpa,0.474 Mpa,0.424 Mpa,,,,,,,,,0.0384 Mpa,6.10 Mpa,0.0555 Mpa,0.0680 Mpa,0.0654 Mpa,5.33 Mpa,0.0301 Mpa,0.0527 Mpa,5.74 Mpa,0.0488 Mpa,0.0348 Mpa,0.0234 Mpa,0.0148 Mpa,0.0738 Mpa,0.0491 Mpa,0.0469 Mpa,0.0848 Mpa,0.0703 Mpa,0.0470 Mpa,0.0891 Mpa,0.0785 Mpa,0.0550 Mpa,5.68 Mpa,0.0349 Mpa,,,,,,,,,1636 RPM,1779 RPM,1506 RPM,1675 RPM,,1397 RPM,1390 RPM,1718 RPM,
2026-06-20 07:00:00,0.0982 Mpa,0.0817 Mpa,0.102 Mpa,0.0943 Mpa,0.103 Mpa,0.116 Mpa,5.16 Mpa,0.178 Mpa,6.02 Mpa,6.10 Mpa,5.79 Mpa,0.0179 Mpa,0.0413 Mpa,0.0301 Mpa,0.0107 Mpa,0.0217 Mpa,6.03 Mpa,0.0281 Mpa,5.99 Mpa,6.10 Mpa,0.0189 Mpa,0.0387 Mpa,0.0561 Mpa,0.0834 Mpa,0.430 Mpa,0.441 Mpa,0.420 Mpa,0.413 Mpa,0.452 Mpa,0.448 Mpa,0.468 Mpa,0.414 Mpa,,,,,,,,,0.0465 Mpa,6.10 Mpa,0.0624 Mpa,0.0802 Mpa,0.0753 Mpa,2.24 Mpa,0.0361 Mpa,0.0557 Mpa,5.88 Mpa,0.0530 Mpa,0.0392 Mpa,0.0200 Mpa,0.0121 Mpa,0.0732 Mpa,0.0516 Mpa,0.0467 Mpa,0.0876 Mpa,0.0692 Mpa,0.0498 Mpa,0.0946 Mpa,0.0785 Mpa,0.0549 Mpa,5.43 Mpa,0.0388 Mpa,,,,,,,,,1486 RPM,1738 RPM,1650 RPM,1740 RPM,,1711 RPM,1588 RPM,1701 RPM,
2026-06-20 10:00:00,0.113 Mpa,0.0977 Mpa,0.118 Mpa,0.110 Mpa,0.118 Mpa,0.133 Mpa,5.02 Mpa,0.0978 Mpa,5.71 Mpa,6.10 Mpa,6.08 Mpa,0.0121 Mpa,0.0343 Mpa,0.0258 Mpa,0.00713 Mpa,0.0157 Mpa,5.97 Mpa,0.0228 Mpa,4.90 Mpa,6.10 Mpa,0.0128 Mpa,0.0345 Mpa,0.0543 Mpa,0.0805 Mpa,0.409 Mpa,0.424 Mpa,0.403 Mpa,0.394 Mpa,0.432 Mpa,0.428 Mpa,0.449 Mpa,0.395 Mpa,0.0129 Mpa,0.0245 Mpa,0.0487 Mpa,0.000151 Mpa,0.00151 Mpa,0.000909 Mpa,0.0244 Mpa,0.0245 Mpa,0.0329 Mpa,6.10 Mpa,0.0518 Mpa,0.0697 Mpa,0.0663 Mpa,6.04 Mpa,0.0230 Mpa,0.0415 Mpa,6.00 Mpa,0.0480 Mpa,0.0341 Mpa,0.0155 Mpa,0.00897 Mpa,0.0682 Mpa,0.0467 Mpa,0.0420 Mpa,0.0881 Mpa,0.0709 Mpa,0.0486 Mpa,0.0885 Mpa,0.0792 Mpa,0.0552 Mpa,5.20 Mpa,0.0367 Mpa,,,,,,,,,1486 RPM,1780 RPM,1662 RPM,1509 RPM,1311 RPM,1738 RPM,1405 RPM,1772 RPM,
2026-06-20 13:00:00,0.0802 Mpa,0.0660 Mpa,0.0873 Mpa,0.0806 Mpa,0.0889 Mpa,0.107 Mpa,4.21 Mpa,0.0347 Mpa,6.06 Mpa,6.10 Mpa,6.08 Mpa,0.0137 Mpa,0.0360 Mpa,0.0251 Mpa,0.00824 Mpa,0.0173 Mpa,6.04 Mpa,0.0233 Mpa,4.66 Mpa,6.10 Mpa,0.0118 Mpa,0.0346 Mpa,0.0546 Mpa,0.0806 Mpa,0.426 Mpa,0.432 Mpa,0.410 Mpa,0.408 Mpa,0.448 Mpa,0.437 Mpa,0.456 Mpa,0.411 Mpa,,,,,,,,,0.0335 Mpa,6.10 Mpa,0.0483 Mpa,0.0651 Mpa,0.0620 Mpa,6.10 Mpa,0.0238 Mpa,0.0435 Mpa,6.02 Mpa,0.0501 Mpa,0.0366 Mpa,0.0165 Mpa,0.00974 Mpa,0.0739 Mpa,0.0504 Mpa,0.0458 Mpa,0.0854 Mpa,0.0664 Mpa,0.0425 Mpa,0.0770 Mpa,0.0742 Mpa,0.0498 Mpa,4.37 Mpa,0.0305 Mpa,,,,,,,,,1717 RPM,1681 RPM,1659 RPM,1415 RPM,,1387 RPM,1660 RPM,1831 RPM,
2026-06-20 16:00:00,0.0847 Mpa,0.0661 Mpa,0.0888 Mpa,0.0838 Mpa,0.0886 Mpa,0.0988 Mpa,4.93 Mpa,0.117 Mpa,5.94 Mpa,6.10 Mpa,6.09 Mpa,0.0172 Mpa,0.0366 Mpa,0.0255 Mpa,0.0110 Mpa,0.0198 Mpa,6.00 Mpa,0.0247 Mpa,4.42 Mpa,6.10 Mpa,0.0144 Mpa,0.0359 Mpa,0.0550 Mpa,0.0815 Mpa,0.392 Mpa,0.401 Mpa,0.382 Mpa,0.376 Mpa,0.416 Mpa,0.407 Mpa,0.428 Mpa,0.386 Mpa,,,,,,,,,0.0309 Mpa,6.10 Mpa,0.0480 Mpa,0.0666 Mpa,0.0624 Mpa,6.10 Mpa,0.0220 Mpa,0.0397 Mpa,6.05 Mpa,0.0530 Mpa,0.0403 Mpa,0.0276 Mpa,0.0141 Mpa,0.0773 Mpa,0.0525 Mpa,0.0481 Mpa,0.0824 Mpa,0.0671 Mpa,0.0437 Mpa,0.0850 Mpa,0.0752 Mpa,0.0505 Mpa,5.79 Mpa,0.0315 Mpa,,,,,,,,,1158 RPM,1421 RPM,1734 RPM,1323 RPM,,1562 RPM,1468 RPM,1640 RPM,
2026-06-20 19:00:00,0.0804 Mpa,0.0653 Mpa,0.0840 Mpa,0.0696 Mpa,0.0893 Mpa,0.0905 Mpa,6.08 Mpa,0.174 Mpa,6.09 Mpa,6.10 Mpa,6.10 Mpa,0.0245 Mpa,0.0466 Mpa,0.0293 Mpa,0.0226 Mpa,0.0307 Mpa,6.08 Mpa,0.0286 Mpa,5.69 Mpa,6.10 Mpa,0.0191 Mpa,0.0390 Mpa,0.0578 Mpa,0.0853 Mpa,0.391 Mpa,0.401 Mpa,0.383 Mpa,0.375 Mpa,0.416 Mpa,0.409 Mpa,0.427 Mpa,0.383 Mpa,,,,,,,,,0.0374 Mpa,6.10 Mpa,0.0562 Mpa,0.0755 Mpa,0.0711 Mpa,6.10 Mpa,0.0289 Mpa,0.0456 Mpa,6.08 Mpa,0.0550 Mpa,0.0415 Mpa,0.0283 Mpa,0.0150 Mpa,0.0804 Mpa,0.0544 Mpa,0.0513 Mpa,0.0868 Mpa,0.0695 Mpa,0.0480 Mpa,0.0897 Mpa,0.0780 Mpa,0.0526 Mpa,5.72 Mpa,0.0352 Mpa,,,,,,,,,316 RPM,1379 RPM,1790 RPM,1693 RPM,,1813 RPM,1799 RPM,1662 RPM,
2026-06-20 22:00:00,0.0669 Mpa,0.0480 Mpa,0.0720 Mpa,0.0508 Mpa,0.0720 Mpa,0.0720 Mpa,6.10 Mpa,4.66 Mpa,6.00 Mpa,6.10 Mpa,6.06 Mpa,0.0244 Mpa,0.0473 Mpa,0.0353 Mpa,0.0168 Mpa,0.0269 Mpa,6.07 Mpa,0.0294 Mpa,5.89 Mpa,6.10 Mpa,0.0171 Mpa,0.0392 Mpa,0.0577 Mpa,0.0847 Mpa,0.388 Mpa,0.398 Mpa,0.380 Mpa,0.372 Mpa,0.412 Mpa,0.406 Mpa,0.425 Mpa,0.378 Mpa,,,,,,,,,0.0385 Mpa,6.10 Mpa,0.0554 Mpa,0.0753 Mpa,0.0698 Mpa,6.04 Mpa,0.0284 Mpa,0.0463 Mpa,6.00 Mpa,0.0519 Mpa,0.0385 Mpa,0.0285 Mpa,0.0125 Mpa,0.0776 Mpa,0.0518 Mpa,0.0486 Mpa,0.0861 Mpa,0.0693 Mpa,0.0473 Mpa,0.0902 Mpa,0.0756 Mpa,0.0509 Mpa,5.74 Mpa,0.0342 Mpa,,,,,,,,,0 RPM,1620 RPM,1762 RPM,1734 RPM,,1711 RPM,1794 RPM,1491 RPM,
2026-06-21 01:00:00,0.0480 Mpa,0.0480 Mpa,0.0656 Mpa,0.0480 Mpa,0.0720 Mpa,0.0720 Mpa,6.10 Mpa,6.10 Mpa,5.96 Mpa,6.10 Mpa,5.98 Mpa,0.0172 Mpa,0.0391 Mpa,0.0312 Mpa,0.0103 Mpa,0.0183 Mpa,6.01 Mpa,0.0298 Mpa,5.88 Mpa,6.10 Mpa,0.0185 Mpa,0.0397 Mpa,0.0588 Mpa,0.0849 Mpa,0.384 Mpa,0.396 Mpa,0.377 Mpa,0.370 Mpa,0.408 Mpa,0.402 Mpa,0.421 Mpa,0.374 Mpa,,,,,,,,,0.0323 Mpa,6.10 Mpa,0.0472 Mpa,0.0647 Mpa,0.0605 Mpa,6.10 Mpa,0.0233 Mpa,0.0442 Mpa,6.06 Mpa,0.0483 Mpa,0.0371 Mpa,0.0310 Mpa,0.0123 Mpa,0.0751 Mpa,0.0502 Mpa,0.0474 Mpa,0.0842 Mpa,0.0718 Mpa,0.0499 Mpa,0.0949 Mpa,0.0775 Mpa,0.0525 Mpa,5.94 Mpa,0.0399 Mpa,,,,,,,,,0 RPM,1757 RPM,1675 RPM,1449 RPM,,1385 RPM,1751 RPM,1308 RPM,
2026-06-21 04:00:00,0.0581 Mpa,0.0540 Mpa,0.0605 Mpa,0.0571 Mpa,0.0770 Mpa,0.0809 Mpa,5.65 Mpa,4.08 Mpa,5.46 Mpa,6.10 Mpa,6.09 Mpa,0.0173 Mpa,0.0377 Mpa,0.0281 Mpa,0.00994 Mpa,0.0203 Mpa,6.03 Mpa,0.0307 Mpa,5.79 Mpa,6.10 Mpa,0.0221 Mpa,0.0409 Mpa,0.0597 Mpa,0.0882 Mpa,0.371 Mpa,0.381 Mpa,0.364 Mpa,0.354 Mpa,0.397 Mpa,0.390 Mpa,0.409 Mpa,0.366 Mpa,,,,,,,,,0.0378 Mpa,6.10 Mpa,0.0524 Mpa,0.0689 Mpa,0.0650 Mpa,6.04 Mpa,0.0326 Mpa,0.0527 Mpa,6.08 Mpa,0.0535 Mpa,0.0396 Mpa,0.0288 Mpa,0.0140 Mpa,0.0776 Mpa,0.0537 Mpa,0.0498 Mpa,0.0883 Mpa,0.0721 Mpa,0.0500 Mpa,0.0908 Mpa,0.0804 Mpa,0.0561 Mpa,5.69 Mpa,0.0383 Mpa,,,,,,,,,522 RPM,1509 RPM,1770 RPM,1455 RPM,,1365 RPM,1735 RPM,1636 RPM,
2026-06-21 07:00:00,0.0936 Mpa,0.0752 Mpa,0.0932 Mpa,0.0886 Mpa,0.0974 Mpa,0.109 Mpa,5.18 Mpa,0.0347 Mpa,5.62 Mpa,6.10 Mpa,6.10 Mpa,0.0144 Mpa,0.0362 Mpa,0.0270 Mpa,0.00858 Mpa,0.0185 Mpa,6.06 Mpa,0.0248 Mpa,5.90 Mpa,6.10 Mpa,0.0173 Mpa,0.0376 Mpa,0.0540 Mpa,0.0859 Mpa,0.399 Mpa,0.413 Mpa,0.394 Mpa,0.383 Mpa,0.424 Mpa,0.418 Mpa,0.439 Mpa,0.390 Mpa,,,,,,,,,0.0408 Mpa,6.10 Mpa,0.0548 Mpa,0.0740 Mpa,0.0686 Mpa,6.09 Mpa,0.0303 Mpa,0.0465 Mpa,6.08 Mpa,0.0549 Mpa,0.0387 Mpa,0.0320 Mpa,0.0143 Mpa,0.0776 Mpa,0.0519 Mpa,0.0492 Mpa,0.0907 Mpa,0.0742 Mpa,0.0527 Mpa,0.0948 Mpa,0.0802 Mpa,0.0580 Mpa,5.49 Mpa,0.0416 Mpa,,,,,,,,,1655 RPM,1766 RPM,1480 RPM,1540 RPM,,1656 RPM,1651 RPM,1699 RPM,
2026-06-21 10:00:00,0.0914 Mpa,0.0741 Mpa,0.0911 Mpa,0.0857 Mpa,0.0952 Mpa,0.106 Mpa,5.92 Mpa,0.0361 Mpa,5.66 Mpa,6.10 Mpa,6.10 Mpa,0.00987 Mpa,0.0302 Mpa,0.0215 Mpa,0.00563 Mpa,0.0137 Mpa,5.97 Mpa,0.0195 Mpa,5.57 Mpa,6.10 Mpa,0.0134 Mpa,0.0344 Mpa,0.0529 Mpa,0.0787 Mpa,0.402 Mpa,0.412 Mpa,0.392 Mpa,0.385 Mpa,0.424 Mpa,0.418 Mpa,0.438 Mpa,0.392 Mpa,,,,,,,,,0.0404 Mpa,6.10 Mpa,0.0553 Mpa,0.0718 Mpa,0.0690 Mpa,6.10 Mpa,0.0283 Mpa,0.0468 Mpa,4.99 Mpa,0.0679 Mpa,0.0490 Mpa,0.0454 Mpa,0.0265 Mpa,0.0748 Mpa,0.0513 Mpa,0.0506 Mpa,0.0873 Mpa,0.0711 Mpa,0.0455 Mpa,0.0846 Mpa,0.0740 Mpa,0.0532 Mpa,5.28 Mpa,0.0364 Mpa,,,,,,,,,1495 RPM,1710 RPM,1813 RPM,1473 RPM,,1714 RPM,407 RPM,1744 RPM,
