"Time"," I45 RELAY "," I45 NIVEL "," I45 STATUS "," I45 SW_PRE "," I45 NIV_1 "," I45 NIV_2 "," I45 NIV_3 "," I49 RELAY "," I49 NIVEL "," I49 STATUS "," I49 SW_PRE "," I49 NIV_1 "," I49 NIV_2 "," I49 NIV_3 "," I50 RELAY "," I50 NIVEL "," I50 STATUS "," I50 SW_PRE "," I50 NIV_1 "," I50 NIV_2 "," I50 NIV_3 "," I51 RELAY "," I51 NIVEL "," I51 STATUS "," I51 SW_PRE "," I51 NIV_1 "," I51 NIV_2 "," I51 NIV_3 "," I52 RELAY "," I52 NIVEL "," I52 STATUS "," I52 SW_PRE "," I52 NIV_1 "," I52 NIV_2 "," I52 NIV_3 "," I53 RELAY "," I53 NIVEL "," I53 STATUS "," I53 SW_PRE "," I53 NIV_1 "," I53 NIV_2 "," I53 NIV_3 "," I54 RELAY "," I54 NIVEL "," I54 STATUS "," I54 SW_PRE "," I54 NIV_1 "," I54 NIV_2 "," I54 NIV_3 "," I55 RELAY "," I55 NIVEL "," I55 STATUS "," I55 SW_PRE "," I55 NIV_1 "," I55 NIV_2 "," I55 NIV_3 "," I56 RELAY "," I56 NIVEL "," I56 STATUS "," I56 SW_PRE "," I56 NIV_1 "," I56 NIV_2 "," I56 NIV_3 "," I57 RELAY "," I57 NIVEL "," I57 STATUS "," I57 SW_PRE "," I57 NIV_1 "," I57 NIV_2 "," I57 NIV_3 "," I58 RELAY "," I58 NIVEL "," I58 STATUS "," I58 SW_PRE "," I58 NIV_1 "," I58 NIV_2 "," I58 NIV_3 "
2026-06-24 22:00:00,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-25 01:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-25 04:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-25 07:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,On,On,Off,On,,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-25 10:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-25 13:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,On,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-25 16:00:00,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-25 19:00:00,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-25 22:00:00,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-26 01:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-26 04:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-26 07:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-26 10:00:00,On,On,On,Off,Off,On,Off,,,,,,,,On,On,On,On,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-26 13:00:00,On,On,On,Off,Off,On,Off,,,,,,,,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-26 16:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-26 19:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-26 22:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-27 01:00:00,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-27 04:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-27 07:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-27 10:00:00,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-27 13:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,On,On,On,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-27 16:00:00,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,,,,,,,,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-27 19:00:00,On,On,On,On,Off,On,Off,,,,,,,,Off,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,,,,,,,,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-27 22:00:00,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-28 01:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,,,,,,,,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-28 04:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,,,,,,,,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-28 07:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,,,,,,,,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-28 10:00:00,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,,,,,,,,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-28 13:00:00,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,,On,Off,Off,On,Off,,,,,,,,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-28 16:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,,,,,,,,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-28 19:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,,,,,,,,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-28 22:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,,,,,,,,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-29 01:00:00,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-29 04:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-29 07:00:00,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-29 10:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-29 13:00:00,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-29 16:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-29 19:00:00,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-29 22:00:00,On,On,On,Off,On,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-30 01:00:00,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-30 04:00:00,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,,,,,,,,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-30 07:00:00,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,On,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-30 10:00:00,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-30 13:00:00,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,,,,,,,,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-06-30 16:00:00,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,,,,,,,,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-30 19:00:00,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,,,,,,,,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-06-30 22:00:00,On,On,On,Off,On,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,,,,,,,,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-07-01 01:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-07-01 04:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-07-01 07:00:00,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-07-01 10:00:00,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-07-01 13:00:00,On,On,On,Off,Off,On,Off,,,,,,,,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-07-01 16:00:00,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-07-01 19:00:00,On,On,On,On,Off,On,Off,,,,,,,,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-07-01 22:00:00,On,On,On,Off,Off,On,Off,,,,,,,,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-07-02 01:00:00,On,On,On,On,Off,On,Off,,,,,,,,On,On,On,On,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-07-02 04:00:00,On,On,On,On,Off,On,Off,,,,,,,,On,On,On,On,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-07-02 07:00:00,On,On,On,On,Off,On,Off,,,,,,,,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,
2026-07-02 10:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,
2026-07-02 13:00:00,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,On,Off,Off
2026-07-02 16:00:00,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,,On,On,On,On,Off,On,Off,On,On,On,On,On,Off,Off
2026-07-02 19:00:00,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,,,,,,,,,On,On,On,Off,On,Off,Off
2026-07-02 22:00:00,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,,,,,,,,On,On,On,Off,Off,On,Off,On,On,On,On,On,Off,Off
2026-07-03 01:00:00,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,,On,On,On,On,Off,On,Off,,,,,,,
2026-07-03 04:00:00,,,,,,,,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,,On,On,On,Off,Off,On,Off,,,,,,,
2026-07-03 07:00:00,,,,,,,,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,On,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,,On,On,On,On,Off,On,Off,On,On,On,Off,On,Off,Off
2026-07-03 10:00:00,Off,On,Off,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,,,,,,,,On,On,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off
2026-07-03 13:00:00,Off,On,Off,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,,On,On,On,On,On,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,On,Off,Off
2026-07-03 16:00:00,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,On,Off,Off
2026-07-03 19:00:00,On,On,On,On,Off,Off,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,On,Off,Off
