"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48"
2026-08-21 16:00:00,0.220 Mpa,0.0993 Mpa,0.106 Mpa,0.217 Mpa,0.0374 Mpa,0.179 Mpa,,,0.235 Mpa
2026-08-21 19:00:00,0.254 Mpa,0.0745 Mpa,0.247 Mpa,0.151 Mpa,0.0719 Mpa,0.216 Mpa,0.363 Mpa,,0.267 Mpa
2026-08-21 22:00:00,0.354 Mpa,0.245 Mpa,0.148 Mpa,0.218 Mpa,0.131 Mpa,0.254 Mpa,0.0686 Mpa,,0.258 Mpa
2026-08-22 01:00:00,0.306 Mpa,,0.0734 Mpa,0.132 Mpa,0.0663 Mpa,0.221 Mpa,0.0745 Mpa,,0.310 Mpa
2026-08-22 04:00:00,0.106 Mpa,0.143 Mpa,0.131 Mpa,0.157 Mpa,0.120 Mpa,0.200 Mpa,,,0.496 Mpa
2026-08-22 07:00:00,0.169 Mpa,0.0222 Mpa,0.179 Mpa,0.134 Mpa,0.124 Mpa,0.287 Mpa,,,0.388 Mpa
2026-08-22 10:00:00,0.124 Mpa,0.0905 Mpa,0.192 Mpa,0.159 Mpa,0.298 Mpa,0.196 Mpa,,,0.232 Mpa
2026-08-22 13:00:00,0.0942 Mpa,0.0383 Mpa,0.0944 Mpa,0.227 Mpa,0.0184 Mpa,0.308 Mpa,,,0.323 Mpa
2026-08-22 16:00:00,0.141 Mpa,0.0551 Mpa,0.192 Mpa,0.135 Mpa,0.171 Mpa,0.314 Mpa,,,0.234 Mpa
2026-08-22 19:00:00,0.107 Mpa,0.0983 Mpa,0.220 Mpa,0.154 Mpa,0.136 Mpa,0.313 Mpa,,,0.190 Mpa
2026-08-22 22:00:00,0.0872 Mpa,0.197 Mpa,0.132 Mpa,0.169 Mpa,0.0874 Mpa,0.237 Mpa,0.206 Mpa,,0.277 Mpa
2026-08-23 01:00:00,0.111 Mpa,0.127 Mpa,0.332 Mpa,0.276 Mpa,0.528 Mpa,0.214 Mpa,0.199 Mpa,,0.128 Mpa
2026-08-23 04:00:00,0.195 Mpa,0.376 Mpa,0.192 Mpa,0.150 Mpa,0.147 Mpa,0.299 Mpa,0.248 Mpa,,
2026-08-23 07:00:00,0.120 Mpa,0.301 Mpa,0.194 Mpa,0.226 Mpa,0.308 Mpa,0.221 Mpa,0.266 Mpa,,
2026-08-23 10:00:00,0.157 Mpa,0.0691 Mpa,0.273 Mpa,0.170 Mpa,0.0931 Mpa,0.275 Mpa,0.336 Mpa,,0.580 Mpa
2026-08-23 13:00:00,0.0658 Mpa,0.112 Mpa,0.212 Mpa,0.104 Mpa,0.333 Mpa,0.244 Mpa,0.301 Mpa,,
2026-08-23 16:00:00,0.0987 Mpa,0.279 Mpa,0.392 Mpa,0.273 Mpa,0.0336 Mpa,0.270 Mpa,0.253 Mpa,,
2026-08-23 19:00:00,0.184 Mpa,0.267 Mpa,0.370 Mpa,0.309 Mpa,0.195 Mpa,0.580 Mpa,0.297 Mpa,,
2026-08-23 22:00:00,0.103 Mpa,0.115 Mpa,0.144 Mpa,0.396 Mpa,0.0482 Mpa,0.236 Mpa,0.234 Mpa,,
2026-08-24 01:00:00,0.165 Mpa,0.219 Mpa,0.155 Mpa,0.303 Mpa,,0.413 Mpa,0.229 Mpa,,
2026-08-24 04:00:00,0.166 Mpa,0.0784 Mpa,0.129 Mpa,0.184 Mpa,,0.189 Mpa,0.202 Mpa,,
2026-08-24 07:00:00,0.108 Mpa,0.156 Mpa,0.257 Mpa,0.203 Mpa,0.107 Mpa,0.272 Mpa,0.266 Mpa,,
2026-08-24 10:00:00,0.158 Mpa,0.180 Mpa,0.0439 Mpa,0.217 Mpa,,0.220 Mpa,0.271 Mpa,,
2026-08-24 13:00:00,0.183 Mpa,0.0898 Mpa,0.0251 Mpa,0.223 Mpa,,0.132 Mpa,0.338 Mpa,,
2026-08-24 16:00:00,0.119 Mpa,0.134 Mpa,0.336 Mpa,0.182 Mpa,,0.254 Mpa,0.260 Mpa,,0.129 Mpa
2026-08-24 19:00:00,0.118 Mpa,0.245 Mpa,0.121 Mpa,0.232 Mpa,0.0326 Mpa,0.298 Mpa,0.261 Mpa,,0.0607 Mpa
2026-08-24 22:00:00,0.114 Mpa,0.237 Mpa,0.0954 Mpa,0.270 Mpa,0.0651 Mpa,0.219 Mpa,0.266 Mpa,,0.219 Mpa
2026-08-25 01:00:00,0.117 Mpa,0.134 Mpa,0.146 Mpa,0.168 Mpa,,0.200 Mpa,0.284 Mpa,,0.188 Mpa
2026-08-25 04:00:00,0.243 Mpa,0.145 Mpa,0.166 Mpa,0.189 Mpa,,0.232 Mpa,0.263 Mpa,,0.141 Mpa
2026-08-25 07:00:00,0.243 Mpa,0.295 Mpa,0.192 Mpa,0.213 Mpa,,0.241 Mpa,0.262 Mpa,,0.275 Mpa
2026-08-25 10:00:00,0.396 Mpa,0.267 Mpa,0.328 Mpa,0.223 Mpa,,0.254 Mpa,0.315 Mpa,,0.211 Mpa
2026-08-25 13:00:00,0.305 Mpa,0.217 Mpa,0.158 Mpa,0.109 Mpa,,0.203 Mpa,0.261 Mpa,,0.223 Mpa
2026-08-25 16:00:00,0.104 Mpa,0.106 Mpa,0.173 Mpa,0.243 Mpa,,0.259 Mpa,0.531 Mpa,,0.227 Mpa
2026-08-25 19:00:00,0.00446 Mpa,0.130 Mpa,0.331 Mpa,0.171 Mpa,,0.242 Mpa,0.383 Mpa,,0.232 Mpa
2026-08-25 22:00:00,0.0520 Mpa,0.0676 Mpa,0.392 Mpa,0.174 Mpa,,0.200 Mpa,0.586 Mpa,,0.225 Mpa
2026-08-26 01:00:00,0.0665 Mpa,0.0855 Mpa,0.277 Mpa,0.137 Mpa,,0.219 Mpa,0.294 Mpa,,0.175 Mpa
2026-08-26 04:00:00,0.0881 Mpa,0.261 Mpa,0.269 Mpa,0.237 Mpa,,0.218 Mpa,0.374 Mpa,,0.177 Mpa
2026-08-26 07:00:00,0.290 Mpa,0.402 Mpa,0.324 Mpa,0.209 Mpa,,0.251 Mpa,0.275 Mpa,,0.182 Mpa
2026-08-26 10:00:00,0.479 Mpa,0.355 Mpa,0.348 Mpa,0.143 Mpa,,0.259 Mpa,0.318 Mpa,,0.193 Mpa
2026-08-26 13:00:00,0.463 Mpa,0.394 Mpa,0.115 Mpa,0.228 Mpa,,0.293 Mpa,0.401 Mpa,,0.198 Mpa
2026-08-26 16:00:00,0.164 Mpa,0.174 Mpa,0.292 Mpa,0.192 Mpa,,0.192 Mpa,0.222 Mpa,,0.193 Mpa
2026-08-26 19:00:00,0.0714 Mpa,0.377 Mpa,0.307 Mpa,0.155 Mpa,,0.171 Mpa,0.265 Mpa,,0.199 Mpa
2026-08-26 22:00:00,0.147 Mpa,0.325 Mpa,0.190 Mpa,0.212 Mpa,,0.182 Mpa,0.261 Mpa,,0.205 Mpa
2026-08-27 01:00:00,0.0696 Mpa,0.241 Mpa,0.0849 Mpa,0.218 Mpa,,0.212 Mpa,0.283 Mpa,,0.175 Mpa
2026-08-27 04:00:00,0.0747 Mpa,0.213 Mpa,0 Mpa,0.252 Mpa,,0.181 Mpa,0.392 Mpa,,0.266 Mpa
2026-08-27 07:00:00,0.234 Mpa,0.201 Mpa,,0.185 Mpa,,0.176 Mpa,0.234 Mpa,,0.211 Mpa
2026-08-27 10:00:00,0.226 Mpa,0.0401 Mpa,0.203 Mpa,0.173 Mpa,,0.183 Mpa,0.258 Mpa,,0.206 Mpa
2026-08-27 13:00:00,0.220 Mpa,0.104 Mpa,,0.352 Mpa,,0.215 Mpa,0.511 Mpa,,0.198 Mpa
2026-08-27 16:00:00,0.131 Mpa,0.0168 Mpa,,0.0573 Mpa,,0.226 Mpa,0.367 Mpa,,0.169 Mpa
2026-08-27 19:00:00,0.0932 Mpa,0.00311 Mpa,,0.221 Mpa,,0.283 Mpa,0.296 Mpa,,0.202 Mpa
2026-08-27 22:00:00,0.154 Mpa,0.00300 Mpa,,0.186 Mpa,,0.330 Mpa,0.364 Mpa,,0.293 Mpa
2026-08-28 01:00:00,0.0267 Mpa,0.0271 Mpa,,0.129 Mpa,,0.283 Mpa,0.288 Mpa,,0.263 Mpa
2026-08-28 04:00:00,0.0907 Mpa,0.165 Mpa,,0.143 Mpa,,0.226 Mpa,0.237 Mpa,,0.206 Mpa
2026-08-28 07:00:00,0.0730 Mpa,0.209 Mpa,,0.231 Mpa,,0.233 Mpa,0.263 Mpa,,0.385 Mpa
2026-08-28 10:00:00,0.101 Mpa,0.0271 Mpa,,0.177 Mpa,,0.304 Mpa,0.251 Mpa,,0.184 Mpa
2026-08-28 13:00:00,,0.113 Mpa,,0.233 Mpa,,0.526 Mpa,0.416 Mpa,,0.198 Mpa
2026-08-28 16:00:00,,0.167 Mpa,0.000327 Mpa,0.148 Mpa,,0.251 Mpa,0.322 Mpa,,0.201 Mpa
2026-08-28 19:00:00,,0.134 Mpa,0.0577 Mpa,0.154 Mpa,,0.267 Mpa,0.333 Mpa,,0.141 Mpa
2026-08-28 22:00:00,0.0643 Mpa,0.129 Mpa,0.335 Mpa,0.132 Mpa,,0.258 Mpa,0.315 Mpa,,0.220 Mpa
2026-08-29 01:00:00,0.0578 Mpa,0.221 Mpa,0.0897 Mpa,0.303 Mpa,,0.327 Mpa,0.351 Mpa,,0.220 Mpa
2026-08-29 04:00:00,0.0744 Mpa,,0.136 Mpa,0.389 Mpa,,0.249 Mpa,0.309 Mpa,,0.249 Mpa
2026-08-29 07:00:00,0.0770 Mpa,0.0151 Mpa,0.0845 Mpa,0.217 Mpa,,0.266 Mpa,0.229 Mpa,,0.215 Mpa
2026-08-29 10:00:00,0.139 Mpa,0.0259 Mpa,0.211 Mpa,0.272 Mpa,,0.261 Mpa,0.310 Mpa,,0.252 Mpa
2026-08-29 13:00:00,0.178 Mpa,,0.300 Mpa,0.217 Mpa,,0.367 Mpa,0.278 Mpa,,0.178 Mpa
2026-08-29 16:00:00,0.132 Mpa,,0.0674 Mpa,0.369 Mpa,,0.240 Mpa,0.274 Mpa,,0.207 Mpa
2026-08-29 19:00:00,0.155 Mpa,,0.250 Mpa,0.128 Mpa,,0.269 Mpa,0.226 Mpa,,0.189 Mpa
2026-08-29 22:00:00,0.184 Mpa,,0.297 Mpa,0.144 Mpa,,0.258 Mpa,0.296 Mpa,,0.156 Mpa
2026-08-30 01:00:00,0.123 Mpa,,0.223 Mpa,0.279 Mpa,,0.606 Mpa,0.226 Mpa,,0.280 Mpa
2026-08-30 04:00:00,0.0939 Mpa,,0.103 Mpa,0.223 Mpa,,0.239 Mpa,0.270 Mpa,,0.226 Mpa
2026-08-30 07:00:00,0.0748 Mpa,0 Mpa,0.253 Mpa,0.189 Mpa,,0.264 Mpa,0.339 Mpa,,0.198 Mpa
2026-08-30 10:00:00,0.149 Mpa,0.0279 Mpa,0.0393 Mpa,0.442 Mpa,,0.225 Mpa,0.340 Mpa,,0.191 Mpa
2026-08-30 13:00:00,0.142 Mpa,0.199 Mpa,0.184 Mpa,0.278 Mpa,,0.320 Mpa,0.361 Mpa,,0.295 Mpa
2026-08-30 16:00:00,0.196 Mpa,0.151 Mpa,0.143 Mpa,0.229 Mpa,,0.211 Mpa,0.281 Mpa,,0.264 Mpa
2026-08-30 19:00:00,0.218 Mpa,0.213 Mpa,0.178 Mpa,0.220 Mpa,,0.155 Mpa,0.393 Mpa,,0.233 Mpa
2026-08-30 22:00:00,0.112 Mpa,0.261 Mpa,0.139 Mpa,0.232 Mpa,,0.312 Mpa,0.442 Mpa,,0.193 Mpa
2026-08-31 01:00:00,0.0885 Mpa,0.201 Mpa,0.129 Mpa,0.219 Mpa,,0.242 Mpa,0.423 Mpa,,0.202 Mpa
2026-08-31 04:00:00,0.191 Mpa,0.146 Mpa,0.228 Mpa,0.307 Mpa,,0.250 Mpa,0.376 Mpa,,0.180 Mpa
2026-08-31 07:00:00,0.180 Mpa,0.166 Mpa,0.191 Mpa,0.326 Mpa,,0.226 Mpa,0.272 Mpa,,0.308 Mpa
2026-08-31 10:00:00,0.0963 Mpa,0.251 Mpa,0.126 Mpa,0.212 Mpa,,0.249 Mpa,0.402 Mpa,,0.265 Mpa
2026-08-31 13:00:00,0.179 Mpa,0.384 Mpa,0.0992 Mpa,0.0975 Mpa,,0.427 Mpa,0.443 Mpa,,0.254 Mpa
2026-08-31 16:00:00,0.146 Mpa,0.0514 Mpa,0.157 Mpa,0.0290 Mpa,,0.187 Mpa,0.404 Mpa,,0.278 Mpa
2026-08-31 19:00:00,0.126 Mpa,0.321 Mpa,0.150 Mpa,0.0590 Mpa,,0.231 Mpa,0.280 Mpa,,0.281 Mpa
2026-08-31 22:00:00,0.319 Mpa,0.0999 Mpa,0.383 Mpa,0.0801 Mpa,,0.233 Mpa,0.320 Mpa,,0.215 Mpa
2026-09-01 01:00:00,0.290 Mpa,0.0344 Mpa,0.0464 Mpa,0.0760 Mpa,,,0.0925 Mpa,,0.318 Mpa
2026-09-01 04:00:00,0.228 Mpa,0.102 Mpa,0.652 Mpa,0.0839 Mpa,,0.254 Mpa,,,
2026-09-01 07:00:00,0.109 Mpa,,0.659 Mpa,0.300 Mpa,,0.238 Mpa,0.303 Mpa,,0.167 Mpa
2026-09-01 10:00:00,0.109 Mpa,0.120 Mpa,0.191 Mpa,0.208 Mpa,,0.357 Mpa,0.343 Mpa,,0.261 Mpa
2026-09-01 13:00:00,0.287 Mpa,0.191 Mpa,0.148 Mpa,0.271 Mpa,,,0.318 Mpa,,0.140 Mpa
2026-09-01 16:00:00,0.000800 Mpa,0.0394 Mpa,0.212 Mpa,0.233 Mpa,,,0.524 Mpa,,0.379 Mpa
2026-09-01 19:00:00,,,0.0150 Mpa,0.270 Mpa,,,0.324 Mpa,,
2026-09-01 22:00:00,,,0.253 Mpa,0.204 Mpa,,0.759 Mpa,0.327 Mpa,,0.428 Mpa
2026-09-02 01:00:00,0.113 Mpa,0.0743 Mpa,0.191 Mpa,0.158 Mpa,,0.122 Mpa,0.354 Mpa,,0.141 Mpa
2026-09-02 04:00:00,0.244 Mpa,0.149 Mpa,0.116 Mpa,0.186 Mpa,,0.280 Mpa,0.337 Mpa,,0.261 Mpa
2026-09-02 07:00:00,0.145 Mpa,0.182 Mpa,0.197 Mpa,0.149 Mpa,,0.260 Mpa,0.228 Mpa,,0.366 Mpa
2026-09-02 10:00:00,0.130 Mpa,0.182 Mpa,0.0910 Mpa,0.138 Mpa,,0.465 Mpa,0.257 Mpa,,0.215 Mpa
2026-09-02 13:00:00,0.141 Mpa,0.210 Mpa,0.0973 Mpa,0.241 Mpa,,0.297 Mpa,0.455 Mpa,,0.303 Mpa
2026-09-02 16:00:00,0.388 Mpa,0.192 Mpa,0.117 Mpa,0.164 Mpa,,0.187 Mpa,0.240 Mpa,,0.152 Mpa
2026-09-02 19:00:00,0.181 Mpa,0.213 Mpa,0.159 Mpa,0.257 Mpa,,0.261 Mpa,0.284 Mpa,,0.200 Mpa
2026-09-02 22:00:00,0.127 Mpa,0.306 Mpa,0.157 Mpa,0.311 Mpa,,0.238 Mpa,0.311 Mpa,,0.209 Mpa
2026-09-03 01:00:00,0.124 Mpa,0.302 Mpa,0.338 Mpa,0.237 Mpa,,0.232 Mpa,0.302 Mpa,,0.298 Mpa
2026-09-03 04:00:00,0.243 Mpa,0.194 Mpa,0.190 Mpa,0.277 Mpa,,0.232 Mpa,0.316 Mpa,,0.176 Mpa
2026-09-03 07:00:00,0.231 Mpa,0.246 Mpa,0.208 Mpa,0.212 Mpa,,0.295 Mpa,0.289 Mpa,,0.194 Mpa
2026-09-03 10:00:00,0.293 Mpa,0.325 Mpa,0.184 Mpa,0.221 Mpa,,0.258 Mpa,0.413 Mpa,,0.205 Mpa
2026-09-03 13:00:00,0.111 Mpa,0.148 Mpa,0.135 Mpa,0.240 Mpa,,0.305 Mpa,0.143 Mpa,,0.257 Mpa
2026-09-03 16:00:00,0.309 Mpa,0.162 Mpa,0.0955 Mpa,0.244 Mpa,,0.241 Mpa,0.158 Mpa,,0.258 Mpa
2026-09-03 19:00:00,0.0781 Mpa,0.128 Mpa,0.248 Mpa,0.153 Mpa,,0.230 Mpa,0.172 Mpa,,0.231 Mpa
2026-09-03 22:00:00,0.165 Mpa,0.112 Mpa,0.167 Mpa,0.156 Mpa,,0.258 Mpa,0.252 Mpa,,0.218 Mpa
2026-09-04 01:00:00,0.114 Mpa,0.251 Mpa,0.190 Mpa,0.130 Mpa,,0.236 Mpa,0.242 Mpa,,0.249 Mpa
2026-09-04 04:00:00,0.317 Mpa,0.297 Mpa,0.211 Mpa,0.294 Mpa,,0.239 Mpa,0.197 Mpa,,0.198 Mpa
2026-09-04 07:00:00,0.149 Mpa,0.423 Mpa,0.205 Mpa,,,0.274 Mpa,0.257 Mpa,,0.635 Mpa
2026-09-04 10:00:00,0.164 Mpa,0.354 Mpa,0.306 Mpa,0.253 Mpa,0 Mpa,0.282 Mpa,0.240 Mpa,,0.148 Mpa
2026-09-04 13:00:00,0.0639 Mpa,0.129 Mpa,0.214 Mpa,0.216 Mpa,0 Mpa,0.315 Mpa,0.285 Mpa,,0.220 Mpa
2026-09-04 16:00:00,0.130 Mpa,0.289 Mpa,0.233 Mpa,0.160 Mpa,0.00188 Mpa,0.179 Mpa,0.228 Mpa,,0.346 Mpa
2026-09-04 19:00:00,0.113 Mpa,0.0791 Mpa,0.146 Mpa,0.164 Mpa,,0.195 Mpa,0.251 Mpa,,0.339 Mpa
2026-09-04 22:00:00,0.0876 Mpa,0.0654 Mpa,0.175 Mpa,0.233 Mpa,,0.289 Mpa,0.290 Mpa,,0.350 Mpa
2026-09-05 01:00:00,0.102 Mpa,0.0943 Mpa,0.0869 Mpa,0.221 Mpa,,0.290 Mpa,0.241 Mpa,,0.251 Mpa
2026-09-05 04:00:00,0.196 Mpa,0.119 Mpa,0.189 Mpa,0.340 Mpa,,0.213 Mpa,0.276 Mpa,,0.180 Mpa
2026-09-05 07:00:00,0.102 Mpa,0.100 Mpa,0.237 Mpa,0.424 Mpa,,0.237 Mpa,0.212 Mpa,,0.155 Mpa
2026-09-05 10:00:00,0.113 Mpa,0.0990 Mpa,0.296 Mpa,0.491 Mpa,,0.227 Mpa,0.252 Mpa,,0.185 Mpa
2026-09-05 13:00:00,0.257 Mpa,0.165 Mpa,0.359 Mpa,0.442 Mpa,,0.748 Mpa,0.309 Mpa,,0.209 Mpa
2026-09-05 16:00:00,0.0857 Mpa,0.211 Mpa,0.185 Mpa,0.297 Mpa,0.00110 Mpa,,0.237 Mpa,,0.641 Mpa
2026-09-05 19:00:00,0.114 Mpa,0.403 Mpa,0.176 Mpa,0.228 Mpa,0.0127 Mpa,0.372 Mpa,0.214 Mpa,,0.411 Mpa
2026-09-05 22:00:00,0.147 Mpa,0.295 Mpa,0.166 Mpa,0.220 Mpa,0.0167 Mpa,0.334 Mpa,0.233 Mpa,,0.205 Mpa
2026-09-06 01:00:00,0.234 Mpa,0.416 Mpa,0.316 Mpa,0.153 Mpa,0.00548 Mpa,0.235 Mpa,0.313 Mpa,,0.309 Mpa
2026-09-06 04:00:00,0.140 Mpa,0.287 Mpa,0.167 Mpa,0.182 Mpa,0.0531 Mpa,0.326 Mpa,0.297 Mpa,,0.214 Mpa
2026-09-06 07:00:00,0.202 Mpa,0.143 Mpa,0.364 Mpa,0.164 Mpa,0.146 Mpa,0.432 Mpa,0.247 Mpa,,0.138 Mpa
2026-09-06 10:00:00,0.0767 Mpa,0.169 Mpa,0.383 Mpa,0.198 Mpa,0.0634 Mpa,0.208 Mpa,0.235 Mpa,,0.186 Mpa
2026-09-06 13:00:00,0.144 Mpa,0.110 Mpa,0.151 Mpa,0.256 Mpa,0 Mpa,0.193 Mpa,0.209 Mpa,,0.246 Mpa
2026-09-06 16:00:00,0.176 Mpa,0.0967 Mpa,0.241 Mpa,0.214 Mpa,0 Mpa,,0.170 Mpa,,0.189 Mpa
2026-09-06 19:00:00,0.102 Mpa,0.107 Mpa,0.179 Mpa,0.396 Mpa,0.00441 Mpa,0.119 Mpa,0.264 Mpa,,0.922 Mpa
2026-09-06 22:00:00,0.173 Mpa,0.158 Mpa,0.197 Mpa,0.272 Mpa,0.108 Mpa,,0.342 Mpa,,0.225 Mpa
2026-09-07 01:00:00,0.140 Mpa,0.164 Mpa,0.171 Mpa,0.244 Mpa,,,0.293 Mpa,,0.372 Mpa
2026-09-07 04:00:00,0.148 Mpa,0.210 Mpa,0.146 Mpa,0.266 Mpa,,,0.226 Mpa,,0.163 Mpa
2026-09-07 07:00:00,0.106 Mpa,0.163 Mpa,0.191 Mpa,0.186 Mpa,,,0.234 Mpa,,0.220 Mpa
2026-09-07 10:00:00,0.185 Mpa,0.188 Mpa,0.273 Mpa,0.220 Mpa,,,0.231 Mpa,,0.197 Mpa
2026-09-07 13:00:00,0.348 Mpa,0.219 Mpa,0.160 Mpa,0.472 Mpa,,,0.230 Mpa,,0.228 Mpa
2026-09-07 16:00:00,0.154 Mpa,0.156 Mpa,0.167 Mpa,0.139 Mpa,0.185 Mpa,0.366 Mpa,0.224 Mpa,,0.348 Mpa
2026-09-07 19:00:00,0.201 Mpa,0.155 Mpa,0.224 Mpa,0.213 Mpa,,0.372 Mpa,0.250 Mpa,,0.170 Mpa
2026-09-07 22:00:00,0.254 Mpa,0.272 Mpa,0.203 Mpa,0.403 Mpa,0.00573 Mpa,0.342 Mpa,0.327 Mpa,,0.385 Mpa
2026-09-08 01:00:00,0.412 Mpa,0.101 Mpa,0.200 Mpa,0.192 Mpa,0.00115 Mpa,0.336 Mpa,0.277 Mpa,,0.269 Mpa
2026-09-08 04:00:00,2.21 Mpa,0.272 Mpa,0.156 Mpa,0.165 Mpa,0.0610 Mpa,0.251 Mpa,0.371 Mpa,,0.208 Mpa
2026-09-08 07:00:00,0.00281 Mpa,0.170 Mpa,0.115 Mpa,0.142 Mpa,,0.280 Mpa,0.386 Mpa,,0.191 Mpa
2026-09-08 10:00:00,0.0471 Mpa,0.291 Mpa,0.244 Mpa,0.198 Mpa,0 Mpa,0.280 Mpa,0.353 Mpa,,0.271 Mpa
2026-09-08 13:00:00,0.0168 Mpa,0.320 Mpa,0.131 Mpa,0.516 Mpa,0.321 Mpa,0.364 Mpa,0.306 Mpa,,0.232 Mpa
2026-09-08 16:00:00,,0.0807 Mpa,0.204 Mpa,0.251 Mpa,0.0835 Mpa,0.237 Mpa,0.264 Mpa,,0.178 Mpa
2026-09-08 19:00:00,,0.149 Mpa,0.252 Mpa,0.153 Mpa,0.0344 Mpa,0.232 Mpa,0.315 Mpa,,0.176 Mpa
2026-09-08 22:00:00,0.0122 Mpa,0.235 Mpa,0.195 Mpa,0.125 Mpa,0.107 Mpa,0.219 Mpa,0.296 Mpa,,0.173 Mpa
2026-09-09 01:00:00,0.123 Mpa,0.181 Mpa,0.159 Mpa,0.113 Mpa,0.107 Mpa,0.234 Mpa,0.472 Mpa,,0.264 Mpa
2026-09-09 04:00:00,,0.206 Mpa,0.171 Mpa,0.102 Mpa,0.196 Mpa,0.281 Mpa,0.349 Mpa,,0.192 Mpa
2026-09-09 07:00:00,,0.204 Mpa,0.179 Mpa,0.227 Mpa,0.203 Mpa,0.366 Mpa,0.369 Mpa,,0.238 Mpa
2026-09-09 10:00:00,0.159 Mpa,0.135 Mpa,0.396 Mpa,0.263 Mpa,0.157 Mpa,0.244 Mpa,0.366 Mpa,,0.214 Mpa
2026-09-09 13:00:00,,0.308 Mpa,0.134 Mpa,0.190 Mpa,0.0266 Mpa,0.298 Mpa,0.320 Mpa,,0.266 Mpa
2026-09-09 16:00:00,0.00950 Mpa,0.243 Mpa,0.151 Mpa,0.131 Mpa,0.0800 Mpa,0.214 Mpa,0.414 Mpa,,0.0505 Mpa
2026-09-09 19:00:00,0.00900 Mpa,0.146 Mpa,0.214 Mpa,0.149 Mpa,0.186 Mpa,0.218 Mpa,0.285 Mpa,,0.0479 Mpa
2026-09-09 22:00:00,0 Mpa,0.00431 Mpa,0.223 Mpa,0.165 Mpa,0.0950 Mpa,0.260 Mpa,0.306 Mpa,,0.0536 Mpa
2026-09-10 01:00:00,,0.450 Mpa,0.168 Mpa,0.361 Mpa,0.0624 Mpa,0.496 Mpa,0.206 Mpa,,0.0480 Mpa
2026-09-10 04:00:00,,0.227 Mpa,0.148 Mpa,0.266 Mpa,0.0987 Mpa,0.240 Mpa,0.291 Mpa,,
2026-09-10 07:00:00,,0.137 Mpa,0.221 Mpa,0.186 Mpa,0.130 Mpa,0.209 Mpa,0.311 Mpa,,
2026-09-10 10:00:00,,0.00362 Mpa,0.236 Mpa,0.393 Mpa,0.104 Mpa,0.383 Mpa,0.872 Mpa,,
2026-09-10 13:00:00,,0 Mpa,0.139 Mpa,0.276 Mpa,0.378 Mpa,0.202 Mpa,,,
2026-09-10 16:00:00,,0.0686 Mpa,0.121 Mpa,0.203 Mpa,0.159 Mpa,0.213 Mpa,0.258 Mpa,,
2026-09-10 19:00:00,,0.224 Mpa,0.120 Mpa,0.105 Mpa,0.144 Mpa,0.229 Mpa,0.369 Mpa,,
2026-09-10 22:00:00,,0.182 Mpa,0.127 Mpa,0.144 Mpa,0.109 Mpa,0.200 Mpa,0.318 Mpa,,
2026-09-11 01:00:00,0 Mpa,0.113 Mpa,0.175 Mpa,0.153 Mpa,0.257 Mpa,0.226 Mpa,0.401 Mpa,,0.0498 Mpa
2026-09-11 04:00:00,0.00489 Mpa,0.137 Mpa,0.192 Mpa,0.169 Mpa,0.279 Mpa,0.239 Mpa,0.275 Mpa,,0.0566 Mpa
2026-09-11 07:00:00,,0.179 Mpa,0.207 Mpa,0.250 Mpa,0.151 Mpa,0.288 Mpa,0.267 Mpa,,
2026-09-11 10:00:00,0.0893 Mpa,0.138 Mpa,0.369 Mpa,0.265 Mpa,0.165 Mpa,0.270 Mpa,0.369 Mpa,,0.128 Mpa
2026-09-11 13:00:00,0.0903 Mpa,0.0788 Mpa,0.201 Mpa,0.256 Mpa,0.318 Mpa,0.251 Mpa,0.422 Mpa,,0.348 Mpa
2026-09-11 16:00:00,0.115 Mpa,0.116 Mpa,0.177 Mpa,0.233 Mpa,0.175 Mpa,0.319 Mpa,0.289 Mpa,,0.395 Mpa
2026-09-11 19:00:00,0.104 Mpa,0.116 Mpa,0.182 Mpa,0.233 Mpa,0.287 Mpa,0.368 Mpa,0.251 Mpa,,0.203 Mpa
2026-09-11 22:00:00,0.228 Mpa,0.139 Mpa,0.263 Mpa,0.346 Mpa,0.0804 Mpa,0.263 Mpa,0.347 Mpa,,0.200 Mpa
2026-09-12 01:00:00,0.206 Mpa,0.169 Mpa,0.0971 Mpa,0.277 Mpa,0.113 Mpa,0.252 Mpa,0.355 Mpa,,0.242 Mpa
2026-09-12 04:00:00,0.165 Mpa,0.207 Mpa,0.108 Mpa,0.159 Mpa,0.0627 Mpa,0.288 Mpa,0.300 Mpa,,0.181 Mpa
2026-09-12 07:00:00,0.0191 Mpa,0.224 Mpa,0.223 Mpa,0.247 Mpa,0.0566 Mpa,0.338 Mpa,0.270 Mpa,,0.148 Mpa
2026-09-12 10:00:00,0.112 Mpa,0.204 Mpa,0.159 Mpa,0.150 Mpa,0.0632 Mpa,0.354 Mpa,0.332 Mpa,,0.244 Mpa
2026-09-12 13:00:00,0.162 Mpa,0.191 Mpa,0.198 Mpa,0.371 Mpa,0.191 Mpa,0.415 Mpa,0.329 Mpa,,0.455 Mpa
2026-09-12 16:00:00,0.330 Mpa,0.169 Mpa,0.159 Mpa,0.212 Mpa,0.0975 Mpa,0.266 Mpa,0.292 Mpa,,0.264 Mpa
