sep=,
"Time","I38"
1787072910000,26.600000000000005
1787072925000,26.600000000000005
1787072940000,26.62
1787072955000,26.62
1787072970000,26.62
1787072985000,26.62
1787073000000,26.616666666666664
1787073015000,26.603333333333335
1787073030000,26.586666666666662
1787073045000,26.616666666666664
1787073060000,26.633333333333336
1787073075000,26.603333333333335
1787073090000,25.72666666666667
1787073105000,25.313333333333333
1787073120000,26.156666666666666
1787073135000,26.603333333333335
1787073150000,26.62
1787073165000,26.616666666666664
1787073180000,26.603333333333335
1787073195000,26.603333333333335
1787073210000,26.62
1787073225000,26.603333333333335
1787073240000,26.603333333333335
1787073255000,26.62
1787073270000,26.586666666666662
1787073285000,26.603333333333335
1787073300000,26.603333333333335
1787073315000,26.586666666666662
1787073330000,26.603333333333335
1787073345000,26.570000000000004
1787073360000,26.58666666666667
1787073375000,26.599999999999998
1787073390000,26.570000000000004
1787073405000,26.570000000000004
1787073420000,25.72666666666667
1787073435000,25.263333333333335
1787073450000,26.603333333333335
1787073465000,26.55333333333333
1787073480000,26.570000000000004
1787073495000,26.55333333333333
1787073510000,26.570000000000004
1787073525000,26.616666666666664
1787073540000,26.570000000000004
1787073555000,26.536666666666665
1787073570000,26.583333333333332
1787073585000,26.58666666666667
1787073600000,26.58666666666667
1787073615000,26.603333333333335
1787073630000,26.570000000000004
1787073645000,26.570000000000004
1787073660000,26.603333333333335
1787073675000,26.536666666666665
1787073690000,26.58666666666667
1787073705000,25.709999999999997
1787073720000,25.69333333333334
1787073735000,26.603333333333335
1787073750000,26.616666666666664
1787073765000,25.296666666666667
1787073780000,26.123333333333335
1787073795000,26.569999999999997
1787073810000,26.536666666666665
1787073825000,26.57
1787073840000,
1787073855000,
1787073870000,
1787073885000,26.57
1787073900000,
1787073915000,
1787073930000,
1787073945000,26.57
1787073960000,26.570000000000004
1787073975000,26.58666666666667
1787073990000,26.569999999999997
1787074005000,26.570000000000004
1787074020000,26.55333333333333
1787074035000,26.536666666666665
1787074050000,26.55333333333333
1787074065000,26.536666666666665
1787074080000,26.536666666666665
1787074095000,26.55333333333333
1787074110000,26.52
1787074125000,26.536666666666665
1787074140000,26.536666666666665
1787074155000,26.52
1787074170000,26.536666666666665
1787074185000,26.570000000000004
1787074200000,26.570000000000004
1787074215000,26.586666666666662
1787074230000,26.52
1787074245000,26.536666666666665
1787074260000,26.57
1787074275000,26.57
1787074290000,25.72666666666667
1787074305000,25.19666666666667
1787074320000,26.536666666666665
1787074335000,26.570000000000004
1787074350000,26.58666666666667
1787074365000,26.570000000000004
1787074380000,26.570000000000004
1787074395000,26.55333333333333
1787074410000,26.599999999999998
1787074425000,26.55333333333333
1787074440000,26.536666666666665
1787074455000,26.570000000000004
1787074470000,26.58666666666667
1787074485000,26.536666666666665
1787074500000,26.570000000000004
1787074515000,26.52
1787074530000,
1787074545000,
1787074560000,
1787074575000,26.57
1787074590000,
1787074605000,
1787074620000,
1787074635000,26.62
1787074650000,26.603333333333335
1787074665000,26.603333333333335
1787074680000,26.570000000000004
1787074695000,26.62
1787074710000,26.586666666666662
1787074725000,26.58666666666667
1787074740000,26.55333333333333
1787074755000,26.603333333333335
1787074770000,26.570000000000004
1787074785000,26.586666666666662
1787074800000,26.570000000000004
1787074815000,26.603333333333335
1787074830000,25.296666666666667
1787074845000,26.14
1787074860000,26.58666666666667
1787074875000,26.603333333333335
1787074890000,26.603333333333335
1787074905000,26.616666666666664
1787074920000,26.603333333333335
1787074935000,26.586666666666662
1787074950000,26.570000000000004
1787074965000,26.603333333333335
1787074980000,
1787074995000,
1787075010000,
1787075025000,26.57
1787075040000,
1787075055000,
1787075070000,
1787075085000,
1787075100000,26.14
1787075115000,25.263333333333335
1787075130000,26.570000000000004
1787075145000,26.586666666666662
1787075160000,26.586666666666662
1787075175000,26.55333333333333
1787075190000,26.52
1787075205000,26.570000000000004
1787075220000,26.586666666666662
1787075235000,26.570000000000004
1787075250000,26.55333333333333
1787075265000,26.55333333333333
1787075280000,26.536666666666665
1787075295000,26.52
1787075310000,26.536666666666665
1787075325000,26.536666666666665
1787075340000,26.52
1787075355000,26.55333333333333
1787075370000,26.090000000000003
1787075385000,25.213333333333335
1787075400000,26.090000000000003
1787075415000,26.52
1787075430000,26.52
1787075445000,26.50333333333333
1787075460000,26.55333333333333
1787075475000,26.536666666666665
1787075490000,26.55333333333333
1787075505000,26.536666666666665
1787075520000,26.55333333333333
1787075535000,26.536666666666665
1787075550000,26.536666666666665
1787075565000,26.52
1787075580000,26.536666666666665
1787075595000,26.50333333333333
1787075610000,25.213333333333335
1787075625000,25.146666666666665
1787075640000,26.570000000000004
1787075655000,26.536666666666665
1787075670000,26.536666666666665
1787075685000,26.50333333333333
1787075700000,26.536666666666665
1787075715000,26.536666666666665
1787075730000,26.52
1787075745000,26.536666666666665
1787075760000,26.55333333333333
1787075775000,26.52
1787075790000,26.536666666666665
1787075805000,26.52
1787075820000,26.52
1787075835000,26.569999999999997
1787075850000,26.536666666666665
1787075865000,26.536666666666665
1787075880000,26.55333333333333
1787075895000,26.570000000000004
1787075910000,26.536666666666665
1787075925000,26.586666666666662
1787075940000,26.55333333333333
1787075955000,26.52
1787075970000,26.536666666666665
1787075985000,26.55333333333333
1787076000000,26.55333333333333
1787076015000,26.55333333333333
1787076030000,26.55333333333333
1787076045000,26.50333333333333
1787076060000,26.55333333333333
1787076075000,26.536666666666665
1787076090000,25.23
1787076105000,26.09
1787076120000,26.50333333333333
1787076135000,26.536666666666665
1787076150000,26.52
1787076165000,26.55333333333333
1787076180000,26.55333333333333
1787076195000,26.52
1787076210000,26.52
1787076225000,26.52
1787076240000,26.50333333333333
1787076255000,26.55333333333333
1787076270000,26.536666666666665
1787076285000,26.52
1787076300000,
1787076315000,
1787076330000,
1787076345000,26.52
1787076360000,
1787076375000,
1787076390000,
1787076405000,26.545
1787076420000,26.52
1787076435000,26.536666666666665
1787076450000,26.536666666666665
1787076465000,26.536666666666665
1787076480000,26.536666666666665
1787076495000,26.536666666666665
1787076510000,26.536666666666665
1787076525000,26.536666666666665
1787076540000,26.569999999999997
1787076555000,26.536666666666665
1787076570000,26.503333333333334
1787076585000,26.570000000000004
1787076600000,26.55333333333333
1787076615000,26.52
1787076630000,26.570000000000004
1787076645000,26.52
1787076660000,26.570000000000004
1787076675000,26.570000000000004
1787076690000,26.55333333333333
1787076705000,25.23
1787076720000,25.64333333333333
1787076735000,26.570000000000004
1787076750000,26.55333333333333
1787076765000,26.570000000000004
1787076780000,26.536666666666665
1787076795000,26.570000000000004
1787076810000,26.50333333333333
1787076825000,26.55333333333333
1787076840000,26.4825
1787076855000,26.55333333333333
1787076870000,26.5575
1787076885000,26.536666666666665
1787076900000,26.55333333333333
1787076915000,26.536666666666665
1787076930000,26.606666666666666
1787076945000,26.63166666666667
1787076960000,26.615000000000006
1787076975000,26.623333333333335
1787076990000,26.64
1787077005000,26.615000000000006
1787077020000,26.615
1787077035000,26.625999999999998
1787077050000,26.74666666666667
1787077065000,26.793333333333337
1787077080000,26.793333333333337
1787077095000,26.33
1787077110000,25.936666666666667
1787077125000,25.92
1787077140000,
1787077155000,
1787077170000,
1787077185000,
1787077200000,
1787077215000,
1787077230000,
1787077245000,
1787077260000,
1787077275000,
1787077290000,
1787077305000,
1787077320000,
1787077335000,
1787077350000,
1787077365000,
1787077380000,
1787077395000,
1787077410000,
1787077425000,
1787077440000,
1787077455000,
1787077470000,
1787077485000,
1787077500000,
1787077515000,
1787077530000,
1787077545000,
1787077560000,
1787077575000,
1787077590000,
1787077605000,
1787077620000,
1787077635000,
1787077650000,
1787077665000,
1787077680000,
1787077695000,
1787077710000,
1787077725000,
1787077740000,
1787077755000,
1787077770000,
1787077785000,
1787077800000,
1787077815000,
1787077830000,
1787077845000,
1787077860000,
1787077875000,
1787077890000,
1787077905000,
1787077920000,
1787077935000,
1787077950000,
1787077965000,
1787077980000,
1787077995000,
1787078010000,
1787078025000,
